team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,16,21.0,22.0,1.3,1.4,1.6,1.8,8.0,9.0,5,0,391.0,291.0,604.3,290.7,1898.4,1631.4,1737.3,769.0,2412.0,506.0,1468.0,1555.0,24.4,18.2,28.8,13.0,37.8,18.2,38.5,15.5,118.6,102.0,135.9,93.7,108.6,48.1,93.8,33.1,150.8,31.6,154.8,28.4,91.8,97.2,105.2,81.4
2,AVL,16,21.0,25.0,1.3,1.6,1.4,1.0,7.0,5.0,5,0,385.0,260.0,607.2,290.8,1824.2,1685.2,1805.8,687.2,2454.0,538.0,1411.0,1385.0,24.1,16.2,19.4,17.8,38.0,18.2,32.7,21.7,114.0,105.3,88.2,112.4,112.9,43.0,99.0,59.7,153.4,33.6,141.0,45.0,88.2,86.6,69.6,97.8
3,BRE,16,21.0,22.0,1.3,1.4,1.6,1.6,8.0,8.0,5,0,332.0,245.0,495.9,267.0,1662.8,1584.6,1640.0,597.9,1665.0,490.0,1217.0,1297.0,20.8,15.3,18.0,8.0,31.0,16.7,32.7,15.3,103.9,99.0,101.3,80.8,102.5,37.4,106.5,36.3,104.1,30.6,120.2,35.4,76.1,81.1,72.6,56.2
4,BHA,16,14.0,16.0,0.9,1.0,0.4,0.8,2.0,4.0,5,0,355.0,259.0,491.1,227.6,1556.0,1338.6,1469.2,524.1,1890.0,412.0,1266.0,1241.0,22.2,16.2,17.6,16.6,30.7,14.2,21.3,15.9,97.2,83.7,75.9,75.6,91.8,32.8,50.9,43.6,118.1,25.8,87.0,39.6,79.1,77.6,58.6,67.0
5,BUR,16,14.0,21.0,0.9,1.3,0.6,0.8,3.0,4.0,5,0,381.0,356.0,631.1,316.7,1698.8,1618.2,2034.3,703.0,2581.0,845.0,1442.0,1624.0,23.8,22.2,15.6,25.8,39.4,19.8,32.5,14.6,106.2,101.1,68.6,82.4,127.1,43.9,118.1,24.7,161.3,52.8,139.4,39.0,90.1,101.5,60.2,99.4
6,CHE,16,38.0,11.0,2.4,0.7,2.2,1.4,11.0,7.0,5,0,279.0,134.0,412.5,259.7,1306.2,1594.6,1173.6,554.2,1656.0,445.0,1032.0,1145.0,17.4,8.4,22.8,7.2,25.8,16.2,27.8,12.7,81.6,99.7,115.1,95.7,73.4,34.6,75.5,12.8,103.5,27.8,88.4,19.0,64.5,71.6,82.6,58.8
7,CRY,16,22.0,22.0,1.4,1.4,1.4,1.6,7.0,8.0,5,0,359.0,287.0,536.7,276.2,1707.6,1683.8,1512.4,563.7,2149.0,516.0,1306.0,1420.0,22.4,17.9,24.0,21.8,33.5,17.3,36.3,17.8,106.7,105.2,119.6,112.6,94.5,35.2,105.2,30.3,134.3,32.2,138.8,35.6,81.6,88.8,82.6,94.8
8,EVE,16,20.0,28.0,1.2,1.8,0.8,2.4,4.0,12.0,5,0,403.0,331.0,595.3,285.3,2040.4,1763.8,1753.7,600.5,2164.0,485.0,1595.0,1592.0,25.2,20.7,31.8,24.6,37.2,17.8,41.6,17.5,127.5,110.2,155.7,110.2,109.6,37.5,109.6,38.2,135.2,30.3,151.6,27.0,99.7,99.5,116.6,111.6
9,LEI,16,27.0,27.0,1.7,1.7,2.2,1.8,11.0,9.0,5,0,390.0,253.0,642.9,300.2,1929.0,1632.8,2155.3,588.0,2352.0,778.0,1515.0,1365.0,24.4,15.8,22.8,19.4,40.2,18.8,36.4,23.2,120.6,102.0,110.9,115.8,134.7,36.8,122.3,39.7,147.0,48.6,131.2,77.0,94.7,85.3,90.4,91.4
10,LEE,16,17.0,25.0,1.1,1.6,1.2,1.4,6.0,7.0,5,0,405.0,280.0,581.8,288.4,1883.6,1690.8,1613.9,721.5,2329.0,468.0,1336.0,1363.0,25.3,17.5,21.4,20.6,36.4,18.0,31.3,20.3,117.7,105.7,99.4,117.4,100.9,45.1,76.5,55.1,145.6,29.2,137.4,31.0,83.5,85.2,66.0,100.4
11,LIV,16,45.0,12.0,2.8,0.8,2.8,0.2,14.0,1.0,5,0,268.0,104.0,432.4,258.6,1388.0,1898.4,1305.8,344.6,1626.0,338.0,1041.0,1093.0,16.8,6.5,13.0,6.4,27.0,16.2,18.5,13.6,86.8,118.6,62.2,105.5,81.6,21.5,50.3,20.5,101.6,21.1,72.2,10.0,65.1,68.3,47.6,65.6
12,MCI,16,33.0,9.0,2.1,0.6,2.2,0.6,11.0,3.0,5,0,278.0,193.0,338.6,232.6,1237.4,1826.6,980.8,300.1,1175.0,197.0,1047.0,1299.0,17.4,12.1,15.2,9.0,21.2,14.5,20.8,16.1,77.3,114.2,77.8,124.4,61.3,18.8,66.4,13.5,73.4,12.3,64.4,23.2,65.4,81.2,64.4,68.8
13,MUN,16,26.0,24.0,1.6,1.5,1.4,1.4,7.0,7.0,5,0,378.0,258.0,579.7,283.2,1813.6,1737.2,1775.0,544.8,2209.0,543.0,1414.0,1459.0,23.6,16.1,23.0,12.6,36.2,17.7,40.0,18.9,113.4,108.6,114.1,100.6,110.9,34.0,114.8,44.1,138.1,33.9,170.8,43.8,88.4,91.2,86.2,82.8
14,NEW,16,17.0,34.0,1.1,2.1,1.0,2.0,5.0,10.0,5,0,475.0,289.0,686.1,303.5,2262.4,1707.2,1996.2,829.9,2603.0,499.0,1777.0,1464.0,29.7,18.1,29.0,21.6,42.9,19.0,38.6,18.0,141.4,106.7,136.8,113.8,124.8,51.9,109.4,40.6,162.7,31.2,140.0,25.4,111.1,91.5,108.4,94.4
