team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,1,0,2,0.0,2.0,0.0,2.0,0,2,1,0,32.0,38.0,29.5,12.7,123.0,96.8,64.2,23.6,107.0,6.0,86.0,132.0,32.0,38.0,32.0,38.0,29.5,12.7,29.5,12.7,123.0,96.8,123.0,96.8,64.2,23.6,64.2,23.6,107.0,6.0,107.0,6.0,86.0,132.0,86.0,132.0
2,AVL,1,2,3,2.0,3.0,2.0,3.0,2,3,1,0,38.0,5.0,50.5,5.6,208.4,49.8,130.0,1.2,165.0,4.0,149.0,46.0,38.0,5.0,38.0,5.0,50.5,5.6,50.5,5.6,208.4,49.8,208.4,49.8,130.0,1.2,130.0,1.2,165.0,4.0,165.0,4.0,149.0,46.0,149.0,46.0
3,BRE,1,2,0,2.0,0.0,2.0,0.0,2,0,1,0,12.0,6.0,35.9,24.6,64.0,79.2,173.3,106.3,127.0,61.0,57.0,68.0,12.0,6.0,12.0,6.0,35.9,24.6,35.9,24.6,64.0,79.2,64.0,79.2,173.3,106.3,173.3,106.3,127.0,61.0,127.0,61.0,57.0,68.0,57.0,68.0
4,BHA,1,2,1,2.0,1.0,2.0,1.0,2,1,1,0,19.0,11.0,24.5,20.2,77.2,115.8,102.1,32.9,68.0,53.0,71.0,61.0,19.0,11.0,19.0,11.0,24.5,20.2,24.5,20.2,77.2,115.8,77.2,115.8,102.1,32.9,102.1,32.9,68.0,53.0,68.0,53.0,71.0,61.0,71.0,61.0
5,BUR,1,1,2,1.0,2.0,1.0,2.0,1,2,1,0,34.0,8.0,46.0,16.8,162.4,98.0,144.6,13.7,151.0,57.0,139.0,66.0,34.0,8.0,34.0,8.0,46.0,16.8,46.0,16.8,162.4,98.0,162.4,98.0,144.6,13.7,144.6,13.7,151.0,57.0,151.0,57.0,139.0,66.0,139.0,66.0
6,CHE,1,3,0,3.0,0.0,3.0,0.0,3,0,1,0,11.0,7.0,15.0,11.0,50.8,89.4,49.3,16.0,53.0,4.0,40.0,79.0,11.0,7.0,11.0,7.0,15.0,11.0,15.0,11.0,50.8,89.4,50.8,89.4,49.3,16.0,49.3,16.0,53.0,4.0,53.0,4.0,40.0,79.0,40.0,79.0
7,CRY,1,0,3,0.0,3.0,0.0,3.0,0,3,1,0,26.0,55.0,28.6,26.4,96.4,158.4,85.4,57.9,105.0,48.0,85.0,181.0,26.0,55.0,26.0,55.0,28.6,26.4,28.6,26.4,96.4,158.4,96.4,158.4,85.4,57.9,85.4,57.9,105.0,48.0,105.0,48.0,85.0,181.0,85.0,181.0
8,EVE,1,3,1,3.0,1.0,3.0,1.0,3,1,1,0,22.0,6.0,27.9,13.3,110.8,86.0,67.7,23.6,100.0,23.0,94.0,55.0,22.0,6.0,22.0,6.0,27.9,13.3,27.9,13.3,110.8,86.0,110.8,86.0,67.7,23.6,67.7,23.6,100.0,23.0,100.0,23.0,94.0,55.0,94.0,55.0
9,LEI,1,1,0,1.0,0.0,1.0,0.0,1,0,1,0,13.0,11.0,34.4,22.5,71.2,106.4,119.7,54.2,154.0,65.0,61.0,80.0,13.0,11.0,13.0,11.0,34.4,22.5,34.4,22.5,71.2,106.4,71.2,106.4,119.7,54.2,119.7,54.2,154.0,65.0,154.0,65.0,61.0,80.0,61.0,80.0
10,LEE,1,1,5,1.0,5.0,1.0,5.0,1,5,1,0,58.0,12.0,63.6,12.2,294.2,64.4,160.7,45.3,181.0,12.0,189.0,64.0,58.0,12.0,58.0,12.0,63.6,12.2,63.6,12.2,294.2,64.4,294.2,64.4,160.7,45.3,160.7,45.3,181.0,12.0,181.0,12.0,189.0,64.0,189.0,64.0
11,LIV,1,3,0,3.0,0.0,3.0,0.0,3,0,1,0,14.0,6.0,28.5,26.4,75.0,139.6,119.1,35.3,90.0,88.0,74.0,83.0,14.0,6.0,14.0,6.0,28.5,26.4,28.5,26.4,75.0,139.6,75.0,139.6,119.1,35.3,119.1,35.3,90.0,88.0,90.0,88.0,74.0,83.0,74.0,83.0
12,MCI,1,0,1,0.0,1.0,0.0,1.0,0,1,1,0,28.0,37.0,34.3,13.7,116.2,95.0,105.0,31.9,121.0,10.0,85.0,120.0,28.0,37.0,28.0,37.0,34.3,13.7,34.3,13.7,116.2,95.0,116.2,95.0,105.0,31.9,105.0,31.9,121.0,10.0,121.0,10.0,85.0,120.0,85.0,120.0
13,MUN,1,5,1,5.0,1.0,5.0,1.0,5,1,1,0,15.0,5.0,19.4,16.6,65.2,134.0,85.6,16.4,45.0,15.0,64.0,83.0,15.0,5.0,15.0,5.0,19.4,16.6,19.4,16.6,65.2,134.0,65.2,134.0,85.6,16.4,85.6,16.4,45.0,15.0,45.0,15.0,64.0,83.0,64.0,83.0
14,NEW,1,2,4,2.0,4.0,2.0,4.0,2,4,1,0,43.0,13.0,65.0,21.2,247.2,125.0,132.9,43.5,270.0,44.0,170.0,99.0,43.0,13.0,43.0,13.0,65.0,21.2,65.0,21.2,247.2,125.0,247.2,125.0,132.9,43.5,132.9,43.5,270.0,44.0,270.0,44.0,170.0,99.0,170.0,99.0
