team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,16.0,16.0,19.0,1.0,1.2,1.2,1.0,6.0,5.0,5.0,0,354.0,322.0,483.5,266.5,1387.4,1566.6,1583.5,614.1,1886.0,481.0,1297.0,1525.0,22.1,20.1,18.4,16.8,30.2,16.7,28.0,19.0,86.7,97.9,74.1,106.5,99.0,38.4,108.5,35.8,117.9,30.1,98.6,46.8,81.1,95.3,71.6,85.0
2,16.0,28.0,14.0,1.8,0.9,1.6,0.2,8.0,1.0,5.0,0,277.0,169.0,432.3,221.9,1392.2,1498.4,1333.7,386.4,1618.0,332.0,1056.0,1052.0,17.3,10.6,13.6,14.0,27.0,13.9,26.3,14.1,87.0,93.6,75.4,103.9,83.4,24.2,91.4,18.6,101.1,20.8,96.8,19.0,66.0,65.8,58.0,75.0
3,16.0,18.0,25.0,1.1,1.6,0.6,1.4,3.0,7.0,5.0,0,388.0,304.0,444.4,242.1,1636.6,1668.6,1299.2,385.6,1525.0,363.0,1387.0,1445.0,24.2,19.0,23.6,28.2,27.8,15.1,30.7,18.4,102.3,104.3,95.8,124.6,81.2,24.1,84.6,37.7,95.3,22.7,126.6,22.0,86.7,90.3,78.4,121.2
4,16.0,9.0,20.0,0.6,1.2,0.8,0.4,4.0,2.0,5.0,0,367.0,368.0,595.2,259.9,1728.6,1384.6,1884.6,652.3,2338.0,561.0,1433.0,1582.0,22.9,23.0,14.6,19.4,37.2,16.2,35.4,17.5,108.0,86.5,74.8,85.0,117.8,40.8,119.9,55.4,146.1,35.1,159.2,34.2,89.6,98.9,61.4,94.2
5,16.0,31.0,18.0,1.9,1.1,1.2,1.4,6.0,7.0,5.0,0,358.0,239.0,434.3,231.3,1538.0,1567.2,1350.3,376.1,1463.0,363.0,1312.0,1333.0,22.4,14.9,26.6,17.4,27.1,14.5,30.3,15.2,96.1,98.0,114.6,102.5,84.4,23.5,77.3,25.0,91.4,22.7,110.6,24.2,82.0,83.3,89.0,87.2
6,16.0,20.0,29.0,1.2,1.8,0.6,2.6,3.0,13.0,5.0,0,421.0,325.0,576.7,308.1,2014.0,1705.2,1662.3,864.5,2090.0,506.0,1595.0,1565.0,26.3,20.3,33.8,23.2,36.0,19.3,40.6,19.5,125.9,106.6,165.9,106.7,103.9,54.0,93.9,64.0,130.6,31.6,145.4,24.2,99.7,97.8,127.0,95.2
7,16.0,26.0,19.0,1.6,1.2,1.2,0.2,6.0,1.0,5.0,0,353.0,168.0,536.3,240.3,1766.8,1384.8,1583.1,606.4,2016.0,409.0,1374.0,1128.0,22.1,10.5,11.6,6.2,33.5,15.0,21.0,14.1,110.4,86.6,52.2,71.7,98.9,37.9,80.1,34.2,126.0,25.6,78.0,36.0,85.9,70.5,55.0,51.8
8,16.0,13.0,23.0,0.8,1.4,0.4,0.4,2.0,2.0,5.0,0,411.0,335.0,532.2,240.9,1927.2,1490.6,1364.9,511.0,2025.0,406.0,1505.0,1507.0,25.7,20.9,17.0,17.4,33.3,15.1,19.8,11.5,120.4,93.2,77.4,75.8,85.3,31.9,56.4,17.8,126.6,25.4,63.6,21.8,94.1,94.2,67.8,70.6
9,16.0,29.0,20.0,1.8,1.2,1.6,1.0,8.0,5.0,5.0,0,363.0,240.0,500.4,252.7,1685.0,1484.2,1512.8,593.6,1811.0,451.0,1245.0,1304.0,22.7,15.0,21.8,13.6,31.3,15.8,29.9,13.8,105.3,92.8,113.6,87.5,94.6,37.1,91.5,23.0,113.2,28.2,94.0,27.4,77.8,81.5,79.6,75.8
10,16.0,30.0,30.0,1.9,1.9,2.8,2.0,14.0,10.0,5.0,0,413.0,247.0,672.1,286.7,2124.4,1792.0,1984.4,483.5,2614.0,589.0,1522.0,1268.0,25.8,15.4,25.8,11.2,42.0,17.9,40.0,21.4,132.8,112.0,134.0,123.4,124.0,30.2,112.1,41.4,163.4,36.8,154.4,48.0,95.1,79.2,94.0,69.4
11,16.0,37.0,20.0,2.3,1.2,2.2,0.6,11.0,3.0,5.0,0,347.0,147.0,440.4,234.6,1753.0,1767.0,1164.2,330.9,1494.0,247.0,1318.0,1170.0,21.7,9.2,18.6,13.6,27.5,14.7,21.8,14.6,109.6,110.4,84.3,113.6,72.8,20.7,64.1,16.9,93.4,15.4,69.8,15.0,82.4,73.1,67.2,78.6
12,16.0,21.0,12.0,1.3,0.8,0.8,0.2,4.0,1.0,5.0,0,265.0,193.0,318.1,195.4,1171.6,1408.2,980.4,261.2,1035.0,278.0,1033.0,1070.0,16.6,12.1,11.2,12.6,19.9,12.2,15.0,11.4,73.2,88.0,46.0,80.8,61.3,16.3,58.3,16.0,64.7,17.4,46.8,16.8,64.6,66.9,42.4,65.8
13,16.0,31.0,23.0,1.9,1.4,2.4,1.2,12.0,6.0,5.0,0,347.0,239.0,486.7,261.2,1695.8,1619.0,1426.5,501.6,1741.0,494.0,1340.0,1438.0,21.7,14.9,18.6,13.8,30.4,16.3,30.7,17.9,106.0,101.2,88.2,108.4,89.2,31.4,102.1,31.9,108.8,30.9,117.0,39.2,83.8,89.9,67.2,96.4
14,16.0,17.0,24.0,1.1,1.5,1.0,1.8,5.0,9.0,5.0,0,383.0,266.0,634.6,257.4,1851.6,1376.2,2046.5,619.0,2454.0,570.0,1495.0,1348.0,23.9,16.6,25.6,20.2,39.7,16.1,39.7,20.5,115.7,86.0,117.2,111.0,127.9,38.7,122.1,51.1,153.4,35.6,156.8,43.0,93.4,84.2,98.6,102.0
15,16.0,8.0,27.0,0.5,1.7,0.6,1.8,3.0,9.0,5.0,0,446.0,444.0,659.1,288.1,1952.6,1703.4,2193.3,612.6,2443.0,559.0,1674.0,1802.0,27.9,27.8,30.0,25.8,41.2,18.0,40.5,14.1,122.0,106.5,125.6,91.4,137.1,38.3,129.9,24.8,152.7,34.9,148.8,24.4,104.6,112.6,103.0,109.2
16,16.0,25.0,19.0,1.6,1.2,0.8,0.4,4.0,2.0,5.0,0,374.0,206.0,486.1,222.7,1688.4,1375.8,1340.0,441.5,1842.0,409.0,1290.0,1201.0,23.4,12.9,18.6,23.8,30.4,13.9,22.9,13.6,105.5,86.0,75.0,87.7,83.8,27.6,75.9,23.2,115.1,25.6,80.0,25.0,80.6,75.1,54.4,98.6
17,16.0,26.0,15.0,1.6,0.9,0.6,1.2,3.0,6.0,5.0,0,274.0,207.0,491.8,245.1,1243.0,1413.0,1568.6,620.5,2112.0,415.0,1113.0,1208.0,17.1,12.9,19.4,13.8,30.7,15.3,37.2,13.2,77.7,88.3,101.2,69.5,98.0,38.8,109.0,40.2,132.0,25.9,161.2,22.4,69.6,75.5,79.0,63.8
18,16.0,11.0,35.0,0.7,2.2,0.6,2.4,3.0,12.0,5.0,0,497.0,351.0,765.3,273.2,2422.8,1415.4,2243.8,764.4,2999.0,547.0,1906.0,1533.0,31.1,21.9,35.0,19.8,47.8,17.1,56.0,17.0,151.4,88.5,177.7,78.2,140.2,47.8,179.7,55.9,187.4,34.2,203.0,35.4,119.1,95.8,139.0,86.6
19,16.0,23.0,21.0,1.4,1.3,1.0,1.4,5.0,7.0,5.0,0,362.0,224.0,529.6,255.8,1717.8,1647.8,1642.4,601.3,1939.0,309.0,1441.0,1399.0,22.6,14.0,23.4,21.2,33.1,16.0,32.2,17.3,107.4,103.0,102.6,109.8,102.6,37.6,102.1,30.6,121.2,19.3,117.2,32.4,90.1,87.4,92.6,101.8
20,16.0,15.0,21.0,0.9,1.3,0.8,1.2,4.0,6.0,5.0,0,377.0,294.0,491.2,266.5,1626.8,1635.6,1398.5,625.9,1888.0,400.0,1366.0,1421.0,23.6,18.4,22.8,22.4,30.7,16.7,30.5,16.9,101.7,102.2,95.5,109.3,87.4,39.1,85.2,38.8,118.0,25.0,124.2,20.8,85.4,88.8,74.2,99.0
