team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,total_points_scored_atk,total_points_scored_def,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_scored_pg_atk,bps_scored_pg_def
1,ARS,37,83.0,43.0,2.2,1.2,1.2,1.8,6.0,9.0,5,0,727.0,350.0,972.7,555.8,3425.4,3768.6,2848.2,1004.2,3458.0,770.0,2653.0,2593.0,19.6,9.5,21.2,14.0,26.3,15.0,24.8,12.8,92.6,101.8,89.1,81.1,77.0,27.1,77.3,23.6,93.5,20.8,81.2,23.2,71.7,70.1,76.2,71.8,1322.0,745.0,35.7,20.1,1931.3,591.0,52.2,16.0,6076.8,3564.8,164.2,96.4,5969.1,1295.9,161.3,35.0,7275.0,1044.0,196.6,28.2,4806.0,3654.0,129.9,98.8
2,AVL,37,49.0,45.0,1.3,1.2,0.8,0.8,4.0,4.0,5,0,877.0,571.0,1224.2,573.6,4020.4,3778.0,3776.3,1164.6,4484.0,788.0,2976.0,3116.0,23.7,15.4,24.4,22.4,33.1,15.5,41.4,20.3,108.7,102.1,128.0,138.4,102.1,31.5,138.6,47.1,121.2,21.3,148.4,17.4,80.4,84.2,74.2,108.0,880.0,661.0,23.8,17.9,1098.4,537.1,29.7,14.5,3847.4,3423.0,104.0,92.5,3314.2,1287.5,89.6,34.8,3829.0,659.0,103.5,17.8,3050.0,3246.0,82.4,87.7
3,BOU,37,37.0,70.0,1.0,1.9,1.2,1.4,6.0,7.0,5,0,1151.0,858.0,1699.0,750.0,5339.4,3962.2,5452.1,1995.7,6215.0,1533.0,4349.0,4139.0,31.1,23.2,37.8,21.0,45.9,20.3,47.6,16.5,144.3,107.1,165.0,97.6,147.4,53.9,146.9,38.1,168.0,41.4,165.2,28.6,117.5,111.9,146.6,114.0,813.0,493.0,22.0,13.3,1073.3,521.4,29.0,14.1,3949.8,3770.6,106.8,101.9,3141.2,846.8,84.9,22.9,3658.0,591.0,98.9,16.0,2982.0,2942.0,80.6,79.5
4,BRE,37,57.0,46.0,1.5,1.2,1.8,0.6,9.0,3.0,5,0,808.0,558.0,1228.5,622.3,3771.0,3493.4,4036.8,1643.8,4500.0,1083.0,2964.0,3153.0,21.8,15.1,19.0,11.8,33.2,16.8,27.7,17.3,101.9,94.4,79.4,101.1,109.1,44.4,107.2,42.0,121.6,29.3,90.6,30.8,80.1,85.2,75.8,83.2,956.0,709.0,25.8,19.2,1167.4,594.5,31.6,16.1,4204.0,3946.4,113.6,106.7,3421.5,918.4,92.5,24.8,4058.0,1062.0,109.7,28.7,3384.0,3384.0,91.5,91.5
5,BHA,37,71.0,51.0,1.9,1.4,2.1,1.8,17.0,14.0,8,0,818.0,444.0,994.2,511.0,3745.4,3566.8,2901.7,810.8,3305.0,724.0,2915.0,2720.0,22.1,12.0,21.4,10.4,26.9,13.8,28.8,11.6,101.2,96.4,107.2,87.0,78.4,21.9,96.2,15.4,89.3,19.6,84.0,13.6,78.8,73.5,77.5,70.2,1035.0,627.0,28.0,17.0,1593.9,546.0,43.1,14.8,5046.4,3140.0,136.4,84.9,5375.5,1429.3,145.3,38.6,5520.0,889.0,149.2,24.0,4039.0,3158.0,109.2,85.4
6,CHE,37,37.0,46.0,1.0,1.2,1.2,2.2,7.0,13.0,6,0,790.0,675.0,1080.3,551.6,3716.4,3548.0,3353.7,1047.0,3756.0,914.0,2751.0,3143.0,21.4,18.2,18.5,13.0,29.2,14.9,20.6,11.4,100.4,95.9,79.1,70.6,90.6,28.3,63.6,21.8,101.5,24.7,64.0,21.2,74.4,85.0,66.0,61.5,757.0,637.0,20.5,17.2,1178.5,667.2,31.8,18.0,3534.6,4043.0,95.5,109.3,4084.2,1571.9,110.4,42.5,4192.0,1049.0,113.3,28.4,2828.0,3553.0,76.4,96.0
7,CRY,37,39.0,48.0,1.0,1.3,1.6,1.6,8.0,8.0,5,0,882.0,713.0,1224.4,597.8,3918.0,3502.2,3879.3,1472.6,4461.0,996.0,3108.0,3397.0,23.8,19.3,18.8,17.0,33.1,16.2,18.3,12.6,105.9,94.6,73.2,81.8,104.8,39.8,54.5,31.6,120.6,26.9,55.6,12.4,84.0,91.8,62.4,81.4,856.0,538.0,23.1,14.5,1141.5,514.2,30.8,13.9,3947.2,3487.8,106.7,94.3,3785.6,828.6,102.3,22.4,3707.0,815.0,100.2,22.0,3035.0,2975.0,82.0,80.4
8,EVE,37,33.0,57.0,0.9,1.5,1.8,2.2,9.0,11.0,5,0,982.0,683.0,1375.2,601.4,4190.2,3382.8,4426.3,1606.7,5150.0,1020.0,3469.0,3362.0,26.5,18.5,33.0,14.6,37.2,16.2,33.6,12.4,113.2,91.4,109.1,85.9,119.6,43.4,115.5,24.0,139.2,27.6,111.0,14.2,93.8,90.9,123.0,84.8,685.0,566.0,18.5,15.3,993.9,632.9,26.9,17.1,3282.8,4137.6,88.7,111.8,3487.4,970.7,94.2,26.2,3183.0,1212.0,86.0,32.8,2614.0,3054.0,70.6,82.5
9,FUL,37,54.0,51.0,1.5,1.4,1.7,1.5,10.0,9.0,6,0,979.0,636.0,1404.1,610.6,4560.6,3636.8,4243.2,1358.5,5257.0,1113.0,3572.0,3391.0,26.5,17.2,27.3,17.0,38.0,16.5,33.0,15.2,123.3,98.3,118.9,89.5,114.7,36.7,108.9,37.2,142.1,30.1,103.0,25.8,96.5,91.6,98.3,89.8,962.0,567.0,26.0,15.3,1222.4,551.5,33.0,14.9,4033.8,3954.0,109.0,106.9,3751.9,1089.7,101.4,29.4,4458.0,466.0,120.5,12.6,3319.0,3194.0,89.7,86.3
10,LEI,37,49.0,67.0,1.3,1.8,1.2,2.2,6.0,11.0,5,0,1110.0,710.0,1515.3,622.2,5197.0,3696.6,4789.2,1610.7,5196.0,912.0,3978.0,3575.0,30.0,19.2,32.2,23.6,41.0,16.8,52.3,20.2,140.5,99.9,182.0,122.0,129.4,43.5,172.0,55.6,140.4,24.6,169.6,25.8,107.5,96.6,105.6,100.0,853.0,511.0,23.0,13.8,1151.0,570.1,31.1,15.4,4192.2,3927.4,113.3,106.2,3562.6,1094.2,96.3,29.6,3781.0,676.0,102.2,18.3,3239.0,3177.0,87.5,85.9
11,LEE,37,47.0,74.0,1.3,2.0,1.2,2.4,6.0,12.0,5,0,1116.0,681.0,1508.9,611.0,5595.8,3782.8,4435.3,1259.7,5075.0,1065.0,4076.0,3223.0,30.2,18.4,41.8,15.8,40.8,16.5,65.4,21.3,151.2,102.2,233.2,123.7,119.9,34.0,194.5,46.1,137.2,28.8,226.0,43.0,110.2,87.1,158.0,86.2,819.0,433.0,22.1,11.7,1181.8,596.2,31.9,16.1,3841.4,3872.6,103.8,104.7,3989.9,904.9,107.8,24.5,4018.0,1175.0,108.6,31.8,2792.0,2819.0,75.5,76.2
12,LIV,37,71.0,43.0,1.9,1.2,2.0,0.8,12.0,5.0,6,0,896.0,482.0,1196.2,626.4,4325.4,4258.2,3455.4,1225.4,4181.0,773.0,3275.0,3202.0,24.2,13.0,24.5,9.2,32.3,16.9,32.2,21.1,116.9,115.1,132.6,151.3,93.4,33.1,87.4,38.6,113.0,20.9,101.2,21.2,88.5,86.5,89.2,82.5,1044.0,767.0,28.2,20.7,1520.6,786.1,41.1,21.2,4827.0,4037.6,130.5,109.1,4312.5,2577.3,116.6,69.7,6084.0,1244.0,164.4,33.6,3865.0,3937.0,104.5,106.4
13,MCI,37,94.0,32.0,2.5,0.9,2.3,0.6,16.0,4.0,7,0,707.0,328.0,824.1,487.1,2961.6,3431.8,2523.4,839.1,2776.0,604.0,2576.0,2610.0,19.1,8.9,18.6,7.1,22.3,13.2,22.7,13.7,80.0,92.8,80.6,89.9,68.2,22.7,72.6,22.0,75.0,16.3,74.0,25.7,69.6,70.5,71.6,67.1,1317.0,704.0,35.6,19.0,1897.1,538.2,51.3,14.6,6342.6,3025.4,171.4,81.8,6113.6,1324.6,165.2,35.8,6517.0,1036.0,176.1,28.0,5293.0,3445.0,143.0,93.1
14,MUN,37,56.0,42.0,1.5,1.1,1.4,0.7,10.0,5.0,7,0,928.0,552.0,1271.9,591.2,4162.4,3613.0,3818.1,1381.1,4746.0,909.0,3487.0,3178.0,25.1,14.9,25.6,20.3,34.4,16.0,28.5,14.1,112.5,97.6,98.0,87.0,103.2,37.3,89.7,35.8,128.3,24.6,97.3,18.3,94.2,85.9,97.1,102.0,1032.0,755.0,27.9,20.4,1572.7,622.1,42.5,16.8,4925.6,3735.6,133.1,101.0,5137.7,1585.2,138.9,42.8,5689.0,886.0,153.8,24.0,3621.0,3765.0,97.9,101.8
15,NEW,37,67.0,32.0,1.8,0.9,2.2,1.2,13.0,7.0,6,0,739.0,593.0,1040.2,549.8,3462.0,3762.2,3263.0,950.9,3686.0,774.0,2751.0,3232.0,20.0,16.0,26.0,22.5,28.1,14.9,27.5,18.7,93.6,101.7,108.6,143.4,88.2,25.7,81.2,18.4,99.6,20.9,84.8,24.7,74.4,87.4,97.8,113.7,1079.0,803.0,29.2,21.7,1492.2,742.7,40.3,20.1,4825.2,3563.8,130.4,96.3,3953.6,2619.2,106.8,70.8,6136.0,1235.0,165.8,33.4,3765.0,3700.0,101.8,100.0
16,NFO,37,37.0,67.0,1.0,1.8,2.2,1.6,11.0,8.0,5,0,1074.0,687.0,1560.1,591.3,4899.8,3422.0,5131.8,1520.7,5597.0,964.0,3936.0,3325.0,29.0,18.6,28.8,8.0,42.2,16.0,43.4,13.7,132.4,92.5,128.6,73.8,138.7,41.1,165.6,34.9,151.3,26.0,141.4,28.6,106.4,89.9,111.2,59.4,807.0,540.0,21.8,14.6,882.7,572.1,23.9,15.5,3228.8,3824.8,87.3,103.4,2542.5,1028.8,68.7,27.8,3099.0,866.0,83.8,23.4,2774.0,3057.0,75.0,82.6
