team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_scored_atk,total_points_scored_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,bps_scored_pg_atk,bps_scored_pg_def
1,ARS,11,23.0,9.0,2.1,0.8,2.4,0.6,12.0,3.0,5,0,234,92,264.4,122.5,988.4,951.0,863.8,167.3,792,106,786,704,358.0,229.0,21.3,8.4,19.8,10.6,32.6,20.8,479.0,152.1,24.0,11.1,21.9,9.5,43.6,13.8,1598.6,886.2,89.8,86.4,80.1,74.4,145.3,80.6,1586.6,409.9,78.5,15.2,75.9,12.7,144.2,37.3,1616.0,225.0,72.0,9.6,63.0,8.2,146.9,20.4,1316.0,1049.0,71.4,64.0,67.4,67.6,119.6,95.4
2,AVL,11,26.0,16.0,2.4,1.4,2.8,1.2,14.0,6.0,5,0,260,127,306.3,177.9,1141.8,1136.6,903.3,459.6,1031,180,907,880,342.0,179.0,23.6,11.6,20.0,11.8,31.1,16.3,440.2,220.0,27.8,16.2,22.9,15.6,40.0,20.0,1548.4,1122.2,103.8,103.3,85.5,111.8,140.8,102.0,1402.8,573.0,82.1,41.8,74.5,25.9,127.5,52.1,1455.0,501.0,93.7,16.4,69.8,17.6,132.3,45.6,1245.0,984.0,82.4,80.0,61.8,79.0,113.2,89.4
3,BOU,11,9.0,27.0,0.8,2.4,0.8,3.2,4.0,16.0,5,0,355,246,510.9,224.3,1695.6,1266.6,1622.8,502.8,1808,473,1264,1180,216.0,103.0,32.3,22.4,37.8,25.4,19.6,9.4,318.2,145.4,46.4,20.4,49.5,21.8,28.9,13.2,1017.6,1085.4,154.2,115.2,180.1,124.1,92.5,98.7,976.5,279.1,147.5,45.7,147.2,51.1,88.8,25.4,1187.0,87.0,164.4,43.0,169.0,42.8,107.9,7.9,755.0,812.0,114.9,107.3,134.2,113.0,68.6,73.8
4,BRE,11,19.0,14.0,1.7,1.3,2.0,1.0,10.0,5.0,5,0,238,145,351.7,195.8,1115.6,1179.6,1264.8,504.4,1140,278,912,856,312.0,185.0,21.6,13.2,21.4,8.0,28.4,16.8,418.1,184.2,32.0,17.8,31.2,17.1,38.0,16.8,1364.6,1121.4,101.4,107.2,96.0,100.9,124.0,102.0,1313.4,357.8,115.0,45.8,124.6,46.6,119.4,32.5,1518.0,363.0,103.6,25.3,92.2,23.6,138.0,33.0,1056.0,1003.0,82.9,77.8,83.6,68.4,96.0,91.2
5,BHA,11,24.0,20.0,2.2,1.8,1.2,2.4,6.0,12.0,5,0,277,88,351.5,156.3,1364.0,975.4,971.9,362.6,1173,220,1064,751,336.0,112.0,25.2,8.0,29.2,10.8,30.6,10.2,474.6,185.8,32.0,14.2,34.7,14.2,43.2,16.9,1608.8,1168.0,124.0,88.7,142.4,90.4,146.2,106.2,1623.8,368.6,88.4,33.0,90.0,28.4,147.6,33.5,1514.0,319.0,106.6,20.0,114.8,23.0,137.6,29.0,1241.0,822.0,96.7,68.3,106.4,66.8,112.8,74.7
6,BUR,11,8.0,27.0,0.7,2.4,0.7,2.3,4.0,14.0,6,0,336,255,431.2,164.0,1595.4,1020.8,1301.9,327.2,1420,294,1225,1105,207.0,76.0,30.6,23.2,28.7,21.0,18.8,6.9,285.4,156.4,39.2,14.9,35.1,11.7,26.0,14.2,906.6,1115.4,145.0,92.8,137.1,74.4,82.4,101.4,1045.0,293.3,118.4,29.8,95.6,22.8,95.0,26.7,917.0,154.0,129.1,26.7,119.3,20.5,83.4,14.0,772.0,780.0,111.4,100.4,102.3,87.7,70.2,70.9
7,CHE,11,17.0,12.0,1.6,1.1,2.4,1.2,12.0,6.0,5,0,247,201,306.8,166.6,1113.2,1122.0,946.2,307.6,1016,238,829,989,272.0,198.0,22.4,18.3,22.2,9.8,24.7,18.0,407.4,209.0,27.9,15.2,28.4,13.8,37.0,19.0,1300.8,1149.4,101.2,102.0,105.5,84.6,118.2,104.5,1373.2,515.1,86.0,28.0,90.9,32.0,124.8,46.8,1410.0,425.0,92.4,21.6,88.0,21.2,128.2,38.6,1043.0,1079.0,75.4,89.9,75.2,75.0,94.8,98.1
8,CRY,11,10.0,13.0,0.9,1.2,0.8,1.2,4.0,6.0,5,0,278,199,357.1,164.0,1158.0,1018.8,1243.7,405.1,1173,213,987,994,225.0,237.0,25.3,18.1,26.4,18.4,20.4,21.6,336.0,165.4,32.5,14.9,35.7,16.6,30.6,15.0,1121.6,1130.2,105.3,92.6,107.9,95.8,102.0,102.8,1157.0,306.4,113.1,36.8,125.0,44.2,105.2,27.8,1081.0,220.0,106.6,19.4,123.8,25.8,98.3,20.0,839.0,1062.0,89.7,90.4,93.6,95.6,76.3,96.6
9,EVE,11,11.0,15.0,1.0,1.4,1.2,1.0,6.0,5.0,5,0,289,258,375.5,233.0,1211.6,1413.4,1274.1,601.8,1275,311,1058,1235,215.0,151.0,26.3,23.4,23.0,19.4,19.6,13.7,322.0,187.3,34.1,21.2,35.9,24.3,29.3,17.0,981.6,1080.0,110.2,128.5,97.8,135.3,89.2,98.2,1065.9,469.2,115.8,54.7,140.8,75.4,96.9,42.6,1184.0,321.0,115.9,28.3,120.4,32.4,107.6,29.2,807.0,847.0,96.2,112.3,89.2,103.2,73.4,77.0
10,FUL,11,9.0,17.0,0.8,1.6,0.8,1.4,4.0,7.0,5,0,301,235,395.6,171.9,1344.6,1101.8,1210.1,331.3,1408,281,1139,1083,239.0,161.0,27.4,21.4,27.8,23.8,21.7,14.6,315.1,151.6,36.0,15.6,33.7,14.3,28.6,13.8,926.2,1090.0,122.2,100.2,119.1,104.5,84.2,99.1,1208.2,261.8,110.0,30.1,105.9,21.8,109.8,23.8,1032.0,165.0,128.0,25.6,113.0,16.0,93.8,15.0,800.0,927.0,103.6,98.4,98.0,108.6,72.7,84.3
