team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_scored_atk,total_points_scored_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,bps_scored_pg_atk,bps_scored_pg_def
11,LIV,11,24.0,10.0,2.2,0.9,1.8,1.0,9.0,5.0,5,0,199,121,294.4,213.8,1017.8,1298.6,948.6,552.1,994,286,818,890,331.0,211.0,18.1,11.0,17.4,11.4,30.1,19.2,457.1,238.7,26.8,19.4,25.5,18.8,41.6,21.7,1485.2,1263.4,92.5,118.0,90.6,123.2,135.0,114.8,1391.1,872.2,86.2,50.2,77.7,42.7,126.5,79.3,1704.0,249.0,90.4,26.0,87.4,22.2,154.9,22.6,1196.0,1134.0,74.4,80.9,68.2,81.4,108.7,103.1
12,LUT,11,10.0,21.0,0.9,1.9,1.2,1.7,7.0,10.0,6,0,334,236,473.2,236.0,1455.6,1304.0,1541.9,681.7,1747,373,1216,1169,190.0,135.0,30.4,21.4,29.5,18.8,17.3,12.3,231.4,228.7,43.0,21.4,48.1,21.8,21.0,20.8,722.6,1284.2,132.3,118.6,137.1,120.1,65.7,116.8,736.1,694.0,140.2,62.0,164.5,68.0,66.9,63.1,873.0,310.0,158.8,33.9,180.8,30.5,79.4,28.2,658.0,846.0,110.6,106.3,108.7,104.7,59.8,76.9
13,MCI,11,28.0,8.0,2.6,0.7,2.4,1.0,12.0,5.0,5,0,169,120,196.1,138.9,705.8,1030.6,664.6,195.8,602,158,579,865,374.0,233.0,15.4,10.9,19.2,12.8,34.0,21.2,552.0,188.0,17.8,12.6,20.8,11.4,50.2,17.1,1903.6,958.8,64.2,93.7,80.9,90.2,173.0,87.2,1844.7,574.7,60.4,17.8,67.6,18.3,167.7,52.2,1769.0,347.0,54.7,14.4,60.0,5.2,160.8,31.6,1594.0,1128.0,52.6,78.6,63.4,83.0,144.9,102.6
14,MUN,11,12.0,16.0,1.1,1.4,1.0,1.2,5.0,6.0,5,0,285,192,423.6,198.2,1361.2,1341.6,1418.9,394.3,1467,248,1085,1011,256.0,187.0,25.9,17.4,24.6,19.2,23.3,17.0,403.2,195.7,38.5,18.0,33.9,15.3,36.6,17.8,1246.0,1183.6,123.8,122.0,109.3,107.9,113.3,107.6,1395.7,580.1,129.0,35.8,114.4,28.4,126.9,52.7,1397.0,190.0,133.4,22.6,116.8,17.0,127.0,17.3,905.0,1061.0,98.6,91.9,86.6,93.2,82.3,96.4
15,NEW,11,27.0,11.0,2.4,1.0,2.2,0.8,11.0,4.0,5,0,219,80,294.1,144.5,969.6,880.2,1062.8,382.7,910,181,854,766,343.0,251.0,19.9,7.3,15.4,6.0,31.2,22.8,423.3,209.7,26.7,13.1,23.2,10.3,38.5,19.1,1646.6,1182.0,88.2,80.0,72.6,71.2,149.7,107.4,1074.5,635.9,96.6,34.8,81.2,23.4,97.7,57.8,1522.0,274.0,82.7,16.4,78.8,8.4,138.4,24.9,1311.0,1170.0,77.6,69.6,64.0,59.4,119.2,106.4
16,NFO,11,12.0,15.0,1.1,1.4,1.0,1.2,5.0,6.0,5,0,270,174,401.6,187.6,1336.0,1136.2,1343.7,519.3,1345,216,1023,996,226.0,200.0,24.6,15.8,25.4,19.2,20.6,18.2,266.0,200.2,36.5,17.0,34.1,18.0,24.2,18.2,1007.2,1302.4,121.4,103.3,101.1,98.3,91.6,118.4,854.2,362.5,122.2,47.2,110.9,63.1,77.6,33.0,802.0,337.0,122.3,19.6,129.2,18.6,72.9,30.6,800.0,1016.0,93.0,90.6,86.8,103.6,72.7,92.4
17,SHU,11,9.0,30.0,0.8,2.7,0.8,2.6,4.0,13.0,5,0,365,264,560.8,238.4,1804.2,1323.4,1766.8,665.9,2031,392,1392,1200,172.0,87.0,33.2,24.0,34.0,23.6,15.6,7.9,225.0,177.8,51.0,21.7,42.6,18.1,20.4,16.2,818.8,1241.6,164.0,120.3,145.9,109.3,74.4,112.9,779.3,220.6,160.6,60.5,127.4,46.3,70.8,20.0,659.0,314.0,184.6,35.6,152.0,24.6,59.9,28.6,597.0,772.0,126.6,109.1,118.0,103.6,54.3,70.2
18,TOT,11,23.0,13.0,2.1,1.2,1.6,1.2,8.0,6.0,5,0,224,85,350.5,193.8,1166.0,1229.4,1160.6,466.3,1192,243,749,800,316.0,229.0,20.4,7.7,21.0,8.4,28.7,20.8,507.5,215.1,31.9,17.6,31.0,16.9,46.1,19.6,1624.6,1357.6,106.0,111.8,106.6,103.0,147.7,123.4,1680.3,481.2,105.5,42.4,109.9,41.2,152.8,43.8,1775.0,308.0,108.4,22.1,96.2,25.6,161.4,28.0,1161.0,1182.0,68.1,72.7,76.6,66.2,105.6,107.4
19,WHU,11,18.0,20.0,1.6,1.8,1.4,2.0,7.0,10.0,5,0,293,149,477.6,225.6,1463.0,1171.0,1698.9,597.7,1625,485,1166,920,279.0,149.0,26.6,13.6,28.0,16.4,25.4,13.6,379.4,182.7,43.4,20.5,35.6,18.6,34.5,16.6,1448.0,1246.0,133.0,106.4,127.5,105.0,131.6,113.3,1100.6,370.2,154.4,54.3,123.4,38.9,100.0,33.6,1252.0,212.0,147.7,44.1,105.8,42.2,113.8,19.3,1061.0,849.0,106.0,83.6,108.6,90.0,96.4,77.2
20,WOL,11,14.0,19.0,1.3,1.7,1.6,1.4,8.0,7.0,5,0,262,165,426.7,208.6,1398.8,1100.6,1359.7,566.3,1509,421,1010,922,237.0,124.0,23.8,15.0,20.8,10.2,21.6,11.3,341.6,199.2,38.8,19.0,30.6,17.4,31.0,18.1,1216.8,1281.8,127.2,100.0,102.5,85.6,110.6,116.5,1062.3,406.0,123.6,51.5,111.1,43.3,96.6,36.9,1139.0,301.0,137.2,38.3,92.4,45.6,103.6,27.4,937.0,859.0,91.8,83.8,80.6,66.2,85.2,78.1
