team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,total_points_scored_atk,total_points_scored_def,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_scored_pg_atk,bps_scored_pg_def
1,ARS,28,66.0,26.0,2.4,0.9,3.2,0.8,19.0,5.0,6,0,544.0,252.0,739.1,421.3,2574.2,2994.0,2208.1,683.5,2614.0,526.0,1971.0,2023.0,19.4,9.0,21.5,6.3,26.4,15.0,29.0,16.0,91.9,106.9,105.1,119.1,78.9,24.4,82.3,23.8,93.4,18.8,102.2,17.0,70.4,72.2,81.2,78.7,1061.0,633.0,37.9,22.6,1565.1,460.3,55.9,16.4,4897.4,2693.2,174.9,96.2,4731.4,1082.0,169.0,38.6,6030.0,825.0,215.4,29.5,3834.0,2941.0,136.9,105.0
2,AVL,27,35.0,39.0,1.3,1.4,1.8,1.0,9.0,5.0,5,0,680.0,411.0,924.0,394.7,3059.4,2553.8,2781.0,781.8,3424.0,609.0,2380.0,2230.0,25.2,15.2,15.8,8.2,34.2,14.6,25.1,12.1,113.3,94.6,77.6,79.9,103.0,29.0,91.5,28.6,126.8,22.6,83.2,12.8,88.2,82.6,61.2,58.0,616.0,449.0,22.8,16.6,812.1,392.7,30.1,14.5,2758.4,2482.4,102.2,91.9,2403.3,957.3,89.0,35.5,2963.0,489.0,109.7,18.1,2203.0,2283.0,81.6,84.6
3,BOU,27,25.0,54.0,0.9,2.0,1.0,2.0,5.0,10.0,5,0,782.0,644.0,1187.2,540.8,3603.2,2777.2,3856.3,1392.5,4420.0,1233.0,2907.0,2974.0,29.0,23.8,29.0,16.8,44.0,20.0,48.3,22.5,133.4,102.9,141.5,101.8,142.8,51.6,167.6,65.7,163.7,45.7,173.8,57.0,107.7,110.2,122.6,98.0,583.0,352.0,21.6,13.0,734.8,375.5,27.2,13.9,2806.8,2760.0,104.0,102.2,2068.6,643.6,76.6,23.8,2478.0,348.0,91.8,12.9,2082.0,2125.0,77.1,78.7
4,BRE,27,43.0,34.0,1.6,1.3,1.4,1.0,7.0,5.0,5,0,591.0,395.0,943.6,455.6,2851.8,2501.2,3017.4,1188.2,3586.0,861.0,2188.0,2237.0,21.9,14.6,22.0,13.4,35.0,16.9,24.3,11.3,105.6,92.6,96.2,75.3,111.8,44.0,75.7,16.9,132.8,31.9,71.8,20.8,81.0,82.8,71.8,72.0,708.0,527.0,26.2,19.5,858.2,432.0,31.8,16.0,3122.6,2857.4,115.6,105.8,2455.1,664.0,90.9,24.6,3019.0,786.0,111.8,29.1,2512.0,2490.0,93.0,92.2
5,BHA,25,46.0,31.0,1.8,1.2,1.8,0.8,7.0,3.0,4,0,557.0,301.0,675.0,336.1,2484.0,2258.8,1889.4,585.5,2387.0,512.0,1988.0,1814.0,22.3,12.0,17.8,10.0,27.0,13.4,16.9,9.8,99.4,90.4,71.8,80.0,75.6,23.4,53.3,7.2,95.5,20.5,44.8,10.2,79.5,72.6,56.0,63.2,669.0,433.0,26.8,17.3,983.0,342.7,39.3,13.7,3157.8,2034.8,126.3,81.4,3197.8,841.0,127.9,33.6,3477.0,546.0,139.1,21.8,2496.0,2120.0,99.8,84.8
6,CHE,27,29.0,28.0,1.1,1.0,1.2,1.2,6.0,6.0,5,0,623.0,554.0,868.3,458.9,2939.0,2961.8,2679.1,884.2,3086.0,735.0,2163.0,2600.0,23.1,20.5,22.2,19.4,32.2,17.0,28.0,17.2,108.8,109.7,113.0,114.6,99.2,32.8,90.4,31.9,114.3,27.2,77.0,25.6,80.1,96.3,87.6,101.0,551.0,525.0,20.4,19.4,834.0,498.7,30.9,18.5,2506.2,3040.4,92.8,112.6,2831.1,1101.4,104.9,40.8,3022.0,832.0,111.9,30.8,1946.0,2708.0,72.1,100.3
7,CRY,28,22.0,38.0,0.8,1.4,0.3,1.3,2.0,8.0,6,0,736.0,597.0,1048.1,497.2,3264.2,2849.4,3326.0,1252.8,3908.0,865.0,2609.0,2750.0,26.3,21.3,18.8,17.7,37.4,17.8,23.4,10.2,116.6,101.8,77.3,60.4,118.8,44.7,84.9,26.1,139.6,30.9,72.0,15.3,93.2,98.2,67.5,68.3,596.0,383.0,21.3,13.7,798.6,372.2,28.5,13.3,2715.8,2677.8,97.0,95.6,2647.2,496.4,94.5,17.7,2644.0,539.0,94.4,19.2,2069.0,2164.0,73.9,77.3
8,EVE,28,22.0,40.0,0.8,1.4,1.0,1.7,6.0,10.0,6,0,706.0,510.0,1050.8,461.3,3130.2,2510.2,3296.2,1267.9,4097.0,830.0,2451.0,2503.0,25.2,18.2,17.7,10.0,37.5,16.5,20.1,11.8,111.8,89.6,76.0,73.4,117.7,45.3,56.4,32.6,146.3,29.6,68.2,12.3,87.5,89.4,63.7,65.2,503.0,445.0,18.0,15.9,702.0,479.1,25.1,17.1,2239.4,3182.8,80.0,113.7,2429.5,732.9,86.8,26.2,2367.0,867.0,84.5,31.0,1848.0,2376.0,66.0,84.9
9,FUL,27,38.0,37.0,1.4,1.4,1.0,1.8,4.0,7.0,4,0,713.0,469.0,1059.7,451.6,3362.0,2649.8,3117.3,1009.8,4134.0,860.0,2621.0,2486.0,26.4,17.4,33.5,24.0,39.2,16.7,44.0,18.9,124.5,98.1,152.3,116.4,115.5,37.4,145.1,37.2,153.1,31.8,143.0,35.0,97.1,92.1,121.2,120.5,676.0,443.0,25.0,16.4,912.1,395.0,33.8,14.6,2805.0,2858.6,103.9,105.9,2762.1,747.0,102.3,27.7,3564.0,333.0,132.0,12.3,2273.0,2383.0,84.2,88.3
10,LEI,27,38.0,47.0,1.4,1.7,0.4,1.8,2.0,9.0,5,0,777.0,478.0,1034.9,423.0,3541.0,2478.2,3180.8,1133.8,3645.0,616.0,2823.0,2519.0,28.8,17.7,41.2,33.2,38.3,15.7,50.0,20.0,131.2,91.8,196.2,125.4,117.8,42.0,157.4,54.7,135.0,22.8,148.8,19.6,104.6,93.3,143.2,141.4,674.0,373.0,25.0,13.8,882.2,392.9,32.7,14.6,3221.2,2664.2,119.3,98.7,2751.1,801.6,101.9,29.7,2873.0,461.0,106.4,17.1,2573.0,2362.0,95.3,87.5
11,LEE,27,35.0,44.0,1.3,1.6,1.4,1.2,7.0,6.0,5,0,717.0,539.0,972.4,431.8,3472.0,2655.0,2904.8,915.6,3362.0,745.0,2543.0,2449.0,26.6,20.0,24.6,29.2,36.0,16.0,40.9,20.7,128.6,98.3,127.2,121.5,107.6,33.9,155.5,40.3,124.5,27.6,126.8,44.8,94.2,90.7,95.8,121.0,624.0,369.0,23.1,13.7,894.2,441.1,33.1,16.3,2918.6,2802.4,108.1,103.8,2987.0,688.6,110.6,25.5,3061.0,914.0,113.4,33.8,2130.0,2155.0,78.9,79.8
12,LIV,26,47.0,29.0,1.8,1.1,2.2,0.2,11.0,1.0,5,0,600.0,357.0,773.3,411.0,2823.6,2791.6,2129.9,781.0,2784.0,527.0,2148.0,2202.0,23.1,13.7,14.6,14.6,29.7,15.8,15.8,12.0,108.6,107.4,56.7,72.1,81.9,30.0,49.7,34.8,107.1,20.3,52.2,12.4,82.6,84.7,49.2,80.6,698.0,545.0,26.8,21.0,1082.5,561.2,41.6,21.6,3279.8,2806.4,126.2,107.9,2980.0,1855.9,114.6,71.4,4577.0,948.0,176.0,36.5,2585.0,2761.0,99.4,106.2
13,MCI,27,67.0,25.0,2.5,0.9,2.0,0.5,8.0,2.0,4,0,495.0,239.0,586.8,341.9,2066.8,2468.4,1793.5,582.0,2024.0,369.0,1768.0,1820.0,18.3,8.8,20.8,10.0,21.7,12.7,23.4,16.2,76.6,91.4,74.9,115.3,66.4,21.6,77.8,33.8,75.0,13.7,82.8,12.2,65.5,67.4,69.2,85.2,941.0,506.0,34.8,18.7,1416.8,409.0,52.5,15.2,4592.8,2151.8,170.1,79.7,4579.7,1057.6,169.6,39.2,5001.0,887.0,185.2,32.8,3823.0,2482.0,141.6,91.9
14,MUN,26,41.0,35.0,1.6,1.4,1.0,2.3,3.0,7.0,3,0,636.0,342.0,918.9,417.5,2907.4,2560.6,2742.9,906.8,3543.0,699.0,2357.0,2083.0,24.5,13.2,39.3,26.7,35.3,16.1,49.1,25.5,111.8,98.5,179.3,145.9,105.5,34.9,147.0,77.7,136.3,26.9,164.0,31.3,90.6,80.1,141.3,141.0,712.0,507.0,27.4,19.5,1049.8,448.0,40.4,17.2,3443.2,2696.4,132.4,103.7,3227.0,1132.0,124.1,43.5,3851.0,641.0,148.1,24.6,2462.0,2594.0,94.7,99.8
15,NEW,26,39.0,19.0,1.5,0.7,1.0,1.5,4.0,6.0,4,0,508.0,416.0,768.5,391.2,2408.2,2629.4,2441.5,725.0,2847.0,553.0,1868.0,2258.0,19.5,16.0,24.2,20.8,29.6,15.0,28.6,15.4,92.6,101.1,115.0,116.2,93.9,27.9,75.2,33.8,109.5,21.3,97.5,3.5,71.8,86.8,91.8,104.2,721.0,601.0,27.7,23.1,1015.5,511.5,39.1,19.7,3188.2,2463.2,122.6,94.7,2591.2,1775.9,99.7,68.3,4365.0,869.0,167.9,33.4,2407.0,2667.0,92.6,102.6
16,NFO,27,22.0,49.0,0.8,1.8,1.0,2.4,5.0,12.0,5,0,766.0,529.0,1122.9,406.6,3533.2,2385.2,3642.9,997.9,4067.0,675.0,2783.0,2422.0,28.4,19.6,34.2,14.8,41.6,15.1,47.4,16.5,130.9,88.3,170.4,88.8,134.9,37.0,155.2,45.1,150.6,25.0,149.8,31.2,103.1,89.7,138.8,77.4,576.0,413.0,21.3,15.3,655.2,422.8,24.3,15.7,2219.2,2819.4,82.2,104.4,1973.3,794.7,73.1,29.4,2395.0,610.0,88.7,22.6,1995.0,2322.0,73.9,86.0
