team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,22.0,29.0,31.0,1.3,1.4,1.0,0.8,5.0,4.0,5.0,0,534.0,317.0,870.6,374.0,2800.8,2086.6,2584.7,839.7,3331.0,810.0,2063.0,1746.0,24.3,14.4,19.2,15.4,39.6,17.0,29.3,13.0,127.3,94.8,96.2,76.3,117.5,38.2,82.5,23.1,151.4,36.8,114.6,30.8,93.8,79.4,71.8,78.2
2,22.0,28.0,43.0,1.3,2.0,1.0,2.6,5.0,13.0,5.0,0,586.0,363.0,1092.0,453.0,3070.6,2279.2,3378.9,1151.6,4492.0,1110.0,2391.0,1884.0,26.6,16.5,33.4,14.0,49.6,20.6,53.4,18.0,139.6,103.6,174.4,92.5,153.6,52.4,152.4,47.4,204.2,50.4,210.2,40.8,108.7,85.6,140.4,80.4
3,22.0,20.0,35.0,0.9,1.6,0.2,2.2,1.0,11.0,5.0,0,611.0,426.0,962.6,372.5,3058.6,2143.8,2878.0,876.9,3694.0,701.0,2367.0,2045.0,27.8,19.4,36.0,28.0,43.8,16.9,46.2,11.8,139.0,97.4,166.8,82.4,130.8,39.9,131.1,25.3,167.9,31.9,165.0,9.8,107.6,93.0,127.6,110.8
4,22.0,25.0,30.0,1.1,1.4,0.8,1.0,4.0,5.0,5.0,0,532.0,414.0,834.8,347.6,2581.0,2273.6,2351.5,743.7,3425.0,456.0,2012.0,2044.0,24.2,18.8,18.8,24.4,38.0,15.8,32.7,18.5,117.3,103.4,95.0,119.1,106.9,33.8,87.3,38.9,155.7,20.7,145.2,27.4,91.4,92.9,72.2,110.6
5,22.0,24.0,37.0,1.1,1.7,0.4,1.6,2.0,8.0,5.0,0,610.0,434.0,838.7,371.1,2791.8,2129.0,2488.9,940.1,3118.0,636.0,2267.0,2129.0,27.7,19.7,27.4,29.0,38.1,16.9,36.0,18.3,126.9,96.8,115.5,88.9,113.1,42.7,102.2,53.6,141.7,28.9,142.6,39.6,103.0,96.8,101.0,114.2
6,22.0,39.0,29.0,1.8,1.3,1.6,0.8,8.0,4.0,5.0,0,480.0,314.0,647.4,374.8,2375.0,2649.4,1744.6,588.9,2375.0,502.0,1803.0,1877.0,21.8,14.3,18.0,14.2,29.4,17.0,26.1,14.1,108.0,120.4,92.2,101.9,79.3,26.8,72.0,13.0,108.0,22.8,99.0,26.2,82.0,85.3,67.8,78.2
7,22.0,20.0,24.0,0.9,1.1,1.0,1.0,5.0,5.0,5.0,0,474.0,429.0,785.0,396.6,2306.6,2176.6,2502.1,902.4,3048.0,886.0,1803.0,1978.0,21.6,19.5,21.8,13.8,35.7,18.0,34.1,13.9,104.8,98.9,114.7,93.8,113.7,41.0,94.2,27.9,138.6,40.3,132.4,17.0,82.0,89.9,89.0,73.2
8,22.0,25.0,32.0,1.1,1.4,1.0,0.6,5.0,3.0,5.0,0,548.0,377.0,717.7,380.4,2542.8,2500.2,2036.0,748.5,2596.0,553.0,2046.0,1943.0,24.9,17.1,19.2,15.0,32.6,17.3,28.0,18.7,115.6,113.6,86.1,116.0,92.6,34.0,91.0,44.0,118.0,25.1,102.4,26.6,93.0,88.3,76.8,78.0
9,22.0,47.0,21.0,2.1,1.0,1.4,2.0,7.0,10.0,5.0,0,437.0,241.0,674.0,375.8,2190.8,2258.6,2086.6,900.4,2480.0,596.0,1704.0,1754.0,19.9,11.0,28.2,17.4,30.6,17.1,45.5,18.4,99.6,102.7,144.9,106.1,94.8,40.9,129.8,50.8,112.7,27.1,181.0,26.8,77.4,79.7,112.2,87.6
10,22.0,50.0,14.0,2.3,0.6,1.6,0.0,8.0,0.0,5.0,0,346.0,171.0,479.4,348.5,1634.6,2324.0,1519.5,696.2,1661.0,460.0,1319.0,1622.0,15.7,7.8,9.2,6.8,21.8,15.8,11.0,9.9,74.3,105.6,34.5,67.7,69.1,31.6,38.6,22.1,75.5,20.9,36.8,8.8,60.0,73.7,35.4,69.6
11,22.0,62.0,25.0,2.8,1.1,3.0,1.2,15.0,6.0,5.0,0,485.0,160.0,594.1,352.3,2371.0,2633.0,1498.0,496.8,2078.0,388.0,1897.0,1745.0,22.0,7.3,21.4,6.8,27.0,16.0,29.5,16.5,107.8,119.7,95.8,108.6,68.1,22.6,95.3,36.9,94.4,17.6,104.6,18.8,86.2,79.3,86.2,82.6
12,22.0,36.0,25.0,1.6,1.1,2.0,1.0,10.0,5.0,5.0,0,438.0,391.0,642.5,363.6,2160.0,2445.6,1932.0,559.6,2349.0,634.0,1691.0,1916.0,19.9,17.8,20.0,17.0,29.2,16.5,27.3,13.6,98.2,111.2,90.9,99.4,87.8,25.4,81.8,18.7,106.8,28.8,100.0,18.4,76.9,87.1,75.4,91.8
13,22.0,21.0,34.0,1.0,1.6,0.8,2.0,4.0,10.0,5.0,0,567.0,428.0,963.5,428.7,2805.2,2246.8,3123.0,1126.2,3709.0,910.0,2233.0,2112.0,25.8,19.4,29.6,17.6,43.8,19.5,49.4,17.2,127.5,102.1,156.6,97.2,142.0,51.2,144.8,42.9,168.6,41.4,193.2,31.8,101.5,96.0,115.2,90.8
14,22.0,22.0,45.0,1.0,2.0,0.8,2.0,4.0,10.0,5.0,0,623.0,456.0,1035.8,412.1,3268.4,2261.0,2990.4,953.8,4099.0,905.0,2538.0,2121.0,28.3,20.7,29.6,19.6,47.1,18.7,46.9,14.1,148.6,102.8,156.9,82.9,135.9,43.4,141.5,26.5,186.3,41.1,169.4,31.6,115.4,96.4,123.2,83.6
15,22.0,24.0,21.0,1.1,1.0,0.6,1.0,3.0,5.0,5.0,0,469.0,374.0,632.0,327.7,1964.6,2063.4,2096.2,712.4,2278.0,489.0,1840.0,1956.0,21.3,17.0,23.6,19.0,28.7,14.9,23.0,9.5,89.3,93.8,78.6,58.6,95.3,32.4,72.7,27.9,103.6,22.2,78.8,8.0,83.6,88.9,92.2,95.0
16,22.0,27.0,39.0,1.2,1.8,1.8,0.6,9.0,3.0,5.0,0,568.0,344.0,882.6,406.2,2967.2,2516.0,2514.6,813.8,3349.0,724.0,2229.0,1849.0,25.8,15.6,17.0,8.6,40.1,18.5,30.8,17.0,134.9,114.4,94.3,113.7,114.3,37.0,106.3,23.7,152.2,32.9,107.6,31.8,101.3,84.0,65.8,74.8
17,22.0,36.0,31.0,1.6,1.4,0.8,1.4,4.0,7.0,5.0,0,512.0,340.0,887.7,437.7,2750.2,2560.0,2576.3,1042.9,3565.0,769.0,2020.0,1961.0,23.3,15.4,24.4,25.8,40.4,19.9,44.5,22.6,125.0,116.4,145.4,136.3,117.1,47.4,140.9,47.1,162.0,35.0,159.0,41.6,91.8,89.1,94.6,112.0
18,22.0,20.0,34.0,0.9,1.6,2.2,0.4,11.0,2.0,5.0,0,546.0,480.0,817.7,383.4,2656.4,2310.2,2429.0,763.0,3097.0,757.0,2161.0,2266.0,24.8,21.8,15.2,7.6,37.2,17.4,31.8,19.8,120.8,105.0,82.2,93.0,110.4,34.7,121.6,45.9,140.8,34.4,114.8,58.8,98.2,103.0,65.8,70.6
19,22.0,25.0,33.0,1.1,1.5,1.2,1.0,6.0,5.0,5.0,0,551.0,387.0,804.7,420.4,2720.8,2441.4,2290.4,959.3,3040.0,798.0,2159.0,2020.0,25.0,17.6,19.6,13.2,36.6,19.1,31.1,15.0,123.7,111.0,113.2,99.5,104.1,43.6,90.5,22.4,138.2,36.3,108.2,28.4,98.1,91.8,84.6,70.6
20,22.0,31.0,28.0,1.4,1.3,1.4,1.4,7.0,7.0,5.0,0,485.0,260.0,736.3,371.0,2495.8,2428.0,2247.0,703.8,2616.0,579.0,1984.0,1697.0,22.0,11.8,26.6,11.2,33.5,16.9,31.7,12.6,113.4,110.4,131.8,96.7,102.1,32.0,85.1,23.8,118.9,26.3,99.2,5.6,90.2,77.1,95.6,71.2
