team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,19,32.0,23.0,1.7,1.2,3.0,0.6,15.0,3.0,5,0,440.0,306.0,662.3,325.7,2099.2,1943.4,1940.4,799.6,2589.0,517.0,1650.0,1747.0,23.2,16.1,18.4,6.0,34.9,17.1,23.4,11.2,110.5,102.3,76.9,93.3,102.1,42.1,72.9,13.8,136.3,27.2,84.0,5.4,86.8,92.0,65.8,60.4
2,AVL,19,24.0,28.0,1.3,1.5,1.0,1.0,5.0,5.0,5,0,438.0,273.0,667.0,332.0,2048.4,1947.4,1976.4,748.9,2659.0,625.0,1612.0,1532.0,23.0,14.4,20.0,10.6,35.1,17.5,27.7,17.5,107.8,102.5,86.4,88.9,104.0,39.4,75.2,47.5,140.0,32.9,117.0,38.6,84.8,80.6,66.6,68.2
3,BRE,19,21.0,24.0,1.1,1.3,0.8,1.0,4.0,5.0,5,0,365.0,281.0,536.1,283.7,1822.2,1707.6,1773.9,619.3,1775.0,512.0,1343.0,1431.0,19.2,14.8,16.2,10.6,28.2,14.9,21.8,9.2,95.9,89.9,86.4,62.1,93.4,32.6,71.9,13.1,93.4,27.0,60.2,16.6,70.7,75.3,63.4,51.6
4,BHA,19,16.0,17.0,0.8,0.9,0.6,0.4,3.0,2.0,5,0,387.0,313.0,549.8,263.8,1718.2,1563.8,1696.4,547.0,2088.0,526.0,1391.0,1463.0,20.4,16.5,10.8,12.8,28.9,13.9,17.3,11.6,90.4,82.3,50.9,62.5,89.3,28.8,58.2,19.0,109.9,27.7,65.2,34.4,73.2,77.0,39.0,57.8
5,BUR,19,14.0,21.0,0.7,1.1,0.0,0.2,0.0,1.0,5,0,381.0,356.0,631.1,316.7,1698.8,1618.2,2034.3,703.0,2581.0,845.0,1442.0,1624.0,20.0,18.7,8.4,13.6,33.2,16.7,17.2,4.9,89.4,85.2,31.3,29.8,107.1,37.0,59.5,4.3,135.8,44.5,81.8,14.4,75.9,85.5,29.2,45.6
6,CHE,19,42.0,13.0,2.2,0.7,1.8,1.4,9.0,7.0,5,0,324.0,201.0,460.7,310.4,1485.2,1922.8,1302.2,644.1,1826.0,534.0,1188.0,1451.0,17.0,10.6,21.2,17.0,24.2,16.3,23.7,16.6,78.2,101.2,94.8,112.2,68.5,33.9,56.5,25.4,96.1,28.1,85.6,28.6,62.5,76.4,72.6,89.6
7,CRY,19,24.0,27.0,1.3,1.4,1.0,1.4,5.0,7.0,5,0,431.0,333.0,619.7,327.0,2009.2,1925.4,1755.0,717.0,2437.0,629.0,1566.0,1657.0,22.7,17.5,24.2,16.8,32.6,17.2,32.3,16.5,105.8,101.3,104.2,90.8,92.4,37.7,94.3,46.9,128.3,33.1,126.2,27.8,82.4,87.2,83.0,86.0
8,EVE,19,21.0,29.0,1.1,1.5,0.8,1.0,4.0,5.0,5,0,419.0,354.0,636.9,317.7,2129.6,1876.6,1886.8,739.8,2358.0,558.0,1661.0,1699.0,22.0,18.6,13.6,12.4,33.5,16.7,25.4,13.7,112.1,98.8,72.4,71.4,99.3,38.9,80.3,36.3,124.1,29.4,101.6,29.2,87.4,89.4,52.2,58.8
9,LEI,19,30.0,33.0,1.6,1.7,1.6,1.6,8.0,8.0,5,0,435.0,274.0,708.2,322.5,2180.2,1774.8,2298.3,626.6,2610.0,820.0,1695.0,1477.0,22.9,14.4,15.8,9.6,37.3,17.0,25.7,13.8,114.8,93.4,87.5,70.4,121.0,33.0,77.3,17.6,137.4,43.2,91.6,50.0,89.2,77.7,67.4,48.2
10,LEE,19,18.0,36.0,1.0,1.9,1.0,3.2,5.0,16.0,5,0,513.0,339.0,753.5,324.6,2501.4,1872.4,2135.4,765.4,2905.0,605.0,1764.0,1572.0,27.0,17.8,32.8,16.6,39.7,17.1,49.1,14.6,131.6,98.6,179.9,81.6,112.4,40.3,132.2,29.6,152.9,31.8,177.8,34.6,92.8,82.7,123.4,76.8
