team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,25,34.0,25.0,1.4,1.0,0.4,0.4,2.0,2.0,5,0,481.0,332.0,742.7,359.5,2327.6,2102.2,2215.2,884.4,2892.0,611.0,1823.0,1892.0,19.2,13.3,8.2,5.2,29.7,14.4,16.1,6.8,93.1,84.1,45.7,31.8,88.6,35.4,55.0,17.0,115.7,24.4,60.6,18.8,72.9,75.7,34.6,29.0
2,AVL,25,31.0,36.0,1.2,1.4,1.4,1.6,7.0,8.0,5,0,565.0,353.0,852.8,416.0,2686.0,2451.4,2540.0,865.4,3314.0,844.0,2054.0,1945.0,22.6,14.1,25.4,16.0,34.1,16.6,37.2,16.8,107.4,98.1,127.5,100.8,101.6,34.6,112.7,23.3,132.6,33.8,131.0,43.8,82.2,77.8,88.4,82.6
3,BRE,25,26.0,40.0,1.0,1.6,1.0,3.0,5.0,15.0,5,0,587.0,453.0,808.1,412.8,2763.2,2349.4,2675.0,899.9,2645.0,880.0,2135.0,2159.0,23.5,18.1,38.4,27.8,32.3,16.5,46.4,23.4,110.5,94.0,164.9,113.1,107.0,36.0,153.1,49.4,105.8,35.2,144.6,71.6,85.4,86.4,137.4,122.6
4,BHA,25,25.0,25.0,1.0,1.0,1.6,1.4,8.0,7.0,5,0,552.0,408.0,805.8,383.7,2564.8,2284.8,2366.9,780.7,3133.0,769.0,1987.0,2034.0,22.1,16.3,29.0,16.8,32.2,15.4,43.8,19.8,102.6,91.4,146.0,122.0,94.7,31.2,111.7,42.1,125.3,30.8,180.4,34.0,79.5,81.4,102.2,100.0
5,BUR,25,17.0,29.0,0.7,1.2,0.4,1.0,2.0,5.0,5,0,521.0,461.0,876.5,402.6,2313.2,2052.0,2808.8,966.2,3645.0,1006.0,1928.0,2102.0,20.8,18.4,20.6,18.6,35.1,16.1,40.4,13.9,92.5,82.1,96.4,69.0,112.4,38.6,131.2,39.1,145.8,40.2,176.6,30.6,77.1,84.1,72.8,80.2
6,CHE,25,48.0,18.0,1.9,0.7,1.0,0.8,5.0,4.0,5,0,441.0,300.0,655.9,414.4,2040.4,2556.8,1972.9,873.8,2562.0,709.0,1637.0,1969.0,17.6,12.0,19.6,16.4,26.2,16.6,30.3,17.1,81.6,102.3,85.8,102.6,78.9,35.0,102.7,38.3,102.5,28.4,116.2,29.4,65.5,78.8,70.2,87.6
7,CRY,25,32.0,35.0,1.3,1.4,1.0,1.6,5.0,8.0,5,0,590.0,456.0,810.2,436.2,2689.8,2608.8,2291.1,938.1,3130.0,817.0,2097.0,2218.0,23.6,18.2,29.0,23.8,32.4,17.4,32.0,18.7,107.6,104.4,120.0,119.2,91.6,37.5,87.5,39.2,125.2,32.7,113.4,28.8,83.9,88.7,96.6,102.4
8,EVE,25,28.0,38.0,1.1,1.5,1.4,1.8,7.0,9.0,5,0,535.0,447.0,791.1,415.4,2688.2,2552.8,2269.0,908.4,2960.0,692.0,2069.0,2145.0,21.4,17.9,23.2,18.6,31.6,16.6,30.8,19.5,107.5,102.1,111.7,135.2,90.8,36.3,76.4,33.7,118.4,27.7,120.4,26.8,82.8,85.8,81.6,89.2
9,LEI,25,36.0,41.0,1.4,1.6,1.0,1.6,5.0,8.0,5,0,559.0,357.0,925.7,452.1,2841.8,2291.6,2837.1,1034.5,3583.0,1192.0,2194.0,1935.0,22.4,14.3,22.4,14.8,37.0,18.1,35.4,20.9,113.7,91.7,118.1,90.2,113.5,41.4,82.3,59.7,143.3,47.7,152.6,59.2,87.8,77.4,87.6,79.0
10,LEE,25,27.0,46.0,1.1,1.8,1.8,2.0,9.0,10.0,5,0,647.0,446.0,941.2,432.5,3156.2,2494.6,2670.4,998.5,3591.0,828.0,2201.0,2090.0,25.9,17.8,26.8,21.4,37.6,17.3,37.5,21.6,126.2,99.8,131.0,124.4,106.8,39.9,107.0,46.6,143.6,33.1,137.2,44.6,88.0,83.6,87.4,103.6
