team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,total_points_scored_atk,total_points_scored_def,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_scored_pg_atk,bps_scored_pg_def
1,ARS,23,51.0,23.0,2.2,1.0,2.8,2.2,11.0,9.0,4,0,442.0,218.0,596.1,339.0,2109.6,2377.2,1766.4,573.0,2089.0,430.0,1601.0,1612.0,19.2,9.5,30.5,21.0,25.9,14.7,44.4,25.5,91.7,103.4,171.4,175.2,76.8,24.9,139.5,34.6,90.8,18.7,132.8,44.8,69.6,70.1,117.0,118.5,857.0,488.0,37.3,21.2,1306.4,357.4,56.8,15.5,3979.0,2138.6,173.0,93.0,3920.4,783.9,170.4,34.1,5171.0,650.0,224.8,28.3,3097.0,2307.0,134.6,100.3
2,AVL,23,28.0,38.0,1.2,1.6,2.0,3.0,8.0,12.0,4,0,636.0,385.0,850.6,351.1,2834.6,2264.4,2518.0,666.9,3172.0,577.0,2196.0,2026.0,27.6,16.7,52.0,12.8,37.0,15.3,66.1,18.0,123.2,98.4,245.0,131.2,109.5,29.0,210.2,20.6,137.9,25.1,208.0,28.0,95.5,88.1,185.8,92.2,501.0,314.0,21.8,13.6,667.7,321.4,29.0,14.0,2278.0,2050.4,99.0,89.2,1962.6,776.3,85.3,33.8,2436.0,388.0,105.9,16.9,1805.0,1754.0,78.5,76.3
3,BOU,23,21.0,44.0,0.9,1.9,0.8,1.2,3.0,5.0,4,0,651.0,570.0,985.9,444.0,2973.8,2347.8,3206.1,1106.8,3688.0,981.0,2373.0,2559.0,28.3,24.8,31.2,22.5,42.9,19.3,49.2,18.8,129.3,102.1,142.1,106.4,139.4,48.1,169.5,54.7,160.4,42.6,181.0,26.5,103.2,111.3,113.2,110.8,500.0,298.0,21.7,13.0,636.9,308.8,27.7,13.4,2416.2,2266.4,105.0,98.5,1799.9,536.1,78.3,23.3,2157.0,280.0,93.8,12.2,1804.0,1757.0,78.4,76.4
4,BRE,23,37.0,30.0,1.6,1.3,1.8,0.5,7.0,2.0,4,0,510.0,343.0,854.8,414.0,2494.4,2217.2,2766.9,1109.3,3301.0,809.0,1933.0,1960.0,22.2,14.9,19.0,13.8,37.2,18.0,25.8,12.6,108.4,96.4,84.4,80.8,120.3,48.2,100.4,21.4,143.5,35.2,72.5,23.5,84.0,85.2,74.5,77.5,600.0,455.0,26.1,19.8,735.8,367.0,32.0,16.0,2660.4,2480.8,115.7,107.9,2072.8,526.3,90.1,22.9,2629.0,650.0,114.3,28.3,2110.0,2145.0,91.7,93.3
5,BHA,22,39.0,29.0,1.8,1.3,2.3,1.3,7.0,4.0,3,0,511.0,295.0,623.1,313.6,2275.6,2074.4,1716.9,576.3,2248.0,481.0,1830.0,1688.0,23.2,13.4,31.7,25.3,28.3,14.2,32.8,26.4,103.4,94.3,126.1,194.1,78.0,26.2,97.4,39.8,102.2,21.9,104.3,29.3,83.2,76.7,103.7,137.3,568.0,350.0,25.8,15.9,849.4,294.0,38.6,13.4,2660.8,1758.0,121.0,79.9,2806.3,723.9,127.6,32.9,3030.0,455.0,137.7,20.7,2119.0,1767.0,96.3,80.3
6,CHE,23,23.0,23.0,1.0,1.0,0.5,0.5,2.0,2.0,4,0,539.0,484.0,756.8,381.6,2512.0,2473.6,2294.4,726.6,2780.0,608.0,1804.0,2203.0,23.4,21.0,29.5,33.0,32.9,16.6,40.7,19.6,109.2,107.6,138.6,144.0,99.8,31.6,128.6,20.1,120.9,26.4,141.0,31.8,78.4,95.8,84.2,138.2,459.0,445.0,20.0,19.4,706.1,409.7,30.7,17.8,2053.4,2538.0,89.3,110.4,2379.9,849.9,103.5,37.0,2633.0,696.0,114.5,30.3,1605.0,2271.0,69.8,98.7
7,CRY,23,21.0,31.0,0.9,1.4,1.0,1.5,4.0,6.0,4,0,650.0,501.0,943.0,448.1,2913.4,2574.8,2955.6,1101.1,3575.0,800.0,2291.0,2406.0,28.3,21.8,50.2,34.8,41.0,19.5,76.6,35.7,126.7,112.0,247.0,203.4,128.5,47.9,256.8,97.0,155.4,34.8,262.5,55.2,99.6,104.6,175.8,175.8,517.0,319.0,22.5,13.9,713.7,316.4,31.0,13.8,2411.8,2267.4,104.9,98.6,2339.3,390.1,101.7,17.0,2393.0,500.0,104.0,21.7,1804.0,1776.0,78.4,77.2
8,EVE,23,17.0,30.0,0.7,1.3,0.8,1.5,3.0,6.0,4,0,613.0,461.0,946.6,407.6,2730.4,2184.2,3026.1,1119.3,3724.0,766.0,2120.0,2181.0,26.6,20.0,32.5,27.0,41.2,17.7,40.7,19.2,118.7,95.0,138.4,128.2,131.6,48.7,134.9,44.9,161.9,33.3,133.8,18.2,92.2,94.8,117.5,131.0,395.0,389.0,17.2,16.9,541.4,408.0,23.5,17.7,1707.8,2667.8,74.2,116.0,1922.1,641.2,83.6,27.9,1796.0,762.0,78.1,33.1,1465.0,2002.0,63.7,87.0
9,FUL,24,35.0,30.0,1.5,1.2,0.6,0.4,3.0,2.0,5,0,593.0,394.0,927.1,392.9,2837.4,2241.8,2716.7,931.7,3732.0,761.0,2200.0,2100.0,24.7,16.4,18.4,27.0,38.6,16.4,29.0,16.7,118.2,93.4,78.1,86.6,113.2,38.8,105.2,52.1,155.5,31.7,108.4,27.8,91.7,87.5,64.6,114.0,616.0,415.0,25.7,17.3,836.0,351.8,34.8,14.7,2537.8,2569.6,105.7,107.1,2528.3,633.9,105.4,26.4,3305.0,305.0,137.7,12.7,2061.0,2158.0,85.9,89.9
10,LEI,23,36.0,41.0,1.6,1.8,2.5,2.5,10.0,10.0,4,0,617.0,345.0,855.7,343.7,2816.2,1976.0,2646.8,917.2,3099.0,543.0,2271.0,1963.0,26.8,15.0,37.0,22.2,37.2,14.9,50.6,19.5,122.4,85.9,176.8,113.8,115.1,39.9,176.8,53.5,134.7,23.6,154.0,28.8,98.7,85.4,136.0,126.2,605.0,325.0,26.3,14.1,780.8,332.3,34.0,14.4,2873.0,2255.4,124.9,98.1,2338.2,676.5,101.7,29.4,2603.0,388.0,113.2,16.9,2278.0,2053.0,99.0,89.3
