team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,31.0,43.0,35.0,1.4,1.1,1.8,1.6,9.0,8.0,5.0,0,668.0,536.0,910.1,461.4,2802.4,2791.4,2856.4,1057.7,3477.0,758.0,2468.0,2689.0,21.6,17.3,26.4,11.6,29.4,14.9,32.4,14.0,90.4,90.0,123.9,89.9,92.1,34.1,77.2,32.2,112.2,24.4,124.2,17.4,79.6,86.7,96.8,79.4
2,31.0,43.0,33.0,1.4,1.1,1.0,1.2,5.0,6.0,5.0,0,672.0,499.0,1085.3,544.3,3195.4,3195.6,3388.4,1120.9,4308.0,1122.0,2543.0,2576.0,21.7,16.1,21.6,21.8,35.0,17.6,35.2,18.7,103.1,103.1,105.1,101.7,109.3,36.2,105.9,43.7,139.0,36.2,141.0,42.0,82.0,83.1,86.8,92.4
3,31.0,33.0,38.0,1.1,1.2,1.4,1.0,7.0,5.0,5.0,0,709.0,619.0,877.9,506.8,3018.8,3437.4,2636.3,859.6,3143.0,767.0,2609.0,2963.0,22.9,20.0,20.8,16.6,28.3,16.4,24.2,17.3,97.4,110.9,90.4,114.6,85.0,27.7,66.7,38.0,101.4,24.7,84.4,21.0,84.2,95.6,76.2,92.6
4,31.0,25.0,42.0,0.8,1.4,1.2,1.4,6.0,7.0,5.0,0,790.0,672.0,1307.1,538.3,3708.6,2876.6,4065.5,1386.8,5309.0,1114.0,3061.0,3066.0,25.5,21.7,24.8,7.2,42.2,17.4,38.0,13.3,119.6,92.8,116.8,80.6,131.2,44.7,93.2,38.3,171.3,35.9,170.4,14.2,98.7,98.9,88.6,58.4
5,31.0,50.0,31.0,1.6,1.0,1.6,1.2,8.0,6.0,5.0,0,763.0,512.0,909.9,489.9,3261.0,3414.2,2795.1,777.7,3063.0,703.0,2738.0,2816.0,24.6,16.5,19.2,11.8,29.4,15.8,20.8,11.9,105.2,110.1,92.9,97.0,90.2,25.1,54.6,12.5,98.8,22.7,60.4,10.0,88.3,90.8,72.6,71.6
6,31.0,33.0,52.0,1.1,1.7,0.8,1.8,4.0,9.0,5.0,0,806.0,671.0,1194.9,639.9,3846.2,3334.0,3747.8,1776.3,4368.0,1281.0,3110.0,3177.0,26.0,21.6,24.2,13.0,38.6,20.6,37.9,17.8,124.1,107.6,132.8,83.7,120.9,57.3,119.7,46.5,140.9,41.3,126.0,47.8,100.3,102.5,102.4,67.0
7,31.0,41.0,38.0,1.3,1.2,0.4,1.0,2.0,5.0,5.0,0,684.0,436.0,1043.2,465.3,3294.4,2642.6,3164.7,1137.8,3970.0,864.0,2727.0,2411.0,22.1,14.1,21.0,18.2,33.6,15.0,32.6,12.4,106.3,85.2,91.4,67.5,102.1,36.7,100.5,31.4,128.1,27.9,133.4,24.8,88.0,77.8,81.4,75.2
8,31.0,24.0,42.0,0.8,1.4,0.6,1.8,3.0,9.0,5.0,0,763.0,749.0,955.5,505.1,3528.6,3048.4,2594.4,1089.6,3432.0,905.0,2791.0,3167.0,24.6,24.2,26.2,25.8,30.8,16.3,31.6,20.6,113.8,98.3,124.2,115.4,83.7,35.2,88.1,51.8,110.7,29.2,104.4,38.8,90.0,102.2,98.4,110.2
9,31.0,55.0,37.0,1.8,1.2,1.8,1.2,9.0,6.0,5.0,0,732.0,446.0,994.8,543.5,3279.4,3210.8,3046.1,1171.9,3639.0,1053.0,2646.0,2670.0,23.6,14.4,19.0,11.0,32.1,17.5,19.3,11.0,105.8,103.6,80.2,81.0,98.3,37.8,53.5,16.2,117.4,34.0,59.0,12.2,85.4,86.1,67.0,71.2
10,31.0,49.0,49.0,1.6,1.6,1.2,1.0,6.0,5.0,5.0,0,772.0,550.0,1208.2,581.1,3698.4,3386.0,3771.8,1092.7,4612.0,1328.0,2810.0,2672.0,24.9,17.7,19.2,21.2,39.0,18.8,36.8,24.7,119.3,109.2,93.0,118.2,121.7,35.2,119.5,68.2,148.8,42.8,155.6,60.8,90.6,86.2,69.4,105.0
