team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,35.0,50.0,38.0,1.4,1.1,2.0,0.6,10.0,3.0,5.0,0,776.0,639.0,1049.9,565.3,3242.0,3397.4,3308.6,1300.4,3994.0,948.0,2881.0,3226.0,22.2,18.3,24.6,21.4,30.0,16.2,30.9,23.9,92.6,97.1,98.0,139.2,94.5,37.2,100.7,53.9,114.1,27.1,113.4,45.6,82.3,92.2,95.4,119.4
2,35.0,49.0,41.0,1.4,1.2,1.4,2.0,7.0,10.0,5.0,0,745.0,535.0,1189.7,591.2,3498.8,3497.0,3738.4,1223.0,4699.0,1188.0,2824.0,2802.0,21.3,15.3,18.4,11.6,34.0,16.9,30.1,15.8,100.0,99.9,78.6,88.4,106.8,34.9,90.3,41.6,134.3,33.9,132.2,28.0,80.7,80.1,71.2,66.4
3,35.0,36.0,41.0,1.0,1.2,0.6,0.6,3.0,3.0,5.0,0,790.0,714.0,983.8,578.5,3363.4,3830.6,2932.8,1030.5,3561.0,920.0,2908.0,3387.0,22.6,20.4,18.8,26.8,28.1,16.5,23.1,18.2,96.1,109.4,75.3,105.9,83.8,29.4,63.1,44.2,101.7,26.3,93.2,32.4,83.1,96.8,68.4,115.2
4,35.0,33.0,47.0,0.9,1.3,1.8,1.4,9.0,7.0,5.0,0,886.0,701.0,1492.7,618.5,4191.8,3298.2,4602.1,1712.0,6147.0,1171.0,3468.0,3370.0,25.3,20.0,26.6,7.6,42.6,17.7,46.2,18.9,119.8,94.2,129.7,109.2,131.5,48.9,129.6,68.1,175.6,33.5,203.6,11.8,99.1,96.3,104.8,73.6
5,35.0,55.0,33.0,1.6,0.9,1.8,0.6,9.0,3.0,5.0,0,820.0,573.0,1013.7,548.5,3525.4,3798.8,3150.1,903.7,3485.0,779.0,2974.0,3158.0,23.4,16.4,16.0,12.4,29.0,15.7,24.8,13.9,100.7,108.5,75.8,97.9,90.0,25.8,79.5,25.8,99.6,22.3,93.4,15.2,85.0,90.2,66.8,79.2
6,35.0,37.0,59.0,1.1,1.7,1.0,2.2,5.0,11.0,5.0,0,863.0,746.0,1290.6,705.8,4123.4,3719.4,4043.9,1954.7,4762.0,1374.0,3342.0,3535.0,24.7,21.3,20.0,19.0,36.9,20.2,34.1,18.6,117.8,106.3,107.0,95.2,115.5,55.8,114.7,45.9,136.1,39.3,121.4,44.4,95.5,101.0,86.2,88.2
7,35.0,46.0,42.0,1.3,1.2,1.0,0.8,5.0,4.0,5.0,0,738.0,462.0,1158.5,501.8,3598.0,2861.2,3534.3,1240.7,4448.0,907.0,2959.0,2600.0,21.1,13.2,14.8,11.2,33.1,14.3,32.5,9.4,102.8,81.8,74.7,57.6,101.0,35.4,108.7,23.6,127.1,25.9,141.0,12.8,84.5,74.3,61.6,59.0
8,35.0,25.0,47.0,0.7,1.3,0.2,1.2,1.0,6.0,5.0,0,861.0,833.0,1090.8,553.2,3971.0,3335.6,2967.1,1189.3,3969.0,998.0,3134.0,3494.0,24.6,23.8,24.8,24.2,31.2,15.8,31.1,13.8,113.5,95.3,108.6,81.1,84.8,34.0,84.8,31.4,113.4,28.5,117.6,25.4,89.5,99.8,85.4,92.8
9,35.0,65.0,44.0,1.9,1.3,2.4,2.0,12.0,10.0,5.0,0,920.0,503.0,1207.9,652.2,4105.2,3986.0,3554.0,1383.6,4439.0,1153.0,3350.0,3144.0,26.3,14.4,44.6,13.0,34.5,18.6,48.2,24.7,117.3,113.9,200.0,177.2,101.5,39.5,107.7,48.3,126.8,32.9,174.4,21.2,95.7,89.8,166.8,110.0
10,35.0,53.0,53.0,1.5,1.5,1.2,1.0,6.0,5.0,5.0,0,868.0,643.0,1361.7,651.5,4113.2,3782.6,4243.7,1315.6,5259.0,1415.0,3131.0,3090.0,24.8,18.4,23.0,20.0,38.9,18.6,38.6,23.2,117.5,108.1,98.8,100.1,121.2,37.6,123.0,86.8,150.3,40.4,164.0,46.0,89.5,88.3,78.2,103.6
