team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,8.0,9.0,10.0,1.1,1.2,0.6,1.2,3.0,6.0,5.0,0,177.0,159.0,243.6,125.2,679.2,745.2,751.6,331.3,1019.0,174.0,676.0,774.0,22.1,19.9,23.6,25.0,30.4,15.6,31.7,13.6,84.9,93.2,89.3,86.4,94.0,41.4,99.6,32.0,127.4,21.8,129.6,17.8,84.5,96.8,88.6,105.0
2,8.0,18.0,9.0,2.2,1.1,2.8,1.8,14.0,9.0,5.0,0,153.0,70.0,248.1,119.2,762.8,745.4,757.6,253.2,972.0,191.0,571.0,536.0,19.1,8.8,27.2,11.8,31.0,14.9,40.5,17.7,95.4,93.2,135.0,110.4,94.7,31.6,116.8,33.7,121.5,23.9,154.2,32.4,71.4,67.0,101.8,83.0
3,8.0,11.0,14.0,1.4,1.8,1.0,1.6,5.0,8.0,5.0,0,203.0,126.0,202.9,108.5,895.2,787.0,555.1,149.1,591.0,146.0,751.0,644.0,25.4,15.8,27.0,16.6,25.4,13.6,25.5,13.2,111.9,98.4,124.8,93.6,69.4,18.6,64.9,20.5,73.9,18.2,66.6,17.6,93.9,80.5,104.0,78.6
4,8.0,3.0,12.0,0.4,1.5,0.2,1.4,1.0,7.0,5.0,0,199.0,211.0,259.3,130.6,874.4,667.0,751.0,322.2,968.0,316.0,739.0,822.0,24.9,26.4,27.8,31.4,32.4,16.3,38.4,17.7,109.3,83.4,121.2,87.0,93.9,40.3,119.1,42.6,121.0,39.5,144.0,47.0,92.4,102.8,104.8,120.4
5,8.0,20.0,10.0,2.5,1.2,2.8,0.8,14.0,4.0,5.0,0,176.0,105.0,224.1,121.7,776.6,782.6,755.6,208.1,713.0,223.0,698.0,642.0,22.0,13.1,18.6,9.6,28.0,15.2,23.7,12.8,97.1,97.8,78.4,85.6,94.4,26.0,85.4,19.4,89.1,27.9,73.8,22.6,87.2,80.2,72.8,68.2
6,8.0,12.0,12.0,1.5,1.5,1.4,1.8,7.0,9.0,5.0,0,179.0,140.0,279.3,168.3,854.6,881.0,932.0,449.1,1012.0,351.0,688.0,787.0,22.4,17.5,24.2,22.0,34.9,21.0,35.5,24.0,106.8,110.1,110.1,118.6,116.5,56.1,126.8,64.8,126.5,43.9,118.6,56.4,86.0,98.4,90.4,110.0
7,8.0,16.0,14.0,2.0,1.8,1.6,2.2,8.0,11.0,5.0,0,218.0,80.0,300.0,114.2,1097.0,679.2,794.8,264.5,1111.0,195.0,800.0,572.0,27.2,10.0,31.0,13.8,37.5,14.3,42.1,14.9,137.1,84.9,152.6,89.1,99.4,33.1,112.6,36.7,138.9,24.4,156.6,22.8,100.0,71.5,115.0,85.2
8,8.0,7.0,15.0,0.9,1.9,0.8,1.0,4.0,5.0,5.0,0,232.0,199.0,295.3,138.7,1078.2,832.2,749.1,307.3,1123.0,245.0,778.0,893.0,29.0,24.9,22.8,25.4,36.9,17.3,33.8,18.4,134.8,104.0,114.2,104.5,93.6,38.4,83.7,48.1,140.4,30.6,139.6,31.0,97.2,111.6,76.2,111.6
9,8.0,18.0,9.0,2.2,1.1,1.2,1.0,6.0,5.0,5.0,0,154.0,130.0,227.8,136.3,674.0,756.2,758.2,345.3,850.0,263.0,533.0,703.0,19.2,16.2,20.4,22.0,28.5,17.0,31.0,15.9,84.2,94.5,93.8,89.8,94.8,43.2,99.4,43.0,106.2,32.9,117.0,26.2,66.6,87.9,71.4,100.4
10,8.0,14.0,17.0,1.8,2.1,1.2,2.0,6.0,10.0,5.0,0,221.0,125.0,335.4,130.1,1096.6,842.0,982.8,191.4,1275.0,270.0,823.0,646.0,27.6,15.6,28.8,18.2,41.9,16.3,39.1,14.7,137.1,105.2,135.9,103.9,122.8,23.9,116.2,15.3,159.4,33.8,138.6,28.4,102.9,80.8,100.6,82.2
