team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,7.0,9.0,7.0,1.3,1.0,0.8,1.2,4.0,6.0,5.0,0,141.0,124.0,180.0,112.7,503.8,660.4,574.2,315.2,736.0,150.0,528.0,647.0,20.1,17.7,22.0,22.6,25.7,16.1,28.0,16.9,72.0,94.3,77.8,97.0,82.0,45.0,89.3,47.0,105.1,21.4,114.8,24.8,75.4,92.4,81.6,101.4
2,7.0,15.0,9.0,2.1,1.3,2.8,1.8,14.0,9.0,5.0,0,141.0,64.0,224.9,102.8,715.0,645.2,665.5,219.6,877.0,161.0,523.0,467.0,20.1,9.1,26.6,11.0,32.1,14.7,42.7,18.4,102.1,92.2,136.0,110.4,95.1,31.4,126.5,42.8,125.3,23.0,165.6,30.8,74.7,66.7,99.6,82.6
3,7.0,11.0,14.0,1.6,2.0,1.4,2.2,7.0,11.0,5.0,0,185.0,89.0,188.6,92.3,832.0,654.2,507.7,128.2,559.0,138.0,679.0,508.0,26.4,12.7,29.6,11.2,26.9,13.2,28.8,12.5,118.9,93.5,138.2,86.9,72.5,18.3,70.9,17.4,79.9,19.7,80.8,20.0,97.0,72.6,110.6,69.4
4,7.0,3.0,12.0,0.4,1.7,0.2,1.6,1.0,8.0,5.0,0,185.0,172.0,216.2,108.3,808.0,596.6,609.2,231.0,745.0,255.0,672.0,671.0,26.4,24.6,30.6,30.4,30.9,15.5,33.6,16.2,115.4,85.2,129.5,92.4,87.0,33.0,97.0,33.1,106.4,36.4,110.0,36.0,96.0,95.9,110.4,115.2
5,7.0,16.0,9.0,2.3,1.3,2.6,1.2,13.0,6.0,5.0,0,158.0,104.0,207.3,105.6,690.6,686.6,713.9,181.1,671.0,186.0,624.0,583.0,22.6,14.9,20.4,12.6,29.6,15.1,26.0,14.5,98.7,98.1,87.6,103.1,102.0,25.9,94.2,18.0,95.9,26.6,78.2,23.4,89.1,83.3,80.0,76.4
6,7.0,8.0,11.0,1.1,1.6,0.8,2.0,4.0,10.0,5.0,0,165.0,140.0,259.0,146.4,774.4,758.0,850.0,409.9,967.0,294.0,628.0,697.0,23.6,20.0,26.4,25.6,37.0,20.9,38.1,22.5,110.6,108.3,121.4,113.8,121.4,58.6,124.3,62.9,138.1,42.0,135.4,48.2,89.7,99.6,100.2,108.4
7,7.0,15.0,11.0,2.1,1.6,1.8,1.8,9.0,9.0,5.0,0,183.0,64.0,256.5,102.7,912.0,594.8,674.6,241.0,976.0,188.0,686.0,498.0,26.1,9.1,29.0,11.4,36.6,14.7,40.5,14.0,130.3,85.0,141.9,83.4,96.4,34.4,105.6,33.7,139.4,26.9,156.6,22.2,98.0,71.1,111.0,77.6
8,7.0,7.0,14.0,1.0,2.0,0.8,1.4,4.0,7.0,5.0,0,207.0,153.0,264.2,109.0,968.8,688.6,690.7,194.4,981.0,205.0,704.0,724.0,29.6,21.9,26.2,23.2,37.7,15.6,36.8,16.5,138.4,98.4,126.8,105.6,98.7,27.8,99.0,28.9,140.1,29.3,142.2,30.2,100.6,103.4,89.4,104.6
9,7.0,17.0,9.0,2.4,1.3,2.0,1.4,10.0,7.0,5.0,0,145.0,110.0,209.0,120.1,625.0,660.6,679.4,291.4,789.0,250.0,491.0,623.0,20.7,15.7,23.0,19.2,29.9,17.2,32.9,17.0,89.3,94.4,100.2,89.7,97.1,41.6,106.8,44.9,112.7,35.7,122.4,35.4,70.1,89.0,76.2,99.6
10,7.0,13.0,13.0,1.9,1.9,1.2,1.2,6.0,6.0,5.0,0,184.0,108.0,297.0,114.1,906.0,750.0,888.5,178.9,1175.0,215.0,689.0,577.0,26.3,15.4,24.2,17.4,42.4,16.3,38.2,15.8,129.4,107.1,109.0,112.6,126.9,25.6,129.7,16.1,167.9,30.7,142.8,29.6,98.4,82.4,82.0,83.6
