team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,30.0,41.0,41.0,1.4,1.4,1.8,1.4,9.0,7.0,5.0,0,781.0,467.0,1256.9,527.8,3948.8,2878.8,3841.2,1229.8,4796.0,1163.0,2968.0,2547.0,26.0,15.6,37.0,19.2,41.9,17.6,54.1,17.8,131.6,96.0,169.8,100.8,128.0,41.0,171.6,38.1,159.9,38.8,200.0,38.8,98.9,84.9,137.4,105.2
2,30.0,35.0,58.0,1.2,1.9,0.6,2.2,3.0,11.0,5.0,0,799.0,484.0,1432.4,570.2,4157.2,2981.4,4353.1,1430.2,5840.0,1302.0,3174.0,2485.0,26.6,16.1,28.6,17.8,47.8,19.0,47.3,13.9,138.6,99.4,146.8,75.7,145.1,47.7,145.2,36.8,194.7,43.4,180.8,26.4,105.8,82.8,106.4,78.2
3,30.0,29.0,49.0,1.0,1.6,0.8,2.2,4.0,11.0,5.0,0,819.0,593.0,1294.0,550.1,4081.2,2984.0,3872.2,1369.1,5004.0,1142.0,3184.0,2819.0,27.3,19.8,28.0,25.6,43.1,18.3,38.8,25.9,136.0,99.5,137.7,122.9,129.1,45.6,106.5,75.5,166.8,38.1,145.2,59.8,106.1,94.0,106.2,109.6
4,30.0,34.0,41.0,1.1,1.4,0.8,0.8,4.0,4.0,5.0,0,691.0,553.0,1059.9,460.6,3338.8,3026.2,3002.8,931.6,4266.0,644.0,2568.0,2686.0,23.0,18.4,15.2,20.6,35.3,15.4,24.0,13.8,111.3,100.9,72.6,83.4,100.1,31.0,73.7,28.2,142.2,21.5,93.4,27.0,85.6,89.5,52.0,84.8
5,30.0,34.0,45.0,1.1,1.5,1.2,1.4,6.0,7.0,5.0,0,721.0,535.0,1085.2,498.5,3391.6,2775.4,3365.6,1271.3,4104.0,931.0,2756.0,2718.0,24.0,17.8,12.4,11.8,36.2,16.6,23.2,15.3,113.0,92.5,60.8,79.6,112.2,42.4,77.4,36.5,136.8,31.0,93.6,36.2,91.9,90.6,49.0,66.4
6,30.0,53.0,40.0,1.8,1.3,2.0,1.2,10.0,6.0,5.0,0,661.0,492.0,875.8,538.2,3235.8,3790.8,2515.6,792.2,3036.0,792.0,2498.0,2780.0,22.0,16.4,22.0,22.4,29.2,17.9,28.8,22.7,107.9,126.4,94.8,151.2,83.8,26.4,100.9,29.8,101.2,26.4,94.4,46.4,83.3,92.7,80.0,121.4
7,30.0,28.0,32.0,0.9,1.1,1.2,0.6,6.0,3.0,5.0,0,642.0,553.0,1102.4,541.2,3166.8,2910.6,3541.2,1321.6,4321.0,1176.0,2471.0,2593.0,21.4,18.4,17.4,8.8,36.8,18.0,32.9,19.2,105.6,97.0,90.6,94.7,118.0,44.0,105.9,51.5,144.0,39.2,132.6,44.8,82.4,86.4,68.8,60.4
8,30.0,37.0,46.0,1.2,1.5,1.2,1.8,6.0,9.0,5.0,0,759.0,514.0,986.1,519.0,3553.6,3316.0,2790.1,1026.7,3521.0,842.0,2862.0,2618.0,25.3,17.1,31.2,17.2,32.9,17.3,40.2,13.7,118.4,110.5,155.9,82.8,93.0,34.2,115.0,28.5,117.4,28.1,131.4,25.0,95.4,87.3,122.2,86.0
9,30.0,59.0,29.0,2.0,1.0,1.0,0.6,5.0,3.0,5.0,0,604.0,429.0,919.9,527.1,2943.6,3282.4,2866.0,1097.4,3409.0,888.0,2314.0,2610.0,20.1,14.3,18.4,28.0,30.7,17.6,30.2,16.9,98.1,109.4,80.2,109.9,95.5,36.6,107.2,24.1,113.6,29.6,115.2,35.2,77.1,87.0,64.0,113.2
10,30.0,66.0,21.0,2.2,0.7,1.2,1.2,6.0,6.0,5.0,0,517.0,277.0,728.5,465.2,2480.6,3223.6,2234.1,856.6,2587.0,566.0,1987.0,2280.0,17.2,9.2,24.2,18.4,24.3,15.5,29.9,14.5,82.7,107.4,119.4,114.1,74.5,28.6,78.2,17.0,86.2,18.9,100.6,14.0,66.2,76.0,88.8,90.6
11,30.0,76.0,31.0,2.5,1.0,2.2,0.4,11.0,2.0,5.0,0,651.0,316.0,769.7,491.3,3095.6,3714.0,1900.1,702.5,2713.0,491.0,2478.0,2559.0,21.7,10.5,20.0,17.2,25.7,16.4,22.3,17.3,103.2,123.8,78.6,134.7,63.3,23.4,56.0,28.8,90.4,16.4,89.4,9.6,82.6,85.3,67.8,101.6
12,30.0,45.0,31.0,1.5,1.0,1.8,0.4,9.0,2.0,5.0,0,586.0,559.0,881.9,503.6,2921.6,3253.8,2668.9,828.4,3242.0,957.0,2304.0,2668.0,19.5,18.6,16.4,8.0,29.4,16.8,27.9,15.3,97.4,108.5,84.4,82.2,89.0,27.6,87.9,32.2,108.1,31.9,106.6,38.6,76.8,88.9,71.8,57.2
13,30.0,28.0,41.0,0.9,1.4,0.8,1.0,4.0,5.0,5.0,0,754.0,660.0,1248.9,614.9,3665.6,3197.8,4089.2,1588.0,4749.0,1358.0,2945.0,3116.0,25.1,22.0,25.2,34.0,41.6,20.5,33.1,23.9,122.2,106.6,112.6,132.6,136.3,52.9,99.3,60.4,158.3,45.3,120.6,45.4,98.2,103.9,90.2,138.4
14,30.0,25.0,55.0,0.8,1.8,0.2,1.6,1.0,8.0,5.0,0,818.0,683.0,1331.0,587.8,4201.4,3113.0,3785.2,1448.9,5325.0,1310.0,3249.0,3036.0,27.3,22.8,27.4,34.6,44.4,19.6,41.0,22.8,140.0,103.8,132.6,104.4,126.2,48.3,112.4,64.1,177.5,43.7,165.8,59.0,108.3,101.2,102.6,128.2
15,30.0,30.0,28.0,1.0,0.9,0.8,1.0,4.0,5.0,5.0,0,616.0,506.0,870.9,448.3,2659.2,2814.0,2904.4,901.9,3165.0,751.0,2443.0,2584.0,20.5,16.9,17.6,16.6,29.0,14.9,23.7,16.7,88.6,93.8,79.4,105.7,96.8,30.1,68.6,28.3,105.5,25.0,89.0,32.6,81.4,86.1,67.0,80.6
16,30.0,38.0,52.0,1.3,1.7,1.4,1.2,7.0,6.0,5.0,0,800.0,455.0,1183.1,507.4,4142.4,3264.2,3253.2,957.1,4444.0,840.0,3084.0,2449.0,26.7,15.2,24.8,12.8,39.4,16.9,35.2,13.7,138.1,108.8,126.8,96.0,108.4,31.9,89.9,24.5,148.1,28.0,135.2,15.8,102.8,81.6,92.2,69.4
17,30.0,48.0,41.0,1.6,1.4,1.6,1.8,8.0,9.0,5.0,0,679.0,453.0,1228.5,579.8,3594.0,3462.2,3631.3,1327.0,5078.0,1002.0,2685.0,2614.0,22.6,15.1,24.2,14.4,41.0,19.3,42.1,21.0,119.8,115.4,114.9,129.8,121.0,44.2,121.9,41.9,169.3,33.4,184.4,38.4,89.5,87.1,92.8,81.2
18,30.0,28.0,45.0,0.9,1.5,1.0,1.2,5.0,6.0,5.0,0,723.0,664.0,1092.5,545.9,3457.0,3213.8,3382.1,1096.0,4092.0,1144.0,2832.0,3059.0,24.1,22.1,23.2,20.0,36.4,18.2,34.9,15.2,115.2,107.1,110.0,89.1,112.7,36.5,119.8,34.1,136.4,38.1,119.6,28.0,94.4,102.0,91.2,90.0
19,30.0,35.0,52.0,1.2,1.7,1.0,1.8,5.0,9.0,5.0,0,784.0,565.0,1193.4,590.0,3940.0,3378.8,3378.9,1446.7,4619.0,1066.0,3117.0,2882.0,26.1,18.8,29.8,26.2,39.8,19.7,50.9,19.8,131.3,112.6,161.1,108.7,112.6,48.2,143.9,61.1,154.0,35.5,204.0,28.4,103.9,96.1,129.8,116.8
20,30.0,43.0,34.0,1.4,1.1,1.6,0.4,8.0,2.0,5.0,0,681.0,434.0,1000.8,523.8,3370.0,3318.8,3027.9,1099.4,3604.0,821.0,2760.0,2540.0,22.7,14.5,17.4,16.8,33.4,17.5,27.0,14.8,112.3,110.6,88.6,91.0,100.9,36.6,84.0,28.5,120.1,27.4,97.4,28.0,92.0,84.7,72.8,86.8
