team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,4,1,9,0.2,2.2,0.2,2.2,1,9,4,0,135.0,123.0,198.9,91.4,613.4,469.2,556.1,246.4,814.0,197.0,498.0,515.0,33.8,30.8,33.8,30.8,49.7,22.8,49.7,22.8,153.4,117.3,153.4,117.3,139.0,61.6,139.0,61.6,203.5,49.2,203.5,49.2,124.5,128.8,124.5,128.8
2,AVL,4,5,7,1.2,1.8,1.2,1.8,5,7,4,0,104.0,61.0,131.3,56.3,520.4,361.0,353.6,149.7,441.0,53.0,395.0,324.0,26.0,15.2,26.0,15.2,32.8,14.1,32.8,14.1,130.1,90.2,130.1,90.2,88.4,37.4,88.4,37.4,110.2,13.2,110.2,13.2,98.8,81.0,98.8,81.0
3,BRE,4,3,2,0.8,0.5,0.8,0.5,3,2,4,0,74.0,89.0,104.3,55.7,312.8,307.2,412.1,152.8,324.0,97.0,239.0,391.0,18.5,22.2,18.5,22.2,26.1,13.9,26.1,13.9,78.2,76.8,78.2,76.8,103.0,38.2,103.0,38.2,81.0,24.2,81.0,24.2,59.8,97.8,59.8,97.8
4,BHA,4,5,3,1.2,0.8,1.2,0.8,5,3,4,0,82.0,60.0,119.2,51.6,359.6,359.2,443.9,81.0,389.0,75.0,291.0,311.0,20.5,15.0,20.5,15.0,29.8,12.9,29.8,12.9,89.9,89.8,89.9,89.8,111.0,20.2,111.0,20.2,97.2,18.8,97.2,18.8,72.8,77.8,72.8,77.8
5,BUR,4,3,8,0.8,2.0,0.8,2.0,3,8,4,0,122.0,81.0,174.6,100.0,548.8,494.6,514.1,271.3,682.0,235.0,447.0,401.0,30.5,20.2,30.5,20.2,43.6,25.0,43.6,25.0,137.2,123.6,137.2,123.6,128.5,67.8,128.5,67.8,170.5,58.8,170.5,58.8,111.8,100.2,111.8,100.2
6,CHE,4,9,1,2.2,0.2,2.2,0.2,9,1,4,0,58.0,29.0,120.3,78.5,267.0,382.8,384.8,228.9,550.0,172.0,235.0,289.0,14.5,7.2,14.5,7.2,30.1,19.6,30.1,19.6,66.8,95.7,66.8,95.7,96.2,57.2,96.2,57.2,137.5,43.0,137.5,43.0,58.8,72.2,58.8,72.2
7,CRY,4,5,5,1.2,1.2,1.2,1.2,5,5,4,0,82.0,99.0,120.1,65.1,393.0,380.2,355.8,155.8,450.0,116.0,314.0,419.0,20.5,24.8,20.5,24.8,30.0,16.3,30.0,16.3,98.2,95.0,98.2,95.0,89.0,39.0,89.0,39.0,112.5,29.0,112.5,29.0,78.5,104.8,78.5,104.8
8,EVE,4,10,4,2.5,1.0,2.5,1.0,10,4,4,0,80.0,32.0,133.9,65.2,437.4,434.0,416.7,139.9,485.0,78.0,360.0,277.0,20.0,8.0,20.0,8.0,33.5,16.3,33.5,16.3,109.4,108.5,109.4,108.5,104.2,35.0,104.2,35.0,121.2,19.5,121.2,19.5,90.0,69.2,90.0,69.2
9,LEI,4,4,6,1.0,1.5,1.0,1.5,4,6,4,0,107.0,67.0,187.8,74.0,519.2,347.0,619.7,207.8,741.0,185.0,428.0,366.0,26.8,16.8,26.8,16.8,47.0,18.5,47.0,18.5,129.8,86.8,129.8,86.8,154.9,52.0,154.9,52.0,185.2,46.2,185.2,46.2,107.0,91.5,107.0,91.5
10,LEE,4,4,11,1.0,2.8,1.0,2.8,4,11,4,0,145.0,67.0,217.0,81.4,747.4,376.6,596.3,266.1,828.0,169.0,507.0,338.0,36.2,16.8,36.2,16.8,54.2,20.4,54.2,20.4,186.8,94.2,186.8,94.2,149.1,66.5,149.1,66.5,207.0,42.2,207.0,42.2,126.8,84.5,126.8,84.5
