team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,18,27.0,23.0,1.5,1.3,2.4,1.2,12.0,6.0,5,0,426.0,306.0,647.2,318.5,2053.6,1877.8,1882.3,795.9,2541.0,515.0,1614.0,1695.0,23.7,17.0,24.0,7.2,36.0,17.7,30.5,13.3,114.1,104.3,110.3,102.0,104.6,44.2,89.9,19.4,141.2,28.6,104.4,12.6,89.7,94.2,92.6,65.4
2,AVL,18,23.0,25.0,1.3,1.4,1.0,0.8,5.0,4.0,5,0,397.0,265.0,627.5,313.7,1877.8,1847.6,1895.0,698.5,2515.0,592.0,1456.0,1466.0,22.1,14.7,17.2,12.4,34.9,17.4,29.2,18.0,104.3,102.6,78.8,93.4,105.3,38.8,90.2,45.0,139.7,32.9,123.4,41.4,80.9,81.4,56.8,71.6
3,BRE,18,21.0,22.0,1.2,1.2,0.8,1.0,4.0,5.0,5,0,332.0,245.0,495.9,267.0,1662.8,1584.6,1640.0,597.9,1665.0,490.0,1217.0,1297.0,18.4,13.6,9.6,3.4,27.6,14.8,13.7,5.9,92.4,88.0,54.6,37.5,91.1,33.2,45.1,8.8,92.5,27.2,38.2,12.2,67.6,72.1,38.2,24.8
4,BHA,18,14.0,17.0,0.8,0.9,0.4,0.6,2.0,3.0,5,0,376.0,308.0,513.4,244.7,1632.4,1471.4,1542.5,528.3,1964.0,446.0,1330.0,1402.0,20.9,17.1,13.4,14.0,28.5,13.6,16.4,11.2,90.7,81.7,56.2,58.4,85.7,29.4,45.8,23.0,109.1,24.8,63.0,30.6,73.9,77.9,42.2,55.2
5,BUR,18,14.0,21.0,0.8,1.2,0.0,0.2,0.0,1.0,5,0,381.0,356.0,631.1,316.7,1698.8,1618.2,2034.3,703.0,2581.0,845.0,1442.0,1624.0,21.2,19.8,11.0,21.4,35.1,17.6,23.5,8.8,94.4,89.9,42.2,49.8,113.0,39.1,87.8,14.3,143.4,46.9,105.8,23.8,80.1,90.2,40.0,76.8
6,CHE,18,39.0,12.0,2.2,0.7,1.6,1.4,8.0,7.0,5,0,309.0,196.0,441.0,293.7,1428.8,1842.2,1255.8,583.8,1734.0,508.0,1126.0,1388.0,17.2,10.9,22.6,17.0,24.5,16.3,27.5,15.3,79.4,102.3,106.5,106.0,69.8,32.4,76.4,17.8,96.3,28.2,92.2,29.8,62.6,77.1,78.8,86.4
7,CRY,18,24.0,24.0,1.3,1.3,1.0,1.0,5.0,5.0,5,0,391.0,292.0,570.2,293.4,1820.8,1799.0,1616.1,586.8,2270.0,550.0,1411.0,1487.0,21.7,16.2,20.6,14.2,31.7,16.3,30.3,12.0,101.2,99.9,89.3,79.4,89.8,32.6,86.3,23.9,126.1,30.6,128.6,16.8,78.4,82.6,64.8,70.8
8,EVE,18,21.0,29.0,1.2,1.6,1.0,1.8,5.0,9.0,5,0,419.0,354.0,636.9,317.7,2129.6,1876.6,1886.8,739.8,2358.0,558.0,1661.0,1699.0,23.3,19.7,22.4,15.2,35.4,17.6,35.3,18.1,118.3,104.3,114.2,96.0,104.8,41.1,100.5,50.8,131.0,31.0,138.4,34.6,92.3,94.4,83.0,77.6
9,LEI,18,27.0,27.0,1.5,1.5,1.4,0.8,7.0,4.0,5,0,390.0,253.0,642.9,300.2,1929.0,1632.8,2155.3,588.0,2352.0,778.0,1515.0,1365.0,21.7,14.1,11.4,8.6,35.7,16.7,20.9,14.3,107.2,90.7,61.3,67.8,119.7,32.7,78.2,15.4,130.7,43.2,68.8,59.6,84.2,75.8,52.0,42.0
10,LEE,18,18.0,36.0,1.0,2.0,1.2,3.2,6.0,16.0,5,0,513.0,339.0,753.5,324.6,2501.4,1872.4,2135.4,765.4,2905.0,605.0,1764.0,1572.0,28.5,18.8,35.4,18.6,41.9,18.0,53.7,16.8,139.0,104.0,193.4,99.0,118.6,42.5,145.5,32.3,161.4,33.6,196.8,37.4,98.0,87.3,130.4,87.8
