team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,26,38.0,27.0,1.5,1.0,1.0,0.4,5.0,2.0,5,0,500.0,341.0,765.9,376.1,2442.2,2252.8,2262.2,896.4,2962.0,615.0,1891.0,1972.0,19.2,13.1,6.0,4.2,29.5,14.5,11.9,7.0,93.9,86.6,39.9,48.9,87.0,34.5,34.3,12.0,113.9,23.6,45.8,8.8,72.7,75.8,24.4,30.4
2,AVL,26,31.0,37.0,1.2,1.4,1.2,1.4,6.0,7.0,5,0,612.0,385.0,907.9,441.1,2908.8,2612.4,2688.3,933.3,3497.0,866.0,2191.0,2148.0,23.5,14.8,34.8,22.4,34.9,17.0,48.2,21.8,111.9,100.5,172.1,133.0,103.4,35.9,142.4,36.9,134.5,33.3,167.6,48.2,84.3,82.6,115.8,123.2
3,BRE,26,27.0,42.0,1.0,1.6,0.6,2.4,3.0,12.0,5,0,587.0,453.0,808.1,412.8,2763.2,2349.4,2675.0,899.9,2645.0,880.0,2135.0,2159.0,22.6,17.4,25.8,23.4,31.1,15.9,29.7,17.1,106.3,90.4,106.8,79.8,102.9,34.6,97.0,37.6,101.7,33.8,92.0,53.2,82.1,83.0,87.6,96.4
4,BHA,26,25.0,28.0,1.0,1.1,1.0,1.6,5.0,8.0,5,0,613.0,485.0,879.5,419.3,2855.4,2494.6,2571.7,852.6,3375.0,844.0,2183.0,2305.0,23.6,18.6,36.2,30.6,33.8,16.1,49.1,23.2,109.8,96.0,174.7,141.0,98.9,32.8,132.4,43.4,129.8,32.5,184.6,48.2,84.0,88.6,124.6,136.0
5,BUR,26,21.0,29.0,0.8,1.1,1.0,0.4,5.0,2.0,5,0,584.0,489.0,961.9,458.7,2615.4,2380.0,3093.4,1112.5,3918.0,1092.0,2182.0,2342.0,22.5,18.8,25.4,22.4,37.0,17.6,44.0,22.6,100.6,91.5,113.4,118.3,119.0,42.8,143.4,64.3,150.7,42.0,184.0,43.6,83.9,90.1,96.6,114.8
6,CHE,26,49.0,18.0,1.9,0.7,0.8,0.4,4.0,2.0,5,0,441.0,300.0,655.9,414.4,2040.4,2556.8,1972.9,873.8,2562.0,709.0,1637.0,1969.0,17.0,11.5,14.2,14.8,25.2,15.9,23.9,13.4,78.5,98.3,57.6,80.9,75.9,33.6,88.4,30.1,98.5,27.3,94.0,23.0,63.0,75.7,51.0,72.2
7,CRY,26,36.0,37.0,1.4,1.4,1.4,1.4,7.0,7.0,5,0,615.0,492.0,832.8,453.6,2763.0,2705.2,2332.0,1003.9,3247.0,829.0,2147.0,2361.0,23.6,18.9,19.4,22.0,32.0,17.4,20.0,14.6,106.3,104.0,68.0,90.8,89.7,38.6,56.7,33.6,124.9,31.9,77.2,22.2,82.6,90.8,55.8,88.4
8,EVE,26,28.0,40.0,1.1,1.5,1.0,1.6,5.0,8.0,5,0,569.0,483.0,847.6,440.8,2868.4,2659.6,2436.9,962.6,3177.0,785.0,2201.0,2282.0,21.9,18.6,23.0,22.8,32.6,17.0,34.3,20.1,110.3,102.3,111.4,125.6,93.7,37.0,88.1,41.8,122.2,30.2,143.6,34.4,84.6,87.8,82.0,98.8
9,LEI,26,37.0,43.0,1.4,1.6,1.2,2.0,6.0,10.0,5,0,603.0,383.0,976.3,490.8,3088.8,2553.8,2963.3,1099.9,3718.0,1251.0,2349.0,2113.0,23.2,14.7,31.2,20.0,37.6,18.9,45.5,28.6,118.8,98.2,167.5,142.6,114.0,42.3,107.6,72.8,143.0,48.1,179.6,71.0,90.4,81.3,118.6,114.6
10,LEE,26,29.0,56.0,1.1,2.2,1.6,3.8,8.0,19.0,5,0,688.0,461.0,994.4,455.4,3368.6,2642.4,2788.4,1037.2,3792.0,871.0,2327.0,2182.0,26.5,17.7,31.6,23.4,38.2,17.5,45.3,22.6,129.6,101.6,160.6,129.0,107.2,39.9,123.3,43.4,145.8,33.5,169.0,53.2,89.5,83.9,104.4,106.8
