team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,total_points_scored_atk,total_points_scored_def,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_scored_pg_atk,bps_scored_pg_def
1,ARS,10,23.0,10.0,2.3,1.0,2.0,1.2,10.0,6.0,5,0,187.0,55.0,232.9,125.2,862.2,925.4,655.3,234.3,811.0,88.0,660.0,590.0,18.7,5.5,20.4,6.0,23.3,12.5,22.7,10.3,86.2,92.5,96.2,72.3,65.5,23.4,57.0,22.6,81.1,8.8,74.2,7.6,66.0,59.0,70.4,52.2,304.0,191.0,30.4,19.1,477.9,141.9,47.8,14.2,1424.8,858.4,142.5,85.8,1340.5,272.6,134.0,27.3,2016.0,291.0,201.6,29.1,1142.0,905.0,114.2,90.5
2,AVL,10,7.0,11.0,0.7,1.1,0.6,0.4,3.0,2.0,5,0,203.0,178.0,276.9,142.1,903.0,867.8,744.7,280.3,1126.0,270.0,698.0,837.0,20.3,17.8,15.0,13.0,27.7,14.2,19.6,10.2,90.3,86.8,62.9,72.9,74.5,28.0,59.3,16.9,112.6,27.0,75.2,12.0,69.8,83.7,49.8,62.8,188.0,134.0,18.8,13.4,285.1,136.9,28.5,13.7,883.6,849.2,88.4,84.9,863.2,339.1,86.3,33.9,1105.0,176.0,110.5,17.6,726.0,704.0,72.6,70.4
3,BOU,10,8.0,20.0,0.8,2.0,1.2,0.8,6.0,4.0,5,0,262.0,233.0,398.6,170.6,1218.6,876.6,1260.3,465.3,1506.0,365.0,983.0,1037.0,26.2,23.3,16.8,12.4,39.9,17.1,28.1,14.5,121.9,87.7,80.2,71.8,126.0,46.5,86.4,38.2,150.6,36.5,114.6,35.4,98.3,103.7,71.8,75.2,196.0,137.0,19.6,13.7,201.1,119.5,20.1,12.0,804.2,907.4,80.4,90.7,515.4,212.4,51.5,21.2,691.0,71.0,69.1,7.1,688.0,776.0,68.8,77.6
4,BRE,10,16.0,17.0,1.6,1.7,1.2,2.0,6.0,10.0,5,0,237.0,157.0,342.2,167.5,1133.2,976.6,982.6,457.9,1313.0,238.0,860.0,862.0,23.7,15.7,24.6,19.6,34.2,16.8,30.3,14.3,113.3,97.7,109.4,83.1,98.3,45.8,85.4,36.6,131.3,23.8,109.8,23.2,86.0,86.2,83.4,88.8,247.0,131.0,24.7,13.1,311.4,123.8,31.1,12.4,1079.6,824.2,108.0,82.4,902.1,166.4,90.2,16.6,1135.0,241.0,113.5,24.1,924.0,728.0,92.4,72.8
5,BHA,10,14.0,9.0,1.4,0.9,1.6,1.2,8.0,6.0,5,0,171.0,109.0,232.8,118.6,800.0,677.4,675.4,274.3,860.0,234.0,653.0,624.0,17.1,10.9,17.0,9.4,23.3,11.9,20.9,8.0,80.0,67.7,91.1,53.8,67.5,27.4,50.8,15.4,86.0,23.4,68.0,11.0,65.3,62.4,70.6,54.0,259.0,131.0,25.9,13.1,352.5,92.5,35.2,9.2,1144.8,609.4,114.5,60.9,1068.3,178.5,106.8,17.8,1308.0,134.0,130.8,13.4,911.0,644.0,91.1,64.4
6,CHE,10,13.0,10.0,1.3,1.0,1.4,0.4,7.0,2.0,5,0,185.0,96.0,242.4,122.6,926.0,768.4,676.7,220.1,822.0,234.0,685.0,579.0,18.5,9.6,11.0,3.6,24.2,12.3,15.4,4.4,92.6,76.8,56.6,39.6,67.7,22.0,48.9,2.4,82.2,23.4,48.6,2.2,68.5,57.9,48.8,34.4,190.0,169.0,19.0,16.9,290.6,194.5,29.1,19.4,908.6,1058.4,90.9,105.8,892.9,493.5,89.3,49.4,1098.0,390.0,109.8,39.0,701.0,894.0,70.1,89.4
7,CRY,10,10.0,12.0,1.0,1.2,0.6,0.6,3.0,3.0,5,0,208.0,146.0,324.6,168.8,912.4,876.2,1005.1,474.0,1339.0,338.0,765.0,749.0,20.8,14.6,13.2,12.6,32.5,16.9,23.0,14.0,91.2,87.6,48.5,71.7,100.5,47.4,65.2,39.7,133.9,33.8,116.6,28.2,76.5,74.9,39.0,56.6,187.0,94.0,18.7,9.4,269.1,114.0,26.9,11.4,925.6,832.6,92.6,83.3,805.6,192.0,80.6,19.2,956.0,111.0,95.6,11.1,698.0,601.0,69.8,60.1
8,EVE,10,8.0,9.0,0.8,0.9,0.8,0.6,4.0,3.0,5,0,213.0,140.0,366.2,176.6,1020.8,923.0,1171.3,486.5,1478.0,354.0,762.0,751.0,21.3,14.0,17.0,10.8,36.6,17.7,33.9,16.1,102.1,92.3,85.7,78.8,117.1,48.6,112.1,44.2,147.8,35.4,141.6,37.6,76.2,75.1,66.4,59.8,173.0,161.0,17.3,16.1,278.6,178.8,27.9,17.9,804.8,1153.6,80.5,115.4,820.0,310.0,82.0,31.0,1162.0,321.0,116.2,32.1,619.0,825.0,61.9,82.5
9,FUL,10,14.0,18.0,1.4,1.8,1.2,2.2,6.0,11.0,5,0,263.0,146.0,408.9,149.9,1271.6,791.2,1056.3,354.9,1766.0,355.0,940.0,765.0,26.3,14.6,27.8,12.6,40.9,15.0,42.3,15.8,127.2,79.1,142.2,67.4,105.6,35.5,102.7,44.3,176.6,35.5,178.2,46.6,94.0,76.5,102.6,70.4,216.0,97.0,21.6,9.7,299.8,127.3,30.0,12.7,994.4,998.0,99.4,99.8,829.9,204.6,83.0,20.5,1174.0,67.0,117.4,6.7,767.0,677.0,76.7,67.7
10,LEI,10,15.0,24.0,1.5,2.4,1.8,2.6,9.0,13.0,5,0,305.0,109.0,369.2,126.4,1468.4,784.8,948.5,262.3,1275.0,214.0,1138.0,694.0,30.5,10.9,31.0,6.4,36.9,12.6,38.3,12.7,146.8,78.5,148.1,77.6,94.8,26.2,89.7,22.0,127.5,21.4,145.0,27.0,113.8,69.4,112.8,57.2,224.0,82.0,22.4,8.2,305.9,128.5,30.6,12.8,1150.6,813.8,115.1,81.4,913.2,309.4,91.3,30.9,1004.0,161.0,100.4,16.1,924.0,716.0,92.4,71.6
