team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_scored_atk,total_points_scored_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,bps_scored_pg_atk,bps_scored_pg_def
11,LIV,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,10,27,17.5,23.2,56.0,103.2,83.9,88.0,35,41,51,116,23.0,10.0,10.0,27.0,10.0,27.0,23.0,10.0,24.7,14.1,17.5,23.2,17.5,23.2,24.7,14.1,90.0,110.6,56.0,103.2,56.0,103.2,90.0,110.6,87.8,22.8,83.9,88.0,83.9,88.0,87.8,22.8,69.0,7.0,35.0,41.0,35.0,41.0,69.0,7.0,86.0,66.0,51.0,116.0,51.0,116.0,86.0,66.0
12,LUT,1,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1,0,44,14,57.0,25.7,184.4,106.6,180.7,83.2,204,67,180,83,23.0,4.0,44.0,14.0,44.0,14.0,23.0,4.0,3.5,8.3,57.0,25.7,57.0,25.7,3.5,8.3,18.0,22.0,184.4,106.6,184.4,106.6,18.0,22.0,12.6,55.9,180.7,83.2,180.7,83.2,12.6,55.9,4.0,5.0,204.0,67.0,204.0,67.0,4.0,5.0,67.0,79.0,180.0,83.0,180.0,83.0,67.0,79.0
13,MCI,1,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,1,0,12,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,33,80,43.0,33.0,12.0,7.0,12.0,7.0,43.0,33.0,57.1,12.4,0.0,0.0,0.0,0.0,57.1,12.4,191.6,71.8,0.0,0.0,0.0,0.0,191.6,71.8,207.5,23.6,0.0,0.0,0.0,0.0,207.5,23.6,173.0,29.0,0.0,0.0,0.0,0.0,173.0,29.0,166.0,144.0,33.0,80.0,33.0,80.0,166.0,144.0
14,MUN,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0,14,10,47.8,25.5,101.0,138.0,193.4,69.1,186,48,81,73,22.0,41.0,14.0,10.0,14.0,10.0,22.0,41.0,32.6,22.2,47.8,25.5,47.8,25.5,32.6,22.2,90.4,125.8,101.0,138.0,101.0,138.0,90.4,125.8,131.7,42.7,193.4,69.1,193.4,69.1,131.7,42.7,106.0,53.0,186.0,48.0,186.0,48.0,106.0,53.0,67.0,147.0,81.0,73.0,81.0,73.0,67.0,147.0
15,NEW,1,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,1,0,21,-1,21.7,20.7,51.2,88.8,102.3,61.7,63,55,78,71,50.0,14.0,21.0,-1.0,21.0,-1.0,50.0,14.0,54.5,21.3,21.7,20.7,21.7,20.7,54.5,21.3,242.4,120.8,51.2,88.8,51.2,88.8,242.4,120.8,113.4,72.6,102.3,61.7,102.3,61.7,113.4,72.6,190.0,19.0,63.0,55.0,63.0,55.0,190.0,19.0,215.0,90.0,78.0,71.0,78.0,71.0,215.0,90.0
16,NFO,1,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1,0,32,10,51.7,10.5,181.6,67.2,191.3,25.2,145,13,152,54,22.0,7.0,32.0,10.0,32.0,10.0,22.0,7.0,19.1,13.7,51.7,10.5,51.7,10.5,19.1,13.7,86.2,86.8,181.6,67.2,181.6,67.2,86.2,86.8,53.1,11.7,191.3,25.2,191.3,25.2,53.1,11.7,52.0,39.0,145.0,13.0,145.0,13.0,52.0,39.0,64.0,75.0,152.0,54.0,152.0,54.0,64.0,75.0
17,SHU,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,25,36,54.4,19.0,130.4,100.8,220.4,42.4,192,48,95,132,10.0,16.0,25.0,36.0,25.0,36.0,10.0,16.0,0.0,3.8,54.4,19.0,54.4,19.0,0.0,3.8,0.0,27.2,130.4,100.8,130.4,100.8,0.0,27.2,0.0,10.9,220.4,42.4,220.4,42.4,0.0,10.9,0.0,0.0,192.0,48.0,192.0,48.0,0.0,0.0,19.0,75.0,95.0,132.0,95.0,132.0,19.0,75.0
18,TOT,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,0,27,11,30.1,20.2,122.6,116.8,41.6,66.4,139,18,77,94,19.0,19.0,27.0,11.0,27.0,11.0,19.0,19.0,39.7,22.5,30.1,20.2,30.1,20.2,39.7,22.5,110.0,123.8,122.6,116.8,122.6,116.8,110.0,123.8,155.6,51.2,41.6,66.4,41.6,66.4,155.6,51.2,132.0,50.0,139.0,18.0,139.0,18.0,132.0,50.0,83.0,110.0,77.0,94.0,77.0,94.0,83.0,110.0
19,WHU,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,22,8,31.1,6.7,97.6,51.4,90.8,14.7,124,0,76,45,24.0,11.0,22.0,8.0,22.0,8.0,24.0,11.0,36.0,14.8,31.1,6.7,31.1,6.7,36.0,14.8,120.6,94.6,97.6,51.4,97.6,51.4,120.6,94.6,124.5,50.3,90.8,14.7,90.8,14.7,124.5,50.3,115.0,4.0,124.0,0.0,124.0,0.0,115.0,4.0,87.0,57.0,76.0,45.0,76.0,45.0,87.0,57.0
20,WOL,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,22,41,32.6,22.2,90.4,125.8,131.7,42.7,106,53,67,147,14.0,10.0,22.0,41.0,22.0,41.0,14.0,10.0,47.8,25.5,32.6,22.2,32.6,22.2,47.8,25.5,101.0,138.0,90.4,125.8,90.4,125.8,101.0,138.0,193.4,69.1,131.7,42.7,131.7,42.7,193.4,69.1,186.0,48.0,106.0,53.0,106.0,53.0,186.0,48.0,81.0,73.0,67.0,147.0,67.0,147.0,81.0,73.0
