team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,36,56.0,45.0,1.6,1.2,2.4,2.2,12.0,11.0,5,0,720.0,527.0,1040.9,574.9,3470.8,3570.4,3135.9,1190.8,3827.0,987.0,2731.0,3021.0,20.0,14.6,32.8,24.6,28.9,16.0,41.2,32.7,96.4,99.2,149.3,209.2,87.1,33.1,134.7,47.8,106.3,27.4,129.4,69.4,75.9,83.9,123.4,152.0
2,AVL,36,48.0,49.0,1.3,1.4,1.2,1.4,6.0,7.0,5,0,879.0,588.0,1260.3,668.9,4035.0,3872.0,3749.8,1478.1,4844.0,1337.0,3122.0,3268.0,24.4,16.3,29.6,25.4,35.0,18.6,35.6,25.1,112.1,107.6,126.3,132.0,104.2,41.1,105.4,59.3,134.6,37.1,126.0,58.6,86.7,90.8,101.4,121.8
3,BRE,36,44.0,52.0,1.2,1.4,1.4,0.8,7.0,4.0,5,0,810.0,638.0,1159.4,622.6,3792.4,3595.0,3895.5,1336.2,3914.0,1295.0,3082.0,3219.0,22.5,17.7,18.4,21.4,32.2,17.3,29.5,18.5,105.3,99.9,91.6,119.6,108.2,37.1,95.4,44.1,108.7,36.0,109.4,21.6,85.6,89.4,81.2,113.4
4,BHA,36,38.0,42.0,1.1,1.2,2.4,1.2,12.0,6.0,5,0,959.0,784.0,1337.2,668.6,4359.2,3924.2,3813.2,1387.5,5216.0,1371.0,3428.0,3659.0,26.6,21.8,27.4,11.0,37.1,18.6,43.5,18.0,121.1,109.0,121.2,102.8,105.9,38.5,137.8,36.4,144.9,38.1,177.6,40.2,95.2,101.6,99.8,89.2
5,BUR,36,32.0,49.0,0.9,1.4,1.4,1.4,7.0,7.0,5,0,985.0,757.0,1553.0,697.9,4402.8,3798.4,4835.1,1640.1,6304.0,1530.0,3648.0,3619.0,27.4,21.0,28.4,17.8,43.1,19.4,45.9,21.8,122.3,105.5,129.4,130.5,134.3,45.6,135.2,56.9,175.1,42.5,194.0,29.2,101.3,100.5,104.4,99.4
6,CHE,36,73.0,31.0,2.0,0.9,3.0,1.6,15.0,8.0,5,0,634.0,399.0,894.6,541.5,2869.8,3433.6,2654.3,1058.2,3444.0,917.0,2287.0,2578.0,17.6,11.1,21.2,11.8,24.8,15.0,24.1,13.8,79.7,95.4,88.0,105.0,73.7,29.4,67.7,18.8,95.7,25.5,85.0,13.6,63.5,71.6,71.6,76.0
7,CRY,36,46.0,42.0,1.3,1.2,0.8,0.8,4.0,4.0,5,0,806.0,678.0,1091.6,596.2,3573.0,3623.8,3115.5,1340.0,4265.0,1001.0,2773.0,3193.0,22.4,18.8,32.2,29.6,30.3,16.6,37.6,22.4,99.2,100.7,139.2,155.0,86.5,37.2,96.2,47.2,118.5,27.8,142.6,22.4,77.0,88.7,107.2,128.4
8,EVE,36,37.0,56.0,1.0,1.6,1.0,0.8,5.0,4.0,5,0,774.0,708.0,1144.3,642.5,3799.0,3713.8,3364.2,1439.1,4287.0,1269.0,2967.0,3243.0,21.5,19.7,10.0,12.2,31.8,17.8,20.1,18.0,105.5,103.2,50.7,67.7,93.4,40.0,73.0,52.9,119.1,35.2,77.2,59.2,82.4,90.1,47.6,56.0
9,LEI,36,52.0,56.0,1.4,1.6,1.8,1.8,9.0,9.0,5,0,910.0,589.0,1493.8,741.3,4533.6,4042.2,4689.1,1504.4,5725.0,1866.0,3525.0,3392.0,25.3,16.4,31.4,24.4,41.5,20.6,51.5,25.0,125.9,112.3,150.0,153.8,130.2,41.8,175.5,33.8,159.0,51.8,189.2,62.8,97.9,94.2,124.0,136.4
10,LEE,36,39.0,77.0,1.1,2.1,0.8,1.8,4.0,9.0,5,0,974.0,736.0,1401.4,657.0,4797.4,3788.6,3932.3,1455.0,5297.0,1323.0,3370.0,3326.0,27.1,20.4,14.4,14.6,38.9,18.2,25.8,10.5,133.3,105.2,75.7,56.5,109.2,40.4,82.9,24.2,147.1,36.8,98.8,24.0,93.6,92.4,51.4,65.0
