team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,total_points_scored_atk,total_points_scored_def,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_scored_pg_atk,bps_scored_pg_def
1,ARS,38,88.0,43.0,2.3,1.1,2.0,1.0,10.0,5.0,5,0,741.0,352.0,972.7,555.8,3425.4,3768.6,2848.2,1004.2,3458.0,770.0,2707.0,2653.0,19.5,9.3,14.8,11.2,25.6,14.6,13.9,10.3,90.1,99.2,44.6,64.2,75.0,26.4,45.7,20.5,91.0,20.3,49.2,17.8,71.2,69.8,54.2,68.0,1380.0,777.0,36.3,20.4,1931.3,591.0,50.8,15.6,6076.8,3564.8,159.9,93.8,5969.1,1295.9,157.1,34.1,7275.0,1044.0,191.4,27.5,5030.0,3760.0,132.4,99.0
2,AVL,38,51.0,46.0,1.3,1.2,1.0,1.0,5.0,5.0,5,0,897.0,577.0,1224.2,573.6,4020.4,3778.0,3776.3,1164.6,4484.0,788.0,3057.0,3167.0,23.6,15.2,25.6,21.4,32.2,15.1,39.5,17.7,105.8,99.4,120.2,116.4,99.4,30.6,131.2,44.2,118.0,20.7,143.6,15.8,80.4,83.3,83.2,104.6,911.0,670.0,24.0,17.6,1098.4,537.1,28.9,14.1,3847.4,3423.0,101.2,90.1,3314.2,1287.5,87.2,33.9,3829.0,659.0,100.8,17.3,3167.0,3293.0,83.3,86.7
3,BOU,38,37.0,71.0,1.0,1.9,1.0,1.6,5.0,8.0,5,0,1181.0,885.0,1699.0,750.0,5339.4,3962.2,5452.1,1995.7,6215.0,1533.0,4432.0,4232.0,31.1,23.3,40.8,24.4,44.7,19.7,47.6,16.5,140.5,104.3,165.0,97.6,143.5,52.5,146.9,38.1,163.6,40.3,165.2,28.6,116.6,111.4,149.0,116.4,825.0,503.0,21.7,13.2,1073.3,521.4,28.2,13.7,3949.8,3770.6,103.9,99.2,3141.2,846.8,82.7,22.3,3658.0,591.0,96.3,15.6,3015.0,3023.0,79.3,79.6
4,BRE,38,58.0,46.0,1.5,1.2,1.6,0.6,8.0,3.0,5,0,819.0,577.0,1228.5,622.3,3771.0,3493.4,4036.8,1643.8,4500.0,1083.0,3025.0,3253.0,21.6,15.2,18.6,15.0,32.3,16.4,20.7,13.7,99.2,91.9,64.2,85.1,106.2,43.3,71.5,28.9,118.4,28.5,71.0,23.4,79.6,85.6,71.0,89.0,974.0,756.0,25.6,19.9,1167.4,594.5,30.7,15.6,4204.0,3946.4,110.6,103.8,3421.5,918.4,90.0,24.2,4058.0,1062.0,106.8,28.0,3435.0,3549.0,90.4,93.4
5,BHA,38,72.0,53.0,1.9,1.4,2.1,1.6,17.0,13.0,8,0,849.0,453.0,994.2,511.0,3745.4,3566.8,2901.7,810.8,3305.0,724.0,3032.0,2767.0,22.3,11.9,22.1,9.4,26.2,13.4,24.4,9.9,98.6,93.9,88.3,76.0,76.4,21.3,83.6,14.0,87.0,19.0,72.1,8.5,79.8,72.8,81.6,66.6,1055.0,633.0,27.8,16.7,1593.9,546.0,41.9,14.4,5046.4,3140.0,132.8,82.6,5375.5,1429.3,141.5,37.6,5520.0,889.0,145.3,23.4,4120.0,3209.0,108.4,84.4
6,CHE,38,38.0,47.0,1.0,1.2,1.3,2.0,8.0,12.0,6,0,818.0,687.0,1080.3,551.6,3716.4,3548.0,3353.7,1047.0,3756.0,914.0,2834.0,3209.0,21.5,18.1,19.0,7.5,28.4,14.5,17.0,9.2,97.8,93.4,64.7,55.3,88.3,27.6,49.4,19.5,98.8,24.0,56.7,17.7,74.6,84.4,66.8,49.5,777.0,646.0,20.4,17.0,1178.5,667.2,31.0,17.6,3534.6,4043.0,93.0,106.4,4084.2,1571.9,107.5,41.4,4192.0,1049.0,110.3,27.6,2931.0,3603.0,77.1,94.8
7,CRY,38,40.0,49.0,1.0,1.3,1.8,1.4,9.0,7.0,5,0,903.0,726.0,1224.4,597.8,3918.0,3502.2,3879.3,1472.6,4461.0,996.0,3178.0,3463.0,23.8,19.1,17.0,12.8,32.2,15.7,13.7,9.7,103.1,92.2,51.6,62.6,102.1,38.8,44.2,24.2,117.4,26.2,40.6,9.8,83.6,91.1,59.4,71.2,884.0,549.0,23.3,14.4,1141.5,514.2,30.0,13.5,3947.2,3487.8,103.9,91.8,3785.6,828.6,99.6,21.8,3707.0,815.0,97.6,21.4,3126.0,3035.0,82.3,79.9
8,EVE,38,34.0,57.0,0.9,1.5,1.8,1.4,9.0,7.0,5,0,994.0,693.0,1375.2,601.4,4190.2,3382.8,4426.3,1606.7,5150.0,1020.0,3502.0,3443.0,26.2,18.2,25.8,13.6,36.2,15.8,33.6,12.4,110.3,89.0,109.1,85.9,116.5,42.3,115.5,24.0,135.5,26.8,111.0,14.2,92.2,90.6,94.6,83.6,715.0,593.0,18.8,15.6,993.9,632.9,26.2,16.7,3282.8,4137.6,86.4,108.9,3487.4,970.7,91.8,25.5,3183.0,1212.0,83.8,31.9,2697.0,3147.0,71.0,82.8
9,FUL,38,55.0,53.0,1.4,1.4,1.8,1.7,11.0,10.0,6,0,1013.0,651.0,1404.1,610.6,4560.6,3636.8,4243.2,1358.5,5257.0,1113.0,3696.0,3479.0,26.7,17.1,29.7,12.5,37.0,16.1,29.0,12.2,120.0,95.7,107.7,75.0,111.7,35.8,90.1,30.1,138.3,29.3,92.7,17.2,97.3,91.6,109.3,82.2,977.0,581.0,25.7,15.3,1222.4,551.5,32.2,14.5,4033.8,3954.0,106.2,104.0,3751.9,1089.7,98.7,28.7,4458.0,466.0,117.3,12.3,3368.0,3296.0,88.6,86.7
10,LEI,38,51.0,68.0,1.3,1.8,1.4,2.2,7.0,11.0,5,0,1136.0,716.0,1515.3,622.2,5197.0,3696.6,4789.2,1610.7,5196.0,912.0,4077.0,3649.0,29.9,18.8,32.8,23.2,39.9,16.4,44.7,18.6,136.8,97.3,155.2,108.0,126.0,42.4,146.2,55.0,136.7,24.0,146.4,23.8,107.3,96.0,112.6,105.6,880.0,529.0,23.2,13.9,1151.0,570.1,30.3,15.0,4192.2,3927.4,110.3,103.4,3562.6,1094.2,93.8,28.8,3781.0,676.0,99.5,17.8,3349.0,3264.0,88.1,85.9
11,LEE,38,48.0,78.0,1.3,2.0,1.2,3.0,6.0,15.0,5,0,1157.0,704.0,1508.9,611.0,5595.8,3782.8,4435.3,1259.7,5075.0,1065.0,4251.0,3338.0,30.4,18.5,45.4,18.4,39.7,16.1,57.5,19.2,147.3,99.6,208.1,110.4,116.7,33.2,165.7,42.1,133.6,28.0,201.6,40.2,111.9,87.8,175.0,98.8,838.0,431.0,22.0,11.3,1181.8,596.2,31.1,15.7,3841.4,3872.6,101.1,101.9,3989.9,904.9,105.0,23.8,4018.0,1175.0,105.7,30.9,2862.0,2892.0,75.3,76.1
12,LIV,38,75.0,47.0,2.0,1.2,2.3,1.3,14.0,8.0,6,0,938.0,487.0,1196.2,626.4,4325.4,4258.2,3455.4,1225.4,4181.0,773.0,3440.0,3294.0,24.7,12.8,27.7,9.2,31.5,16.5,27.9,19.4,113.8,112.1,114.2,137.7,90.9,32.2,75.0,35.0,110.0,20.3,89.0,21.2,90.5,86.7,102.8,87.2,1082.0,772.0,28.5,20.3,1520.6,786.1,40.0,20.7,4827.0,4037.6,127.0,106.2,4312.5,2577.3,113.5,67.8,6084.0,1244.0,160.1,32.7,4041.0,4028.0,106.3,106.0
13,MCI,38,94.0,33.0,2.5,0.9,1.7,0.6,12.0,4.0,7,0,725.0,375.0,824.1,487.1,2961.6,3431.8,2523.4,839.1,2776.0,604.0,2627.0,2775.0,19.1,9.9,18.7,12.9,21.7,12.8,20.7,11.2,77.9,90.3,73.8,72.3,66.4,22.1,64.6,19.9,73.0,15.9,68.7,20.1,69.1,73.0,71.0,79.3,1328.0,723.0,35.0,19.0,1897.1,538.2,49.9,14.2,6342.6,3025.4,166.9,79.6,6113.6,1324.6,160.9,34.9,6517.0,1036.0,171.5,27.3,5354.0,3545.0,140.9,93.3
14,MUN,38,58.0,43.0,1.5,1.1,1.4,0.6,10.0,4.0,7,0,943.0,566.0,1271.9,591.2,4162.4,3613.0,3818.1,1381.1,4746.0,909.0,3536.0,3280.0,24.8,14.9,24.0,20.1,33.5,15.6,28.5,14.1,109.5,95.1,98.0,87.0,100.5,36.3,89.7,35.8,124.9,23.9,97.3,18.3,93.0,86.3,89.7,102.0,1066.0,770.0,28.0,20.3,1572.7,622.1,41.4,16.4,4925.6,3735.6,129.6,98.3,5137.7,1585.2,135.2,41.7,5689.0,886.0,149.7,23.3,3745.0,3853.0,98.6,101.4
15,NEW,38,68.0,33.0,1.8,0.9,1.7,1.2,10.0,7.0,6,0,759.0,602.0,1040.2,549.8,3462.0,3762.2,3263.0,950.9,3686.0,774.0,2854.0,3282.0,20.0,15.8,26.2,23.8,27.4,14.5,27.5,18.7,91.1,99.0,108.6,143.4,85.9,25.0,81.2,18.4,97.0,20.4,84.8,24.7,75.1,86.4,101.2,112.5,1107.0,815.0,29.1,21.4,1492.2,742.7,39.3,19.5,4825.2,3563.8,127.0,93.8,3953.6,2619.2,104.0,68.9,6136.0,1235.0,161.5,32.5,3848.0,3766.0,101.3,99.1
