team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_scored_atk,total_points_scored_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,bps_scored_pg_atk,bps_scored_pg_def
1,ARS,9,18.0,8.0,2.0,0.9,2.0,0.8,10.0,4.0,5,0,194,62,225.9,104.6,827.8,805.0,731.5,145.4,700,96,652,570,292.0,178.0,21.6,6.9,21.2,7.2,32.4,19.8,398.0,122.2,25.1,11.6,24.5,10.6,44.2,13.6,1326.6,727.4,92.0,89.4,85.8,84.0,147.4,80.8,1315.2,330.1,81.3,16.2,84.0,13.7,146.1,36.7,1352.0,165.0,77.8,10.7,75.2,8.4,150.2,18.3,1058.0,842.0,72.4,63.3,69.8,63.2,117.6,93.6
2,AVL,9,23.0,13.0,2.6,1.4,3.0,0.8,15.0,4.0,5,0,224,73,274.4,144.0,999.6,875.8,822.7,404.1,935,159,812,663,290.0,162.0,24.9,8.1,20.4,3.4,32.2,18.0,355.1,179.9,30.5,16.0,28.2,14.7,39.5,20.0,1326.2,970.4,111.1,97.3,103.6,98.6,147.4,107.8,1122.5,387.2,91.4,44.9,90.5,27.9,124.7,43.0,1107.0,438.0,103.9,17.7,89.0,21.0,123.0,48.7,1076.0,825.0,90.2,73.7,75.4,60.4,119.6,91.7
3,BOU,9,6.0,20.0,0.7,2.2,0.4,2.4,2.0,12.0,5,0,282,204,421.7,182.3,1350.2,1009.0,1340.3,414.9,1544,400,991,981,173.0,92.0,31.3,22.7,33.2,26.2,19.2,10.2,269.0,120.1,46.9,20.3,45.5,20.5,29.9,13.3,826.6,902.4,150.0,112.1,152.0,115.4,91.8,100.3,848.4,241.9,148.9,46.1,143.0,40.4,94.3,26.9,1014.0,54.0,171.6,44.4,162.4,49.4,112.7,6.0,601.0,647.0,110.1,109.0,111.4,114.6,66.8,71.9
4,BRE,9,14.0,12.0,1.6,1.3,1.2,1.4,6.0,7.0,5,0,195,135,282.1,162.6,926.8,1005.8,969.6,412.7,931,211,733,737,254.0,125.0,21.7,15.0,23.4,17.2,28.2,13.9,352.0,146.1,31.3,18.1,30.5,18.7,39.1,16.2,1119.2,875.2,103.0,111.8,106.1,110.8,124.4,97.2,1126.6,318.8,107.7,45.9,108.4,50.8,125.2,35.4,1289.0,268.0,103.4,23.4,91.0,26.0,143.2,29.8,847.0,770.0,81.4,81.9,87.0,86.6,94.1,85.6
5,BHA,9,22.0,18.0,2.4,2.0,2.0,2.4,10.0,12.0,5,0,243,62,311.5,122.2,1198.0,772.2,860.9,315.0,1048,130,964,628,289.0,90.0,27.0,6.9,30.6,8.0,32.1,10.0,409.0,158.5,34.6,13.6,38.0,13.3,45.4,17.6,1447.0,967.4,133.1,85.8,146.8,86.9,160.8,107.5,1355.4,332.8,95.7,35.0,102.1,38.1,150.6,37.0,1286.0,284.0,116.4,14.4,130.6,7.8,142.9,31.6,1048.0,686.0,107.1,69.8,119.0,69.8,116.4,76.2
6,BUR,9,7.0,23.0,0.8,2.6,0.7,2.0,4.0,12.0,6,0,284,200,376.4,135.0,1357.8,798.0,1154.0,321.6,1255,231,1044,891,177.0,56.0,31.6,22.2,28.3,19.5,19.7,6.2,232.3,123.2,41.8,15.0,36.6,11.3,25.8,13.7,798.2,908.8,150.9,88.7,132.9,64.6,88.7,101.0,835.8,211.1,128.2,35.7,108.2,35.2,92.9,23.5,704.0,112.0,139.4,25.7,125.0,12.8,78.2,12.4,664.0,633.0,116.0,99.0,100.5,85.0,73.8,70.3
7,CHE,9,13.0,9.0,1.4,1.0,1.6,0.8,8.0,4.0,5,0,200,162,251.4,131.9,876.4,891.8,823.0,249.0,819,180,677,786,213.0,179.0,22.2,18.0,22.4,15.6,23.7,19.9,317.6,170.6,27.9,14.7,30.8,13.0,35.3,19.0,1001.4,967.0,97.4,99.1,95.8,78.2,111.3,107.4,1034.6,413.2,91.4,27.7,108.0,30.9,115.0,45.9,1152.0,324.0,91.0,20.0,104.2,20.8,128.0,36.0,788.0,930.0,75.2,87.3,76.8,86.6,87.6,103.3
8,CRY,9,7.0,11.0,0.8,1.2,0.4,1.4,2.0,7.0,5,0,229,180,290.5,135.4,981.4,842.0,963.2,338.0,964,172,805,855,180.0,189.0,25.4,20.0,27.2,23.8,20.0,21.0,286.7,138.2,32.3,15.0,36.7,18.3,31.9,15.4,920.2,925.0,109.0,93.6,122.4,102.2,102.2,102.8,983.6,291.0,107.0,37.6,111.0,52.1,109.3,32.3,962.0,168.0,107.1,19.1,133.2,27.8,106.9,18.7,697.0,876.0,89.4,95.0,94.2,107.8,77.4,97.3
9,EVE,9,9.0,14.0,1.0,1.6,1.4,1.2,7.0,6.0,5,0,259,235,324.0,203.8,1104.6,1217.8,1030.2,546.1,1110,271,927,1092,176.0,102.0,28.8,26.1,27.8,23.0,19.6,11.3,279.3,152.6,36.0,22.6,37.3,24.4,31.0,17.0,818.4,879.6,122.7,135.3,118.4,130.3,90.9,97.7,919.5,418.4,114.5,60.7,130.3,80.4,102.2,46.5,1066.0,226.0,123.3,30.1,124.8,33.6,118.4,25.1,693.0,666.0,103.0,121.3,100.4,116.0,77.0,74.0
10,FUL,9,8.0,15.0,0.9,1.7,0.8,1.0,4.0,5.0,5,0,244,191,320.4,142.6,1105.4,902.8,969.2,276.6,1133,243,937,879,199.0,141.0,27.1,21.2,22.4,24.0,22.1,15.7,256.6,129.0,35.6,15.8,25.6,14.2,28.5,14.3,742.2,904.0,122.8,100.3,94.5,100.1,82.5,100.4,981.9,236.7,107.7,30.7,84.1,21.9,109.1,26.3,851.0,149.0,125.9,27.0,78.4,19.8,94.6,16.6,672.0,801.0,104.1,97.7,79.0,105.0,74.7,89.0
11,LIV,9,20.0,9.0,2.2,1.0,2.2,1.2,11.0,6.0,5,0,171,93,262.1,174.1,887.2,1009.2,884.7,481.5,864,249,720,716,265.0,158.0,19.0,10.3,20.2,8.2,29.4,17.6,361.7,192.9,29.1,19.3,31.5,16.9,40.2,21.4,1189.6,1051.8,98.6,112.1,115.3,105.4,132.2,116.9,1087.6,664.7,98.3,53.5,102.0,40.0,120.8,73.9,1346.0,210.0,96.0,27.7,98.2,23.4,149.6,23.3,981.0,895.0,80.0,79.6,88.4,72.4,109.0,99.4
12,LUT,9,8.0,17.0,0.9,1.9,1.0,1.3,6.0,8.0,6,0,271,204,379.6,188.9,1183.2,1122.8,1246.9,453.1,1377,312,1015,988,159.0,113.0,30.1,22.7,26.8,21.3,17.7,12.6,197.3,194.2,42.2,21.0,40.6,19.7,21.9,21.6,581.6,1040.2,131.5,124.8,118.0,126.5,64.6,115.6,651.0,630.3,138.5,50.3,144.6,40.3,72.3,70.0,760.0,273.0,153.0,34.7,144.7,30.3,84.4,30.3,548.0,705.0,112.8,109.8,101.2,107.2,60.9,78.3
13,MCI,9,19.0,7.0,2.1,0.8,1.6,1.0,8.0,5.0,5,0,140,115,158.0,113.4,576.8,828.6,535.4,153.2,481,148,481,705,272.0,172.0,15.6,12.8,18.4,14.8,30.2,19.1,417.5,145.9,17.6,12.6,20.9,14.2,46.4,16.2,1404.2,751.0,64.1,92.1,84.8,101.9,156.0,83.4,1471.8,434.6,59.5,17.0,66.9,25.0,163.5,48.3,1297.0,275.0,53.4,16.4,57.8,14.4,144.1,30.6,1186.0,873.0,53.4,78.3,65.0,83.8,131.8,97.0
