team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,26.0,36.0,34.0,1.4,1.3,1.6,0.8,8.0,4.0,5.0,0,609.0,374.0,1011.2,451.2,3172.2,2443.2,3089.0,1057.5,3865.0,1007.0,2347.0,2071.0,23.4,14.4,20.2,13.0,38.9,17.4,33.3,17.3,122.0,94.0,101.8,80.6,118.8,40.7,111.0,44.6,148.6,38.7,120.8,47.6,90.3,79.6,75.8,72.6
2,26.0,34.0,50.0,1.3,1.9,1.4,2.6,7.0,13.0,5.0,0,683.0,409.0,1267.2,521.0,3599.6,2756.2,3824.1,1272.2,5273.0,1193.0,2741.0,2184.0,26.3,15.7,33.0,11.0,48.7,20.0,53.0,16.3,138.4,106.0,182.1,108.4,147.1,48.9,133.6,34.5,202.8,45.9,215.0,20.2,105.4,84.0,128.4,73.2
3,26.0,26.0,40.0,1.0,1.5,1.2,1.6,6.0,8.0,5.0,0,699.0,487.0,1135.7,453.0,3483.6,2496.0,3417.8,1081.1,4467.0,948.0,2731.0,2369.0,26.9,18.7,26.8,18.6,43.7,17.4,46.8,18.6,134.0,96.0,130.6,87.6,131.4,41.6,141.2,48.3,171.8,36.5,197.8,50.2,105.0,91.1,104.8,90.2
4,26.0,31.0,38.0,1.2,1.5,1.2,1.8,6.0,9.0,5.0,0,641.0,457.0,965.2,399.5,3096.4,2687.0,2692.7,792.8,3872.0,511.0,2388.0,2309.0,24.6,17.6,26.4,16.4,37.1,15.4,35.0,14.1,119.1,103.4,125.2,105.8,103.6,30.5,91.8,19.7,148.9,19.6,132.4,15.8,91.8,88.8,90.4,84.0
5,26.0,30.0,39.0,1.2,1.5,1.2,1.0,6.0,5.0,5.0,0,677.0,481.0,995.7,436.8,3161.6,2455.6,3062.4,1135.2,3744.0,770.0,2588.0,2447.0,26.0,18.5,20.4,17.6,38.3,16.8,43.3,17.5,121.6,94.4,109.6,88.2,117.8,43.7,145.7,51.4,144.0,29.6,177.4,34.4,99.5,94.1,91.6,92.8
6,26.0,43.0,36.0,1.6,1.4,1.4,1.4,7.0,7.0,5.0,0,575.0,430.0,757.2,448.3,2862.2,3209.0,2083.6,679.1,2646.0,587.0,2170.0,2351.0,22.1,16.5,21.0,24.4,29.1,17.2,25.9,18.0,110.1,123.4,107.8,131.4,80.1,26.1,76.1,18.7,101.8,22.6,74.8,30.0,83.5,90.4,80.6,105.8
7,26.0,23.0,32.0,0.9,1.2,0.8,1.8,4.0,9.0,5.0,0,596.0,522.0,982.5,464.6,2906.8,2528.4,3084.9,1139.8,3837.0,977.0,2280.0,2357.0,22.9,20.1,27.8,20.4,37.8,17.9,45.2,15.6,111.8,97.2,138.7,86.2,118.6,43.8,127.5,48.7,147.6,37.6,184.6,21.6,87.7,90.6,109.0,85.2
8,26.0,34.0,38.0,1.3,1.5,2.0,1.2,10.0,6.0,5.0,0,624.0,435.0,818.1,461.4,2895.4,2974.8,2300.5,891.6,2986.0,744.0,2346.0,2245.0,24.0,16.7,17.8,14.0,31.5,17.8,23.5,20.4,111.4,114.4,79.4,122.1,88.5,34.3,64.9,34.0,114.8,28.6,91.0,47.4,90.2,86.4,69.0,73.6
9,26.0,54.0,26.0,2.1,1.0,1.6,1.4,8.0,7.0,5.0,0,526.0,329.0,796.8,462.3,2592.4,2839.0,2451.6,1023.9,2944.0,757.0,2028.0,2189.0,20.2,12.6,23.8,19.8,30.6,17.8,33.4,20.7,99.7,109.2,113.6,132.5,94.3,39.4,96.9,33.7,113.2,29.1,124.0,40.6,78.0,84.2,85.6,99.2
10,26.0,61.0,15.0,2.4,0.6,2.4,0.2,12.0,1.0,5.0,0,410.0,196.0,596.3,407.4,1951.6,2776.0,1919.1,774.4,2112.0,518.0,1614.0,1903.0,15.8,7.5,15.2,7.6,22.9,15.7,28.9,16.0,75.1,106.8,76.8,117.5,73.8,29.8,103.0,25.8,81.2,19.9,108.8,16.6,62.1,73.2,68.8,77.2
11,26.0,67.0,29.0,2.6,1.1,2.2,1.0,11.0,5.0,5.0,0,562.0,237.0,670.9,418.6,2761.0,3162.8,1656.4,573.0,2297.0,445.0,2189.0,2126.0,21.6,9.1,19.2,14.4,25.8,16.1,19.4,16.0,106.2,121.6,89.7,125.9,63.7,22.0,41.9,21.8,88.4,17.1,62.0,11.8,84.2,81.8,70.4,93.6
12,26.0,38.0,29.0,1.5,1.1,1.2,0.8,6.0,4.0,5.0,0,516.0,523.0,774.7,447.7,2570.0,2910.4,2363.1,689.8,2830.0,880.0,2021.0,2438.0,19.8,20.1,18.4,26.6,29.8,17.2,30.5,18.9,98.8,111.9,97.4,109.4,90.9,26.5,98.6,28.7,108.8,33.8,109.0,51.4,77.7,93.8,80.4,118.6
13,26.0,24.0,40.0,0.9,1.5,0.8,1.4,4.0,7.0,5.0,0,684.0,514.0,1148.9,505.9,3391.4,2597.8,3790.8,1295.0,4316.0,1163.0,2725.0,2520.0,26.3,19.8,28.2,19.4,44.2,19.5,43.6,17.2,130.4,99.9,138.8,81.7,145.8,49.8,149.3,35.9,166.0,44.7,149.0,54.6,104.8,96.9,116.4,93.6
14,26.0,24.0,48.0,0.9,1.8,0.4,1.4,2.0,7.0,5.0,0,704.0,546.0,1168.1,494.1,3646.2,2650.6,3336.0,1219.2,4697.0,1067.0,2817.0,2521.0,27.1,21.0,25.6,25.0,44.9,19.0,38.6,19.0,140.2,102.0,125.8,93.7,128.3,46.9,97.8,59.0,180.6,41.0,161.4,36.8,108.4,97.0,94.4,107.0
15,26.0,28.0,24.0,1.1,0.9,1.0,0.6,5.0,3.0,5.0,0,551.0,428.0,779.1,383.1,2349.6,2417.8,2655.3,790.9,2809.0,608.0,2189.0,2255.0,21.2,16.5,18.8,13.4,30.0,14.7,32.7,14.0,90.4,93.0,88.7,91.0,102.1,30.4,123.5,22.9,108.0,23.4,115.4,25.6,84.2,86.7,83.4,76.2
16,26.0,32.0,48.0,1.2,1.8,1.4,2.0,7.0,10.0,5.0,0,705.0,400.0,1039.8,449.5,3662.0,2862.0,2876.6,855.2,3868.0,768.0,2726.0,2162.0,27.1,15.4,32.4,12.8,40.0,17.3,37.2,12.4,140.8,110.1,160.9,95.4,110.6,32.9,87.5,11.9,148.8,29.5,124.4,16.2,104.8,83.2,114.8,81.0
17,26.0,43.0,34.0,1.6,1.3,1.4,0.8,7.0,4.0,5.0,0,576.0,401.0,1059.8,505.2,3095.0,2998.6,3174.0,1175.4,4347.0,874.0,2296.0,2306.0,22.2,15.4,18.6,18.8,40.8,19.4,55.0,22.0,119.0,115.3,123.1,128.5,122.1,45.2,179.4,53.8,167.2,33.6,248.4,38.4,88.3,88.7,81.4,93.8
18,26.0,24.0,40.0,0.9,1.5,1.4,1.2,7.0,6.0,5.0,0,625.0,572.0,945.2,479.9,2976.2,2815.2,2878.0,949.1,3603.0,1034.0,2449.0,2657.0,24.0,22.0,18.4,19.2,36.4,18.5,29.6,21.8,114.5,108.3,76.7,119.0,110.7,36.5,105.3,42.9,138.6,39.8,113.8,56.4,94.2,102.2,67.6,91.0
19,26.0,30.0,45.0,1.2,1.7,1.0,2.6,5.0,13.0,5.0,0,674.0,467.0,1012.2,503.5,3338.8,2897.8,2891.4,1191.2,3896.0,938.0,2626.0,2439.0,25.9,18.0,29.0,24.8,38.9,19.4,49.4,23.7,128.4,111.4,150.5,134.1,111.2,45.8,146.0,61.9,149.8,36.1,198.2,40.2,101.0,93.8,110.4,115.0
