team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,18.0,24.0,27.0,1.3,1.5,1.2,1.6,6.0,8.0,5.0,0,451.0,280.0,738.5,325.3,2340.0,1801.6,2213.2,764.7,2843.0,682.0,1732.0,1517.0,25.1,15.6,26.4,19.6,41.0,18.1,38.5,17.1,130.0,100.1,132.6,102.2,123.0,42.5,118.3,27.6,157.9,37.9,134.8,40.8,96.2,84.3,101.0,93.2
2,18.0,24.0,33.0,1.3,1.8,1.0,2.6,5.0,13.0,5.0,0,450.0,312.0,867.1,384.4,2352.6,1939.8,2703.6,951.2,3622.0,961.0,1807.0,1570.0,25.0,17.3,29.0,21.4,48.2,21.4,50.1,23.7,130.7,107.8,148.9,109.6,150.2,52.8,137.9,56.2,201.2,53.4,214.8,71.4,100.4,87.2,118.0,96.0
3,18.0,19.0,25.0,1.1,1.4,0.6,1.6,3.0,8.0,5.0,0,456.0,318.0,743.1,320.6,2288.2,1788.2,2246.8,757.0,2900.0,658.0,1784.0,1596.0,25.3,17.7,31.4,19.0,41.3,17.8,42.1,16.1,127.1,99.3,145.8,89.8,124.8,42.1,110.6,37.9,161.1,36.6,165.2,33.8,99.1,88.7,112.4,93.6
4,18.0,21.0,26.0,1.2,1.4,1.2,1.4,6.0,7.0,5.0,0,454.0,339.0,685.2,272.8,2168.0,1781.2,1954.0,594.7,2737.0,348.0,1715.0,1650.0,25.2,18.8,20.2,22.0,38.1,15.2,32.0,19.3,120.4,99.0,102.8,123.7,108.6,33.0,84.9,39.0,152.1,19.3,132.4,30.2,95.3,91.7,86.4,97.8
5,18.0,23.0,29.0,1.3,1.6,0.6,2.2,3.0,11.0,5.0,0,489.0,297.0,669.7,289.9,2266.8,1753.0,2018.8,691.0,2421.0,452.0,1816.0,1618.0,27.2,16.5,34.0,19.6,37.2,16.1,37.2,12.2,125.9,97.4,155.7,87.2,112.2,38.4,101.5,24.3,134.5,25.1,115.0,10.2,100.9,89.9,121.2,92.0
6,18.0,33.0,25.0,1.8,1.4,1.0,1.2,5.0,6.0,5.0,0,398.0,247.0,531.8,316.1,1960.0,2231.6,1435.3,545.1,1939.0,375.0,1504.0,1554.0,22.1,13.7,21.0,21.8,29.5,17.6,31.1,21.0,108.9,124.0,107.9,148.8,79.7,30.3,70.7,35.6,107.7,20.8,134.6,24.8,83.6,86.3,77.0,104.2
7,18.0,15.0,20.0,0.8,1.1,0.8,0.4,4.0,2.0,5.0,0,387.0,400.0,637.5,345.9,1819.0,1834.2,2079.3,813.1,2482.0,814.0,1427.0,1758.0,21.5,22.2,17.0,20.6,35.4,19.2,30.1,16.4,101.1,101.9,78.8,84.9,115.5,45.2,100.9,35.4,137.9,45.2,121.2,44.4,79.3,97.7,65.4,91.2
8,18.0,20.0,29.0,1.1,1.6,1.4,1.8,7.0,9.0,5.0,0,471.0,331.0,598.5,296.5,2194.0,1980.8,1642.1,554.8,2147.0,428.0,1729.0,1658.0,26.2,18.4,28.8,14.2,33.2,16.5,42.6,17.6,121.9,110.0,148.1,101.0,91.2,30.8,132.3,44.2,119.3,23.8,145.8,31.0,96.1,92.1,110.4,88.0
9,18.0,41.0,14.0,2.3,0.8,2.0,1.2,10.0,6.0,5.0,0,334.0,165.0,526.4,298.9,1685.0,1797.2,1649.9,717.4,1944.0,471.0,1310.0,1389.0,18.6,9.2,20.8,7.8,29.2,16.6,37.8,20.1,93.6,99.8,110.7,114.7,91.7,39.9,111.3,58.9,108.0,26.2,156.2,27.0,72.8,77.2,86.0,72.4
10,18.0,42.0,14.0,2.3,0.8,2.4,0.6,12.0,3.0,5.0,0,300.0,137.0,424.4,299.1,1462.2,1985.4,1326.3,585.6,1477.0,416.0,1142.0,1274.0,16.7,7.6,12.4,6.4,23.6,16.6,17.0,13.9,81.2,110.3,52.0,102.7,73.7,32.5,63.7,17.8,82.1,23.1,55.6,17.8,63.4,70.8,50.2,65.2
11,18.0,50.0,20.0,2.8,1.1,2.6,1.2,13.0,6.0,5.0,0,402.0,134.0,468.3,283.6,1987.4,2221.4,1092.5,318.2,1604.0,294.0,1560.0,1404.0,22.3,7.4,22.4,8.0,26.0,15.8,23.7,14.5,110.4,123.4,104.8,131.2,60.7,17.7,63.0,8.7,89.1,16.3,69.6,5.0,86.7,78.0,83.6,73.2
12,18.0,26.0,22.0,1.4,1.2,1.4,1.4,7.0,7.0,5.0,0,369.0,345.0,541.3,313.4,1830.2,2069.0,1574.7,513.3,2024.0,553.0,1411.0,1594.0,20.5,19.2,20.8,18.6,30.1,17.4,35.4,19.2,101.7,114.9,100.4,127.3,87.5,28.5,95.5,34.2,112.4,30.7,158.6,30.4,78.4,88.6,83.2,92.8
