team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,35,54.0,41.0,1.5,1.2,2.0,2.0,10.0,10.0,5,0,704.0,500.0,1026.1,540.9,3415.0,3326.6,3090.2,1140.3,3775.0,941.0,2683.0,2843.0,20.1,14.3,35.8,28.6,29.3,15.4,42.5,29.2,97.6,95.0,164.9,183.7,88.3,32.6,129.6,45.2,107.9,26.9,131.4,62.8,76.7,81.2,135.4,149.8
2,AVL,35,44.0,46.0,1.3,1.3,0.6,1.2,3.0,6.0,5,0,813.0,544.0,1153.7,590.3,3730.4,3545.6,3390.5,1255.2,4438.0,1103.0,2865.0,3013.0,23.2,15.5,19.8,21.0,33.0,16.9,18.6,13.1,106.6,101.3,75.4,94.7,96.9,35.9,42.3,20.7,126.8,31.5,68.4,15.6,81.9,86.1,59.4,87.8
3,BRE,35,41.0,52.0,1.2,1.5,1.6,1.0,8.0,5.0,5,0,797.0,633.0,1123.5,605.2,3719.0,3498.6,3733.8,1299.5,3786.0,1254.0,3017.0,3159.0,22.8,18.1,19.2,21.6,32.1,17.3,32.0,20.2,106.3,100.0,97.8,123.4,106.7,37.1,106.9,46.1,108.2,35.8,116.4,33.0,86.2,90.3,86.8,117.2
4,BHA,35,34.0,42.0,1.0,1.2,1.6,1.2,8.0,6.0,5,0,948.0,784.0,1307.4,652.1,4290.6,3818.6,3691.9,1356.4,5100.0,1343.0,3357.0,3585.0,27.1,22.4,29.0,17.8,37.4,18.6,40.6,17.4,122.6,109.1,115.8,106.4,105.5,38.8,120.1,32.7,145.7,38.4,170.8,35.0,95.9,102.4,93.8,99.0
5,BUR,35,31.0,46.0,0.9,1.3,1.8,1.6,9.0,8.0,5,0,926.0,731.0,1487.4,660.8,4156.8,3586.8,4694.3,1511.3,6036.0,1500.0,3439.0,3456.0,26.5,20.9,32.8,22.2,42.5,18.9,58.1,23.8,118.8,102.5,147.4,141.8,134.1,43.2,189.4,56.8,172.5,42.9,245.4,38.2,98.3,98.7,124.2,117.4
6,CHE,35,68.0,29.0,1.9,0.8,2.2,2.0,11.0,10.0,5,0,585.0,386.0,838.4,511.8,2645.2,3235.6,2481.2,1010.7,3280.0,867.0,2116.0,2444.0,16.7,11.0,21.0,12.0,24.0,14.6,24.8,11.6,75.6,92.4,93.5,90.7,70.9,28.9,59.3,12.8,93.7,24.8,95.0,13.0,60.5,69.8,71.0,64.4
7,CRY,35,45.0,42.0,1.3,1.2,1.2,0.8,6.0,4.0,5,0,777.0,629.0,1065.5,563.9,3459.4,3394.4,3046.1,1279.0,4181.0,965.0,2671.0,2991.0,22.2,18.0,29.0,20.6,30.4,16.1,37.5,18.4,98.8,97.0,127.8,120.7,87.0,36.5,108.9,41.0,119.5,27.6,142.2,22.2,76.3,85.5,95.4,100.0
8,EVE,35,35.0,55.0,1.0,1.6,1.2,1.6,6.0,8.0,5,0,774.0,708.0,1144.3,642.5,3799.0,3713.8,3364.2,1439.1,4287.0,1269.0,2967.0,3243.0,22.1,20.2,24.8,19.6,32.7,18.4,36.6,26.7,108.5,106.1,108.5,133.0,96.1,41.1,120.6,60.2,122.5,36.3,138.0,73.8,84.8,92.7,96.2,99.4
9,LEI,35,48.0,54.0,1.4,1.5,1.2,1.6,6.0,8.0,5,0,846.0,521.0,1380.9,672.1,4240.6,3615.2,4268.2,1438.6,5311.0,1668.0,3244.0,3021.0,24.2,14.9,23.2,12.6,39.4,19.2,35.2,15.3,121.2,103.3,108.5,86.9,122.0,41.1,110.0,38.0,151.7,47.7,133.0,28.2,92.7,86.3,85.0,76.4
10,LEE,35,38.0,72.0,1.1,2.1,0.8,1.0,4.0,5.0,5,0,974.0,736.0,1401.4,657.0,4797.4,3788.6,3932.3,1455.0,5297.0,1323.0,3370.0,3326.0,27.8,21.0,18.8,17.4,40.0,18.8,33.6,14.2,137.1,108.2,94.4,76.9,112.4,41.6,111.1,28.4,151.3,37.8,130.6,36.6,96.3,95.0,68.0,78.8
