team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,13.0,11.0,16.0,0.8,1.2,0.4,1.2,2.0,6.0,5.0,0,304.0,285.0,397.8,205.8,1172.0,1266.6,1251.1,476.5,1576.0,313.0,1078.0,1301.0,23.4,21.9,25.4,25.2,30.6,15.8,30.8,16.1,90.2,97.4,98.6,104.3,96.2,36.6,99.9,29.0,121.2,24.1,111.4,27.8,82.9,100.1,80.4,105.4
2,13.0,21.0,13.0,1.6,1.0,0.6,0.8,3.0,4.0,5.0,0,235.0,145.0,355.8,183.1,1148.2,1218.6,1077.2,321.4,1348.0,288.0,871.0,860.0,18.1,11.2,16.4,15.0,27.4,14.1,21.5,12.8,88.3,93.7,77.1,94.6,82.9,24.7,63.9,13.6,103.7,22.2,75.2,19.4,67.0,66.2,60.0,64.8
3,13.0,15.0,21.0,1.2,1.6,0.8,1.4,4.0,7.0,5.0,0,334.0,234.0,367.2,185.2,1406.0,1280.8,1083.8,282.5,1197.0,284.0,1184.0,1131.0,25.7,18.0,26.2,21.6,28.2,14.2,32.9,15.3,108.2,98.5,102.2,98.8,83.4,21.7,105.7,26.7,92.1,21.8,121.2,27.6,91.1,87.0,86.6,97.4
4,13.0,6.0,18.0,0.5,1.4,0.6,1.2,3.0,6.0,5.0,0,317.0,315.0,511.6,216.9,1482.4,1125.8,1625.9,542.9,2007.0,499.0,1218.0,1300.0,24.4,24.2,23.6,20.8,39.4,16.7,50.5,17.3,114.0,86.6,121.6,91.8,125.1,41.8,175.0,44.1,154.4,38.4,207.8,36.6,93.7,100.0,95.8,95.6
5,13.0,26.0,14.0,2.0,1.1,1.2,0.8,6.0,4.0,5.0,0,284.0,198.0,350.0,183.1,1234.2,1265.2,1170.9,272.9,1102.0,288.0,1068.0,1101.0,21.8,15.2,21.6,18.6,26.9,14.1,25.2,12.3,94.9,97.3,91.5,96.5,90.1,21.0,83.1,13.0,84.8,22.2,77.8,13.0,82.2,84.7,74.0,91.8
6,13.0,19.0,18.0,1.5,1.4,1.4,1.2,7.0,6.0,5.0,0,297.0,237.0,424.5,244.5,1394.2,1354.8,1324.6,658.7,1529.0,427.0,1144.0,1222.0,22.8,18.2,23.6,19.4,32.6,18.8,29.0,15.2,107.2,104.2,107.9,94.8,101.9,50.7,78.5,41.9,117.6,32.8,103.4,15.2,88.0,94.0,91.2,87.0
7,13.0,23.0,18.0,1.8,1.4,1.4,0.8,7.0,4.0,5.0,0,324.0,150.0,486.7,203.7,1655.8,1226.8,1393.6,501.3,1817.0,304.0,1253.0,983.0,24.9,11.5,21.2,14.0,37.4,15.7,37.3,17.9,127.4,94.4,111.8,109.5,107.2,38.6,119.8,47.4,139.8,23.4,141.2,21.8,96.4,75.6,90.6,82.2
8,13.0,12.0,22.0,0.9,1.7,1.0,1.4,5.0,7.0,5.0,0,372.0,291.0,487.4,218.1,1737.8,1295.6,1244.3,489.0,1889.0,396.0,1346.0,1337.0,28.6,22.4,28.0,18.4,37.5,16.8,38.4,15.9,133.7,99.7,131.9,92.7,95.7,37.6,99.0,36.3,145.3,30.5,153.2,30.2,103.5,102.8,113.6,88.8
9,13.0,24.0,17.0,1.8,1.3,1.2,1.6,6.0,8.0,5.0,0,295.0,215.0,413.3,220.2,1307.2,1262.4,1264.0,513.7,1566.0,427.0,1010.0,1117.0,22.7,16.5,28.2,17.0,31.8,16.9,37.1,16.8,100.6,97.1,126.6,101.2,97.2,39.5,101.2,33.7,120.5,32.8,143.2,32.8,77.7,85.9,95.4,82.8
10,13.0,22.0,24.0,1.7,1.8,1.6,1.4,8.0,7.0,5.0,0,333.0,222.0,552.9,225.5,1709.8,1483.6,1666.4,356.9,2153.0,414.0,1225.0,1087.0,25.6,17.1,22.4,19.4,42.5,17.4,43.5,19.1,131.5,114.1,122.6,128.3,128.2,27.4,136.7,33.1,165.6,31.8,175.6,28.8,94.2,83.6,80.4,88.2
11,13.0,29.0,19.0,2.2,1.5,2.2,0.6,11.0,3.0,5.0,0,298.0,100.0,381.4,197.1,1549.6,1489.0,960.4,293.5,1311.0,189.0,1120.0,931.0,22.9,7.7,18.8,7.0,29.3,15.2,27.8,13.7,119.2,114.5,94.4,108.3,73.9,22.6,80.2,18.3,100.8,14.5,104.0,11.2,86.2,71.6,65.6,67.2
12,13.0,18.0,12.0,1.4,0.9,1.6,0.6,8.0,3.0,5.0,0,241.0,176.0,277.1,167.2,1063.0,1224.0,815.4,223.5,897.0,217.0,941.0,941.0,18.5,13.5,19.0,17.8,21.3,12.9,18.9,13.1,81.8,94.2,76.8,102.8,62.7,17.2,63.0,16.2,69.0,16.7,49.4,10.8,72.4,72.4,73.4,90.2
13,13.0,22.0,19.0,1.7,1.5,2.0,1.0,10.0,5.0,5.0,0,295.0,213.0,393.9,201.9,1419.4,1256.4,1077.5,433.7,1439.0,330.0,1138.0,1193.0,22.7,16.4,20.2,15.6,30.3,15.5,29.4,17.0,109.2,96.6,91.9,101.0,82.9,33.4,82.0,39.5,110.7,25.4,120.8,29.6,87.5,91.8,74.2,93.6
14,13.0,16.0,21.0,1.2,1.6,1.2,1.6,6.0,8.0,5.0,0,316.0,194.0,534.3,208.6,1572.6,1120.0,1777.9,448.7,2001.0,510.0,1257.0,1027.0,24.3,14.9,21.6,13.6,41.1,16.0,34.6,16.2,121.0,86.2,100.2,93.4,136.8,34.5,128.0,30.9,153.9,39.2,117.6,37.8,96.7,79.0,83.8,79.6
15,13.0,7.0,24.0,0.5,1.8,0.6,2.0,3.0,10.0,5.0,0,375.0,360.0,555.0,246.2,1689.8,1449.6,1804.9,551.3,2056.0,456.0,1442.0,1474.0,28.8,27.7,32.0,27.2,42.7,18.9,43.6,16.2,130.0,111.5,136.8,97.5,138.8,42.4,130.6,39.4,158.2,35.1,168.2,25.6,110.9,113.4,117.4,115.2
16,13.0,25.0,18.0,1.9,1.4,1.8,1.2,9.0,6.0,5.0,0,314.0,103.0,406.0,177.9,1432.0,1107.8,1071.7,370.2,1560.0,299.0,1122.0,843.0,24.2,7.9,22.2,7.4,31.2,13.7,31.9,14.0,110.2,85.2,105.1,83.6,82.4,28.5,88.7,34.2,120.0,23.0,124.8,21.8,86.3,64.8,82.6,67.6
17,13.0,25.0,12.0,1.9,0.9,1.2,0.6,6.0,3.0,5.0,0,230.0,158.0,412.8,211.0,1042.6,1222.8,1296.6,550.1,1796.0,335.0,934.0,1012.0,17.7,12.2,18.8,12.0,31.8,16.2,43.8,15.9,80.2,94.1,98.0,71.4,99.7,42.3,138.4,65.2,138.2,25.8,202.0,22.2,71.8,77.8,84.2,74.4
18,13.0,10.0,26.0,0.8,2.0,0.8,1.8,4.0,9.0,5.0,0,385.0,267.0,606.5,215.0,1879.4,1135.0,1758.6,546.4,2439.0,465.0,1463.0,1194.0,29.6,20.5,30.2,14.6,46.6,16.5,56.7,16.7,144.6,87.3,157.3,77.8,135.3,42.0,182.4,41.5,187.6,35.8,228.4,47.4,112.5,91.8,119.4,72.8
19,13.0,21.0,16.0,1.6,1.2,1.4,1.2,7.0,6.0,5.0,0,286.0,136.0,432.2,203.8,1403.6,1311.2,1309.3,538.1,1612.0,188.0,1163.0,1045.0,22.0,10.5,22.4,10.6,33.2,15.7,33.6,18.0,108.0,100.9,107.5,111.1,100.7,41.4,103.8,52.2,124.0,14.5,125.4,16.8,89.5,80.4,90.4,83.2
20,13.0,13.0,17.0,1.0,1.3,1.0,1.6,5.0,8.0,5.0,0,302.0,225.0,401.4,218.0,1297.8,1313.4,1158.5,528.2,1557.0,335.0,1130.0,1131.0,23.2,17.3,25.8,20.4,30.9,16.8,31.8,18.3,99.8,101.0,99.0,118.2,89.1,40.6,94.4,36.0,119.8,25.8,124.6,28.6,86.9,87.0,93.4,93.8
