team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,12,13,17,1.1,1.4,1.6,1.4,8,7,5,0,291.0,267.0,471.9,240.5,1425.8,1282.0,1367.3,686.8,1933.0,435.0,1090.0,1308.0,24.2,22.2,22.6,17.0,39.3,20.0,35.6,18.6,118.8,106.8,119.4,110.9,113.9,57.2,89.4,44.1,161.1,36.2,147.0,31.0,90.8,109.0,84.2,103.0
2,AVL,12,16,20,1.3,1.7,1.2,2.2,6,11,5,0,301.0,186.0,463.2,198.0,1449.2,1233.8,1375.2,408.0,1816.0,340.0,1141.0,990.0,25.1,15.5,28.4,19.4,38.6,16.5,40.5,18.0,120.8,102.8,136.6,113.6,114.6,34.0,115.9,22.8,151.3,28.3,154.0,44.0,95.1,82.5,110.8,90.2
3,BRE,12,16,17,1.3,1.4,1.2,2.2,6,11,5,0,273.0,217.0,391.6,214.8,1331.0,1281.0,1316.9,473.6,1277.0,398.0,976.0,1079.0,22.8,18.1,25.6,22.8,32.6,17.9,34.1,21.4,110.9,106.8,130.0,147.6,109.7,39.5,103.4,30.8,106.4,33.2,108.8,35.2,81.3,89.9,92.2,100.8
4,BHA,12,12,14,1.0,1.2,0.8,1.8,4,9,5,0,290.0,218.0,404.0,178.1,1260.2,1110.4,1245.5,381.0,1535.0,289.0,1051.0,1050.0,24.2,18.2,29.2,21.6,33.7,14.8,38.5,17.9,105.0,92.5,130.6,100.3,103.8,31.8,101.4,42.1,127.9,24.1,153.4,37.2,87.6,87.5,105.2,96.8
5,BUR,12,14,20,1.2,1.7,1.8,1.8,9,9,5,0,326.0,249.0,513.5,272.6,1487.6,1369.2,1595.4,631.7,2052.0,726.0,1242.0,1240.0,27.2,20.8,25.6,18.0,42.8,22.7,41.1,24.9,124.0,114.1,114.2,107.4,133.0,52.6,135.5,60.7,171.0,60.5,161.0,81.4,103.5,103.3,98.0,96.0
6,CHE,12,30,4,2.5,0.3,3.0,0.2,15,1,5,0,178.0,101.0,287.3,204.3,799.2,1188.0,847.2,492.5,1236.0,359.0,662.0,897.0,14.8,8.4,13.2,4.0,23.9,17.0,17.1,14.5,66.6,99.0,54.3,91.0,70.6,41.0,40.9,31.7,103.0,29.9,77.8,22.6,55.2,74.8,42.0,61.6
7,CRY,12,18,17,1.5,1.4,2.0,1.2,10,6,5,0,264.0,197.0,394.0,212.8,1253.4,1280.2,1100.2,437.0,1585.0,411.0,1002.0,1035.0,22.0,16.4,18.8,9.8,32.8,17.7,30.8,18.1,104.4,106.7,87.8,107.2,91.7,36.4,99.5,30.7,132.1,34.2,121.6,43.0,83.5,86.2,76.0,68.2
8,EVE,12,16,19,1.3,1.6,0.6,2.2,3,11,5,0,281.0,245.0,439.3,215.6,1439.4,1314.8,1351.0,474.3,1605.0,362.0,1151.0,1186.0,23.4,20.4,28.2,29.8,36.6,18.0,41.8,18.9,120.0,109.6,141.7,117.7,112.6,39.5,112.7,40.6,133.8,30.2,164.2,30.6,95.9,98.8,112.0,123.6
9,LEI,12,16,21,1.3,1.8,1.4,1.8,7,9,5,0,308.0,209.0,496.1,214.2,1507.4,1201.8,1646.2,470.6,1816.0,467.0,1169.0,1095.0,25.7,17.4,25.2,24.2,41.3,17.8,39.0,19.2,125.6,100.2,118.1,114.1,137.2,39.2,141.3,31.7,151.3,38.9,131.8,45.6,97.4,91.2,91.2,108.0
10,LEE,12,12,20,1.0,1.7,1.0,1.2,5,6,5,0,320.0,203.0,453.2,218.7,1488.8,1274.2,1285.5,506.2,1766.0,403.0,1085.0,969.0,26.7,16.9,23.2,19.6,37.8,18.2,27.9,17.3,124.1,106.2,95.0,111.3,107.1,42.2,80.0,26.7,147.2,33.6,103.8,35.2,90.4,80.8,73.8,84.6
