team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_scored_atk,total_points_scored_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,bps_scored_pg_atk,bps_scored_pg_def
1,ARS,10,23.0,8.0,2.3,0.8,2.8,0.8,14.0,4.0,5,0,206,62,235.0,110.8,874.4,862.0,760.8,147.9,716,98,697,615,345.0,218.0,20.6,6.2,20.6,5.0,34.5,21.8,447.9,140.1,23.5,11.1,23.6,9.2,44.8,14.0,1538.6,815.2,87.4,86.2,87.9,75.0,153.9,81.5,1433.6,371.0,76.1,14.8,75.7,9.7,143.4,37.1,1520.0,215.0,71.6,9.8,72.2,7.0,152.0,21.5,1253.0,981.0,69.7,61.5,68.6,60.2,125.3,98.1
2,AVL,10,26.0,14.0,2.6,1.4,3.0,0.8,15.0,4.0,5,0,237,76,290.4,155.3,1050.2,952.6,883.8,427.8,982,171,857,708,329.0,174.0,23.7,7.6,18.6,3.2,32.9,17.4,405.8,199.3,29.0,15.5,24.9,15.2,40.6,19.9,1489.0,1040.8,105.0,95.3,81.9,101.4,148.9,104.1,1260.1,479.0,88.4,42.8,84.7,29.9,126.0,47.9,1313.0,469.0,98.2,17.1,83.0,21.2,131.3,46.9,1195.0,907.0,85.7,70.8,64.6,59.0,119.5,90.7
3,BOU,10,8.0,21.0,0.8,2.1,0.8,2.6,4.0,13.0,5,0,296,218,436.9,201.1,1398.4,1149.6,1380.4,450.6,1608,411,1029,1072,199.0,105.0,29.6,21.8,32.8,22.4,19.9,10.5,304.0,131.3,43.7,20.1,42.6,20.4,30.4,13.1,960.8,982.0,139.8,115.0,150.1,123.2,96.1,98.2,942.0,245.9,138.0,45.1,126.4,44.7,94.2,24.6,1138.0,83.0,160.8,41.1,151.4,35.8,113.8,8.3,699.0,725.0,102.9,107.2,110.0,106.2,69.9,72.5
4,BRE,10,16.0,12.0,1.6,1.2,1.6,1.2,8.0,6.0,5,0,209,144,317.4,183.4,994.6,1101.0,1160.4,473.6,1024,263,807,816,281.0,171.0,20.9,14.4,21.8,11.8,28.1,17.1,378.1,168.8,31.7,18.3,32.8,19.3,37.8,16.9,1239.2,1026.4,99.5,110.1,102.6,110.1,123.9,102.6,1185.0,350.9,116.0,47.4,135.6,50.8,118.5,35.1,1372.0,311.0,102.4,26.3,90.2,33.0,137.2,31.1,928.0,938.0,80.7,81.6,88.2,75.4,92.8,93.8
5,BHA,10,23.0,19.0,2.3,1.9,1.6,2.4,8.0,12.0,5,0,266,72,340.7,135.6,1327.4,879.8,934.2,333.0,1139,139,1036,692,316.0,100.0,26.6,7.2,31.4,8.0,31.6,10.0,450.9,172.1,34.1,13.6,38.4,12.4,45.1,17.2,1565.6,1062.8,132.7,88.0,155.9,86.7,156.6,106.3,1507.5,352.5,93.4,33.3,98.5,28.2,150.8,35.2,1435.0,304.0,113.9,13.9,129.0,8.4,143.5,30.4,1154.0,759.0,103.6,69.2,117.2,64.0,115.4,75.9
6,BUR,10,8.0,25.0,0.8,2.5,0.7,2.2,4.0,13.0,6,0,310,213,411.4,146.2,1492.0,877.6,1247.6,325.6,1379,260,1142,969,191.0,70.0,31.0,21.3,28.5,20.2,19.1,7.0,247.5,142.0,41.1,14.6,37.2,11.4,24.8,14.2,846.4,1049.4,149.2,87.8,137.3,67.1,84.6,104.9,875.9,246.8,124.8,32.6,104.6,31.5,87.6,24.7,768.0,123.0,137.9,26.0,130.3,15.8,76.8,12.3,702.0,724.0,114.2,96.9,102.0,88.3,70.2,72.4
7,CHE,10,13.0,11.0,1.3,1.1,1.6,1.2,8.0,6.0,5,0,227,208,277.5,154.6,996.4,1043.0,881.4,281.1,902,223,758,954,227.0,188.0,22.7,20.8,23.8,17.6,22.7,18.8,352.9,191.4,27.8,15.5,28.8,14.7,35.3,19.1,1069.2,1062.2,99.6,104.3,103.7,88.3,106.9,106.2,1225.4,474.1,88.1,28.1,96.4,30.6,122.5,47.4,1245.0,376.0,90.2,22.3,88.0,28.6,124.5,37.6,862.0,1009.0,75.8,95.4,77.6,94.0,86.2,100.9
8,CRY,10,8.0,13.0,0.8,1.3,0.4,1.2,2.0,6.0,5,0,262,193,319.2,149.6,1097.8,952.8,1074.6,358.6,1024,182,917,938,199.0,195.0,26.2,19.3,27.0,24.0,19.9,19.5,316.2,147.6,31.9,15.0,32.9,17.0,31.6,14.8,1018.2,987.0,109.8,95.3,110.8,101.9,101.8,98.7,1102.7,304.8,107.5,35.9,107.8,43.5,110.3,30.5,1040.0,186.0,102.4,18.2,110.4,24.2,104.0,18.6,756.0,926.0,91.7,93.8,90.8,110.6,75.6,92.6
9,EVE,10,10.0,14.0,1.0,1.4,1.6,1.0,8.0,5.0,5,0,269,246,351.8,219.3,1168.4,1308.2,1157.8,585.7,1196,296,971,1172,204.0,135.0,26.9,24.6,23.6,18.4,20.4,13.5,311.2,166.6,35.2,21.9,36.2,24.2,31.1,16.7,945.0,984.4,116.8,130.8,109.8,130.3,94.5,98.4,1028.2,439.6,115.8,58.6,132.1,77.5,102.8,44.0,1150.0,240.0,119.6,29.6,119.6,34.0,115.0,24.0,779.0,788.0,97.1,117.2,89.6,104.4,77.9,78.8
10,FUL,10,9.0,16.0,0.9,1.6,0.8,1.2,4.0,6.0,5,0,271,201,362.3,156.2,1224.0,998.2,1121.3,296.3,1282,263,1043,952,222.0,151.0,27.1,20.1,25.2,23.6,22.2,15.1,285.8,142.4,36.2,15.6,31.3,13.4,28.6,14.2,871.6,1011.6,122.4,99.8,109.1,102.4,87.2,101.2,1055.2,254.7,112.1,29.6,104.4,16.2,105.5,25.5,942.0,158.0,128.2,26.3,99.6,14.2,94.2,15.8,744.0,865.0,104.3,95.2,90.4,107.8,74.4,86.5
11,LIV,10,23.0,9.0,2.3,0.9,2.2,1.0,11.0,5.0,5,0,181,102,276.3,190.6,927.4,1131.4,924.6,512.1,928,261,753,794,307.0,191.0,18.1,10.2,17.8,9.2,30.7,19.1,414.2,211.0,27.6,19.1,28.5,16.9,41.4,21.1,1375.6,1152.6,92.7,113.1,100.4,109.5,137.6,115.3,1233.7,735.4,92.5,51.2,89.8,40.3,123.4,73.5,1540.0,219.0,92.8,26.1,95.4,19.2,154.0,21.9,1114.0,1035.0,75.3,79.4,75.8,74.6,111.4,103.5
12,LUT,10,9.0,20.0,0.9,2.0,1.2,1.7,7.0,10.0,6,0,310,216,430.3,208.3,1346.0,1193.2,1384.5,544.9,1583,343,1134,1070,172.0,116.0,31.0,21.6,28.3,17.7,17.2,11.6,213.3,205.5,43.0,20.8,43.8,19.9,21.3,20.6,632.2,1117.0,134.6,119.3,131.2,121.3,63.2,111.7,712.1,654.0,138.4,54.5,142.7,46.3,71.2,65.4,807.0,285.0,158.3,34.3,165.0,31.7,80.7,28.5,593.0,750.0,113.4,107.0,102.0,98.8,59.3,75.0
13,MCI,10,22.0,7.0,2.2,0.7,1.6,0.8,8.0,4.0,5,0,152,122,181.9,124.8,649.0,927.2,630.1,162.6,553,154,523,778,315.0,205.0,15.2,12.2,17.4,13.8,31.5,20.5,478.0,164.8,18.2,12.5,21.6,11.4,47.8,16.5,1606.4,841.8,64.9,92.7,76.4,84.5,160.6,84.2,1602.3,522.5,63.0,16.3,73.8,21.5,160.2,52.2,1569.0,285.0,55.3,15.4,66.6,7.8,156.9,28.5,1359.0,1020.0,52.3,77.8,58.6,79.4,135.9,102.0
14,MUN,10,11.0,16.0,1.1,1.6,1.0,1.2,5.0,6.0,5,0,268,182,394.3,189.0,1306.6,1263.2,1265.9,387.2,1377,241,1029,949,226.0,153.0,26.8,18.2,24.6,19.2,22.6,15.3,369.9,180.0,39.4,18.9,34.6,16.1,37.0,18.0,1125.4,1080.0,130.7,126.3,112.5,112.2,112.5,108.0,1306.9,545.1,126.6,38.7,110.8,32.7,130.7,54.5,1271.0,172.0,137.7,24.1,123.0,16.8,127.1,17.2,809.0,930.0,102.9,94.9,91.0,95.2,80.9,93.0
15,NEW,10,26.0,11.0,2.6,1.1,3.6,0.8,18.0,4.0,5,0,206,69,263.0,132.5,909.6,809.2,909.8,343.8,814,171,791,698,315.0,221.0,20.6,6.9,15.2,1.8,31.5,22.1,393.9,198.0,26.3,13.2,20.1,11.3,39.4,19.8,1532.6,1093.0,91.0,80.9,71.8,79.8,153.3,109.3,971.5,616.5,91.0,34.4,64.4,22.0,97.2,61.6,1446.0,266.0,81.4,17.1,65.6,11.4,144.6,26.6,1222.0,1081.0,79.1,69.8,58.0,60.8,122.2,108.1
