team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,8,7,12,0.9,1.5,1.4,0.6,7,3,5,0,208.0,190.0,326.2,159.9,998.8,825.0,996.8,487.8,1275.0,285.0,796.0,876.0,26.0,23.8,17.8,15.2,40.8,20.0,30.2,18.0,124.8,103.1,89.1,101.0,124.6,61.0,101.5,57.0,159.4,35.6,113.6,21.8,99.5,109.5,72.2,86.4
2,AVL,8,12,12,1.5,1.5,1.4,1.6,7,8,5,0,186.0,108.0,286.6,134.1,871.2,818.4,887.2,314.0,1117.0,210.0,688.0,624.0,23.2,13.5,24.0,16.6,35.8,16.8,38.5,19.7,108.9,102.3,108.4,123.4,110.9,39.2,123.9,38.6,139.6,26.2,154.4,35.0,86.0,78.0,87.8,89.8
3,BRE,8,10,7,1.2,0.9,1.4,1.2,7,6,5,0,159.0,154.0,237.6,132.8,743.4,751.6,862.4,338.9,776.0,245.0,566.0,760.0,19.9,19.2,22.4,19.6,29.7,16.6,31.3,17.0,92.9,94.0,106.3,100.0,107.8,42.4,102.7,41.4,97.0,30.6,104.4,29.6,70.8,95.0,81.2,98.4
4,BHA,8,8,5,1.0,0.6,0.8,0.4,4,2,5,0,159.0,149.0,234.7,107.4,642.6,707.4,827.6,222.1,876.0,143.0,568.0,703.0,19.9,18.6,18.4,19.8,29.3,13.4,26.8,13.0,80.3,88.4,67.0,84.0,103.4,27.8,92.9,31.2,109.5,17.9,108.2,14.4,71.0,87.9,66.2,91.2
5,BUR,8,5,13,0.6,1.6,0.6,1.6,3,8,5,0,237.0,190.0,356.0,168.0,1045.0,919.4,1053.8,371.8,1460.0,390.0,873.0,894.0,29.6,23.8,30.2,25.8,44.5,21.0,43.3,19.2,130.6,114.9,131.5,113.6,131.7,46.5,124.5,35.9,182.5,48.8,177.2,42.2,109.1,111.8,110.2,117.2
6,CHE,8,16,3,2.0,0.4,2.0,0.4,10,2,5,0,125.0,91.0,233.7,154.3,579.0,808.0,689.9,411.8,1068.0,320.0,492.0,658.0,15.6,11.4,15.4,13.2,29.2,19.3,30.6,18.6,72.4,101.0,76.6,98.3,86.2,51.5,85.6,41.3,133.5,40.0,143.4,45.8,61.5,82.2,63.2,85.0
7,CRY,8,10,13,1.2,1.6,1.6,1.6,8,8,5,0,200.0,154.0,283.9,138.5,927.6,819.0,730.1,332.4,1177.0,234.0,746.0,761.0,25.0,19.2,25.6,11.4,35.5,17.3,35.0,16.7,116.0,102.4,121.8,104.4,91.3,41.6,79.4,38.7,147.1,29.2,148.0,24.0,93.2,95.1,96.8,76.6
8,EVE,8,13,9,1.6,1.1,1.2,1.2,6,6,5,0,160.0,140.0,273.8,142.0,818.0,852.6,920.7,294.1,997.0,270.0,666.0,720.0,20.0,17.5,19.4,24.0,34.2,17.8,33.5,19.1,102.2,106.6,94.9,105.6,115.1,36.8,117.2,41.2,124.6,33.8,122.6,43.2,83.2,90.0,77.2,102.8
9,LEI,8,13,14,1.6,1.8,1.8,1.8,9,9,5,0,209.0,91.0,348.8,134.6,1063.6,759.8,1144.2,336.9,1282.0,247.0,830.0,639.0,26.1,11.4,25.4,12.0,43.6,16.8,44.7,16.7,133.0,95.0,129.2,100.9,143.0,42.1,145.8,40.4,160.2,30.9,172.0,25.0,103.8,79.9,97.0,82.8
10,LEE,8,7,15,0.9,1.9,0.6,1.4,3,7,5,0,234.0,134.0,354.0,142.0,1120.6,772.2,1045.4,401.4,1382.0,242.0,814.0,647.0,29.2,16.8,25.6,21.4,44.2,17.8,42.8,18.7,140.1,96.5,113.6,101.3,130.7,50.2,129.8,55.1,172.8,30.2,185.8,30.2,101.8,80.9,89.2,93.0
11,LIV,8,22,6,2.8,0.8,3.2,1.0,16,5,5,0,135.0,54.0,243.9,140.2,735.4,1040.4,752.5,159.8,947.0,198.0,543.0,545.0,16.9,6.8,18.6,5.4,30.5,17.5,32.7,15.2,91.9,130.0,100.4,120.5,94.1,20.0,94.2,14.5,118.4,24.8,131.8,16.8,67.9,68.1,72.6,64.4
12,MCI,8,16,3,2.0,0.4,1.2,0.4,6,2,5,0,138.0,99.0,160.7,109.3,553.2,868.8,428.0,169.5,629.0,53.0,490.0,655.0,17.2,12.4,18.0,13.0,20.1,13.7,23.1,14.5,69.2,108.6,72.2,114.1,53.5,21.2,60.8,22.8,78.6,6.6,98.0,7.4,61.2,81.9,68.4,82.8
13,MUN,8,16,10,2.0,1.2,1.8,1.6,9,8,5,0,165.0,117.0,240.6,138.6,782.2,942.0,748.9,194.0,879.0,245.0,610.0,696.0,20.6,14.6,24.8,17.8,30.1,17.3,34.2,18.8,97.8,117.8,119.8,123.4,93.6,24.2,94.4,30.4,109.9,30.6,127.8,33.8,76.2,87.0,88.4,94.0
14,NEW,8,10,19,1.2,2.4,1.2,2.2,6,11,5,0,263.0,105.0,389.4,139.0,1313.4,801.8,1109.7,378.3,1468.0,211.0,1004.0,663.0,32.9,13.1,32.6,9.8,48.7,17.4,48.5,16.0,164.2,100.2,166.8,102.1,138.7,47.3,144.6,42.3,183.5,26.4,173.2,15.6,125.5,82.9,128.2,72.2
15,NOR,8,2,16,0.2,2.0,0.2,1.2,1,6,5,0,251.0,229.0,359.6,149.7,1113.6,734.4,1033.7,451.7,1453.0,311.0,885.0,914.0,31.4,28.6,26.8,27.8,45.0,18.7,45.1,18.6,139.2,91.8,121.8,89.3,129.2,56.5,138.0,57.6,181.6,38.9,191.4,39.4,110.6,114.2,98.2,114.2
16,SOU,8,6,10,0.8,1.2,0.4,0.8,2,4,5,0,186.0,183.0,275.9,141.6,901.0,813.0,735.4,344.8,1118.0,256.0,702.0,776.0,23.2,22.9,18.8,31.2,34.5,17.7,28.9,19.8,112.6,101.6,80.9,114.3,91.9,43.1,86.3,42.1,139.8,32.0,121.4,41.6,87.8,97.0,73.0,122.2
