team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,28,41.0,29.0,1.5,1.0,1.6,0.8,8.0,4.0,5,0,500.0,341.0,765.9,376.1,2442.2,2252.8,2262.2,896.4,2962.0,615.0,1891.0,1972.0,17.9,12.2,6.0,4.2,27.4,13.4,11.9,7.0,87.2,80.5,39.9,48.9,80.8,32.0,34.3,12.0,105.8,22.0,45.8,8.8,67.5,70.4,24.4,30.4
2,AVL,28,40.0,37.0,1.4,1.3,2.4,1.0,12.0,5.0,5,0,658.0,393.0,994.9,493.2,3107.6,2883.6,2989.2,1079.2,3870.0,971.0,2377.0,2372.0,23.5,14.0,27.4,17.6,35.5,17.6,40.9,21.8,111.0,103.0,122.3,118.6,106.8,38.5,132.8,48.3,138.2,34.7,155.4,51.6,84.9,84.7,91.6,119.8
3,BRE,28,30.0,45.0,1.1,1.6,0.8,1.4,4.0,7.0,5,0,663.0,500.0,920.7,470.5,3088.0,2644.8,3028.7,1037.4,3091.0,1024.0,2435.0,2420.0,23.7,17.9,27.2,22.2,32.9,16.8,34.7,18.2,110.3,94.5,103.6,91.6,108.2,37.0,117.8,41.8,110.4,36.6,124.8,48.4,87.0,86.4,98.0,102.2
4,BHA,28,26.0,32.0,0.9,1.1,0.6,1.8,3.0,9.0,5,0,691.0,563.0,965.6,474.2,3222.8,2871.4,2755.1,950.4,3685.0,919.0,2472.0,2592.0,24.7,20.1,41.4,40.6,34.5,16.9,54.5,28.3,115.1,102.6,203.2,170.5,98.4,33.9,145.0,54.5,131.6,32.8,197.4,58.8,88.3,92.6,149.4,164.4
5,BUR,28,22.0,36.0,0.8,1.3,1.2,1.8,6.0,9.0,5,0,729.0,587.0,1149.1,533.9,3257.0,2808.6,3620.1,1223.1,4624.0,1304.0,2692.0,2745.0,26.0,21.0,50.8,34.8,41.0,19.1,72.4,34.1,116.3,100.3,227.6,188.4,129.3,43.7,211.7,76.2,165.1,46.6,286.2,75.6,96.1,98.0,184.0,171.2
6,CHE,28,56.0,19.0,2.0,0.7,1.6,0.2,8.0,1.0,5,0,453.0,300.0,673.4,423.6,2086.8,2637.2,2025.5,878.9,2642.0,716.0,1679.0,2015.0,16.2,10.7,2.4,0.0,24.0,15.1,3.5,1.8,74.5,94.2,9.3,16.1,72.3,31.4,10.5,1.0,94.4,25.6,16.0,1.4,60.0,72.0,8.4,9.2
7,CRY,28,39.0,38.0,1.4,1.4,1.6,0.8,8.0,4.0,5,0,615.0,492.0,832.8,453.6,2763.0,2705.2,2332.0,1003.9,3247.0,829.0,2147.0,2361.0,22.0,17.6,14.0,16.6,29.7,16.2,13.2,9.5,98.7,96.6,45.6,61.1,83.3,35.8,36.9,19.3,116.0,29.6,52.0,14.6,76.7,84.3,35.4,67.4
8,EVE,28,28.0,46.0,1.0,1.6,0.8,2.2,4.0,11.0,5,0,630.0,563.0,933.2,488.7,3176.4,2932.2,2662.1,1086.2,3498.0,868.0,2415.0,2584.0,22.5,20.1,26.4,28.2,33.3,17.4,40.7,23.6,113.4,104.7,130.9,134.2,95.1,38.8,108.9,53.9,124.9,31.0,167.4,48.0,86.2,92.3,96.8,120.6
9,LEI,28,40.0,43.0,1.4,1.5,1.2,1.2,6.0,6.0,5,0,656.0,414.0,1071.0,552.3,3351.0,2947.4,3305.7,1172.0,4065.0,1400.0,2543.0,2366.0,23.4,14.8,30.0,22.2,38.2,19.7,44.8,29.4,119.7,105.3,154.7,172.6,118.1,41.9,123.2,54.4,145.2,50.0,170.6,67.2,90.8,84.5,106.8,130.8
10,LEE,28,29.0,64.0,1.0,2.3,1.0,4.8,5.0,24.0,5,0,835.0,630.0,1173.6,546.3,4107.2,3188.8,3223.3,1207.9,4406.0,1064.0,2876.0,2770.0,29.8,22.5,51.6,47.2,41.9,19.5,65.1,32.0,146.7,113.9,260.6,188.7,115.1,43.1,165.4,58.4,157.4,38.0,223.6,73.2,102.7,98.9,184.0,177.6
11,LIV,28,71.0,20.0,2.5,0.7,2.6,0.2,13.0,1.0,5,0,457.0,204.0,669.7,397.8,2313.8,2959.6,1879.4,575.4,2500.0,440.0,1766.0,1822.0,16.3,7.3,13.2,6.6,23.9,14.2,18.2,12.2,82.6,105.7,64.5,97.9,67.1,20.6,50.9,20.3,89.3,15.7,66.0,3.2,63.1,65.1,52.6,55.0
12,MCI,28,68.0,18.0,2.4,0.6,2.6,0.8,13.0,4.0,5,0,493.0,268.0,595.7,399.0,2185.6,3052.2,1704.6,488.7,2086.0,440.0,1809.0,2079.0,17.6,9.6,12.6,5.4,21.3,14.2,16.4,11.1,78.1,109.0,57.9,86.3,60.9,17.4,50.9,7.6,74.5,15.7,55.4,17.0,64.6,74.2,46.8,52.4
13,MUN,28,45.0,38.0,1.6,1.4,1.8,1.6,9.0,8.0,5,0,701.0,465.0,1079.8,544.1,3528.6,3357.2,3205.2,1036.3,4066.0,1035.0,2667.0,2733.0,25.0,16.6,36.2,24.0,38.6,19.4,54.6,27.8,126.0,119.9,198.5,183.3,114.5,37.0,154.6,48.2,145.2,37.0,193.0,46.6,95.2,97.6,144.2,141.2
14,NEW,28,32.0,47.0,1.1,1.7,2.2,0.8,11.0,4.0,5,0,644.0,457.0,1042.0,521.6,3171.8,2877.0,3149.4,1319.3,4096.0,1021.0,2505.0,2316.0,23.0,16.3,11.4,11.8,37.2,18.6,26.0,20.9,113.3,102.8,64.0,112.0,112.5,47.1,103.4,36.7,146.3,36.5,93.0,60.8,89.5,82.7,55.0,70.0
15,NOR,28,17.0,61.0,0.6,2.2,0.8,3.2,4.0,16.0,5,0,857.0,772.0,1297.5,546.2,4043.0,2888.0,3809.5,1322.6,5136.0,1251.0,3156.0,3222.0,30.6,27.6,42.6,34.0,46.3,19.5,68.3,28.1,144.4,103.1,203.1,144.9,136.0,47.2,182.4,78.0,183.4,44.7,298.2,58.2,112.7,115.1,157.8,148.0
16,SOU,28,35.0,43.0,1.2,1.5,1.8,1.8,9.0,9.0,5,0,574.0,473.0,861.6,507.5,2746.2,3140.8,2482.0,1016.8,3384.0,914.0,2141.0,2424.0,20.5,16.9,9.8,4.0,30.8,18.1,12.1,12.3,98.1,112.2,37.0,90.8,88.6,36.3,41.8,13.6,120.9,32.6,42.2,19.0,76.5,86.6,35.4,51.4
17,TOT,28,40.0,32.0,1.4,1.1,2.8,1.6,14.0,8.0,5,0,529.0,433.0,893.7,455.9,2671.2,2723.0,2693.2,1054.1,3582.0,776.0,2096.0,2432.0,18.9,15.5,23.6,10.2,31.9,16.3,40.6,17.3,95.4,97.2,111.4,96.4,96.2,37.6,121.0,46.7,127.9,27.7,174.2,29.4,74.9,86.9,94.6,85.0
18,WAT,28,27.0,54.0,1.0,1.9,0.8,2.8,4.0,14.0,5,0,834.0,663.0,1168.9,569.5,3880.2,3172.8,3476.9,1410.6,4346.0,1102.0,3119.0,3111.0,29.8,23.7,42.2,32.8,41.8,20.3,57.1,31.7,138.6,113.3,193.2,164.3,124.2,50.4,178.9,104.4,155.2,39.4,200.2,47.0,111.4,111.1,160.2,167.0
19,WHU,28,46.0,35.0,1.6,1.2,1.0,0.8,5.0,4.0,5,0,657.0,405.0,1045.0,511.4,3153.0,2988.0,3150.8,1293.2,4156.0,830.0,2618.0,2446.0,23.5,14.5,19.6,16.6,37.3,18.3,32.4,19.3,112.6,106.7,80.3,109.0,112.5,46.2,106.0,56.4,148.4,29.6,138.0,28.0,93.5,87.4,76.4,92.6
