team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,total_points_scored_atk,total_points_scored_def,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_scored_pg_atk,bps_scored_pg_def
1,ARS,17,36.0,12.0,2.1,0.7,2.4,0.4,12.0,2.0,5,0,280.0,95.0,368.2,203.5,1249.4,1484.2,1080.1,328.5,1356.0,216.0,999.0,933.0,16.5,5.6,16.0,5.8,21.7,12.0,19.5,12.9,73.5,87.3,63.5,96.0,63.5,19.3,58.8,15.1,79.8,12.7,73.4,18.2,58.8,54.9,58.4,55.4,518.0,364.0,30.5,21.4,761.9,238.4,44.8,14.0,2333.8,1444.4,137.3,85.0,2198.7,492.3,129.3,29.0,3089.0,447.0,181.7,26.3,1852.0,1638.0,108.9,96.4
2,AVL,17,17.0,25.0,1.0,1.5,2.0,1.8,10.0,9.0,5,0,398.0,317.0,539.4,246.8,1686.2,1540.6,1501.0,531.3,2214.0,392.0,1325.0,1518.0,23.4,18.6,25.4,15.6,31.7,14.5,36.0,15.9,99.2,90.6,107.8,91.9,88.3,31.2,102.8,43.8,130.2,23.1,149.8,23.2,77.9,89.3,86.0,86.0,362.0,212.0,21.3,12.5,521.6,234.3,30.7,13.8,1676.8,1475.2,98.6,86.8,1404.9,600.7,82.6,35.3,2135.0,265.0,125.6,15.6,1318.0,1222.0,77.5,71.9
3,BOU,17,18.0,34.0,1.1,2.0,1.6,2.2,8.0,11.0,5,0,445.0,407.0,690.2,334.8,2060.6,1712.6,2253.9,829.6,2586.0,802.0,1681.0,1846.0,26.2,23.9,27.8,24.0,40.6,19.7,42.9,25.2,121.2,100.7,129.2,121.3,132.6,48.8,149.4,58.4,152.1,47.2,150.4,71.2,98.9,108.6,104.2,114.2,374.0,211.0,22.0,12.4,451.8,218.1,26.6,12.8,1775.4,1564.0,104.4,92.0,1165.0,418.8,68.5,24.6,1581.0,195.0,93.0,11.5,1348.0,1260.0,79.3,74.1
4,BRE,17,25.0,27.0,1.5,1.6,1.4,2.0,7.0,10.0,5,0,405.0,274.0,677.3,305.6,2003.0,1684.4,2079.4,847.7,2703.0,518.0,1499.0,1489.0,23.8,16.1,26.6,15.4,39.8,18.0,45.5,21.5,117.8,99.1,135.7,107.0,122.3,49.9,129.2,61.7,159.0,30.5,191.0,46.2,88.2,87.6,97.2,87.4,400.0,263.0,23.5,15.5,523.1,250.3,30.8,14.7,1811.0,1704.0,106.5,100.2,1433.7,369.4,84.3,21.7,1989.0,420.0,117.0,24.7,1446.0,1389.0,85.1,81.7
5,BHA,17,26.0,20.0,1.5,1.2,2.4,1.8,12.0,9.0,5,0,357.0,211.0,447.8,203.8,1616.4,1310.0,1241.9,402.9,1627.0,323.0,1303.0,1160.0,21.0,12.4,27.6,5.4,26.3,12.0,35.9,11.3,95.1,77.1,129.1,78.2,73.0,23.7,94.9,23.6,95.7,19.0,134.8,11.4,76.6,68.2,102.8,53.6,440.0,218.0,25.9,12.8,666.6,186.5,39.2,11.0,2041.8,1145.4,120.1,67.4,2110.9,397.1,124.2,23.4,2513.0,319.0,147.8,18.8,1604.0,1110.0,94.4,65.3
6,CHE,17,19.0,17.0,1.1,1.0,0.8,1.4,4.0,7.0,5,0,330.0,251.0,475.9,237.0,1550.6,1440.4,1408.5,527.7,1811.0,398.0,1143.0,1262.0,19.4,14.8,23.0,22.0,28.0,13.9,33.8,16.0,91.2,84.7,98.4,96.1,82.8,31.0,114.9,35.1,106.5,23.4,127.0,28.4,67.2,74.2,75.8,93.8,355.0,295.0,20.9,17.4,509.5,284.6,30.0,16.7,1588.8,1710.2,93.5,100.6,1637.9,628.1,96.4,37.0,1865.0,501.0,109.7,29.5,1256.0,1530.0,73.9,90.0
7,CRY,17,15.0,21.0,0.9,1.2,0.6,1.6,3.0,8.0,5,0,400.0,306.0,572.8,266.9,1673.4,1491.0,1760.3,655.0,2307.0,523.0,1423.0,1458.0,23.5,18.0,31.2,24.0,33.7,15.7,35.8,14.5,98.4,87.7,118.0,85.2,103.6,38.5,103.8,30.3,135.7,30.8,136.4,29.6,83.7,85.8,107.2,103.2,334.0,196.0,19.6,11.5,473.9,197.1,27.9,11.6,1578.4,1450.8,92.8,85.3,1520.1,271.2,89.4,16.0,1640.0,243.0,96.5,14.3,1218.0,1142.0,71.6,67.2
8,EVE,17,12.0,19.0,0.7,1.1,0.8,1.4,4.0,7.0,5,0,407.0,327.0,665.3,310.9,1829.0,1552.0,2085.6,886.1,2752.0,665.0,1376.0,1522.0,23.9,19.2,27.2,22.8,39.1,18.3,43.8,15.9,107.6,91.3,118.8,97.4,122.7,52.1,136.2,37.3,161.9,39.1,184.6,23.4,80.9,89.5,87.2,99.6,309.0,281.0,18.2,16.5,450.4,294.7,26.5,17.3,1363.8,1913.6,80.2,112.6,1392.7,470.0,81.9,27.6,1757.0,556.0,103.4,32.7,1135.0,1444.0,66.8,84.9
9,FUL,17,27.0,26.0,1.6,1.5,1.6,1.2,8.0,6.0,5,0,434.0,216.0,666.4,257.9,2140.6,1476.0,1784.7,573.7,2745.0,538.0,1584.0,1257.0,25.5,12.7,25.8,12.0,39.2,15.2,37.4,15.8,125.9,86.8,125.4,102.1,105.0,33.8,110.4,29.7,161.5,31.6,138.8,28.0,93.2,73.9,98.6,76.6,432.0,226.0,25.4,13.3,642.3,230.5,37.8,13.6,1861.2,1657.0,109.5,97.5,1924.6,389.3,113.2,22.9,2640.0,253.0,155.3,14.9,1514.0,1313.0,89.1,77.2
10,LEI,17,25.0,28.0,1.5,1.6,1.6,0.8,8.0,4.0,5,0,452.0,238.0,615.3,246.8,2028.2,1448.8,1812.8,613.5,2313.0,399.0,1654.0,1373.0,26.6,14.0,22.8,19.0,36.2,14.5,40.5,18.2,119.3,85.2,89.6,94.7,106.6,36.1,136.7,60.4,136.1,23.5,179.0,26.2,97.3,80.8,83.6,99.0,423.0,273.0,24.9,16.1,544.3,236.7,32.0,13.9,2009.4,1548.8,118.2,91.1,1605.1,484.7,94.4,28.5,1835.0,332.0,107.9,19.5,1599.0,1525.0,94.1,89.7
11,LEE,17,23.0,29.0,1.4,1.7,2.4,2.8,12.0,14.0,5,0,448.0,228.0,620.3,235.7,2196.8,1444.2,1710.4,511.3,2297.0,399.0,1640.0,1202.0,26.4,13.4,35.8,9.0,36.5,13.9,53.5,17.5,129.2,85.0,188.2,98.1,100.6,30.1,137.6,47.9,135.1,23.5,209.2,29.0,96.5,70.7,134.8,73.6,360.0,190.0,21.2,11.2,546.5,247.2,32.2,14.5,1768.2,1566.2,104.0,92.1,1716.4,408.0,101.0,24.0,2003.0,494.0,117.8,29.1,1260.0,1182.0,74.1,69.5
