team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,20,32.0,23.0,1.6,1.2,2.8,0.2,14.0,1.0,5,0,440.0,306.0,662.3,325.7,2099.2,1943.4,1940.4,799.6,2589.0,517.0,1650.0,1747.0,22.0,15.3,12.2,4.2,33.1,16.3,16.2,9.5,105.0,97.2,49.8,80.1,97.0,40.0,54.3,11.1,129.4,25.8,58.0,4.2,82.5,87.4,44.2,50.6
2,AVL,20,24.0,28.0,1.2,1.4,0.6,0.8,3.0,4.0,5,0,438.0,273.0,667.0,332.0,2048.4,1947.4,1976.4,748.9,2659.0,625.0,1612.0,1532.0,21.9,13.6,15.4,9.6,33.4,16.6,20.7,14.3,102.4,97.4,66.3,70.5,98.8,37.4,57.6,36.4,133.0,31.2,84.8,36.0,80.6,76.6,54.0,54.6
3,BRE,20,21.0,25.0,1.0,1.2,0.4,0.8,2.0,4.0,5,0,395.0,314.0,576.2,295.7,1938.8,1783.8,1909.4,653.0,1922.0,522.0,1448.0,1546.0,19.8,15.7,17.4,15.0,28.8,14.8,21.1,7.7,96.9,89.2,76.1,58.8,95.5,32.6,70.4,11.5,96.1,26.1,64.6,6.4,72.4,77.3,62.2,60.8
4,BHA,20,17.0,18.0,0.8,0.9,0.6,0.4,3.0,2.0,5,0,407.0,324.0,587.0,284.6,1834.8,1674.8,1808.4,570.2,2231.0,599.0,1476.0,1534.0,20.4,16.2,10.4,13.0,29.4,14.2,19.2,11.4,91.7,83.7,55.8,67.2,90.4,28.5,67.8,9.2,111.6,30.0,68.2,37.4,73.8,76.7,42.0,58.6
5,BUR,20,15.0,24.0,0.8,1.2,0.2,0.6,1.0,3.0,5,0,418.0,368.0,674.3,333.2,1831.2,1706.8,2152.6,770.9,2762.0,853.0,1564.0,1701.0,20.9,18.4,11.2,8.8,33.7,16.7,17.0,5.3,91.6,85.3,38.6,30.2,107.6,38.5,56.9,15.3,138.1,42.6,75.2,6.8,78.2,85.0,36.6,36.6
6,CHE,20,43.0,14.0,2.2,0.7,1.6,1.0,8.0,5.0,5,0,343.0,218.0,504.4,329.0,1611.2,2043.6,1459.2,682.2,1981.0,562.0,1286.0,1531.0,17.2,10.9,18.8,17.4,25.2,16.4,27.0,15.4,80.6,102.2,94.6,102.2,73.0,34.1,73.5,28.2,99.0,28.1,102.0,24.2,64.3,76.6,71.4,85.6
7,CRY,20,27.0,27.0,1.4,1.4,1.6,1.2,8.0,6.0,5,0,445.0,337.0,650.2,342.7,2089.8,2012.8,1853.4,741.9,2563.0,673.0,1614.0,1706.0,22.2,16.8,21.0,11.2,32.5,17.1,28.9,16.5,104.5,100.6,95.9,91.7,92.7,37.1,81.5,39.7,128.2,33.6,112.6,33.8,80.7,85.3,76.8,72.0
8,EVE,20,21.0,29.0,1.0,1.4,0.4,0.8,2.0,4.0,5,0,419.0,354.0,636.9,317.7,2129.6,1876.6,1886.8,739.8,2358.0,558.0,1661.0,1699.0,21.0,17.7,9.8,9.0,31.8,15.9,18.8,10.4,106.5,93.8,52.3,48.7,94.3,37.0,56.8,29.7,117.9,27.9,79.2,25.4,83.0,85.0,36.6,40.0
9,LEI,20,31.0,33.0,1.6,1.6,1.6,1.2,8.0,6.0,5,0,447.0,283.0,748.8,347.7,2251.2,1840.8,2425.5,736.0,2820.0,896.0,1756.0,1540.0,22.4,14.2,14.0,6.0,37.4,17.4,27.4,12.3,112.6,92.0,81.1,50.1,121.3,36.8,75.8,33.2,141.0,44.8,117.4,39.4,87.8,77.0,60.4,42.8
10,LEE,20,18.0,36.0,0.9,1.8,0.6,2.8,3.0,14.0,5,0,513.0,339.0,753.5,324.6,2501.4,1872.4,2135.4,765.4,2905.0,605.0,1764.0,1572.0,25.6,17.0,27.4,15.6,37.7,16.2,42.2,11.6,125.1,93.6,153.6,60.0,106.8,38.3,118.1,23.1,145.2,30.2,150.2,33.0,88.2,78.6,105.4,63.2
