team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,total_points_scored_atk,total_points_scored_def,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_scored_pg_atk,bps_scored_pg_def
1,ARS,20,42.0,14.0,2.1,0.7,2.2,0.6,11.0,3.0,5,0,353.0,148.0,477.1,271.9,1594.2,1888.2,1409.6,498.2,1773.0,324.0,1266.0,1286.0,17.6,7.4,20.8,12.4,23.8,13.6,30.0,18.1,79.7,94.4,93.1,114.2,70.5,24.9,93.3,40.4,88.6,16.2,113.8,26.2,63.3,64.3,76.6,93.2,600.0,440.0,30.0,22.0,897.2,278.8,44.9,13.9,2729.2,1709.6,136.5,85.5,2618.3,552.1,130.9,27.6,3626.0,526.0,181.3,26.3,2124.0,1946.0,106.2,97.3
2,AVL,20,22.0,27.0,1.1,1.4,1.6,1.2,8.0,6.0,5,0,451.0,340.0,628.1,291.3,1970.2,1818.0,1822.4,612.6,2499.0,478.0,1514.0,1714.0,22.6,17.0,20.6,10.8,31.4,14.6,31.3,16.6,98.5,90.9,104.4,101.1,91.1,30.6,99.9,34.5,125.0,23.9,110.0,30.6,75.7,85.7,70.8,72.2,457.0,272.0,22.8,13.6,626.9,281.8,31.3,14.1,2108.0,1775.0,105.4,88.8,1692.3,684.5,84.6,34.2,2472.0,355.0,123.6,17.8,1609.0,1494.0,80.4,74.7
3,BOU,20,18.0,41.0,0.9,2.0,0.6,1.8,3.0,9.0,5,0,565.0,506.0,817.6,380.6,2549.0,1990.8,2584.2,920.2,3049.0,891.0,2043.0,2219.0,28.2,25.3,34.6,27.2,40.9,19.0,40.4,16.3,127.4,99.5,145.9,95.2,129.2,46.0,120.8,32.4,152.4,44.6,139.8,35.4,102.2,111.0,111.6,115.2,415.0,224.0,20.8,11.2,523.4,247.6,26.2,12.4,2010.0,1814.8,100.5,90.7,1401.4,456.4,70.1,22.8,1826.0,201.0,91.3,10.0,1517.0,1422.0,75.8,71.1
4,BRE,20,32.0,28.0,1.6,1.4,2.2,0.8,11.0,4.0,5,0,448.0,292.0,773.4,372.7,2234.8,1967.4,2438.1,1039.9,3076.0,715.0,1700.0,1702.0,22.4,14.6,16.8,8.4,38.7,18.6,38.3,26.8,111.7,98.4,95.4,109.4,121.9,52.0,132.1,83.3,153.8,35.8,156.6,75.8,85.0,85.1,77.4,79.6,505.0,344.0,25.2,17.2,620.5,302.1,31.0,15.1,2246.0,2038.8,112.3,101.9,1635.4,451.0,81.8,22.6,2325.0,519.0,116.2,26.0,1806.0,1716.0,90.3,85.8
5,BHA,20,35.0,25.0,1.8,1.2,2.6,1.6,13.0,8.0,5,0,430.0,224.0,539.7,253.7,1943.8,1617.2,1470.7,501.9,1991.0,414.0,1560.0,1357.0,21.5,11.2,24.0,4.6,27.0,12.7,30.9,14.2,97.2,80.9,113.1,88.6,73.5,25.1,77.2,31.6,99.6,20.7,119.4,21.8,78.0,67.8,89.4,57.8,565.0,267.0,28.2,13.4,820.7,224.2,41.0,11.2,2594.6,1389.6,129.7,69.5,2536.3,489.4,126.8,24.5,3077.0,360.0,153.8,18.0,2033.0,1389.0,101.6,69.4
6,CHE,20,22.0,21.0,1.1,1.0,1.0,1.0,5.0,5.0,5,0,457.0,372.0,648.7,333.6,2156.0,2096.8,1956.9,685.4,2389.0,546.0,1557.0,1768.0,22.8,18.6,33.8,31.8,32.4,16.7,45.3,25.0,107.8,104.8,152.8,165.0,97.8,34.3,147.7,43.8,119.4,27.3,154.0,40.6,77.8,88.4,109.0,138.2,434.0,361.0,21.7,18.0,640.9,343.4,32.0,17.2,1972.4,2135.4,98.6,106.8,2089.0,698.1,104.4,34.9,2347.0,591.0,117.4,29.6,1585.0,1849.0,79.2,92.4
7,CRY,20,18.0,27.0,0.9,1.4,0.6,2.0,3.0,10.0,5,0,536.0,418.0,751.3,346.4,2352.4,2072.0,2295.3,783.2,2881.0,607.0,1886.0,1954.0,26.8,20.9,42.0,37.0,37.6,17.3,53.6,22.4,117.6,103.6,182.5,149.3,114.8,39.2,158.4,43.1,144.0,30.4,195.2,30.8,94.3,97.7,140.6,150.2,426.0,246.0,21.3,12.3,618.0,251.7,30.9,12.6,2031.0,1812.6,101.6,90.6,2001.6,328.2,100.1,16.4,2150.0,371.0,107.5,18.6,1480.0,1433.0,74.0,71.6
8,EVE,20,15.0,26.0,0.8,1.3,0.8,2.4,4.0,12.0,5,0,517.0,364.0,819.3,343.4,2310.6,1773.2,2600.0,943.1,3299.0,712.0,1754.0,1731.0,25.8,18.2,34.4,17.0,41.0,17.2,46.1,14.0,115.5,88.7,151.2,90.0,130.0,47.2,136.3,28.8,165.0,35.6,174.4,21.0,87.7,86.6,114.4,79.4,371.0,302.0,18.6,15.1,520.5,337.8,26.0,16.9,1646.0,2223.6,82.3,111.2,1590.6,557.8,79.5,27.9,1980.0,590.0,99.0,29.5,1340.0,1639.0,67.0,82.0
9,FUL,20,32.0,29.0,1.6,1.4,1.8,1.0,9.0,5.0,5,0,530.0,294.0,823.8,324.0,2561.8,1871.6,2317.2,747.9,3370.0,627.0,1976.0,1650.0,26.5,14.7,28.4,18.0,41.2,16.2,44.6,19.4,128.1,93.6,129.4,128.4,115.9,37.4,139.7,46.2,168.5,31.4,177.8,18.6,98.8,82.5,110.0,107.4,524.0,298.0,26.2,14.9,731.9,291.5,36.6,14.6,2220.4,2135.4,111.0,106.8,2175.6,491.5,108.8,24.6,2931.0,279.0,146.6,14.0,1791.0,1671.0,89.6,83.6
10,LEI,20,26.0,33.0,1.3,1.6,0.6,1.6,3.0,8.0,5,0,502.0,289.0,689.9,279.7,2264.4,1609.8,2046.3,742.9,2594.0,440.0,1848.0,1588.0,25.1,14.4,21.0,20.4,34.5,14.0,29.4,13.9,113.2,80.5,95.9,72.9,102.3,37.2,80.6,52.7,129.7,22.0,118.6,13.4,92.4,79.4,77.8,89.0,473.0,292.0,23.6,14.6,626.6,276.2,31.3,13.8,2216.0,1844.8,110.8,92.2,1918.8,566.1,95.9,28.3,2137.0,348.0,106.8,17.4,1773.0,1740.0,88.6,87.0
