team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,total_points_scored_atk,total_points_scored_def,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_scored_pg_atk,bps_scored_pg_def
1,ARS,7,14.0,7.0,2.0,1.0,1.6,1.0,8.0,5.0,5,0,126.0,35.0,164.9,84.5,598.2,638.8,486.1,149.2,565.0,54.0,440.0,383.0,18.0,5.0,18.0,5.8,23.6,12.1,21.8,11.8,85.5,91.3,89.1,90.5,69.4,21.3,61.7,21.7,80.7,7.7,67.0,5.8,62.9,54.7,59.6,49.8,184.0,131.0,26.3,18.7,314.8,94.5,45.0,13.5,860.2,557.6,122.9,79.7,925.4,165.9,132.2,23.7,1365.0,225.0,195.0,32.1,707.0,598.0,101.0,85.4
2,AVL,7,5.0,10.0,0.7,1.4,0.6,1.4,3.0,7.0,5,0,154.0,124.0,218.8,106.5,688.6,582.6,585.4,230.8,913.0,250.0,546.0,588.0,22.0,17.7,22.8,16.2,31.3,15.2,34.2,13.1,98.4,83.2,106.6,69.8,83.6,33.0,99.0,29.1,130.4,35.7,136.8,32.4,78.0,84.0,84.2,75.6,131.0,55.0,18.7,7.9,175.0,93.0,25.0,13.3,612.2,606.8,87.5,86.7,539.5,213.3,77.1,30.5,597.0,107.0,85.3,15.3,530.0,411.0,75.7,58.7
3,BOU,7,5.0,18.0,0.7,2.6,0.6,2.8,3.0,14.0,5,0,206.0,178.0,290.1,115.2,938.8,599.4,917.8,314.9,1043.0,239.0,735.0,735.0,29.4,25.4,29.4,27.2,41.4,16.5,39.3,17.1,134.1,85.6,134.1,95.2,131.1,45.0,108.4,46.5,149.0,34.1,150.6,29.2,105.0,105.0,102.6,107.2,126.0,71.0,18.0,10.1,120.9,76.4,17.3,10.9,520.6,583.6,74.4,83.4,328.3,120.6,46.9,17.2,361.0,57.0,51.6,8.1,462.0,482.0,66.0,68.9
4,BRE,7,15.0,9.0,2.1,1.3,1.8,1.4,9.0,7.0,5,0,136.0,64.0,233.4,113.0,729.0,653.8,700.9,318.4,910.0,155.0,533.0,495.0,19.4,9.1,20.2,10.2,33.3,16.1,33.8,14.7,104.1,93.4,108.7,90.9,100.1,45.5,90.7,39.2,130.0,22.1,140.0,16.0,76.1,70.7,75.0,68.0,198.0,90.0,28.3,12.9,233.1,87.7,33.3,12.5,882.0,578.2,126.0,82.6,614.5,118.7,87.8,17.0,838.0,177.0,119.7,25.3,739.0,464.0,105.6,66.3
5,BHA,7,11.0,5.0,1.6,0.7,1.8,0.8,9.0,4.0,5,0,117.0,62.0,161.2,90.4,527.4,504.0,481.2,217.2,608.0,181.0,437.0,412.0,16.7,8.9,17.2,4.6,23.0,12.9,22.4,10.4,75.3,72.0,81.0,62.5,68.7,31.0,58.4,27.3,86.9,25.9,85.4,13.6,62.4,58.9,64.4,44.2,202.0,117.0,28.9,16.7,265.0,68.1,37.9,9.7,857.0,429.8,122.4,61.4,788.3,135.0,112.6,19.3,1002.0,114.0,143.1,16.3,697.0,507.0,99.6,72.4
6,CHE,7,8.0,9.0,1.1,1.3,1.0,1.4,5.0,7.0,5,0,151.0,83.0,191.5,106.2,756.8,625.2,481.1,211.3,677.0,223.0,537.0,460.0,21.6,11.9,23.0,11.8,27.4,15.2,29.2,11.3,108.1,89.3,116.1,67.4,68.7,30.2,73.7,27.3,96.7,31.9,102.4,18.4,76.7,65.7,79.6,62.6,115.0,122.0,16.4,17.4,196.6,149.8,28.1,21.4,590.4,845.0,84.3,120.7,582.1,356.7,83.2,51.0,789.0,294.0,112.7,42.0,429.0,673.0,61.3,96.1
7,CRY,7,7.0,9.0,1.0,1.3,1.2,1.2,6.0,6.0,5,0,160.0,122.0,258.2,133.6,734.4,658.0,779.8,391.6,1077.0,288.0,610.0,611.0,22.9,17.4,22.4,14.2,36.9,19.1,34.8,17.2,104.9,94.0,99.2,85.7,111.4,55.9,102.3,53.3,153.9,41.1,145.8,33.0,87.1,87.3,85.8,74.6,130.0,79.0,18.6,11.3,197.7,97.4,28.2,13.9,640.4,702.2,91.5,100.3,575.9,187.8,82.3,26.8,757.0,81.0,108.1,11.6,483.0,500.0,69.0,71.4
8,EVE,7,4.0,6.0,0.6,0.9,0.6,0.6,3.0,3.0,5,0,145.0,112.0,241.2,126.8,657.6,655.0,747.2,383.8,1013.0,228.0,475.0,568.0,20.7,16.0,17.4,12.0,34.5,18.1,31.2,17.0,93.9,93.6,76.0,88.6,106.7,54.8,103.1,50.8,144.7,32.6,134.4,30.6,67.9,81.1,53.6,66.8,95.0,105.0,13.6,15.0,181.6,126.1,25.9,18.0,474.2,786.6,67.7,112.4,541.6,228.6,77.4,32.7,801.0,243.0,114.4,34.7,358.0,534.0,51.1,76.3
9,FUL,7,9.0,9.0,1.3,1.3,1.4,1.4,7.0,7.0,5,0,151.0,98.0,249.9,98.3,714.0,555.6,714.4,168.8,1075.0,259.0,538.0,496.0,21.6,14.0,21.0,10.0,35.7,14.0,38.4,14.1,102.0,79.4,108.6,73.4,102.1,24.1,111.4,21.9,153.6,37.0,164.0,45.0,76.9,70.9,78.8,58.0,142.0,76.0,20.3,10.9,205.6,88.0,29.4,12.6,640.8,692.8,91.5,99.0,545.7,173.2,78.0,24.7,867.0,11.0,123.9,1.6,494.0,494.0,70.6,70.6
10,LEI,7,8.0,16.0,1.1,2.3,0.8,2.0,4.0,10.0,5,0,205.0,83.0,250.0,72.9,988.4,453.8,671.2,171.4,839.0,103.0,782.0,464.0,29.3,11.9,26.6,14.0,35.7,10.4,31.3,11.3,141.2,64.8,125.4,68.3,95.9,24.5,79.8,27.8,119.9,14.7,107.6,17.0,111.7,66.3,98.0,68.6,136.0,35.0,19.4,5.0,174.8,76.7,25.0,11.0,683.2,486.8,97.6,69.5,548.4,179.0,78.3,25.6,521.0,100.0,74.4,14.3,557.0,396.0,79.6,56.6
11,LEE,7,10.0,10.0,1.4,1.4,1.2,1.4,6.0,7.0,5,0,156.0,72.0,218.2,93.2,810.6,589.6,616.1,181.7,756.0,160.0,609.0,423.0,22.3,10.3,20.8,11.2,31.2,13.3,27.5,11.9,115.8,84.2,105.6,74.1,88.0,26.0,70.6,24.6,108.0,22.9,99.0,20.2,87.0,60.4,77.2,56.6,158.0,78.0,22.6,11.1,235.1,89.8,33.6,12.8,804.8,573.4,115.0,81.9,724.6,161.8,103.5,23.1,838.0,159.0,119.7,22.7,524.0,483.0,74.9,69.0
12,LIV,7,15.0,6.0,2.1,0.9,2.4,0.6,12.0,3.0,5,0,138.0,55.0,169.0,93.6,654.6,759.4,453.7,118.6,583.0,56.0,513.0,448.0,19.7,7.9,18.6,7.2,24.1,13.4,21.6,12.3,93.5,108.5,81.0,99.2,64.8,16.9,60.7,15.9,83.3,8.0,75.0,8.2,73.3,64.0,66.4,59.6,186.0,116.0,26.6,16.6,324.5,149.2,46.4,21.3,908.2,640.0,129.7,91.4,875.5,529.4,125.1,75.6,1470.0,321.0,210.0,45.9,681.0,623.0,97.3,89.0
13,MCI,7,20.0,6.0,2.9,0.9,2.8,1.2,14.0,6.0,5,0,108.0,33.0,107.7,73.8,430.8,539.4,273.9,122.6,380.0,73.0,380.0,368.0,15.4,4.7,16.6,5.6,15.4,10.5,17.1,10.4,61.5,77.1,70.0,77.9,39.1,17.5,43.3,15.9,54.3,10.4,58.2,10.2,54.3,52.6,56.8,52.0,242.0,135.0,34.6,19.3,357.8,93.5,51.1,13.4,1176.6,490.0,168.1,70.0,1167.7,243.0,166.8,34.7,1234.0,203.0,176.3,29.0,1004.0,637.0,143.4,91.0
14,MUN,7,8.0,8.0,1.1,1.1,1.4,0.4,7.0,2.0,5,0,150.0,87.0,257.2,82.0,704.2,509.4,854.4,131.9,1015.0,177.0,605.0,449.0,21.4,12.4,14.4,6.0,36.7,11.7,32.8,10.0,100.6,72.8,72.2,59.2,122.1,18.8,116.5,24.7,145.0,25.3,140.4,16.0,86.4,64.1,65.8,49.2,154.0,93.0,22.0,13.3,218.5,104.4,31.2,14.9,703.2,585.0,100.5,83.6,647.4,246.5,92.5,35.2,841.0,211.0,120.1,30.1,520.0,515.0,74.3,73.6
15,NEW,7,7.0,6.0,1.0,0.9,1.0,1.2,5.0,6.0,5,0,148.0,90.0,252.3,99.3,749.8,609.8,726.5,209.0,1043.0,172.0,558.0,509.0,21.1,12.9,24.0,11.4,36.0,14.2,41.9,15.4,107.1,87.1,130.0,87.2,103.8,29.9,118.4,37.1,149.0,24.6,169.8,29.2,79.7,72.7,91.8,68.8,143.0,146.0,20.4,20.9,240.2,131.3,34.3,18.8,685.2,724.2,97.9,103.5,653.4,372.0,93.3,53.1,1059.0,215.0,151.3,30.7,503.0,649.0,71.9,92.7
16,NFO,7,4.0,14.0,0.6,2.0,0.6,2.4,3.0,12.0,5,0,172.0,160.0,296.0,106.4,938.0,611.0,894.8,281.8,1126.0,171.0,699.0,670.0,24.6,22.9,26.4,21.2,42.3,15.2,41.1,11.8,134.0,87.3,142.8,80.8,127.8,40.3,118.7,21.9,160.9,24.4,149.6,14.8,99.9,95.7,108.0,91.4,113.0,83.0,16.1,11.9,132.8,126.0,19.0,18.0,383.2,746.2,54.7,106.6,416.9,288.3,59.6,41.2,534.0,228.0,76.3,32.6,401.0,540.0,57.3,77.1
17,SOU,7,7.0,10.0,1.0,1.4,0.8,0.8,4.0,4.0,5,0,152.0,125.0,227.2,106.3,754.8,677.8,640.2,156.4,885.0,228.0,552.0,619.0,21.7,17.9,19.8,16.6,32.5,15.2,26.2,10.9,107.8,96.8,85.6,80.5,91.5,22.3,67.5,17.8,126.4,32.6,109.4,10.8,78.9,88.4,64.2,83.4,133.0,58.0,19.0,8.3,199.2,83.8,28.5,12.0,667.4,493.6,95.3,70.5,669.4,153.0,95.6,21.9,666.0,192.0,95.1,27.4,551.0,323.0,78.7,46.1
18,TOT,7,12.0,5.0,1.7,0.7,1.2,0.4,6.0,2.0,5,0,105.0,64.0,184.7,128.1,474.6,770.8,725.8,292.8,647.0,216.0,440.0,483.0,15.0,9.1,12.8,8.6,26.4,18.3,23.7,15.8,67.8,110.1,53.8,100.3,103.7,41.8,99.3,36.5,92.4,30.9,84.0,20.6,62.9,69.0,55.6,62.8,139.0,159.0,19.9,22.7,240.8,143.6,34.4,20.5,784.4,727.0,112.1,103.9,722.4,268.2,103.2,38.3,902.0,441.0,128.9,63.0,559.0,689.0,79.9,98.4
19,WHU,7,3.0,8.0,0.4,1.1,0.6,1.0,3.0,5.0,5,0,144.0,156.0,172.7,115.1,512.2,651.0,573.0,277.6,645.0,222.0,552.0,639.0,20.6,22.3,17.2,15.2,24.7,16.4,22.4,14.3,73.2,93.0,64.2,82.5,81.9,39.7,72.8,35.6,92.1,31.7,87.2,24.8,78.9,91.3,67.2,72.8,113.0,74.0,16.1,10.6,159.0,75.6,22.7,10.8,531.6,433.8,75.9,62.0,438.2,231.1,62.6,33.0,625.0,90.0,89.3,12.9,409.0,416.0,58.4,59.4
20,WOL,7,3.0,4.0,0.4,0.6,0.4,0.4,2.0,2.0,5,0,115.0,142.0,193.0,85.0,511.4,558.6,591.2,183.7,834.0,105.0,381.0,620.0,16.4,20.3,14.6,20.0,27.6,12.1,26.9,12.1,73.1,79.8,72.7,73.5,84.5,26.2,81.1,29.0,119.1,15.0,116.8,18.0,54.4,88.6,50.8,86.2,120.0,129.0,17.1,18.4,189.2,92.8,27.0,13.3,531.2,609.0,75.9,87.0,717.2,184.4,102.5,26.3,645.0,134.0,92.1,19.1,405.0,580.0,57.9,82.9
