team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,26.0,34.0,27.0,1.3,1.0,1.6,1.4,8.0,7.0,5.0,0,536.0,478.0,748.1,391.4,2182.8,2342.0,2470.4,896.6,2856.0,671.0,1984.0,2292.0,20.6,18.4,21.8,17.4,28.8,15.0,29.6,13.0,84.0,90.1,90.4,81.4,95.0,34.5,98.9,22.2,109.8,25.8,107.2,26.6,76.3,88.2,77.4,83.2
2,26.0,38.0,27.0,1.5,1.0,0.8,1.2,4.0,6.0,5.0,0,564.0,390.0,909.4,450.6,2669.8,2687.2,2858.7,902.3,3603.0,912.0,2109.0,2114.0,21.7,15.0,22.2,16.6,35.0,17.3,39.4,20.9,102.7,103.4,98.2,95.8,110.0,34.7,127.7,62.2,138.6,35.1,169.8,49.6,81.1,81.3,80.2,87.6
3,26.0,26.0,33.0,1.0,1.3,0.6,0.8,3.0,4.0,5.0,0,605.0,536.0,757.1,420.2,2566.8,2864.6,2302.6,669.6,2721.0,662.0,2228.0,2500.0,23.3,20.6,23.0,26.2,29.1,16.2,30.7,19.8,98.7,110.2,99.7,131.8,88.6,25.8,91.7,30.7,104.6,25.5,116.0,34.6,85.7,96.2,88.6,112.0
4,26.0,19.0,35.0,0.7,1.4,1.2,1.8,6.0,9.0,5.0,0,666.0,636.0,1117.0,471.7,3124.8,2473.8,3599.7,1195.5,4457.0,1043.0,2618.0,2774.0,25.6,24.5,24.2,20.6,43.0,18.1,37.6,16.4,120.2,95.2,108.3,98.4,138.4,46.0,123.4,35.8,171.4,40.1,145.0,29.6,100.7,106.7,93.0,102.4
5,26.0,42.0,25.0,1.6,1.0,1.4,0.4,7.0,2.0,5.0,0,667.0,453.0,806.1,430.2,2796.4,2929.0,2522.0,715.2,2761.0,653.0,2375.0,2458.0,25.6,17.4,25.0,16.2,31.0,16.6,32.9,18.5,107.6,112.6,102.6,113.3,97.0,27.5,109.7,39.7,106.2,25.1,118.4,32.2,91.4,94.5,94.8,92.8
6,26.0,29.0,43.0,1.1,1.6,0.8,1.4,4.0,7.0,5.0,0,685.0,606.0,1005.3,551.1,3182.0,2915.6,3149.5,1544.0,3738.0,1042.0,2598.0,2842.0,26.4,23.3,37.8,43.4,38.7,21.2,61.2,35.4,122.4,112.1,153.6,169.0,121.1,59.4,222.7,103.4,143.8,40.1,238.8,81.4,99.9,109.3,135.4,183.6
7,26.0,39.0,33.0,1.5,1.3,2.0,1.8,10.0,9.0,5.0,0,579.0,345.0,880.4,403.5,2837.4,2305.2,2662.3,980.6,3303.0,740.0,2320.0,2035.0,22.3,13.3,25.2,18.2,33.9,15.5,39.0,21.3,109.1,88.7,117.1,114.4,102.4,37.7,127.0,50.3,127.0,28.5,145.6,47.6,89.2,78.3,109.6,99.6
8,26.0,21.0,33.0,0.8,1.3,0.8,0.8,4.0,4.0,5.0,0,632.0,620.0,797.3,402.0,2907.4,2471.6,2153.9,830.7,2910.0,711.0,2299.0,2616.0,24.3,23.8,32.6,44.4,30.7,15.5,34.4,19.5,111.8,95.1,140.4,128.0,82.8,32.0,109.0,25.9,111.9,27.4,95.2,40.4,88.4,100.6,113.4,162.6
9,26.0,46.0,31.0,1.8,1.2,1.8,1.2,9.0,6.0,5.0,0,637.0,391.0,898.3,488.7,2878.2,2805.8,2778.6,1090.9,3344.0,992.0,2311.0,2314.0,24.5,15.0,29.6,14.4,34.6,18.8,44.1,24.1,110.7,107.9,125.3,132.3,106.9,42.0,136.0,59.1,128.6,38.2,183.0,49.8,88.9,89.0,121.0,103.2
10,26.0,43.0,44.0,1.6,1.7,1.6,1.6,8.0,8.0,5.0,0,676.0,444.0,1024.2,457.4,3233.6,2795.2,3174.5,751.8,3834.0,1024.0,2463.0,2147.0,26.0,17.1,29.6,22.8,39.4,17.6,40.0,19.7,124.4,107.5,121.2,126.6,122.1,28.9,132.6,31.7,147.5,39.4,145.4,38.4,94.7,82.6,109.4,100.4
