team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,34.0,46.0,37.0,1.4,1.1,1.2,1.0,6.0,5.0,5.0,0,726.0,584.0,961.8,492.5,3023.8,3039.6,2974.4,1098.4,3656.0,781.0,2690.0,2924.0,21.4,17.2,22.8,18.0,28.3,14.5,23.2,13.5,88.9,89.4,90.4,89.1,87.5,32.3,54.2,29.9,107.5,23.0,88.8,15.8,79.1,86.0,85.6,89.4
2,34.0,48.0,38.0,1.4,1.1,1.8,1.6,9.0,8.0,5.0,0,745.0,535.0,1189.7,591.2,3498.8,3497.0,3738.4,1223.0,4699.0,1188.0,2824.0,2802.0,21.9,15.7,22.2,12.4,35.0,17.4,36.5,19.1,102.9,102.8,99.0,107.1,110.0,36.0,108.2,50.5,138.2,34.9,157.6,33.6,83.1,82.4,85.4,78.2
3,34.0,35.0,39.0,1.0,1.2,0.6,0.6,3.0,3.0,5.0,0,757.0,706.0,941.1,560.9,3225.4,3746.6,2827.0,983.4,3379.0,875.0,2790.0,3324.0,22.3,20.8,18.6,27.2,27.7,16.5,24.0,18.1,94.9,110.2,83.8,106.5,83.2,28.9,69.9,47.0,99.4,25.7,87.2,27.4,82.1,97.8,69.2,116.2
4,34.0,31.0,47.0,0.9,1.4,1.8,2.0,9.0,10.0,5.0,0,873.0,696.0,1449.6,601.2,4125.4,3193.4,4433.6,1655.9,5951.0,1158.0,3420.0,3304.0,25.7,20.5,32.4,8.0,42.6,17.7,51.5,18.9,121.3,93.9,163.2,106.4,130.4,48.7,124.0,66.5,175.0,34.1,228.2,15.8,100.6,97.2,126.2,75.2
5,34.0,53.0,31.0,1.6,0.9,1.8,1.2,9.0,6.0,5.0,0,804.0,564.0,977.8,531.4,3439.0,3688.6,3041.4,853.0,3319.0,768.0,2910.0,3072.0,23.6,16.6,22.0,13.6,28.8,15.6,27.6,14.3,101.2,108.5,110.5,106.4,89.4,25.1,77.8,21.1,97.6,22.6,88.2,15.0,85.6,90.4,92.0,81.2
6,34.0,34.0,56.0,1.0,1.6,0.6,1.8,3.0,9.0,5.0,0,853.0,737.0,1276.4,685.8,4081.2,3577.4,3986.9,1916.1,4717.0,1355.0,3297.0,3452.0,25.1,21.7,22.0,21.4,37.5,20.2,37.8,19.5,120.0,105.2,116.5,93.0,117.3,56.4,121.0,56.8,138.7,39.8,141.2,44.6,97.0,101.5,87.4,93.2
7,34.0,45.0,42.0,1.3,1.2,1.0,1.0,5.0,5.0,5.0,0,727.0,452.0,1129.2,488.7,3520.6,2793.8,3434.0,1185.8,4332.0,898.0,2903.0,2528.0,21.4,13.3,17.6,11.2,33.2,14.4,34.6,9.2,103.6,82.2,85.5,61.4,101.0,34.9,109.4,16.8,127.4,26.4,150.4,14.0,85.4,74.4,75.2,56.8
8,34.0,25.0,45.0,0.7,1.3,0.4,1.4,2.0,7.0,5.0,0,826.0,797.0,1051.9,531.5,3817.8,3199.8,2878.1,1139.7,3822.0,967.0,3029.0,3352.0,24.3,23.4,25.4,20.0,30.9,15.6,32.4,13.0,112.3,94.1,116.3,76.2,84.6,33.5,89.6,30.1,112.4,28.4,118.2,24.0,89.1,98.6,91.6,80.0
9,34.0,61.0,39.0,1.8,1.2,1.6,1.4,8.0,7.0,5.0,0,791.0,469.0,1045.2,575.9,3486.8,3493.4,3181.1,1199.8,3802.0,1067.0,2837.0,2835.0,23.3,13.8,23.6,15.0,30.7,16.9,22.9,12.6,102.6,102.8,96.1,100.5,93.6,35.3,58.6,17.2,111.8,31.4,74.4,8.2,83.4,83.4,82.4,79.2
10,34.0,50.0,52.0,1.5,1.5,1.0,1.0,5.0,5.0,5.0,0,846.0,638.0,1322.9,639.3,3994.2,3693.2,4118.6,1301.4,5116.0,1396.0,3045.0,3031.0,24.9,18.8,23.2,20.6,38.9,18.8,35.6,23.7,117.5,108.6,91.7,105.8,121.1,38.3,113.2,84.7,150.5,41.1,151.2,47.0,89.6,89.2,78.4,104.2
