team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
11,LIV,14,43.0,12.0,3.1,0.9,3.2,1.2,16.0,6.0,5,0,247.0,73.0,405.1,231.3,1272.8,1668.6,1215.2,321.1,1559.0,319.0,963.0,940.0,17.6,5.2,21.0,4.0,28.9,16.5,25.9,15.2,90.9,119.2,97.9,108.4,86.8,22.9,69.1,21.4,111.4,22.8,92.0,21.6,68.8,67.1,76.4,67.8
12,MCI,14,29.0,8.0,2.1,0.6,1.8,0.8,9.0,4.0,5,0,255.0,172.0,301.1,195.1,1119.4,1514.2,843.6,273.3,1053.0,161.0,951.0,1140.0,18.2,12.3,19.6,13.6,21.5,13.9,22.0,13.6,80.0,108.2,95.2,102.5,60.3,19.5,63.0,15.6,75.2,11.5,61.6,17.6,67.9,81.4,75.6,78.4
13,MUN,14,24.0,24.0,1.7,1.7,1.6,1.8,8.0,9.0,5,0,351.0,236.0,533.8,244.3,1706.4,1518.8,1617.1,490.6,2016.0,429.0,1325.0,1300.0,25.1,16.9,24.8,16.8,38.1,17.4,44.0,17.1,121.9,108.5,124.5,89.6,115.5,35.0,135.6,48.1,144.0,30.6,179.8,33.8,94.6,92.9,97.4,89.2
14,NEW,14,16.0,30.0,1.1,2.1,1.0,2.0,5.0,10.0,5,0,404.0,254.0,618.0,279.5,1953.2,1508.2,1840.0,802.9,2387.0,486.0,1531.0,1311.0,28.9,18.1,24.0,27.2,44.1,20.0,36.9,25.2,139.5,107.7,107.6,123.0,131.4,57.4,116.6,79.0,170.5,34.7,145.2,50.4,109.4,93.6,87.2,115.6
15,NOR,14,8.0,28.0,0.6,2.0,1.2,1.0,6.0,5.0,5,0,416.0,363.0,604.1,265.7,1907.4,1360.6,1888.1,653.2,2254.0,643.0,1501.0,1505.0,29.7,25.9,20.8,16.4,43.2,19.0,35.8,17.1,136.2,97.2,102.0,97.5,134.9,46.7,130.7,24.3,161.0,45.9,126.4,49.2,107.2,107.5,81.4,81.4
16,SOU,14,13.0,20.0,0.9,1.4,1.0,1.6,5.0,8.0,5,0,321.0,293.0,475.2,250.9,1509.4,1584.2,1330.3,563.5,1911.0,360.0,1148.0,1332.0,22.9,20.9,21.4,20.4,33.9,17.9,34.1,19.1,107.8,113.2,98.8,132.5,95.0,40.2,102.6,38.0,136.5,25.7,140.0,20.4,82.0,95.1,73.2,95.8
17,TOT,14,13.0,17.0,0.9,1.2,0.8,0.8,4.0,4.0,5,0,285.0,274.0,495.1,240.0,1475.0,1380.8,1463.0,578.5,2017.0,436.0,1114.0,1382.0,20.4,19.6,18.4,14.8,35.4,17.1,27.9,10.6,105.4,98.6,97.5,67.8,104.5,41.3,78.6,23.3,144.1,31.1,103.0,14.6,79.6,98.7,74.2,76.0
18,WAT,14,19.0,26.0,1.4,1.9,1.4,1.8,7.0,9.0,5,0,397.0,295.0,566.7,252.2,1913.2,1461.0,1645.6,537.8,2106.0,519.0,1503.0,1472.0,28.4,21.1,28.0,18.8,40.5,18.0,39.8,16.9,136.7,104.4,138.9,114.0,117.5,38.4,111.7,32.9,150.4,37.1,147.0,21.8,107.4,105.1,99.6,107.2
19,WHU,14,25.0,17.0,1.8,1.2,1.8,1.4,9.0,7.0,5,0,317.0,178.0,496.8,264.1,1586.4,1544.8,1437.5,646.0,1948.0,449.0,1314.0,1176.0,22.6,12.7,23.6,15.6,35.5,18.9,36.6,21.5,113.3,110.3,117.7,107.9,102.7,46.1,114.1,58.9,139.1,32.1,133.2,48.6,93.9,84.0,102.2,93.8
20,WOL,14,12.0,12.0,0.9,0.9,0.6,0.6,3.0,3.0,5,0,277.0,278.0,417.2,187.6,1293.4,1183.0,1317.2,379.6,1570.0,313.0,1028.0,1288.0,19.8,19.9,16.2,18.0,29.8,13.4,27.3,11.9,92.4,84.5,74.8,72.4,94.1,27.1,88.5,25.6,112.1,22.4,109.2,21.0,73.4,92.0,61.2,80.8
