team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,total_points_scored_atk,total_points_scored_def,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_scored_pg_atk,bps_scored_pg_def
1,ARS,16,33.0,11.0,2.1,0.7,1.8,0.2,9.0,1.0,5,0,260.0,91.0,346.3,194.7,1171.0,1407.8,1009.4,320.4,1287.0,213.0,931.0,884.0,16.2,5.7,12.0,5.0,21.6,12.2,15.2,11.2,73.2,88.0,47.8,80.7,63.1,20.0,44.7,13.5,80.4,13.3,59.6,17.6,58.2,55.2,44.8,45.6,475.0,352.0,29.7,22.0,706.5,221.4,44.2,13.8,2136.4,1361.6,133.5,85.1,2022.9,447.2,126.4,28.0,2910.0,406.0,181.9,25.4,1683.0,1555.0,105.2,97.2
2,AVL,16,16.0,22.0,1.0,1.4,1.8,1.8,9.0,9.0,5,0,367.0,292.0,493.7,219.4,1537.2,1357.6,1393.2,464.0,2013.0,369.0,1229.0,1399.0,22.9,18.2,27.0,16.8,30.9,13.7,37.8,12.4,96.1,84.8,104.7,73.4,87.1,29.0,116.2,31.4,125.8,23.1,157.2,19.4,76.8,87.4,90.8,85.0,340.0,205.0,21.2,12.8,484.8,215.2,30.3,13.4,1565.2,1372.0,97.8,85.8,1313.6,537.4,82.1,33.6,1972.0,240.0,123.2,15.0,1237.0,1141.0,77.3,71.3
3,BOU,16,18.0,32.0,1.1,2.0,1.6,2.0,8.0,10.0,5,0,406.0,377.0,645.7,316.7,1897.8,1609.8,2116.2,788.8,2437.0,765.0,1550.0,1715.0,25.4,23.6,24.2,26.4,40.4,19.8,39.3,25.7,118.6,100.6,114.1,125.2,132.3,49.3,135.8,58.5,152.3,47.8,142.2,72.2,96.9,107.2,93.6,119.8,361.0,205.0,22.6,12.8,430.0,208.0,26.9,13.0,1715.0,1483.8,107.2,92.7,1075.4,411.5,67.2,25.7,1510.0,181.0,94.4,11.3,1300.0,1199.0,81.2,74.9
4,BRE,16,23.0,25.0,1.4,1.6,1.0,1.6,5.0,8.0,5,0,383.0,260.0,641.2,275.2,1866.4,1544.8,1988.5,739.6,2570.0,462.0,1405.0,1386.0,23.9,16.2,26.4,19.6,40.1,17.2,46.9,18.9,116.6,96.6,124.4,102.0,124.3,46.2,148.8,47.3,160.6,28.9,196.8,38.8,87.8,86.6,94.4,94.8,373.0,255.0,23.3,15.9,491.3,229.6,30.7,14.4,1681.2,1589.6,105.1,99.4,1363.8,323.1,85.2,20.2,1868.0,374.0,116.8,23.4,1360.0,1309.0,85.0,81.8
5,BHA,16,23.0,19.0,1.4,1.2,1.8,1.6,9.0,8.0,5,0,340.0,209.0,411.8,193.6,1513.4,1251.2,1126.8,369.5,1486.0,313.0,1229.0,1121.0,21.2,13.1,27.8,12.6,25.7,12.1,30.5,11.7,94.6,78.2,115.8,89.2,70.4,23.1,80.6,17.3,92.9,19.6,109.4,10.2,76.8,70.1,96.4,73.0,408.0,197.0,25.5,12.3,628.5,168.5,39.3,10.5,1889.6,1005.8,118.1,62.9,2013.2,370.2,125.8,23.1,2383.0,307.0,148.9,19.2,1491.0,1016.0,93.2,63.5
6,CHE,16,17.0,17.0,1.1,1.1,0.4,1.4,2.0,7.0,5,0,317.0,245.0,454.1,226.9,1490.2,1360.2,1318.9,520.4,1740.0,384.0,1095.0,1201.0,19.8,15.3,23.4,28.8,28.4,14.2,35.0,17.5,93.1,85.0,100.8,102.8,82.4,32.5,110.3,42.7,108.8,24.0,140.4,28.8,68.4,75.1,74.0,110.6,316.0,265.0,19.8,16.6,465.0,266.5,29.1,16.7,1426.0,1607.4,89.1,100.5,1500.2,587.3,93.8,36.7,1716.0,464.0,107.2,29.0,1125.0,1399.0,70.3,87.4
7,CRY,16,15.0,18.0,0.9,1.1,1.0,1.2,5.0,6.0,5,0,356.0,268.0,506.1,243.0,1528.2,1380.4,1567.0,583.2,1979.0,466.0,1274.0,1316.0,22.2,16.8,25.8,18.4,31.6,15.2,28.4,12.6,95.5,86.3,108.0,86.4,97.9,36.4,83.7,19.7,123.7,29.1,92.8,19.4,79.6,82.2,89.6,90.0,320.0,196.0,20.0,12.2,459.5,185.2,28.7,11.6,1512.4,1335.6,94.5,83.5,1472.6,270.7,92.0,16.9,1610.0,239.0,100.6,14.9,1163.0,1087.0,72.7,67.9
8,EVE,16,11.0,17.0,0.7,1.1,0.6,1.2,3.0,6.0,5,0,389.0,312.0,645.4,291.9,1753.8,1425.6,2031.6,864.8,2682.0,623.0,1319.0,1448.0,24.3,19.5,29.2,26.4,40.3,18.2,46.4,17.0,109.6,89.1,121.3,86.6,127.0,54.0,147.7,51.8,167.6,38.9,196.2,31.4,82.4,90.5,90.4,109.6,291.0,264.0,18.2,16.5,426.1,276.5,26.6,17.3,1277.4,1816.4,79.8,113.5,1314.8,452.0,82.2,28.2,1678.0,491.0,104.9,30.7,1063.0,1364.0,66.4,85.2
9,FUL,16,24.0,26.0,1.5,1.6,1.6,1.2,8.0,6.0,5,0,420.0,216.0,652.0,246.0,2074.6,1360.8,1737.2,573.2,2715.0,534.0,1529.0,1202.0,26.2,13.5,25.0,12.6,40.8,15.4,40.7,16.3,129.7,85.0,123.0,95.1,108.6,35.8,115.7,41.2,169.7,33.4,169.0,28.0,95.6,75.1,93.4,75.8,388.0,188.0,24.2,11.8,575.6,206.6,36.0,12.9,1716.0,1546.4,107.2,96.6,1731.3,317.5,108.2,19.8,2312.0,196.0,144.5,12.2,1365.0,1171.0,85.3,73.2
10,LEI,16,25.0,25.0,1.6,1.6,2.0,0.2,10.0,1.0,5,0,408.0,201.0,577.4,228.3,1858.2,1341.2,1757.9,550.7,2159.0,385.0,1514.0,1222.0,25.5,12.6,17.0,12.0,36.1,14.3,38.5,17.9,116.1,83.8,67.8,89.0,109.9,34.4,148.1,56.7,134.9,24.1,169.2,32.6,94.6,76.4,65.8,80.4,408.0,268.0,25.5,16.8,521.1,217.8,32.6,13.6,1940.4,1457.2,121.3,91.1,1531.9,437.9,95.7,27.4,1744.0,282.0,109.0,17.6,1535.0,1448.0,95.9,90.5
