team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,13,15.0,17.0,1.2,1.3,1.6,1.0,8.0,5.0,5,0,306.0,270.0,494.7,251.9,1502.2,1367.8,1432.8,698.7,2019.0,452.0,1151.0,1368.0,23.5,20.8,19.6,16.0,38.0,19.4,33.7,18.4,115.6,105.2,100.7,108.6,110.2,53.8,87.2,42.2,155.3,34.8,148.8,33.4,88.5,105.2,71.0,98.4
2,AVL,13,18.0,21.0,1.4,1.6,1.2,1.8,6.0,9.0,5,0,311.0,203.0,481.7,223.7,1483.6,1380.8,1444.1,473.6,1898.0,385.0,1172.0,1108.0,23.9,15.6,25.0,19.0,37.0,17.2,39.0,17.9,114.1,106.2,122.5,112.5,111.1,36.4,111.4,31.9,146.0,29.6,156.2,35.0,90.2,85.2,96.8,96.8
3,BRE,13,17.0,17.0,1.3,1.3,1.4,2.0,7.0,10.0,5,0,284.0,228.0,427.2,237.6,1390.0,1397.0,1414.5,553.9,1474.0,429.0,1026.0,1173.0,21.8,17.5,25.0,14.8,32.9,18.3,37.9,21.0,106.9,107.5,129.3,129.1,108.8,42.6,110.4,43.0,113.4,33.0,139.6,36.8,78.9,90.2,92.0,82.6
4,BHA,13,12.0,14.0,0.9,1.1,0.8,1.8,4.0,9.0,5,0,309.0,238.0,431.4,188.7,1351.2,1179.4,1313.7,413.4,1649.0,293.0,1119.0,1126.0,23.8,18.3,30.0,17.8,33.2,14.5,39.3,16.3,103.9,90.7,141.7,94.4,101.0,31.8,97.2,38.3,126.8,22.5,154.6,30.0,86.1,86.6,110.2,84.6
5,BUR,13,14.0,20.0,1.1,1.5,1.8,1.4,9.0,7.0,5,0,326.0,249.0,513.5,272.6,1487.6,1369.2,1595.4,631.7,2052.0,726.0,1242.0,1240.0,25.1,19.2,17.8,11.8,39.5,21.0,31.5,20.9,114.4,105.3,88.5,90.0,122.7,48.6,108.3,52.0,157.8,55.8,118.4,67.2,95.5,95.4,73.8,69.2
6,CHE,13,31.0,5.0,2.4,0.4,3.0,0.4,15.0,2.0,5,0,196.0,111.0,303.3,217.0,896.2,1312.0,873.6,494.9,1273.0,359.0,732.0,956.0,15.1,8.5,14.2,4.0,23.3,16.7,13.9,12.5,68.9,100.9,63.4,100.8,67.2,38.1,36.7,16.6,97.9,27.6,41.0,7.8,56.3,73.5,48.0,59.6
7,CRY,13,19.0,19.0,1.5,1.5,1.8,1.2,9.0,6.0,5,0,288.0,221.0,418.7,233.6,1374.4,1401.8,1184.6,467.5,1627.0,466.0,1087.0,1133.0,22.2,17.0,17.6,13.4,32.2,18.0,27.0,19.0,105.7,107.8,89.4,116.6,91.1,36.0,90.9,27.0,125.2,35.8,90.0,46.4,83.6,87.2,68.2,74.4
8,EVE,13,16.0,20.0,1.2,1.5,0.6,2.2,3.0,11.0,5,0,307.0,278.0,460.6,227.1,1558.8,1396.6,1384.5,485.8,1666.0,385.0,1246.0,1311.0,23.6,21.4,29.4,27.6,35.4,17.5,37.4,17.0,119.9,107.4,148.2,108.8,106.5,37.4,92.8,38.3,128.2,29.6,133.8,23.0,95.8,100.8,116.0,118.2
9,LEI,13,20.0,23.0,1.5,1.8,1.4,1.8,7.0,9.0,5,0,333.0,210.0,538.6,228.8,1622.4,1293.6,1764.2,511.2,2008.0,480.0,1255.0,1155.0,25.6,16.2,24.8,23.8,41.4,17.6,38.0,18.8,124.8,99.5,111.8,106.8,135.7,39.3,124.0,34.9,154.5,36.9,145.2,46.6,96.5,88.8,85.0,103.2
10,LEE,13,12.0,20.0,0.9,1.5,1.0,1.0,5.0,5.0,5,0,336.0,246.0,485.2,240.4,1534.4,1377.6,1407.9,604.0,1921.0,418.0,1112.0,1133.0,25.8,18.9,20.4,22.4,37.3,18.5,26.2,19.7,118.0,106.0,82.8,121.1,108.3,46.5,72.5,40.5,147.8,32.2,107.8,35.2,85.5,87.2,59.6,97.2
