team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,total_points_scored_atk,total_points_scored_def,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_scored_pg_atk,bps_scored_pg_def
1,ARS,32,77.0,34.0,2.4,1.1,3.0,1.8,15.0,9.0,5,0,621.0,280.0,848.9,491.6,2979.8,3363.2,2461.8,886.1,3052.0,654.0,2272.0,2234.0,19.4,8.8,19.8,5.4,26.5,15.4,27.5,16.7,93.1,105.1,101.8,92.9,76.9,27.7,66.0,43.2,95.4,20.4,107.0,30.2,71.0,69.8,76.2,56.0,1200.0,675.0,37.5,21.1,1760.3,530.6,55.0,16.6,5595.4,3149.2,174.9,98.4,5382.2,1188.9,168.2,37.2,6633.0,964.0,207.3,30.1,4382.0,3252.0,136.9,101.6
2,AVL,32,45.0,41.0,1.4,1.3,2.2,0.3,13.0,2.0,6,0,755.0,459.0,1017.3,471.9,3380.6,3086.2,3083.3,929.1,3742.0,701.0,2605.0,2576.0,23.6,14.3,14.5,9.2,31.8,14.8,20.0,15.9,105.6,96.4,67.0,107.3,96.4,29.0,63.2,35.6,116.9,21.9,71.8,16.5,81.4,80.5,48.0,70.8,775.0,578.0,24.2,18.1,973.0,467.8,30.4,14.6,3459.6,2967.8,108.1,92.7,2846.3,1164.2,89.0,36.4,3432.0,545.0,107.2,17.0,2718.0,2829.0,84.9,88.4
3,BOU,32,31.0,63.0,1.0,2.0,1.0,2.0,6.0,12.0,6,0,962.0,753.0,1460.8,667.6,4514.6,3474.2,4717.4,1805.4,5389.0,1390.0,3616.0,3569.0,30.1,23.5,37.2,24.5,45.6,20.9,55.1,25.1,141.1,108.6,184.3,136.9,147.4,56.4,170.5,78.3,168.4,43.4,197.2,35.3,113.0,111.5,142.3,124.8,696.0,421.0,21.8,13.2,917.7,453.3,28.7,14.2,3379.0,3266.6,105.6,102.1,2677.6,754.2,83.7,23.6,3133.0,507.0,97.9,15.8,2540.0,2542.0,79.4,79.4
4,BRE,32,48.0,43.0,1.5,1.3,1.0,1.7,6.0,10.0,6,0,713.0,499.0,1089.9,535.7,3374.2,2988.0,3500.7,1433.6,4047.0,929.0,2585.0,2737.0,22.3,15.6,24.0,19.2,34.1,16.7,29.2,16.0,105.4,93.4,106.3,99.3,109.4,44.8,98.8,45.8,126.5,29.0,88.3,14.3,80.8,85.5,79.0,96.8,808.0,591.0,25.2,18.5,1001.5,511.2,31.3,16.0,3598.6,3441.6,112.5,107.6,2937.6,748.5,91.8,23.4,3490.0,906.0,109.1,28.3,2858.0,2878.0,89.3,89.9
5,BHA,29,54.0,37.0,1.9,1.3,2.0,1.5,8.0,6.0,4,0,647.0,361.0,764.1,418.0,2887.6,2870.8,2132.1,687.6,2633.0,615.0,2295.0,2158.0,22.3,12.4,22.5,15.0,26.4,14.4,22.3,20.5,99.6,99.0,100.9,153.0,73.5,23.7,60.7,25.5,90.8,21.2,61.5,25.8,79.1,74.4,76.8,86.0,790.0,496.0,27.2,17.1,1210.4,415.4,41.7,14.3,3840.2,2390.6,132.4,82.4,4051.4,1050.9,139.7,36.2,4215.0,706.0,145.3,24.3,3036.0,2451.0,104.7,84.5
6,CHE,31,30.0,33.0,1.0,1.1,0.6,1.4,3.0,7.0,5,0,679.0,597.0,956.8,483.5,3242.0,3124.4,2972.1,915.9,3372.0,787.0,2355.0,2774.0,21.9,19.3,16.4,10.6,30.9,15.6,24.1,8.8,104.6,100.8,87.6,64.1,95.9,29.6,79.5,8.8,108.8,25.4,73.8,14.8,76.0,89.5,59.4,49.8,612.0,593.0,19.7,19.1,953.0,577.5,30.7,18.6,2805.2,3477.2,90.5,112.2,3275.4,1376.7,105.7,44.4,3472.0,910.0,112.0,29.4,2186.0,3122.0,70.5,100.7
7,CRY,32,31.0,40.0,1.0,1.2,2.0,1.2,10.0,6.0,5,0,788.0,628.0,1132.7,534.8,3552.2,3093.0,3606.6,1314.7,4183.0,934.0,2796.0,2990.0,24.6,19.6,19.6,10.0,35.4,16.7,27.5,11.6,111.0,96.7,101.6,74.6,112.7,41.1,86.7,22.7,130.7,29.2,86.4,18.4,87.4,93.4,69.6,67.6,734.0,478.0,22.9,14.9,964.3,436.6,30.1,13.6,3343.6,3054.0,104.5,95.4,3172.7,651.3,99.2,20.4,3149.0,649.0,98.4,20.3,2569.0,2575.0,80.3,80.5
8,EVE,32,24.0,46.0,0.8,1.4,0.8,1.6,4.0,8.0,5,0,817.0,610.0,1207.3,539.3,3644.6,2953.2,3849.0,1486.5,4595.0,949.0,2854.0,2938.0,25.5,19.1,27.4,21.8,37.7,16.8,39.1,20.7,113.9,92.3,129.0,108.2,120.3,46.4,131.6,65.3,143.6,29.7,130.8,33.6,89.2,91.8,101.2,106.6,567.0,512.0,17.7,16.0,810.2,544.9,25.3,17.0,2588.6,3591.4,80.9,112.2,2874.2,853.2,89.8,26.7,2656.0,995.0,83.0,31.1,2107.0,2724.0,65.8,85.1
9,FUL,31,44.0,42.0,1.4,1.4,1.5,1.2,6.0,5.0,4,0,815.0,534.0,1205.8,519.2,3847.2,3099.6,3589.7,1135.6,4639.0,958.0,2982.0,2852.0,26.3,17.2,25.5,16.2,38.9,16.8,36.5,16.9,124.1,100.0,121.3,112.4,115.8,36.6,118.1,31.4,149.6,30.9,126.2,24.5,96.2,92.0,90.2,91.5,783.0,480.0,25.3,15.5,1044.0,467.3,33.7,15.1,3272.4,3315.6,105.6,107.0,3212.4,946.0,103.6,30.5,3971.0,402.0,128.1,13.0,2663.0,2679.0,85.9,86.4
10,LEI,32,43.0,56.0,1.3,1.8,1.0,1.7,6.0,10.0,6,0,949.0,592.0,1253.6,521.0,4287.0,3086.8,3929.1,1332.8,4348.0,783.0,3450.0,3075.0,29.7,18.5,31.8,21.2,39.2,16.3,41.1,19.2,134.0,96.5,141.3,117.8,122.8,41.6,140.6,43.0,135.9,24.5,131.8,30.8,107.8,96.1,118.5,106.3,753.0,438.0,23.5,13.7,994.6,499.1,31.1,15.6,3583.2,3382.0,112.0,105.7,3102.5,996.5,97.0,31.1,3286.0,610.0,102.7,19.1,2848.0,2776.0,89.0,86.8
