team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,19.0,23.0,19.0,1.2,1.0,2.2,0.2,11.0,1.0,5.0,0,388.0,354.0,537.6,292.1,1547.0,1754.4,1777.9,666.7,2074.0,497.0,1447.0,1693.0,20.4,18.6,12.8,9.6,28.3,15.4,24.6,13.5,81.4,92.3,65.6,73.5,93.6,35.1,92.0,33.2,109.2,26.2,89.2,28.4,76.2,89.1,60.2,61.0
2,19.0,31.0,18.0,1.6,1.0,1.4,1.0,7.0,5.0,5.0,0,405.0,283.0,631.9,307.2,1940.0,1969.6,1979.9,556.6,2429.0,547.0,1534.0,1539.0,21.3,14.9,32.2,26.2,33.3,16.2,53.8,22.5,102.1,103.7,151.4,127.3,104.2,29.3,176.8,46.6,127.8,28.8,212.4,51.8,80.7,81.0,124.6,122.4
3,19.0,22.0,29.0,1.2,1.5,1.2,1.4,6.0,7.0,5.0,0,457.0,362.0,544.7,295.2,1909.6,2005.4,1632.1,478.1,1924.0,466.0,1657.0,1754.0,24.0,19.0,23.8,21.6,28.7,15.5,33.2,18.0,100.5,105.6,94.8,111.2,85.9,25.2,99.5,38.1,101.3,24.5,138.2,31.4,87.2,92.3,92.0,107.2
4,19.0,10.0,22.0,0.5,1.2,0.4,0.6,2.0,3.0,5.0,0,493.0,476.0,826.4,342.3,2316.0,1745.0,2609.7,925.2,3340.0,751.0,1945.0,2046.0,26.0,25.0,32.0,31.2,43.5,18.0,55.8,22.4,121.9,91.8,146.3,110.1,137.4,48.7,169.6,72.3,175.8,39.5,242.2,41.6,102.4,107.7,128.0,137.6
5,19.0,33.0,23.0,1.7,1.2,0.8,1.8,4.0,9.0,5.0,0,513.0,330.0,625.7,314.4,2218.2,2139.6,1911.8,513.5,2135.0,483.0,1827.0,1791.0,27.0,17.4,43.2,25.0,32.9,16.6,52.3,23.0,116.8,112.6,188.7,156.4,100.6,27.0,143.6,37.7,112.4,25.4,191.0,35.0,96.2,94.3,142.0,122.0
6,19.0,22.0,33.0,1.2,1.7,0.6,1.6,3.0,8.0,5.0,0,450.0,361.0,618.0,342.2,2153.6,1876.4,1797.5,962.3,2230.0,577.0,1718.0,1753.0,23.7,19.0,16.4,17.8,32.5,18.0,26.3,14.7,113.4,98.8,74.4,80.9,94.6,50.6,78.0,42.0,117.4,30.4,110.4,23.6,90.4,92.3,60.0,77.6
7,19.0,28.0,21.0,1.5,1.1,0.6,0.4,3.0,2.0,5.0,0,398.0,213.0,599.5,265.4,1971.2,1557.0,1783.5,658.0,2244.0,433.0,1560.0,1350.0,21.0,11.2,11.0,11.4,31.6,14.0,16.7,8.5,103.8,82.0,48.4,50.5,93.9,34.6,62.5,14.9,118.1,22.8,56.8,19.4,82.1,71.0,45.2,59.6
8,19.0,15.0,27.0,0.8,1.4,0.4,0.8,2.0,4.0,5.0,0,430.0,352.0,566.8,265.7,2035.6,1625.0,1436.5,603.1,2191.0,428.0,1587.0,1601.0,22.6,18.5,7.4,10.4,29.8,14.0,9.2,7.5,107.1,85.5,33.2,50.6,75.6,31.7,20.6,19.0,115.3,22.5,38.0,5.6,83.5,84.3,26.6,42.0
9,19.0,35.0,21.0,1.8,1.1,1.8,0.8,9.0,4.0,5.0,0,436.0,287.0,620.8,318.7,2004.0,1829.8,1970.7,735.7,2236.0,625.0,1526.0,1626.0,23.0,15.1,25.8,13.8,32.7,16.8,35.9,17.0,105.5,96.3,124.0,97.2,103.7,38.7,122.0,37.8,117.7,32.9,112.6,36.0,80.3,85.6,93.2,90.0
10,19.0,30.0,34.0,1.6,1.8,1.2,0.8,6.0,4.0,5.0,0,481.0,321.0,742.8,325.8,2399.6,2005.0,2185.9,534.3,2844.0,718.0,1745.0,1534.0,25.3,16.9,17.8,17.4,39.1,17.2,22.4,13.9,126.3,105.5,68.7,74.9,115.0,28.1,69.7,21.7,149.7,37.8,85.8,42.6,91.8,80.7,57.8,76.0
