team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,2.0,5.0,1.0,2.5,0.5,2.5,0.5,5.0,1.0,2.0,0,31.0,11.0,39.8,28.2,115.0,175.6,127.5,80.2,162.0,26.0,120.0,140.0,15.5,5.5,15.5,5.5,19.9,14.1,19.9,14.1,57.5,87.8,57.5,87.8,63.8,40.1,63.8,40.1,81.0,13.0,81.0,13.0,60.0,70.0,60.0,70.0
2,2.0,1.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,2.0,0,8.0,9.0,11.6,10.6,35.0,93.4,33.2,5.4,49.0,7.0,25.0,54.0,4.0,4.5,4.0,4.5,5.8,5.3,5.8,5.3,17.5,46.7,17.5,46.7,16.6,2.7,16.6,2.7,24.5,3.5,24.5,3.5,12.5,27.0,12.5,27.0
3,2.0,4.0,3.0,2.0,1.5,2.0,1.5,4.0,3.0,2.0,0,37.0,33.0,44.4,30.0,141.2,219.8,153.2,41.1,155.0,38.0,126.0,161.0,18.5,16.5,18.5,16.5,22.2,15.0,22.2,15.0,70.6,109.9,70.6,109.9,76.6,20.6,76.6,20.6,77.5,19.0,77.5,19.0,63.0,80.5,63.0,80.5
4,2.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,0,32.0,20.0,48.0,27.5,160.6,134.6,124.2,65.3,195.0,75.0,120.0,95.0,16.0,10.0,16.0,10.0,24.0,13.8,24.0,13.8,80.3,67.3,80.3,67.3,62.1,32.6,62.1,32.6,97.5,37.5,97.5,37.5,60.0,47.5,60.0,47.5
5,2.0,3.0,3.0,1.5,1.5,1.5,1.5,3.0,3.0,2.0,0,56.0,41.0,77.5,33.2,252.4,171.2,242.7,91.0,280.0,69.0,224.0,201.0,28.0,20.5,28.0,20.5,38.8,16.6,38.8,16.6,126.2,85.6,126.2,85.6,121.4,45.5,121.4,45.5,140.0,34.5,140.0,34.5,112.0,100.5,112.0,100.5
6,2.0,4.0,1.0,2.0,0.5,2.0,0.5,4.0,1.0,2.0,0,33.0,12.0,68.5,33.8,167.6,188.8,228.5,95.6,290.0,53.0,127.0,155.0,16.5,6.0,16.5,6.0,34.2,16.9,34.2,16.9,83.8,94.4,83.8,94.4,114.2,47.8,114.2,47.8,145.0,26.5,145.0,26.5,63.5,77.5,63.5,77.5
7,2.0,6.0,2.0,3.0,1.0,3.0,1.0,6.0,2.0,2.0,0,38.0,7.0,54.2,32.8,202.4,177.6,146.5,72.4,193.0,77.0,131.0,110.0,19.0,3.5,19.0,3.5,27.1,16.4,27.1,16.4,101.2,88.8,101.2,88.8,73.2,36.2,73.2,36.2,96.5,38.5,96.5,38.5,65.5,55.0,65.5,55.0
8,2.0,3.0,7.0,1.5,3.5,1.5,3.5,3.0,7.0,2.0,0,76.0,37.0,80.2,26.5,335.0,160.8,195.9,49.8,270.0,54.0,257.0,201.0,38.0,18.5,38.0,18.5,40.1,13.2,40.1,13.2,167.5,80.4,167.5,80.4,98.0,24.9,98.0,24.9,135.0,27.0,135.0,27.0,128.5,100.5,128.5,100.5
9,2.0,7.0,2.0,3.5,1.0,3.5,1.0,7.0,2.0,2.0,0,30.0,14.0,44.6,35.2,124.0,212.0,145.6,66.7,177.0,73.0,110.0,125.0,15.0,7.0,15.0,7.0,22.3,17.6,22.3,17.6,62.0,106.0,62.0,106.0,72.8,33.4,72.8,33.4,88.5,36.5,88.5,36.5,55.0,62.5,55.0,62.5
10,2.0,7.0,7.0,3.5,3.5,3.5,3.5,7.0,7.0,2.0,0,63.0,21.0,106.1,35.1,361.0,186.8,240.1,98.5,461.0,67.0,279.0,159.0,31.5,10.5,31.5,10.5,53.0,17.6,53.0,17.6,180.5,93.4,180.5,93.4,120.0,49.2,120.0,49.2,230.5,33.5,230.5,33.5,139.5,79.5,139.5,79.5
