team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,5,2,9,0.4,1.8,0.4,1.8,2,9,5,0,146.0,133.0,232.4,107.8,690.4,551.6,672.0,300.3,965.0,224.0,538.0,575.0,29.2,26.6,29.2,26.6,46.5,21.6,46.5,21.6,138.1,110.3,138.1,110.3,134.4,60.1,134.4,60.1,193.0,44.8,193.0,44.8,107.6,115.0,107.6,115.0
2,AVL,5,8,7,1.6,1.4,1.6,1.4,8,7,5,0,119.0,64.0,161.7,68.5,588.6,439.8,457.3,180.9,576.0,65.0,449.0,369.0,23.8,12.8,23.8,12.8,32.3,13.7,32.3,13.7,117.7,88.0,117.7,88.0,91.5,36.2,91.5,36.2,115.2,13.0,115.2,13.0,89.8,73.8,89.8,73.8
3,BRE,5,5,2,1.0,0.4,1.0,0.4,5,2,5,0,86.0,91.0,129.5,64.8,366.2,352.4,533.5,179.4,401.0,122.0,290.0,442.0,17.2,18.2,17.2,18.2,25.9,13.0,25.9,13.0,73.2,70.5,73.2,70.5,106.7,35.9,106.7,35.9,80.2,24.4,80.2,24.4,58.0,88.4,58.0,88.4
4,BHA,5,7,4,1.4,0.8,1.4,0.8,7,4,5,0,103.0,67.0,163.1,65.7,470.2,442.8,594.6,121.7,566.0,91.0,387.0,375.0,20.6,13.4,20.6,13.4,32.6,13.1,32.6,13.1,94.0,88.6,94.0,88.6,118.9,24.3,118.9,24.3,113.2,18.2,113.2,18.2,77.4,75.0,77.4,75.0
5,BUR,5,3,9,0.6,1.8,0.6,1.8,3,9,5,0,152.0,116.0,214.0,112.4,668.6,604.4,643.4,278.5,826.0,242.0,542.0,530.0,30.4,23.2,30.4,23.2,42.8,22.5,42.8,22.5,133.7,120.9,133.7,120.9,128.7,55.7,128.7,55.7,165.2,48.4,165.2,48.4,108.4,106.0,108.4,106.0
6,CHE,5,12,1,2.4,0.2,2.4,0.2,12,1,5,0,72.0,37.0,139.8,98.6,337.4,535.0,448.2,266.7,612.0,182.0,295.0,377.0,14.4,7.4,14.4,7.4,28.0,19.7,28.0,19.7,67.5,107.0,67.5,107.0,89.6,53.3,89.6,53.3,122.4,36.4,122.4,36.4,59.0,75.4,59.0,75.4
7,CRY,5,5,8,1.0,1.6,1.0,1.6,5,8,5,0,124.0,129.0,189.8,87.5,604.0,492.2,497.0,234.6,795.0,150.0,450.0,532.0,24.8,25.8,24.8,25.8,38.0,17.5,38.0,17.5,120.8,98.4,120.8,98.4,99.4,46.9,99.4,46.9,159.0,30.0,159.0,30.0,90.0,106.4,90.0,106.4
8,EVE,5,10,7,2.0,1.4,2.0,1.4,10,7,5,0,108.0,80.0,164.1,91.0,550.8,544.4,526.8,179.8,563.0,185.0,451.0,431.0,21.6,16.0,21.6,16.0,32.8,18.2,32.8,18.2,110.2,108.9,110.2,108.9,105.4,36.0,105.4,36.0,112.6,37.0,112.6,37.0,90.2,86.2,90.2,86.2
9,LEI,5,5,8,1.0,1.6,1.0,1.6,5,8,5,0,136.0,79.0,225.8,90.9,679.4,448.4,710.0,254.0,871.0,207.0,558.0,441.0,27.2,15.8,27.2,15.8,45.2,18.2,45.2,18.2,135.9,89.7,135.9,89.7,142.0,50.8,142.0,50.8,174.2,41.4,174.2,41.4,111.6,88.2,111.6,88.2
10,LEE,5,5,12,1.0,2.4,1.0,2.4,5,12,5,0,167.0,83.0,256.2,101.8,868.4,505.0,721.8,300.2,976.0,210.0,585.0,416.0,33.4,16.6,33.4,16.6,51.2,20.4,51.2,20.4,173.7,101.0,173.7,101.0,144.4,60.0,144.4,60.0,195.2,42.0,195.2,42.0,117.0,83.2,117.0,83.2
11,LIV,5,12,1,2.4,0.2,2.4,0.2,12,1,5,0,68.0,35.0,141.9,98.6,390.8,733.0,492.6,100.0,534.0,152.0,281.0,349.0,13.6,7.0,13.6,7.0,28.4,19.7,28.4,19.7,78.2,146.6,78.2,146.6,98.5,20.0,98.5,20.0,106.8,30.4,106.8,30.4,56.2,69.8,56.2,69.8
12,MCI,5,11,1,2.2,0.2,2.2,0.2,11,1,5,0,79.0,78.0,96.1,67.3,320.0,559.8,281.6,82.6,359.0,29.0,274.0,430.0,15.8,15.6,15.8,15.6,19.2,13.5,19.2,13.5,64.0,112.0,64.0,112.0,56.3,16.5,56.3,16.5,71.8,5.8,71.8,5.8,54.8,86.0,54.8,86.0
13,MUN,5,13,4,2.6,0.8,2.6,0.8,13,4,5,0,82.0,44.0,126.2,80.6,400.8,573.0,422.0,121.6,445.0,108.0,322.0,390.0,16.4,8.8,16.4,8.8,25.2,16.1,25.2,16.1,80.2,114.6,80.2,114.6,84.4,24.3,84.4,24.3,89.0,21.6,89.0,21.6,64.4,78.0,64.4,78.0
14,NEW,5,6,13,1.2,2.6,1.2,2.6,6,13,5,0,172.0,78.0,262.2,100.0,834.8,516.2,746.3,307.5,1038.0,177.0,647.0,453.0,34.4,15.6,34.4,15.6,52.4,20.0,52.4,20.0,167.0,103.2,167.0,103.2,149.3,61.5,149.3,61.5,207.6,35.4,207.6,35.4,129.4,90.6,129.4,90.6
15,NOR,5,2,14,0.4,2.8,0.4,2.8,2,14,5,0,184.0,136.0,254.8,93.3,831.8,461.8,691.0,299.8,1028.0,171.0,646.0,548.0,36.8,27.2,36.8,27.2,51.0,18.7,51.0,18.7,166.4,92.4,166.4,92.4,138.2,60.0,138.2,60.0,205.6,34.2,205.6,34.2,129.2,109.6,129.2,109.6
16,SOU,5,4,6,0.8,1.2,0.8,1.2,4,6,5,0,127.0,96.0,196.8,75.1,629.4,439.0,549.6,215.0,786.0,95.0,475.0,432.0,25.4,19.2,25.4,19.2,39.4,15.0,39.4,15.0,125.9,87.8,125.9,87.8,109.9,43.0,109.9,43.0,157.2,19.0,157.2,19.0,95.0,86.4,95.0,86.4
17,TOT,5,3,6,0.6,1.2,0.6,1.2,3,6,5,0,100.0,132.0,220.1,117.4,514.2,614.8,697.2,316.3,993.0,241.0,392.0,622.0,20.0,26.4,20.0,26.4,44.0,23.5,44.0,23.5,102.8,123.0,102.8,123.0,139.4,63.3,139.4,63.3,198.6,48.2,198.6,48.2,78.4,124.4,78.4,124.4
18,WAT,5,6,8,1.2,1.6,1.2,1.6,6,8,5,0,133.0,117.0,175.8,88.0,579.4,477.6,548.0,156.3,632.0,246.0,518.0,531.0,26.6,23.4,26.6,23.4,35.2,17.6,35.2,17.6,115.9,95.5,115.9,95.5,109.6,31.3,109.6,31.3,126.4,49.2,126.4,49.2,103.6,106.2,103.6,106.2
19,WHU,5,11,7,2.2,1.4,2.2,1.4,11,7,5,0,118.0,64.0,176.1,95.7,602.6,586.4,463.2,240.2,701.0,129.0,485.0,462.0,23.6,12.8,23.6,12.8,35.2,19.1,35.2,19.1,120.5,117.3,120.5,117.3,92.6,48.0,92.6,48.0,140.2,25.8,140.2,25.8,97.0,92.4,97.0,92.4
20,WOL,5,2,5,0.4,1.0,0.4,1.0,2,5,5,0,106.0,153.0,135.4,70.3,481.2,551.4,387.0,90.4,492.0,59.0,352.0,598.0,21.2,30.6,21.2,30.6,27.1,14.1,27.1,14.1,96.2,110.3,96.2,110.3,77.4,18.1,77.4,18.1,98.4,11.8,98.4,11.8,70.4,119.6,70.4,119.6
