team,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,22.0,27.0,22.0,1.2,1.0,1.4,0.6,7.0,3.0,5.0,0,463.0,400.0,639.8,340.2,1879.4,2032.0,2120.6,808.9,2424.0,558.0,1726.0,1943.0,21.0,18.2,19.4,15.0,29.1,15.5,26.3,12.1,85.4,92.4,81.8,71.3,96.4,36.8,86.1,35.9,110.2,25.4,96.2,13.4,78.4,88.3,71.2,70.2
2,22.0,35.0,24.0,1.6,1.1,1.2,1.6,6.0,8.0,5.0,0,494.0,319.0,765.4,366.2,2381.4,2295.2,2332.9,678.4,2972.0,688.0,1839.0,1755.0,22.4,14.5,37.8,27.4,34.8,16.6,56.9,24.3,108.2,104.3,170.2,134.4,106.0,30.8,177.4,42.8,135.1,31.3,223.6,65.8,83.6,79.8,137.0,122.4
3,22.0,24.0,29.0,1.1,1.3,0.6,0.2,3.0,1.0,5.0,0,506.0,414.0,632.5,334.3,2143.0,2280.2,1937.5,558.8,2260.0,501.0,1868.0,2002.0,23.0,18.8,18.2,19.2,28.8,15.2,31.5,14.8,97.4,103.6,81.7,93.9,88.1,25.4,107.2,31.0,102.7,22.8,126.0,23.4,84.9,91.0,74.0,95.4
4,22.0,13.0,28.0,0.6,1.3,0.8,1.6,4.0,8.0,5.0,0,582.0,564.0,980.9,400.2,2747.8,2031.6,3141.4,1040.1,3926.0,928.0,2305.0,2380.0,26.4,25.6,43.0,39.2,44.6,18.2,77.1,28.1,124.9,92.4,203.8,129.4,142.8,47.3,251.4,77.6,178.4,42.2,317.6,73.4,104.8,108.2,174.4,159.6
5,22.0,36.0,23.0,1.6,1.0,0.8,0.4,4.0,2.0,5.0,0,555.0,381.0,656.6,350.3,2335.0,2459.6,2030.6,536.4,2210.0,499.0,1956.0,2046.0,25.2,17.3,30.2,26.2,29.8,15.9,33.1,20.9,106.1,111.8,119.7,158.9,92.3,24.4,104.8,25.4,100.4,22.7,107.2,24.6,88.9,93.0,96.0,128.0
6,22.0,27.0,37.0,1.2,1.7,1.0,1.6,5.0,8.0,5.0,0,519.0,394.0,751.3,390.4,2532.8,2130.8,2229.7,1080.4,2751.0,686.0,2018.0,1975.0,23.6,17.9,17.8,12.8,34.2,17.8,32.2,12.7,115.1,96.8,94.4,66.1,101.4,49.1,105.5,33.5,125.0,31.2,122.2,27.4,91.7,89.8,77.8,67.4
7,22.0,31.0,25.0,1.4,1.1,1.0,1.0,5.0,5.0,5.0,0,475.0,260.0,723.0,322.0,2355.0,1844.4,2143.9,802.0,2732.0,566.0,1848.0,1629.0,21.6,11.8,19.0,11.2,32.9,14.6,31.1,14.3,107.0,83.8,95.1,77.1,97.4,36.4,95.6,37.4,124.2,25.7,120.2,28.2,84.0,74.0,75.6,74.2
8,22.0,17.0,31.0,0.8,1.4,0.8,1.6,4.0,8.0,5.0,0,499.0,439.0,655.8,326.6,2320.6,1972.0,1707.6,716.5,2526.0,575.0,1828.0,1954.0,22.7,20.0,17.6,20.8,29.8,14.8,24.7,17.1,105.5,89.6,78.7,96.3,77.6,32.6,68.5,41.1,114.8,26.1,100.2,33.8,83.1,88.8,64.6,89.4
9,22.0,39.0,25.0,1.8,1.1,1.6,0.8,8.0,4.0,5.0,0,499.0,324.0,701.7,387.8,2318.6,2262.6,2193.6,832.4,2514.0,786.0,1768.0,1867.0,22.7,14.7,22.8,15.8,31.9,17.6,35.6,25.2,105.4,102.8,109.4,143.4,99.7,37.8,123.9,44.2,114.3,35.7,124.0,64.4,80.4,84.9,87.2,101.2
10,22.0,36.0,38.0,1.6,1.7,1.2,1.0,6.0,5.0,5.0,0,555.0,346.0,857.1,377.8,2753.0,2311.4,2586.9,625.7,3232.0,838.0,2027.0,1719.0,25.2,15.7,20.2,12.8,39.0,17.2,27.0,13.4,125.1,105.1,87.1,79.6,117.6,28.4,93.1,21.6,146.9,38.1,89.4,33.2,92.1,78.1,72.6,64.8
11,22.0,43.0,25.0,2.0,1.1,1.2,0.8,6.0,4.0,5.0,0,519.0,323.0,646.9,363.5,2518.2,2679.0,1767.6,509.8,2192.0,442.0,1965.0,1978.0,23.6,14.7,29.0,28.6,29.4,16.5,37.4,22.5,114.5,121.8,132.1,157.3,80.4,23.2,110.9,29.4,99.6,20.1,131.0,37.4,89.3,89.9,111.6,134.2
12,22.0,39.0,13.0,1.8,0.6,3.0,0.0,15.0,0.0,5.0,0,391.0,280.0,465.0,301.1,1662.0,2267.6,1454.2,373.8,1547.0,359.0,1491.0,1694.0,17.8,12.7,21.0,16.2,21.1,13.7,22.4,18.3,75.6,103.1,76.6,152.9,66.1,17.0,69.6,17.7,70.3,16.3,80.0,12.0,67.8,77.0,72.2,109.2
13,22.0,46.0,27.0,2.1,1.2,2.6,0.6,13.0,3.0,5.0,0,436.0,296.0,607.3,339.9,2084.8,2153.6,1802.9,617.9,2189.0,630.0,1677.0,1817.0,19.8,13.4,13.0,10.0,27.6,15.4,15.4,11.6,94.8,97.9,53.0,81.0,82.0,28.1,51.1,12.8,99.5,28.6,51.0,22.6,76.2,82.6,45.8,58.6
14,22.0,22.0,36.0,1.0,1.6,0.8,2.0,4.0,10.0,5.0,0,544.0,377.0,851.2,354.5,2659.0,1941.8,2692.0,831.4,3168.0,761.0,2076.0,1882.0,24.7,17.1,26.0,20.2,38.7,16.1,36.8,16.8,120.9,88.3,129.0,95.6,122.4,37.8,112.5,35.7,144.0,34.6,126.8,36.2,94.4,85.6,95.2,92.4
15,22.0,14.0,35.0,0.6,1.6,1.2,1.2,6.0,6.0,5.0,0,590.0,567.0,858.7,392.8,2626.6,2369.8,2775.7,817.3,3187.0,735.0,2209.0,2360.0,26.8,25.8,21.2,19.0,39.0,17.8,31.4,19.2,119.4,107.7,97.0,117.9,126.2,37.2,93.0,39.2,144.9,33.4,124.2,34.8,100.4,107.3,79.6,93.6
16,22.0,27.0,34.0,1.2,1.6,0.2,3.0,1.0,15.0,5.0,0,524.0,300.0,690.8,292.0,2472.6,1736.2,1811.6,684.6,2630.0,499.0,1844.0,1574.0,23.8,13.6,27.0,17.8,31.4,13.3,32.4,10.8,112.4,78.9,137.4,65.2,82.4,31.1,69.8,28.5,119.6,22.7,115.8,14.2,83.8,71.6,96.4,67.0
17,22.0,34.0,22.0,1.6,1.0,1.0,1.4,5.0,7.0,5.0,0,417.0,315.0,744.5,354.5,1945.6,1981.0,2413.7,891.9,3091.0,668.0,1713.0,1808.0,19.0,14.3,25.8,20.4,33.8,16.1,42.1,19.4,88.4,90.0,121.6,95.6,109.7,40.5,137.2,50.3,140.5,30.4,162.0,47.8,77.9,82.2,105.2,105.4
18,22.0,18.0,52.0,0.8,2.4,1.4,2.6,7.0,13.0,5.0,0,647.0,485.0,1017.6,397.3,3226.8,2101.0,3029.7,1036.9,3934.0,832.0,2552.0,2122.0,29.4,22.0,22.2,18.4,46.2,18.1,38.3,18.9,146.7,95.5,119.6,104.2,137.7,47.1,127.8,40.9,178.8,37.8,135.2,44.6,116.0,96.4,97.4,84.8
19,22.0,34.0,28.0,1.6,1.3,2.0,1.4,10.0,7.0,5.0,0,534.0,277.0,716.8,346.6,2471.4,2271.0,2200.0,769.6,2499.0,425.0,2113.0,1815.0,24.3,12.6,31.2,8.6,32.6,15.8,33.5,14.4,112.3,103.2,141.0,104.6,100.0,35.0,94.6,22.4,113.6,19.3,98.6,17.0,96.0,82.5,122.4,68.0
20,22.0,23.0,31.0,1.0,1.4,1.0,1.4,5.0,7.0,5.0,0,492.0,392.0,664.7,344.4,2194.8,2115.8,1943.1,801.5,2511.0,534.0,1826.0,1885.0,22.4,17.8,17.4,17.8,30.2,15.6,26.0,10.9,99.8,96.2,82.4,69.1,88.3,36.4,89.3,22.7,114.1,24.3,88.6,18.4,83.0,85.7,70.2,75.2
