team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5
1,ARS,1,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1,0,15.0,2.0,33.6,12.7,61.0,90.0,101.5,29.6,174.0,6.0,59.0,62.0,15.0,2.0,15.0,2.0,33.6,12.7,33.6,12.7,61.0,90.0,61.0,90.0,101.5,29.6,101.5,29.6,174.0,6.0,174.0,6.0,59.0,62.0,59.0,62.0
2,AVL,1,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1,0,25.0,36.0,20.6,16.4,115.0,129.0,9.5,26.2,81.0,8.0,80.0,131.0,25.0,36.0,25.0,36.0,20.6,16.4,20.6,16.4,115.0,129.0,115.0,129.0,9.5,26.2,9.5,26.2,81.0,8.0,81.0,8.0,80.0,131.0,80.0,131.0
3,BOU,1,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1,0,12.0,5.0,29.5,12.3,48.8,65.6,125.6,36.2,120.0,21.0,63.0,60.0,12.0,5.0,12.0,5.0,29.5,12.3,29.5,12.3,48.8,65.6,48.8,65.6,125.6,36.2,125.6,36.2,120.0,21.0,120.0,21.0,63.0,60.0,63.0,60.0
4,BRE,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,0,25.0,13.0,31.9,20.8,119.8,110.0,110.6,53.3,89.0,44.0,100.0,89.0,25.0,13.0,25.0,13.0,31.9,20.8,31.9,20.8,119.8,110.0,119.8,110.0,110.6,53.3,110.6,53.3,89.0,44.0,89.0,44.0,100.0,89.0,100.0,89.0
5,BHA,1,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1,0,13.0,3.0,32.2,24.9,54.4,78.0,133.1,62.2,136.0,109.0,58.0,54.0,13.0,3.0,13.0,3.0,32.2,24.9,32.2,24.9,54.4,78.0,54.4,78.0,133.1,62.2,133.1,62.2,136.0,109.0,136.0,109.0,58.0,54.0,58.0,54.0
6,CHE,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0,9.0,11.0,14.7,23.2,32.0,137.8,47.1,33.6,67.0,59.0,44.0,66.0,9.0,11.0,9.0,11.0,14.7,23.2,14.7,23.2,32.0,137.8,32.0,137.8,47.1,33.6,47.1,33.6,67.0,59.0,67.0,59.0,44.0,66.0,44.0,66.0
7,CRY,1,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1,0,26.0,39.0,31.4,20.1,92.2,142.8,72.5,36.2,148.0,23.0,85.0,147.0,26.0,39.0,26.0,39.0,31.4,20.1,31.4,20.1,92.2,142.8,92.2,142.8,72.5,36.2,72.5,36.2,148.0,23.0,148.0,23.0,85.0,147.0,85.0,147.0
8,EVE,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0,26.0,42.0,36.7,26.3,98.6,116.8,90.6,105.6,177.0,40.0,69.0,175.0,26.0,42.0,26.0,42.0,36.7,26.3,36.7,26.3,98.6,116.8,98.6,116.8,90.6,105.6,90.6,105.6,177.0,40.0,177.0,40.0,69.0,175.0,69.0,175.0
9,FUL,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,0,31.0,5.0,44.3,12.3,131.8,80.4,117.2,31.3,198.0,12.0,109.0,59.0,31.0,5.0,31.0,5.0,44.3,12.3,44.3,12.3,131.8,80.4,131.8,80.4,117.2,31.3,117.2,31.3,198.0,12.0,198.0,12.0,109.0,59.0,109.0,59.0
10,LEI,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,0,25.0,9.0,27.6,8.0,131.4,62.4,82.2,17.5,62.0,0.0,109.0,65.0,25.0,9.0,25.0,9.0,27.6,8.0,27.6,8.0,131.4,62.4,131.4,62.4,82.2,17.5,82.2,17.5,62.0,0.0,62.0,0.0,109.0,65.0,109.0,65.0
11,LEE,1,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1,0,25.0,4.0,47.9,14.9,160.2,89.8,157.8,42.3,161.0,17.0,120.0,75.0,25.0,4.0,25.0,4.0,47.9,14.9,47.9,14.9,160.2,89.8,160.2,89.8,157.8,42.3,157.8,42.3,161.0,17.0,161.0,17.0,120.0,75.0,120.0,75.0
12,LIV,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,0,23.0,8.0,36.2,12.0,136.2,100.4,78.1,17.0,147.0,2.0,96.0,77.0,23.0,8.0,23.0,8.0,36.2,12.0,36.2,12.0,136.2,100.4,136.2,100.4,78.1,17.0,78.1,17.0,147.0,2.0,147.0,2.0,96.0,77.0,96.0,77.0
13,MCI,1,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1,0,12.0,6.0,14.6,10.1,44.4,65.0,31.0,33.8,75.0,2.0,42.0,53.0,12.0,6.0,12.0,6.0,14.6,10.1,14.6,10.1,44.4,65.0,44.4,65.0,31.0,33.8,31.0,33.8,75.0,2.0,75.0,2.0,42.0,53.0,42.0,53.0
14,MUN,1,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1,0,34.0,11.0,54.0,12.4,165.8,98.0,188.9,3.3,184.0,23.0,129.0,58.0,34.0,11.0,34.0,11.0,54.0,12.4,54.0,12.4,165.8,98.0,165.8,98.0,188.9,3.3,188.9,3.3,184.0,23.0,184.0,23.0,129.0,58.0,129.0,58.0
15,NEW,1,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1,0,8.0,5.0,4.0,15.0,23.0,124.4,3.7,19.7,14.0,6.0,26.0,64.0,8.0,5.0,8.0,5.0,4.0,15.0,4.0,15.0,23.0,124.4,23.0,124.4,3.7,19.7,3.7,19.7,14.0,6.0,14.0,6.0,26.0,64.0,26.0,64.0
16,NFO,1,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1,0,28.0,43.0,59.3,29.1,137.2,116.2,201.3,103.8,253.0,71.0,116.0,155.0,28.0,43.0,28.0,43.0,59.3,29.1,59.3,29.1,137.2,116.2,137.2,116.2,201.3,103.8,201.3,103.8,253.0,71.0,253.0,71.0,116.0,155.0,116.0,155.0
17,SOU,1,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1,0,24.0,33.0,45.4,34.5,159.8,168.4,155.9,54.3,138.0,122.0,112.0,123.0,24.0,33.0,24.0,33.0,45.4,34.5,45.4,34.5,159.8,168.4,159.8,168.4,155.9,54.3,155.9,54.3,138.0,122.0,138.0,122.0,112.0,123.0,112.0,123.0
18,TOT,1,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,1,0,24.0,0.0,27.0,18.6,104.4,100.6,87.3,46.6,80.0,38.0,84.0,63.0,24.0,0.0,24.0,0.0,27.0,18.6,27.0,18.6,104.4,100.6,104.4,100.6,87.3,46.6,87.3,46.6,80.0,38.0,80.0,38.0,84.0,63.0,84.0,63.0
19,WHU,1,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1,0,36.0,33.0,43.9,11.8,131.8,79.2,158.4,28.6,151.0,11.0,153.0,128.0,36.0,33.0,36.0,33.0,43.9,11.8,43.9,11.8,131.8,79.2,131.8,79.2,158.4,28.6,158.4,28.6,151.0,11.0,151.0,11.0,153.0,128.0,153.0,128.0
20,WOL,1,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1,0,27.0,11.0,35.3,15.6,104.8,122.6,113.3,17.9,134.0,14.0,92.0,77.0,27.0,11.0,27.0,11.0,35.3,15.6,35.3,15.6,104.8,122.6,104.8,122.6,113.3,17.9,113.3,17.9,134.0,14.0,134.0,14.0,92.0,77.0,92.0,77.0
