web_name,opponent_3,predicted_points_3,opponent_4,predicted_points_4,opponent_5,predicted_points_5,opponent_6,predicted_points_6,opponent_7,predicted_points_7,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,X_points
Foden,SHU,5.1,FUL,6.45,WHU,5.12,NFO,7.92,WOL,5.99,6.12,6.0,6.0,353,100.0,0.0,209244,0,0,0,0,0,3,7.5,6.5,9,Phil,False,0,0,75,209244.jpg,Foden,11.1,False,0.0,a,13,43,12,312306,234359,114649,26667,0.8,1.6,180,0,1,2,0,0,0,0,0,0,0,3,41,46.4,124.4,60.0,23.1,2,0.6,0.64,1.24,0.59,58,21,2,2,27,13,6,5,3.0,0.0,4.0,0.0,0.0,0.0,0.3,0.0,0.32,0.62,0.3,0.0,21,13,33,13,39,14,34,12,1.0,1.0,15.0,0,1,90.0,0.0,0.0,2.0,2.0,1.0,2.0,180.0,90.0,0.0,0.0,2.0,1.0,11.55,20.5,23.2,62.2,30.0,6.0,11.55,20.5,23.2,62.2,30.0,2,20,0,0.5,2.5,0.5,2.5,31.5,53.8,192.0,176.6,169.5,110.0,29.5,21.4,138.6,33.6,41.0,122.5,31.5,53.8,192.0,176.6,169.5,110.0,29.5,21.4,138.6,33.6,41.0,122.5,5.99
Haaland,SHU,5.6,FUL,6.81,WHU,6.21,NFO,5.84,WOL,5.29,5.95,7.5,7.5,355,100.0,0.0,223094,0,0,0,0,1,4,9.0,8.0,2,Erling,False,0,0,140,223094.jpg,Haaland,91.1,False,0.0,a,13,43,15,212763,50990,44280,15451,0.5,1.1,169,2,0,2,0,0,0,0,0,0,0,3,57,70.8,35.5,96.0,20.2,2,1.03,0.07,1.1,0.52,13,3,64,5,6,3,12,4,0.0,0.0,0.0,0.0,1.0,0.0,0.55,0.0,0.04,0.59,0.28,0.0,1,1,13,4,13,4,1,1,1.07,1.07,15.0,0,1,90.0,0.0,0.0,2.0,2.0,1.0,2.0,169.0,84.0,0.0,0.0,2.0,1.0,10.1,28.5,35.4,17.75,48.0,7.5,10.1,28.5,35.4,17.75,48.0,2,20,0,0.5,2.5,0.5,2.5,31.5,53.8,192.0,176.6,169.5,110.0,29.5,21.4,138.6,33.6,41.0,122.5,31.5,53.8,192.0,176.6,169.5,110.0,29.5,21.4,138.6,33.6,41.0,122.5,5.29
Rashford,NFO,6.86,ARS,5.18,BHA,5.79,BUR,5.76,CRY,5.7,5.86,2.5,2.5,396,100.0,0.0,176297,0,0,0,0,0,3,3.0,3.0,2,Marcus,False,0,0,90,176297.jpg,Rashford,44.6,False,0.0,a,14,1,5,208473,43504,509047,327882,0.3,0.6,171,0,0,1,2,0,0,0,0,0,0,0,1,13.4,34.3,74.0,12.2,2,0.66,0.07,0.73,3.55,208,85,67,47,14,8,45,28,0.0,0.0,2.0,0.0,3.0,0.0,0.35,0.0,0.04,0.39,1.87,1.05,6,4,127,54,131,57,4,2,1.05,0.53,18.0,0,1,84.0,0.0,0.0,2.0,2.0,1.0,2.0,171.0,86.0,0.0,0.0,2.0,1.0,6.1,0.5,6.7,17.15,37.0,2.5,6.1,0.5,6.7,17.15,37.0,2,8,1,0.5,0.5,0.5,0.5,19.0,17.9,50.1,68.4,61.5,56.5,21.5,6.6,54.5,12.0,0.0,89.0,19.0,17.9,50.1,68.4,61.5,56.5,21.5,6.6,54.5,12.0,0.0,89.0,5.7
Ederson M.,SHU,5.45,FUL,6.5,WHU,5.09,NFO,5.71,WOL,6.42,5.83,6.0,6.0,352,100.0,0.0,121160,0,0,0,0,0,1,7.5,6.5,6,Ederson,False,0,0,55,121160.jpg,Santana de Moraes,17.7,False,0.0,a,13,43,12,217488,128610,83850,27374,1.1,2.2,180,0,0,2,0,0,0,0,0,0,2,0,52,31.2,10.0,0.0,4.1,2,0.0,0.02,0.02,0.59,115,17,187,2,639,79,194,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.01,0.3,0.0,94,3,29,5,35,5,22,4,1.0,1.0,15.0,1,0,90.0,0.0,0.0,2.0,2.0,1.0,2.0,180.0,90.0,0.0,0.0,2.0,1.0,2.05,26.0,15.6,5.0,0.0,6.0,2.05,26.0,15.6,5.0,0.0,2,20,0,0.5,2.5,0.5,2.5,31.5,53.8,192.0,176.6,169.5,110.0,29.5,21.4,138.6,33.6,41.0,122.5,31.5,53.8,192.0,176.6,169.5,110.0,29.5,21.4,138.6,33.6,41.0,122.5,6.42
Rodrigo,SHU,5.61,FUL,6.71,WHU,5.92,NFO,5.64,WOL,5.16,5.81,8.0,8.0,365,100.0,0.0,220566,0,0,1,-1,1,3,9.5,8.5,3,Rodrigo,True,0,0,56,220566.jpg,Hernandez,10.0,False,0.0,a,13,43,16,551876,129232,79242,52201,1.4,2.9,180,1,1,2,0,0,0,0,0,0,0,2,61,90.6,27.2,66.0,18.4,2,0.5,0.24,0.74,0.59,6,4,85,57,20,11,17,11,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.12,0.37,0.3,0.0,83,51,8,5,8,5,38,13,1.0,1.0,15.0,0,1,90.0,0.0,0.0,2.0,2.0,1.0,2.0,180.0,90.0,0.0,0.0,2.0,1.0,9.2,30.5,45.3,13.6,33.0,8.0,9.2,30.5,45.3,13.6,33.0,2,20,0,0.5,2.5,0.5,2.5,31.5,53.8,192.0,176.6,169.5,110.0,29.5,21.4,138.6,33.6,41.0,122.5,31.5,53.8,192.0,176.6,169.5,110.0,29.5,21.4,138.6,33.6,41.0,122.5,5.16
Aké,SHU,5.69,FUL,5.93,WHU,5.21,NFO,5.09,WOL,6.5,5.68,7.0,3.5,342,100.0,100.0,126184,1,-1,1,-1,0,2,5.0,4.0,0,Nathan,False,0,2023-08-06T23:30:05.855914Z,51,126184.jpg,Aké,7.0,False,0.0,a,13,43,7,278881,48946,100223,71536,0.7,1.4,78,0,0,1,0,0,0,0,0,0,0,1,32,14.2,1.9,10.0,2.6,1,0.31,0.01,0.32,0.23,204,82,235,79,148,33,233,80,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.01,0.37,0.27,0.0,155,14,77,27,16,3,54,18,1.15,1.15,15.0,1,0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,78.0,78.0,0.0,1.0,1.0,0.5,2.6,32.0,14.2,1.9,10.0,7.0,2.6,32.0,14.2,1.9,10.0,2,20,0,0.5,2.5,0.5,2.5,31.5,53.8,192.0,176.6,169.5,110.0,29.5,21.4,138.6,33.6,41.0,122.5,31.5,53.8,192.0,176.6,169.5,110.0,29.5,21.4,138.6,33.6,41.0,122.5,6.5
Diaby,BUR,5.94,LIV,5.22,CRY,5.54,CHE,5.87,BHA,5.55,5.62,5.0,5.0,599,100.0,0.0,243557,1,-1,1,-1,0,3,5.5,5.0,3,Moussa,False,0,0,66,243557.jpg,Diaby,9.0,False,0.0,a,2,7,10,272772,49334,74120,46900,0.8,1.5,149,1,0,1,4,0,0,0,0,0,0,0,34,51.0,48.9,77.0,17.7,2,0.7,0.29,0.99,3.44,47,15,33,23,13,7,19,13,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.18,0.6,2.08,2.42,41,26,45,18,51,19,45,14,1.21,0.6,9.0,0,1,63.0,0.0,0.0,2.0,2.0,1.0,2.0,149.0,74.0,0.0,0.0,2.0,1.0,8.85,17.0,25.5,24.45,38.5,5.0,8.85,17.0,25.5,24.45,38.5,3,5,1,4.0,1.0,4.0,1.0,17.5,22.6,70.7,78.3,76.0,67.5,2.5,12.2,52.7,41.0,29.0,73.5,17.5,22.6,70.7,78.3,76.0,67.5,2.5,12.2,52.7,41.0,29.0,73.5,5.55
March,WHU,6.83,NEW,5.71,MUN,4.62,BOU,5.38,AVL,5.39,5.59,12.0,12.0,140,100.0,0.0,109345,1,-1,1,-1,1,3,12.0,12.0,15,Solly,True,0,0,66,109345.jpg,March,8.5,False,0.0,a,5,36,24,475218,367825,33969,16590,1.8,3.6,163,3,0,1,1,0,0,0,0,0,0,4,73,135.0,40.3,102.0,27.8,2,1.42,0.16,1.58,2.47,1,1,51,38,5,3,1,1,2.0,0.0,2.0,0.0,0.0,0.0,0.78,0.0,0.09,0.87,1.36,0.55,40,25,1,1,1,1,46,15,1.1,0.55,20.0,0,1,90.0,0.0,0.0,2.0,2.0,1.0,2.0,163.0,82.0,0.0,0.0,2.0,1.0,13.9,36.5,67.5,20.15,51.0,12.0,13.9,36.5,67.5,20.15,51.0,3,2,0,2.5,2.5,2.5,2.5,31.0,36.4,142.0,91.4,131.5,128.0,6.0,16.4,90.0,57.2,16.0,75.0,31.0,36.4,142.0,91.4,131.5,128.0,6.0,16.4,90.0,57.2,16.0,75.0,5.39
Akanji,SHU,5.16,FUL,6.48,WHU,4.99,NFO,5.49,WOL,5.47,5.52,6.5,6.5,341,100.0,0.0,211975,1,-1,1,-1,0,2,8.0,7.0,7,Manuel,False,0,0,51,211975.jpg,Akanji,9.0,False,0.0,a,13,43,13,377452,258177,47591,19026,1.3,2.5,180,0,0,2,0,0,0,0,0,0,0,1,51,38.4,17.3,1.0,5.6,2,0.03,0.03,0.06,0.59,85,28,128,33,246,83,147,41,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.04,0.3,0.0,156,15,19,5,22,7,44,14,1.0,1.0,15.0,1,0,90.0,0.0,0.0,2.0,2.0,1.0,2.0,180.0,90.0,0.0,0.0,2.0,1.0,2.8,25.5,19.2,8.65,0.5,6.5,2.8,25.5,19.2,8.65,0.5,2,20,0,0.5,2.5,0.5,2.5,31.5,53.8,192.0,176.6,169.5,110.0,29.5,21.4,138.6,33.6,41.0,122.5,31.5,53.8,192.0,176.6,169.5,110.0,29.5,21.4,138.6,33.6,41.0,122.5,5.47
Krul,CHE,4.65,WHU,4.62,FUL,5.41,WOL,6.22,EVE,6.26,5.43,0.0,0.0,665,100.0,0.0,20480,0,0,0,0,0,1,1.9,0.0,0,Tim,False,0,0,45,20480.jpg,Krul,0.0,False,0.0,a,12,102,0,391,251,71,60,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,439,69,425,53,375,51,448,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318,12,446,69,446,69,614,73,0.0,0.0,0.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9,0,0.0,2.5,0.0,2.5,36.5,41.8,162.6,111.0,146.0,127.5,37.5,18.4,143.7,34.4,6.5,150.5,36.5,41.8,162.6,111.0,146.0,127.5,37.5,18.4,143.7,34.4,6.5,150.5,6.26
