id,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
1,0,0,100.0,0.0,0,69140,0,0,-3,3,0.0,0,2,1.0,0.5,0,Shkodran,0.0,0,0,0.0,False,0.0,0,0,0,52,0,0,0,69140.jpg,0.0,0,0,Mustafi,0.3,False,0.0,a,1,3,0.0,0,6999,258,29996,653,0.0,0.0,Mustafi,0,9,1,0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,1.0,0.9,2.3,0.4,2.4,31.8,50.8,166.5,141.2,201.2,127.3,23.6,18.6,100.9,48.2,37.1,106.6,31.4,49.4,174.7,121.0,199.8,119.0,28.0,16.9,104.1,45.5,19.8,115.0
2,0,7,100.0,100.0,0,98745,0,0,-1,1,14.9,0,2,1.0,0.5,0,Héctor,0.0,2,0,2.9,False,8.6,90,0,2019-06-25T11:30:06.897107Z,54,0,0,0,98745.jpg,0.0,0,0,Bellerín,0.4,False,0.0,a,1,3,5.0,0,30081,4497,19692,2041,0.0,0.0,Bellerín,1,9,1,0,90.0,5.0,6.0,1.0,1.0,0.14,1.0,90.0,90.0,0.0,4.0,1.0,0.2,2.9,7.0,8.6,14.9,5.0,0.0,2.9,7.0,8.6,14.9,5.0,2.0,14.0,1.0,0.9,2.3,0.4,2.4,31.8,50.8,166.5,141.2,201.2,127.3,23.6,18.6,100.9,48.2,37.1,106.6,31.4,49.4,174.7,121.0,199.8,119.0,28.0,16.9,104.1,45.5,19.8,115.0
3,1,133,75.0,100.0,1,111457,-1,1,-2,2,111.5,0,2,2.0,1.5,1,Sead,1.0,10,0,27.8,False,122.8,667,Hamstring injury - 75% chance of playing,2019-11-21T14:30:19.207005Z,53,0,0,0,111457.jpg,1.9,0,0,Kolasinac,0.8,False,0.0,d,1,3,45.0,19,43476,1086,96199,3262,0.2,3.5,Kolasinac,2,9,1,0,90.0,2.0,3.0,10.0,7.0,0.7,5.0,288.0,58.0,1.0,1.0,3.0,0.75,2.78,13.3,12.28,11.15,4.5,2.2,2.04,13.0,8.72,7.48,4.4,2.0,14.0,1.0,0.9,2.3,0.4,2.4,31.8,50.8,166.5,141.2,201.2,127.3,23.6,18.6,100.9,48.2,37.1,106.6,31.4,49.4,174.7,121.0,199.8,119.0,28.0,16.9,104.1,45.5,19.8,115.0
4,3,92,100.0,100.0,1,154043,-1,1,-3,3,108.2,1,2,1.0,0.5,0,Ainsley,0.0,10,0,27.1,False,136.4,490,0,2019-09-22T18:00:10.824841Z,47,0,0,0,154043.jpg,2.8,1,0,Maitland-Niles,3.2,False,0.0,a,1,3,31.0,17,543668,686,522772,16056,0.0,3.6,Maitland-Niles,0,9,1,0,0.0,0.0,7.0,6.0,5.0,0.42,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.52,15.33,22.73,18.03,5.17,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,1.0,0.9,2.3,0.4,2.4,31.8,50.8,166.5,141.2,201.2,127.3,23.6,18.6,100.9,48.2,37.1,106.6,31.4,49.4,174.7,121.0,199.8,119.0,28.0,16.9,104.1,45.5,19.8,115.0
5,2,177,100.0,0.0,2,39476,0,0,0,0,25.5,0,2,3.5,3.0,0,Sokratis,2.5,15,1,32.0,False,259.6,990,0,0,50,0,0,0,39476.jpg,2.8,0,0,Papastathopoulos,1.9,False,0.0,a,1,3,35.0,31,102038,3538,107656,7412,0.5,6.2,Sokratis,2,9,1,0,0.0,0.0,1.0,11.0,11.0,0.92,4.0,360.0,90.0,0.0,1.0,4.0,0.8,2.91,16.09,23.6,2.32,3.18,4.0,3.85,18.75,31.75,0.55,6.25,2.0,14.0,1.0,0.9,2.3,0.4,2.4,31.8,50.8,166.5,141.2,201.2,127.3,23.6,18.6,100.9,48.2,37.1,106.6,31.4,49.4,174.7,121.0,199.8,119.0,28.0,16.9,104.1,45.5,19.8,115.0
6,1,54,0.0,0.0,1,38411,0,0,0,0,40.8,0,2,0.0,0.0,0,Nacho,0.0,4,0,10.0,False,47.2,270,Joined Real Sociedad on a permanent deal on 31/8,2019-08-31T11:30:14.661839Z,50,0,0,0,38411.jpg,3.3,0,0,Monreal,0.3,False,0.0,u,1,3,12.0,10,27985,18,86704,407,0.0,2.0,Monreal,0,9,1,0,0.0,9.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.33,18.0,15.73,13.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,1.0,0.9,2.3,0.4,2.4,31.8,50.8,166.5,141.2,201.2,127.3,23.6,18.6,100.9,48.2,37.1,106.6,31.4,49.4,174.7,121.0,199.8,119.0,28.0,16.9,104.1,45.5,19.8,115.0
7,0,0,0.0,0.0,0,51507,0,0,0,0,0.0,0,2,0.0,0.0,0,Laurent,0.0,0,0,0.0,False,0.0,0,Joined Bordeaux on a permanent deal on 6/8.,2019-08-08T11:00:09.045030Z,50,0,0,0,51507.jpg,0.0,0,0,Koscielny,0.1,False,0.0,u,1,3,0.0,0,417,22,12232,69,0.0,0.0,Koscielny,0,9,1,0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,1.0,0.9,2.3,0.4,2.4,31.8,50.8,166.5,141.2,201.2,127.3,23.6,18.6,100.9,48.2,37.1,106.6,31.4,49.4,174.7,121.0,199.8,119.0,28.0,16.9,104.1,45.5,19.8,115.0
8,0,0,100.0,100.0,0,233963,0,0,-1,1,0.0,0,2,1.0,0.5,0,Konstantinos,0.0,0,0,0.0,False,0.0,0,0,2019-08-09T09:30:11.868345Z,44,0,0,0,233963.jpg,0.0,0,0,Mavropanos,0.0,False,0.0,a,1,3,0.0,0,577,57,3820,102,0.0,0.0,Mavropanos,0,9,1,0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,1.0,0.9,2.3,0.4,2.4,31.8,50.8,166.5,141.2,201.2,127.3,23.6,18.6,100.9,48.2,37.1,106.6,31.4,49.4,174.7,121.0,199.8,119.0,28.0,16.9,104.1,45.5,19.8,115.0
9,0,0,0.0,0.0,0,80254,0,0,0,0,0.0,0,2,0.0,0.0,0,Carl,0.0,0,0,0.0,False,0.0,0,Joined Nottingham Forest on a permanent deal on 7/8.,2019-08-07T17:00:10.875251Z,45,0,0,0,80254.jpg,0.0,0,0,Jenkinson,0.0,False,0.0,u,1,3,0.0,0,258,15,2349,32,0.0,0.0,Jenkinson,0,9,1,0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,1.0,0.9,2.3,0.4,2.4,31.8,50.8,166.5,141.2,201.2,127.3,23.6,18.6,100.9,48.2,37.1,106.6,31.4,49.4,174.7,121.0,199.8,119.0,28.0,16.9,104.1,45.5,19.8,115.0
10,0,9,75.0,100.0,0,156074,0,0,0,0,0.4,0,2,1.2,0.7,1,Rob,0.2,2,0,1.1,False,8.4,76,Knock - 75% chance of playing,2019-11-22T10:00:21.031396Z,45,0,0,0,156074.jpg,1.0,0,0,Holding,0.1,False,0.0,d,1,3,2.0,1,9715,690,8907,575,0.0,0.2,Holding,0,9,1,0,76.0,3.0,8.0,1.0,1.0,0.11,1.0,76.0,76.0,0.0,4.0,1.0,0.2,1.1,9.0,8.4,0.4,2.0,1.0,1.1,9.0,8.4,0.4,2.0,2.0,14.0,1.0,0.9,2.3,0.4,2.4,31.8,50.8,166.5,141.2,201.2,127.3,23.6,18.6,100.9,48.2,37.1,106.6,31.4,49.4,174.7,121.0,199.8,119.0,28.0,16.9,104.1,45.5,19.8,115.0
