web_name,opponent,element_type,defender,attacker,points_per_game,ict_index_pg,influence_pg,creativity_pg,threat_pg,bps_pg,form,ep_next,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_atk,opp_ict_index_conceded_pg_def,opp_ict_index_conceded_pg_atk_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_atk,opp_influence_conceded_pg_def,opp_influence_conceded_pg_atk_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_atk,opp_creativity_conceded_pg_def,opp_creativity_conceded_pg_atk_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_atk,opp_threat_conceded_pg_def,opp_threat_conceded_pg_atk_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_atk,opp_bps_conceded_pg_def,opp_bps_conceded_pg_atk_last5,opp_bps_conceded_pg_def_last5
Mitrović,6,4,0,1,5.4,10.58,30.77,12.54,62.86,18.64,7.5,14.5,5.33,11.6,13.0,21.0,18.83,78.33,3,1,1.1,1.0,0.8,1.4,19.1,15.3,21.2,24.4,28.0,14.2,32.6,16.8,89.2,86.3,89.9,101.4,83.3,30.6,108.9,30.7,107.9,24.4,129.4,35.2,65.8,74.2,70.6,96.6
Sterling,9,3,0,1,4.3,6.76,17.29,22.45,27.93,10.07,7.5,15.0,4.25,6.0,11.25,18.5,24.0,17.5,2,0,1.6,1.5,1.4,1.0,25.4,12.7,24.0,13.6,38.2,14.9,32.3,15.6,123.8,85.6,111.1,101.2,102.2,33.3,92.5,31.7,156.6,30.7,120.0,24.2,92.8,73.1,89.6,78.0
Andreas,6,3,0,1,4.1,6.64,15.52,36.44,14.53,12.35,4.0,7.5,3.8,7.0,10.6,15.2,41.32,14.0,3,1,1.1,1.0,0.8,1.4,19.1,15.3,21.2,24.4,28.0,14.2,32.6,16.8,89.2,86.3,89.9,101.4,83.3,30.6,108.9,30.7,107.9,24.4,129.4,35.2,65.8,74.2,70.6,96.6
Havertz,13,4,0,1,3.4,5.44,15.09,10.02,29.2,9.67,7.0,14.0,5.2,7.06,16.6,22.0,13.92,34.8,5,1,2.4,0.9,1.6,1.0,17.1,7.5,18.8,12.0,19.6,11.6,22.9,15.7,73.2,89.3,80.8,123.4,53.7,14.5,61.0,13.2,69.6,12.1,86.6,20.6,61.2,61.2,63.2,75.2
Willian,6,3,0,1,3.6,5.96,13.38,25.3,21.0,13.6,4.0,7.5,3.0,5.86,10.8,8.4,25.14,25.2,3,1,1.1,1.0,0.8,1.4,19.1,15.3,21.2,24.4,28.0,14.2,32.6,16.8,89.2,86.3,89.9,101.4,83.3,30.6,108.9,30.7,107.9,24.4,129.4,35.2,65.8,74.2,70.6,96.6
De Cordova-Reid,6,3,0,1,3.5,5.35,17.51,12.64,23.31,12.56,5.5,10.5,3.5,6.12,12.0,17.0,16.97,27.0,3,1,1.1,1.0,0.8,1.4,19.1,15.3,21.2,24.4,28.0,14.2,32.6,16.8,89.2,86.3,89.9,101.4,83.3,30.6,108.9,30.7,107.9,24.4,129.4,35.2,65.8,74.2,70.6,96.6
Mount,9,3,0,1,4.1,6.04,18.29,21.24,20.69,14.19,6.0,12.0,3.6,4.76,12.6,15.8,15.74,16.2,2,0,1.6,1.5,1.4,1.0,25.4,12.7,24.0,13.6,38.2,14.9,32.3,15.6,123.8,85.6,111.1,101.2,102.2,33.3,92.5,31.7,156.6,30.7,120.0,24.2,92.8,73.1,89.6,78.0
Ream,6,2,1,0,2.8,2.52,20.02,1.1,4.0,17.59,8.0,15.5,4.8,3.78,21.2,24.44,0.84,12.4,3,1,1.1,1.0,0.8,1.4,19.1,15.3,21.2,24.4,28.0,14.2,32.6,16.8,89.2,86.3,89.9,101.4,83.3,30.6,108.9,30.7,107.9,24.4,129.4,35.2,65.8,74.2,70.6,96.6
Tete,6,2,1,0,2.8,4.2,23.96,12.93,5.0,14.64,5.5,10.5,3.0,4.68,15.0,18.75,19.75,8.0,3,1,1.1,1.0,0.8,1.4,19.1,15.3,21.2,24.4,28.0,14.2,32.6,16.8,89.2,86.3,89.9,101.4,83.3,30.6,108.9,30.7,107.9,24.4,129.4,35.2,65.8,74.2,70.6,96.6
Palhinha,10,3,0,1,3.2,3.72,20.42,2.09,14.62,13.25,6.5,12.5,4.0,4.28,14.8,23.52,2.06,17.0,3,0,1.4,1.7,1.0,1.2,26.1,14.2,23.2,22.6,36.3,14.8,36.9,18.9,117.2,84.5,94.4,97.3,107.7,39.1,122.4,67.7,137.9,23.8,152.6,23.4,95.9,81.0,87.0,103.2
Arrizabalaga,13,1,1,0,5.1,2.92,29.12,0.01,0.0,22.5,6.0,12.0,4.0,2.4,18.33,23.87,0.0,0.0,5,1,2.4,0.9,1.6,1.0,17.1,7.5,18.8,12.0,19.6,11.6,22.9,15.7,73.2,89.3,80.8,123.4,53.7,14.5,61.0,13.2,69.6,12.1,86.6,20.6,61.2,61.2,63.2,75.2
Robinson,6,2,1,0,2.2,2.74,14.81,10.69,1.8,14.13,4.0,7.5,3.0,2.38,15.2,11.0,10.22,2.4,3,1,1.1,1.0,0.8,1.4,19.1,15.3,21.2,24.4,28.0,14.2,32.6,16.8,89.2,86.3,89.9,101.4,83.3,30.6,108.9,30.7,107.9,24.4,129.4,35.2,65.8,74.2,70.6,96.6
Zakaria,13,3,0,1,3.0,1.9,4.8,2.1,12.0,8.5,3.0,6.0,3.0,1.9,8.5,4.8,2.1,12.0,5,1,2.4,0.9,1.6,1.0,17.1,7.5,18.8,12.0,19.6,11.6,22.9,15.7,73.2,89.3,80.8,123.4,53.7,14.5,61.0,13.2,69.6,12.1,86.6,20.6,61.2,61.2,63.2,75.2
Diop,10,2,1,0,3.4,2.75,18.24,1.88,7.4,17.4,4.0,7.5,3.4,2.98,21.0,19.12,2.58,8.2,3,0,1.4,1.7,1.0,1.2,26.1,14.2,23.2,22.6,36.3,14.8,36.9,18.9,117.2,84.5,94.4,97.3,107.7,39.1,122.4,67.7,137.9,23.8,152.6,23.4,95.9,81.0,87.0,103.2
Thiago Silva,9,2,1,0,3.3,3.49,26.7,3.64,4.57,20.36,4.0,8.0,2.4,2.94,17.4,25.72,1.3,2.4,2,0,1.6,1.5,1.4,1.0,25.4,12.7,24.0,13.6,38.2,14.9,32.3,15.6,123.8,85.6,111.1,101.2,102.2,33.3,92.5,31.7,156.6,30.7,120.0,24.2,92.8,73.1,89.6,78.0
Leno,6,1,1,0,3.7,3.23,31.6,0.67,0.0,21.33,4.0,7.5,5.0,2.66,24.6,26.56,0.0,0.0,3,1,1.1,1.0,0.8,1.4,19.1,15.3,21.2,24.4,28.0,14.2,32.6,16.8,89.2,86.3,89.9,101.4,83.3,30.6,108.9,30.7,107.9,24.4,129.4,35.2,65.8,74.2,70.6,96.6
Cucurella,13,2,1,0,2.6,2.95,14.13,11.21,4.13,14.27,4.0,8.0,2.4,2.1,13.0,11.52,5.46,4.0,5,1,2.4,0.9,1.6,1.0,17.1,7.5,18.8,12.0,19.6,11.6,22.9,15.7,73.2,89.3,80.8,123.4,53.7,14.5,61.0,13.2,69.6,12.1,86.6,20.6,61.2,61.2,63.2,75.2
Koulibaly,13,2,1,0,3.4,3.37,19.6,5.65,8.36,17.64,4.0,8.0,3.0,2.47,14.0,12.93,8.3,3.33,5,1,2.4,0.9,1.6,1.0,17.1,7.5,18.8,12.0,19.6,11.6,22.9,15.7,73.2,89.3,80.8,123.4,53.7,14.5,61.0,13.2,69.6,12.1,86.6,20.6,61.2,61.2,63.2,75.2
Reed,6,3,0,1,3.1,3.95,14.3,16.4,8.69,12.12,2.5,4.5,2.25,3.03,9.0,8.15,14.32,7.5,3,1,1.1,1.0,0.8,1.4,19.1,15.3,21.2,24.4,28.0,14.2,32.6,16.8,89.2,86.3,89.9,101.4,83.3,30.6,108.9,30.7,107.9,24.4,129.4,35.2,65.8,74.2,70.6,96.6
Pulisic,9,3,0,1,1.9,2.57,6.61,9.27,10.07,5.53,2.5,5.0,1.8,2.38,5.0,4.0,10.3,10.4,2,0,1.6,1.5,1.4,1.0,25.4,12.7,24.0,13.6,38.2,14.9,32.3,15.6,123.8,85.6,111.1,101.2,102.2,33.3,92.5,31.7,156.6,30.7,120.0,24.2,92.8,73.1,89.6,78.0
Jorginho,9,3,0,1,2.9,2.61,13.65,7.6,4.73,12.8,2.5,5.0,2.0,1.93,13.0,8.65,8.02,2.5,2,0,1.6,1.5,1.4,1.0,25.4,12.7,24.0,13.6,38.2,14.9,32.3,15.6,123.8,85.6,111.1,101.2,102.2,33.3,92.5,31.7,156.6,30.7,120.0,24.2,92.8,73.1,89.6,78.0
Kebano,10,3,0,1,2.9,3.05,8.75,12.69,8.83,8.33,0.0,0.0,3.0,2.6,8.0,5.4,12.1,8.0,3,0,1.4,1.7,1.0,1.2,26.1,14.2,23.2,22.6,36.3,14.8,36.9,18.9,117.2,84.5,94.4,97.3,107.7,39.1,122.4,67.7,137.9,23.8,152.6,23.4,95.9,81.0,87.0,103.2
Stansfield,10,4,0,1,2.3,2.23,2.8,4.27,15.33,7.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1.4,1.7,1.0,1.2,26.1,14.2,23.2,22.6,36.3,14.8,36.9,18.9,117.2,84.5,94.4,97.3,107.7,39.1,122.4,67.7,137.9,23.8,152.6,23.4,95.9,81.0,87.0,103.2
Tosin,6,2,1,0,2.0,2.44,18.95,1.84,3.55,13.27,0.5,0.5,1.0,0.0,3.0,0.0,0.0,0.0,3,1,1.1,1.0,0.8,1.4,19.1,15.3,21.2,24.4,28.0,14.2,32.6,16.8,89.2,86.3,89.9,101.4,83.3,30.6,108.9,30.7,107.9,24.4,129.4,35.2,65.8,74.2,70.6,96.6
Rodák,6,1,1,0,3.5,0.95,9.5,0.0,0.0,16.5,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1.1,1.0,0.8,1.4,19.1,15.3,21.2,24.4,28.0,14.2,32.6,16.8,89.2,86.3,89.9,101.4,83.3,30.6,108.9,30.7,107.9,24.4,129.4,35.2,65.8,74.2,70.6,96.6
Emerson,11,2,1,0,0.9,1.7,2.55,4.3,10.12,3.62,0.5,0.5,1.0,7.3,10.0,7.8,16.6,49.0,2,0,1.3,1.6,2.0,2.2,25.9,14.4,30.0,14.4,35.7,14.4,47.1,20.1,125.4,84.0,156.4,96.0,99.1,34.3,123.6,65.2,132.9,25.6,190.8,40.0,92.5,73.7,105.2,87.8
Wilson,10,3,0,1,1.6,1.32,1.08,4.28,8.12,4.25,0.5,0.5,2.0,1.52,5.25,1.5,7.0,7.25,3,0,1.4,1.7,1.0,1.2,26.1,14.2,23.2,22.6,36.3,14.8,36.9,18.9,117.2,84.5,94.4,97.3,107.7,39.1,122.4,67.7,137.9,23.8,152.6,23.4,95.9,81.0,87.0,103.2
Ogbonna,11,2,1,0,1.0,1.67,5.67,6.97,4.0,8.33,0.5,0.5,1.0,3.3,15.0,11.6,10.9,10.0,2,0,1.3,1.6,2.0,2.2,25.9,14.4,30.0,14.4,35.7,14.4,47.1,20.1,125.4,84.0,156.4,96.0,99.1,34.3,123.6,65.2,132.9,25.6,190.8,40.0,92.5,73.7,105.2,87.8
James,10,3,0,1,1.6,2.25,5.54,5.31,11.86,5.86,1.0,1.5,2.25,2.95,7.25,10.2,3.1,16.25,3,0,1.4,1.7,1.0,1.2,26.1,14.2,23.2,22.6,36.3,14.8,36.9,18.9,117.2,84.5,94.4,97.3,107.7,39.1,122.4,67.7,137.9,23.8,152.6,23.4,95.9,81.0,87.0,103.2
Mendy,13,1,1,0,2.6,2.24,22.27,0.0,0.0,14.11,0.0,0.0,2.0,1.93,11.67,19.33,0.0,0.0,5,1,2.4,0.9,1.6,1.0,17.1,7.5,18.8,12.0,19.6,11.6,22.9,15.7,73.2,89.3,80.8,123.4,53.7,14.5,61.0,13.2,69.6,12.1,86.6,20.6,61.2,61.2,63.2,75.2
