id,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
1,0,0,100.0,0.0,0,69140,0,0,-2,2,0.0,0,2,1.0,0.5,0.0,Shkodran,0.0,0,0,0.0,False,0.0,0,0,0,53,0,0,0,69140.jpg,0.0,0,0,Mustafi,0.4,False,0.0,a,1,3,0.0,0,4330,1,22439,3,0.0,0.0,Mustafi,0,17,1,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0,1.2,1.5,1.2,1.5,25.5,39.4,115.8,116.3,164.0,96.2,17.0,16.8,96.2,46.3,25.0,96.5,25.5,39.4,115.8,116.3,164.0,96.2,17.0,16.8,96.2,46.3,25.0,96.5
2,0,0,0.0,0.0,0,98745,0,0,-1,1,0.0,0,2,0.0,0.0,0.0,Héctor,0.0,0,0,0.0,False,0.0,0,Lack of match fitness - Unknown return date,2019-06-25T11:30:06.897107Z,54,0,0,0,98745.jpg,0.0,0,0,Bellerín,0.1,False,0.0,i,1,3,0.0,0,979,2,4756,2,0.0,0.0,Bellerín,0,17,1,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0,1.2,1.5,1.2,1.5,25.5,39.4,115.8,116.3,164.0,96.2,17.0,16.8,96.2,46.3,25.0,96.5,25.5,39.4,115.8,116.3,164.0,96.2,17.0,16.8,96.2,46.3,25.0,96.5
3,0,17,100.0,100.0,0,111457,0,0,-1,1,34.4,0,2,1.5,1.0,1.0,Sead,0.5,2,0,6.7,False,19.2,109,0,2019-08-09T17:00:13.224645Z,54,0,0,0,111457.jpg,1.0,0,0,Kolasinac,0.9,False,0.0,a,1,3,13.0,2,14247,16,56934,5,0.1,0.4,Kolasinac,0,17,1,0,90.0,1.0,2.0,2.0,1.0,0.33,2.0,109.0,54.0,1.0,2.0,1.0,0.33,3.35,8.5,9.6,17.2,6.5,1.0,3.35,8.5,9.6,17.2,6.5,2,5,0,1.2,1.5,1.2,1.5,25.5,39.4,115.8,116.3,164.0,96.2,17.0,16.8,96.2,46.3,25.0,96.5,25.5,39.4,115.8,116.3,164.0,96.2,17.0,16.8,96.2,46.3,25.0,96.5
4,3,81,100.0,0.0,1,154043,0,0,1,-1,83.4,1,2,2.0,1.5,1.0,Ainsley,1.0,6,0,20.9,False,106.6,360,0,0,51,0,0,0,154043.jpg,4.0,0,0,Maitland-Niles,6.8,False,0.0,a,1,3,19.0,16,432949,146,174513,37,0.2,3.1,Maitland-Niles,0,17,1,0,90.0,0.0,0.0,4.0,4.0,1.0,4.0,360.0,90.0,0.0,0.0,4.0,1.0,5.22,20.25,26.65,20.85,4.75,4.0,5.22,20.25,26.65,20.85,4.75,2,5,0,1.2,1.5,1.2,1.5,25.5,39.4,115.8,116.3,164.0,96.2,17.0,16.8,96.2,46.3,25.0,96.5,25.5,39.4,115.8,116.3,164.0,96.2,17.0,16.8,96.2,46.3,25.0,96.5
5,2,73,100.0,0.0,1,39476,0,0,0,0,12.3,0,2,1.8,1.3,0.0,Sokratis,0.8,6,0,10.0,False,85.6,360,0,0,50,0,0,0,39476.jpg,2.8,0,0,Papastathopoulos,2.0,False,0.0,a,1,3,2.0,11,56764,37,51839,11,0.2,2.2,Sokratis,1,17,1,0,90.0,0.0,0.0,4.0,4.0,1.0,4.0,360.0,90.0,0.0,0.0,4.0,1.0,2.5,18.25,21.4,3.08,0.5,2.75,2.5,18.25,21.4,3.08,0.5,2,5,0,1.2,1.5,1.2,1.5,25.5,39.4,115.8,116.3,164.0,96.2,17.0,16.8,96.2,46.3,25.0,96.5,25.5,39.4,115.8,116.3,164.0,96.2,17.0,16.8,96.2,46.3,25.0,96.5
6,1,54,0.0,0.0,1,38411,0,0,0,0,40.8,0,2,0.0,0.0,0.0,Nacho,0.8,4,0,10.0,False,47.2,270,Joined Real Sociedad on a permanent deal on 31/8,2019-08-31T11:30:14.661839Z,50,0,0,0,38411.jpg,3.3,0,0,Monreal,0.6,False,0.0,u,1,3,12.0,10,27799,0,68830,59,0.2,2.0,Monreal,0,17,1,0,0.0,1.0,0.0,3.0,3.0,1.0,3.0,270.0,90.0,1.0,0.0,3.0,1.0,3.33,18.0,15.73,13.6,4.0,3.33,3.33,18.0,15.73,13.6,4.0,2,5,0,1.2,1.5,1.2,1.5,25.5,39.4,115.8,116.3,164.0,96.2,17.0,16.8,96.2,46.3,25.0,96.5,25.5,39.4,115.8,116.3,164.0,96.2,17.0,16.8,96.2,46.3,25.0,96.5
7,0,0,0.0,0.0,0,51507,0,0,0,0,0.0,0,2,0.0,0.0,0.0,Laurent,0.0,0,0,0.0,False,0.0,0,Joined Bordeaux on a permanent deal on 6/8.,2019-08-08T11:00:09.045030Z,50,0,0,0,51507.jpg,0.0,0,0,Koscielny,0.1,False,0.0,u,1,3,0.0,0,217,0,10999,4,0.0,0.0,Koscielny,0,17,1,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0,1.2,1.5,1.2,1.5,25.5,39.4,115.8,116.3,164.0,96.2,17.0,16.8,96.2,46.3,25.0,96.5,25.5,39.4,115.8,116.3,164.0,96.2,17.0,16.8,96.2,46.3,25.0,96.5
8,0,0,0.0,0.0,0,233963,0,0,-1,1,0.0,0,2,0.0,0.0,0.0,Konstantinos,0.0,0,0,0.0,False,0.0,0,Lack of match fitness - Unknown return date,2019-08-09T09:30:11.868345Z,44,0,0,0,233963.jpg,0.0,0,0,Mavropanos,0.0,False,0.0,i,1,3,0.0,0,170,0,3042,1,0.0,0.0,Mavropanos,0,17,1,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0,1.2,1.5,1.2,1.5,25.5,39.4,115.8,116.3,164.0,96.2,17.0,16.8,96.2,46.3,25.0,96.5,25.5,39.4,115.8,116.3,164.0,96.2,17.0,16.8,96.2,46.3,25.0,96.5
9,0,0,0.0,0.0,0,80254,0,0,0,0,0.0,0,2,0.0,0.0,0.0,Carl,0.0,0,0,0.0,False,0.0,0,Joined Nottingham Forest on a permanent deal on 7/8.,2019-08-07T17:00:10.875251Z,45,0,0,0,80254.jpg,0.0,0,0,Jenkinson,0.0,False,0.0,u,1,3,0.0,0,119,0,1918,0,0.0,0.0,Jenkinson,0,17,1,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0,1.2,1.5,1.2,1.5,25.5,39.4,115.8,116.3,164.0,96.2,17.0,16.8,96.2,46.3,25.0,96.5,25.5,39.4,115.8,116.3,164.0,96.2,17.0,16.8,96.2,46.3,25.0,96.5
10,0,0,100.0,100.0,0,156074,0,0,0,0,0.0,0,2,1.0,0.5,0.0,Rob,0.0,0,0,0.0,False,0.0,0,0,2019-06-25T11:30:06.913215Z,45,0,0,0,156074.jpg,0.0,0,0,Holding,0.1,False,0.0,a,1,3,0.0,0,1244,7,3013,0,0.0,0.0,Holding,0,17,1,0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0,1.2,1.5,1.2,1.5,25.5,39.4,115.8,116.3,164.0,96.2,17.0,16.8,96.2,46.3,25.0,96.5,25.5,39.4,115.8,116.3,164.0,96.2,17.0,16.8,96.2,46.3,25.0,96.5
