id,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
1,0,0,0.0,0.0,0,37605,0,0,-2,2,0.0,0,3,0.0,0.0,0,Mesut,0.0,0,0,0.0,False,0.0,0,Not included in Arsenal's 25-man Premier League squad. - Unknown return date,2020-10-20T22:30:18.118477Z,68,0,0,0,37605.jpg,0.0,0,0,Özil,0.6,False,0.0,n,1,3,0.0,0,3312,8,50372,1219,0.0,0.0,Özil,0,2,0,1,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.2,1.1,2.8,1.8,19.1,31.0,95.4,94.7,121.5,71.4,8.8,14.9,93.2,31.6,23.9,67.0,27.2,40.5,135.0,116.8,154.2,101.8,11.8,17.7,110.4,33.7,32.4,83.0
2,0,0,0.0,0.0,0,39476,0,0,-1,1,0.0,0,2,0.0,0.0,0,Sokratis,0.0,0,0,0.0,False,0.0,0,Not included in Arsenal's 25-man Premier League squad. - Unknown return date,2020-10-21T10:30:18.546407Z,49,0,0,0,39476.jpg,0.0,0,0,Papastathopoulos,0.1,False,0.0,n,1,3,0.0,0,10214,9,18305,217,0.0,0.0,Sokratis,0,2,1,0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.2,1.1,2.8,1.8,19.1,31.0,95.4,94.7,121.5,71.4,8.8,14.9,93.2,31.6,23.9,67.0,27.2,40.5,135.0,116.8,154.2,101.8,11.8,17.7,110.4,33.7,32.4,83.0
3,0,51,100.0,100.0,0,41270,0,0,0,0,9.8,0,2,0.8,0.8,0,David,0.3,5,0,9.7,False,66.6,319,0,2020-10-25T21:30:13.186040Z,55,0,0,0,41270.jpg,1.4,0,0,Luiz Moreira Marinho,0.9,False,0.0,a,1,3,21.0,7,34449,3019,68139,3023,0.1,1.3,David Luiz,0,2,1,0,0.0,1.0,3.0,5.0,4.0,0.57,3.0,228.0,76.0,0.0,2.0,3.0,0.6,1.94,10.2,13.32,1.96,4.2,1.67,2.47,12.33,15.47,2.2,7.0,2,2,1,2.2,1.1,2.8,1.8,19.1,31.0,95.4,94.7,121.5,71.4,8.8,14.9,93.2,31.6,23.9,67.0,27.2,40.5,135.0,116.8,154.2,101.8,11.8,17.7,110.4,33.7,32.4,83.0
4,1,111,100.0,100.0,2,54694,0,0,-3,3,147.8,0,3,4.5,4.5,2,Pierre-Emerick,4.0,10,2,43.2,False,133.4,716,0,2020-10-08T09:00:12.305506Z,117,0,0,0,54694.jpg,3.8,0,0,Aubameyang,12.9,False,0.0,a,1,3,151.0,30,435393,27252,2667076,92324,0.3,2.6,Aubameyang,2,2,0,1,90.0,0.0,0.0,8.0,8.0,1.0,5.0,446.0,89.0,0.0,0.0,5.0,1.0,5.4,13.88,16.68,18.48,18.88,3.2,4.76,13.4,12.92,19.04,15.6,2,2,1,2.2,1.1,2.8,1.8,19.1,31.0,95.4,94.7,121.5,71.4,8.8,14.9,93.2,31.6,23.9,67.0,27.2,40.5,135.0,116.8,154.2,101.8,11.8,17.7,110.4,33.7,32.4,83.0
5,0,0,100.0,100.0,0,58822,0,0,-3,3,0.0,0,2,0.5,0.5,0,Cédric,0.0,0,0,0.0,False,0.0,0,0,2020-09-23T09:00:14.881983Z,47,0,0,0,58822.jpg,0.0,0,0,Soares,0.2,False,0.0,a,1,3,0.0,0,2958,146,31434,680,0.0,0.0,Cédric,0,2,1,0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.2,1.1,2.8,1.8,19.1,31.0,95.4,94.7,121.5,71.4,8.8,14.9,93.2,31.6,23.9,67.0,27.2,40.5,135.0,116.8,154.2,101.8,11.8,17.7,110.4,33.7,32.4,83.0
6,3,88,100.0,0.0,2,59966,0,0,-1,1,73.8,0,4,2.2,2.2,2,Alexandre,1.7,5,3,38.3,False,126.4,485,0,0,84,0,0,0,59966.jpg,3.9,0,0,Lacazette,3.2,False,0.0,a,1,3,186.0,27,265006,5455,370536,20626,0.2,3.2,Lacazette,1,2,0,1,64.0,0.0,2.0,7.0,6.0,0.75,4.0,250.0,62.0,0.0,2.0,3.0,0.6,5.47,12.57,18.06,10.54,26.57,1.5,2.67,2.0,3.6,11.0,13.0,2,2,1,2.2,1.1,2.8,1.8,19.1,31.0,95.4,94.7,121.5,71.4,8.8,14.9,93.2,31.6,23.9,67.0,27.2,40.5,135.0,116.8,154.2,101.8,11.8,17.7,110.4,33.7,32.4,83.0
7,0,13,100.0,100.0,0,69140,0,0,0,0,1.0,0,2,1.2,1.2,0,Shkodran,0.7,1,0,1.3,False,11.6,44,0,2020-08-15T10:00:11.331812Z,50,0,0,0,69140.jpg,1.0,0,0,Mustafi,0.0,False,0.0,a,1,3,0.0,2,10879,318,10727,207,0.1,0.4,Mustafi,0,2,1,0,0.0,4.0,4.0,2.0,0.0,0.0,2.0,44.0,22.0,1.0,4.0,0.0,0.0,0.65,6.5,5.8,0.5,0.0,1.0,0.65,6.5,5.8,0.5,0.0,2,2,1,2.2,1.1,2.8,1.8,19.1,31.0,95.4,94.7,121.5,71.4,8.8,14.9,93.2,31.6,23.9,67.0,27.2,40.5,135.0,116.8,154.2,101.8,11.8,17.7,110.4,33.7,32.4,83.0
8,2,150,100.0,0.0,2,80201,0,0,0,0,0.0,1,1,4.2,4.2,2,Bernd,3.7,10,0,17.1,False,171.2,720,0,0,50,0,0,0,80201.jpg,3.5,0,21,Leno,9.0,False,0.0,a,1,3,0.0,28,376346,8319,349924,27526,0.7,5.6,Leno,0,2,1,0,90.0,0.0,0.0,8.0,8.0,1.0,5.0,450.0,90.0,0.0,0.0,5.0,1.0,2.14,18.75,21.4,0.0,0.0,3.2,2.06,16.2,20.68,0.0,0.0,2,2,1,2.2,1.1,2.8,1.8,19.1,31.0,95.4,94.7,121.5,71.4,8.8,14.9,93.2,31.6,23.9,67.0,27.2,40.5,135.0,116.8,154.2,101.8,11.8,17.7,110.4,33.7,32.4,83.0
9,0,47,100.0,0.0,1,84450,0,0,-2,2,33.8,0,3,0.8,0.8,0,Granit,0.3,6,0,11.4,False,51.8,407,0,0,53,0,0,0,84450.jpg,1.7,0,0,Xhaka,0.5,False,0.0,a,1,3,29.0,10,21424,282,52266,2462,0.1,1.9,Xhaka,1,2,0,1,0.0,0.0,3.0,6.0,5.0,0.62,3.0,181.0,60.0,0.0,3.0,2.0,0.4,1.9,7.83,8.63,5.63,4.83,1.33,1.2,6.0,7.27,2.17,2.67,2,2,1,2.2,1.1,2.8,1.8,19.1,31.0,95.4,94.7,121.5,71.4,8.8,14.9,93.2,31.6,23.9,67.0,27.2,40.5,135.0,116.8,154.2,101.8,11.8,17.7,110.4,33.7,32.4,83.0
10,0,0,25.0,0.0,0,92371,0,0,-1,1,0.0,0,2,0.1,0.0,0,Pablo,0.0,0,0,0.0,False,0.0,0,Lack of match fitness - 25% chance of playing,2020-08-15T10:00:11.357231Z,44,0,0,0,92371.jpg,0.0,0,0,Marí,0.0,False,0.0,d,1,3,0.0,0,294,23,719,39,0.0,0.0,Marí,0,2,1,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.2,1.1,2.8,1.8,19.1,31.0,95.4,94.7,121.5,71.4,8.8,14.9,93.2,31.6,23.9,67.0,27.2,40.5,135.0,116.8,154.2,101.8,11.8,17.7,110.4,33.7,32.4,83.0
