id,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
1,0,0,0.0,0.0,0,37605,0,0,-3,3,0.0,0,3,0.0,0.0,0,Mesut,0.0,0,0,0.0,False,0.0,0,Not included in Arsenal's 25-man Premier League squad,2020-10-20T22:30:18.118477Z,67,0,0,0,37605.jpg,0.0,0,0,Özil,0.5,False,0.0,u,1,3,0.0,0,3441,0,54771,47,0.0,0.0,Özil,0,15,0,1,0.0,27.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1,0.8,1.4,1.2,1.4,25.5,42.2,119.6,131.2,171.3,98.7,21.7,17.4,92.8,44.7,35.9,98.9,24.8,38.0,116.8,93.2,170.4,88.6,7.2,13.3,80.6,38.3,14.2,58.4
2,0,0,0.0,0.0,0,39476,0,0,-2,2,0.0,0,2,0.0,0.0,0,Sokratis,0.0,0,0,0.0,False,0.0,0,Left the club by mutual consent on 20/1,2020-10-21T10:30:18.546407Z,48,0,0,0,39476.jpg,0.0,0,0,Papastathopoulos,0.1,False,0.0,u,1,3,0.0,0,10266,0,19121,3,0.0,0.0,Sokratis,0,15,1,0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1,0.8,1.4,1.2,1.4,25.5,42.2,119.6,131.2,171.3,98.7,21.7,17.4,92.8,44.7,35.9,98.9,24.8,38.0,116.8,93.2,170.4,88.6,7.2,13.3,80.6,38.3,14.2,58.4
3,0,223,0.0,0.0,3,41270,0,0,-1,1,45.2,0,2,0.0,0.0,0,David,0.3,20,1,41.0,False,244.6,1344,Knee injury - Unknown return date,2021-04-02T17:00:25.666921Z,54,0,0,0,41270.jpg,2.1,1,0,Luiz Moreira Marinho,0.8,False,0.0,i,1,3,123.0,40,76548,46,126968,2818,0.1,7.4,David Luiz,1,15,1,0,0.0,8.0,8.0,19.0,15.0,0.65,3.0,270.0,90.0,2.0,0.0,3.0,1.0,2.16,11.74,12.87,2.38,6.47,1.67,2.23,15.33,17.4,0.93,4.0,2,4,1,0.8,1.4,1.2,1.4,25.5,42.2,119.6,131.2,171.3,98.7,21.7,17.4,92.8,44.7,35.9,98.9,24.8,38.0,116.8,93.2,170.4,88.6,7.2,13.3,80.6,38.3,14.2,58.4
4,10,306,75.0,100.0,7,54694,-1,1,-7,7,292.4,2,3,1.4,2.3,0,Pierre-Emerick,1.3,25,9,144.9,False,428.2,2007,Illness - 75% chance of playing,2021-04-12T08:30:26.681398Z,113,1,0,0,54694.jpg,4.3,0,0,Aubameyang,7.2,False,0.0,d,1,3,731.0,108,1139433,2222,3768849,132293,0.1,9.6,Aubameyang,2,15,0,1,0.0,4.0,5.0,25.0,22.0,0.81,3.0,246.0,82.0,1.0,1.0,3.0,0.75,5.8,12.24,17.13,11.7,29.24,4.0,5.37,12.0,16.93,11.33,25.33,2,4,1,0.8,1.4,1.2,1.4,25.5,42.2,119.6,131.2,171.3,98.7,21.7,17.4,92.8,44.7,35.9,98.9,24.8,38.0,116.8,93.2,170.4,88.6,7.2,13.3,80.6,38.3,14.2,58.4
5,3,125,100.0,100.0,2,58822,0,0,-4,4,114.8,0,2,0.5,1.0,0,Cédric,0.0,11,0,29.2,False,110.8,744,0,2020-09-23T09:00:14.881983Z,46,0,0,0,58822.jpg,2.8,0,0,Soares,0.4,False,0.0,a,1,3,66.0,28,40433,1260,57020,2902,0.0,6.1,Cédric,1,15,1,0,0.0,0.0,23.0,10.0,8.0,0.26,2.0,135.0,68.0,0.0,4.0,1.0,0.2,2.92,12.5,11.08,11.48,6.6,1.0,1.85,7.0,5.1,2.9,10.5,2,4,1,0.8,1.4,1.2,1.4,25.5,42.2,119.6,131.2,171.3,98.7,21.7,17.4,92.8,44.7,35.9,98.9,24.8,38.0,116.8,93.2,170.4,88.6,7.2,13.3,80.6,38.3,14.2,58.4
6,21,439,100.0,100.0,7,59966,1,-1,-2,2,288.5,4,4,9.2,9.7,13,Alexandre,8.7,19,13,166.8,False,598.2,1795,0,2021-01-30T23:00:18.185183Z,83,0,0,0,59966.jpg,4.6,0,0,Lacazette,10.1,False,0.0,a,1,3,784.0,124,1845848,256150,1406811,15614,1.0,14.9,Lacazette,3,15,0,1,88.0,0.0,11.0,27.0,20.0,0.65,5.0,382.0,76.0,0.0,1.0,4.0,0.8,6.18,16.26,22.16,10.69,29.04,7.0,8.2,25.6,31.88,10.36,39.8,2,4,1,0.8,1.4,1.2,1.4,25.5,42.2,119.6,131.2,171.3,98.7,21.7,17.4,92.8,44.7,35.9,98.9,24.8,38.0,116.8,93.2,170.4,88.6,7.2,13.3,80.6,38.3,14.2,58.4
7,0,16,0.0,0.0,0,69140,0,0,0,0,1.0,0,2,0.0,0.0,0,Shkodran,0.0,1,0,1.3,False,11.6,45,Joined Schalke on a permanent deal on 1/2,2021-02-01T22:30:23.082979Z,50,0,0,0,69140.jpg,1.0,0,0,Mustafi,0.0,False,0.0,u,1,3,0.0,3,13464,0,14453,20,0.0,0.6,Mustafi,0,15,1,0,0.0,15.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.43,5.33,3.87,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1,0.8,1.4,1.2,1.4,25.5,42.2,119.6,131.2,171.3,98.7,21.7,17.4,92.8,44.7,35.9,98.9,24.8,38.0,116.8,93.2,170.4,88.6,7.2,13.3,80.6,38.3,14.2,58.4
8,8,537,100.0,100.0,9,80201,0,0,0,0,0.0,2,1,3.5,4.0,6,Bernd,3.0,34,0,61.8,False,617.6,2681,0,2021-02-02T20:30:22.406559Z,50,0,0,1,80201.jpg,3.7,1,75,Leno,7.3,False,0.0,a,1,3,0.0,110,941717,22194,1041885,8072,0.6,22.0,Leno,0,15,1,0,90.0,0.0,1.0,30.0,30.0,0.97,5.0,450.0,90.0,0.0,0.0,5.0,1.0,2.06,17.9,20.59,0.0,0.0,3.2,2.32,16.2,23.2,0.0,0.0,2,4,1,0.8,1.4,1.2,1.4,25.5,42.2,119.6,131.2,171.3,98.7,21.7,17.4,92.8,44.7,35.9,98.9,24.8,38.0,116.8,93.2,170.4,88.6,7.2,13.3,80.6,38.3,14.2,58.4
9,1,335,100.0,100.0,8,84450,0,0,-3,3,252.9,0,3,2.2,2.7,3,Granit,1.7,25,1,74.5,False,374.4,2147,0,2021-04-02T17:00:25.697171Z,52,0,0,0,84450.jpg,2.3,1,0,Xhaka,0.4,False,0.0,a,1,3,116.0,60,44762,811,82104,554,0.3,11.5,Xhaka,6,15,0,1,90.0,1.0,5.0,26.0,25.0,0.83,4.0,343.0,86.0,0.0,1.0,4.0,0.8,2.87,12.88,14.4,9.73,4.46,2.0,2.32,12.5,11.9,10.2,0.75,2,4,1,0.8,1.4,1.2,1.4,25.5,42.2,119.6,131.2,171.3,98.7,21.7,17.4,92.8,44.7,35.9,98.9,24.8,38.0,116.8,93.2,170.4,88.6,7.2,13.3,80.6,38.3,14.2,58.4
10,1,142,100.0,100.0,3,92371,0,0,-1,1,25.1,0,2,2.5,3.0,5,Pablo,2.0,7,0,17.2,False,130.8,720,0,2021-01-14T22:00:26.195009Z,44,0,0,0,92371.jpg,3.2,0,0,Marí,0.1,False,0.0,a,1,3,16.0,26,37282,1565,31914,437,0.5,5.9,Marí,2,15,1,0,90.0,14.0,9.0,8.0,8.0,0.47,3.0,270.0,90.0,0.0,2.0,3.0,0.6,2.15,17.75,16.35,3.14,2.0,2.67,2.03,17.0,15.87,0.9,3.33,2,4,1,0.8,1.4,1.2,1.4,25.5,42.2,119.6,131.2,171.3,98.7,21.7,17.4,92.8,44.7,35.9,98.9,24.8,38.0,116.8,93.2,170.4,88.6,7.2,13.3,80.6,38.3,14.2,58.4
