web_name,predicted_points_5,predicted_points_6,predicted_points_7,predicted_points_8,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,last_opponent,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5
Bernardo,6.24,5.5,6.3,5.53,5.89,6.0,6.0,311,100.0,0.0,165809,1,-1,-1,1,1,3,7.5,7.0,9,Bernardo,False,,0,69,165809.jpg,Veiga de Carvalho e Silva,8.0,False,0,a,13,43,24,415949,264387,426828,33901,0.9,3.5,217,2,1,0,5,0,0,0,0,0,0,5,87,112.6,93.7,98.0,30.5,26,12,33,24,43,31,30,22,4.0,0.0,0.0,0.0,0.0,0.0,7,2,16,1,0.5,1.2,0.5,1.2,21.0,47.3,125.7,153.1,194.5,81.2,27.5,19.4,101.2,58.0,35.5,111.8,21.0,47.3,125.7,153.1,194.5,81.2,27.5,19.4,101.2,58.0,35.5,111.8,0,1,90.0,0.0,2.0,4.0,2.0,0.5,4.0,217.0,54.0,0.0,2.0,2.0,0.5,7.62,21.75,28.15,23.42,24.5,6.0,7.62,21.75,28.15,23.42,24.5
Groß,4.65,6.53,5.48,6.73,5.85,8.8,8.8,104,100.0,0.0,60307,1,-1,3,-3,2,3,9.3,9.3,11,Pascal,True,,0,58,60307.jpg,Groß,16.3,False,0,a,5,36,35,1554919,621393,252384,40081,1.5,6.0,360,3,1,3,1,0,0,0,0,0,0,6,115,164.0,130.8,125.0,42.0,5,1,9,8,26,18,9,5,1.0,0.0,0.0,0.0,2.0,0.0,11,2,9,0,1.5,1.5,1.5,1.5,25.2,42.3,115.0,117.1,192.0,90.5,19.0,15.5,99.4,27.5,28.5,87.2,25.2,42.3,115.0,117.1,192.0,90.5,19.0,15.5,99.4,27.5,28.5,87.2,0,1,90.0,0.0,0.0,4.0,4.0,1.0,4.0,360.0,90.0,0.0,0.0,4.0,1.0,10.5,28.75,41.0,32.7,31.25,8.75,10.5,28.75,41.0,32.7,31.25
Gray,6.01,5.55,5.08,6.63,5.82,3.8,3.8,189,100.0,0.0,172632,0,0,0,0,0,3,4.3,3.8,2,Demarai,False,,0,55,172632.jpg,Gray,1.0,False,0,a,8,11,15,63401,7450,56225,14970,0.7,2.7,350,1,0,0,4,0,0,0,0,0,0,2,47,65.0,87.9,154.0,30.7,111,43,39,28,16,10,27,20,1.0,0.0,1.0,0.0,3.0,0.0,4,2,11,0,1.8,1.0,1.8,1.0,23.5,37.2,116.5,127.0,129.2,89.2,14.0,16.4,93.6,37.8,32.5,77.0,23.5,37.2,116.5,127.0,129.2,89.2,14.0,16.4,93.6,37.8,32.5,77.0,0,1,90.0,0.0,0.0,4.0,4.0,1.0,4.0,350.0,88.0,0.0,0.0,4.0,1.0,7.68,11.75,16.25,21.98,38.5,3.75,7.68,11.75,16.25,21.98,38.5
Jesus,6.3,5.09,5.87,5.98,5.81,6.5,6.5,28,100.0,0.0,205651,0,0,2,-2,1,4,7.0,7.5,1,Gabriel,False,,0,82,205651.jpg,Fernando de Jesus,81.1,False,0,a,1,3,26,1349726,93176,590349,159079,0.8,3.2,343,2,3,2,3,0,0,0,2,0,0,3,87,139.8,87.6,276.0,50.4,12,5,40,4,1,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,9,2,2,1,0.8,1.8,0.8,1.8,25.0,30.2,110.6,70.6,120.0,82.8,24.0,17.5,107.2,39.1,28.5,108.5,25.0,30.2,110.6,70.6,120.0,82.8,24.0,17.5,107.2,39.1,28.5,108.5,0,1,88.0,0.0,0.0,4.0,4.0,1.0,4.0,343.0,86.0,0.0,0.0,4.0,1.0,12.6,21.75,34.95,21.9,69.0,6.5,12.6,21.75,34.95,21.9,69.0
Sterling,4.24,7.75,4.77,6.36,5.78,6.0,6.0,304,100.0,0.0,103955,0,0,-1,1,1,3,6.5,6.5,15,Raheem,False,,0,99,103955.jpg,Sterling,6.7,False,0,a,6,8,24,282032,175425,281619,25646,0.6,2.4,333,2,1,1,5,0,0,0,1,0,0,3,48,95.2,84.9,146.0,32.6,51,22,42,30,18,12,21,15,0.0,0.0,0.0,0.0,0.0,0.0,10,2,17,0,1.2,2.0,1.2,2.0,25.0,39.4,128.4,109.4,157.2,92.0,21.5,19.5,118.5,28.4,47.5,102.8,25.0,39.4,128.4,109.4,157.2,92.0,21.5,19.5,118.5,28.4,47.5,102.8,0,1,74.0,0.0,0.0,4.0,4.0,1.0,4.0,333.0,83.0,0.0,0.0,4.0,1.0,8.15,12.0,23.8,21.22,36.5,6.0,8.15,12.0,23.8,21.22,36.5
Rodrigo,5.88,6.27,5.98,4.91,5.76,9.2,9.2,225,100.0,0.0,80954,1,-1,5,-5,2,3,8.7,8.7,2,Rodrigo,True,,0,65,80954.jpg,Moreno,31.3,False,0,a,11,2,37,2908678,510817,276742,108554,1.4,5.7,326,4,1,1,4,0,0,0,0,0,0,5,105,163.6,47.6,263.0,47.4,6,2,100,72,3,1,6,2,0.0,0.0,1.0,0.0,4.0,0.0,5,2,8,1,0.8,1.2,0.8,1.2,26.0,39.3,115.1,114.1,164.8,90.5,19.0,20.0,111.2,55.0,33.5,96.2,26.0,39.3,115.1,114.1,164.8,90.5,19.0,20.0,111.2,55.0,33.5,96.2,0,1,90.0,0.0,0.0,4.0,4.0,1.0,4.0,326.0,82.0,0.0,0.0,4.0,1.0,11.85,26.25,40.9,11.9,65.75,9.25,11.85,26.25,40.9,11.9,65.75
Cancelo,6.44,5.54,6.0,4.89,5.72,4.8,4.8,306,100.0,0.0,121145,0,0,1,-1,1,2,6.3,5.8,1,João,False,,0,71,121145.jpg,Cancelo,44.9,False,0,a,13,43,19,766021,70791,668346,304409,0.7,2.7,330,0,1,2,5,0,0,0,2,0,0,4,91,54.6,68.2,37.0,15.9,148,62,59,11,125,31,88,19,0.0,0.0,0.0,0.0,0.0,0.0,7,2,16,1,0.5,1.2,0.5,1.2,21.0,47.3,125.7,153.1,194.5,81.2,27.5,19.4,101.2,58.0,35.5,111.8,21.0,47.3,125.7,153.1,194.5,81.2,27.5,19.4,101.2,58.0,35.5,111.8,1,0,60.0,0.0,0.0,4.0,4.0,1.0,4.0,330.0,82.0,0.0,0.0,4.0,1.0,3.98,22.75,13.65,17.05,9.25,4.75,3.98,22.75,13.65,17.05,9.25
Rashford,6.39,4.66,5.06,6.27,5.6,4.0,4.0,335,100.0,0.0,176297,0,0,-2,2,0,3,4.5,4.5,3,Marcus,False,,0,63,176297.jpg,Rashford,6.1,False,0,a,14,1,16,309434,79498,791111,72480,0.6,2.5,355,1,0,1,7,0,0,0,1,0,0,3,39,61.6,45.2,159.0,26.6,120,49,105,74,13,9,38,27,0.0,0.0,0.0,0.0,3.0,0.0,17,4,10,0,1.5,2.5,1.5,2.5,30.2,36.8,156.0,99.4,112.5,121.2,11.5,13.6,84.6,34.0,17.8,72.8,30.2,36.8,156.0,99.4,112.5,121.2,11.5,13.6,84.6,34.0,17.8,72.8,0,1,90.0,0.0,0.0,4.0,4.0,1.0,4.0,355.0,89.0,0.0,0.0,4.0,1.0,6.65,9.75,15.4,11.3,39.75,4.0,6.65,9.75,15.4,11.3,39.75
Luis Díaz,5.06,5.37,5.5,5.84,5.44,6.8,6.8,293,100.0,0.0,244731,1,-1,1,-1,1,3,7.8,8.3,14,Luis,True,,0,81,244731.jpg,Díaz,28.0,False,0,a,12,14,27,1252077,624035,578243,46914,0.8,3.3,347,3,0,1,5,0,0,0,1,0,0,4,80,133.6,48.1,169.0,34.9,16,9,97,71,11,7,17,11,0.0,0.0,0.0,0.0,0.0,0.0,3,3,15,1,1.5,1.0,1.5,1.0,23.8,37.2,119.6,106.5,146.0,89.2,11.8,13.4,96.6,19.2,18.2,73.2,23.8,37.2,119.6,106.5,146.0,89.2,11.8,13.4,96.6,19.2,18.2,73.2,0,1,90.0,0.0,0.0,4.0,4.0,1.0,4.0,347.0,87.0,0.0,0.0,4.0,1.0,8.72,20.0,33.4,12.02,42.25,6.75,8.72,20.0,33.4,12.02,42.25
Ederson,5.57,5.43,6.21,4.45,5.42,3.8,3.8,307,100.0,0.0,121160,0,0,0,0,0,1,5.3,4.8,1,Ederson,False,,0,55,121160.jpg,Santana de Moraes,17.8,False,0,a,13,43,15,465615,48462,409807,123038,0.7,2.7,360,0,0,2,5,0,0,0,0,0,5,1,72,48.0,0.0,0.0,4.8,168,20,591,61,586,61,271,20,0.0,0.0,0.0,0.0,0.0,0.0,7,2,16,1,0.5,1.2,0.5,1.2,21.0,47.3,125.7,153.1,194.5,81.2,27.5,19.4,101.2,58.0,35.5,111.8,21.0,47.3,125.7,153.1,194.5,81.2,27.5,19.4,101.2,58.0,35.5,111.8,1,0,90.0,0.0,0.0,4.0,4.0,1.0,4.0,360.0,90.0,0.0,0.0,4.0,1.0,1.2,18.0,12.0,0.0,0.0,3.75,1.2,18.0,12.0,0.0,0.0
Perišić,5.52,4.09,5.39,5.69,5.17,5.8,5.8,448,100.0,0.0,45034,1,-1,1,-1,1,2,6.3,6.8,6,Ivan,False,,0,56,45034.jpg,Perišić,26.5,False,0,a,18,6,23,1162694,282045,812195,76009,1.0,4.1,183,0,2,2,0,0,0,0,0,0,0,3,72,67.8,78.6,24.0,17.1,100,37,47,9,171,46,78,15,2.0,0.0,0.0,0.0,0.0,0.0,16,3,19,0,0.2,1.2,0.2,1.2,29.0,30.6,100.4,103.2,103.5,106.2,29.2,17.0,102.5,37.2,30.0,111.2,29.0,30.6,100.4,103.2,103.5,106.2,29.2,17.0,102.5,37.2,30.0,111.2,1,0,73.0,0.0,2.0,4.0,2.0,0.5,4.0,183.0,46.0,0.0,2.0,2.0,0.5,4.28,18.0,16.95,19.65,6.0,5.75,4.28,18.0,16.95,19.65,6.0
Saka,5.45,4.72,5.47,5.05,5.17,4.0,4.0,13,100.0,0.0,223340,0,0,-1,1,0,3,4.5,5.0,5,Bukayo,False,,0,79,223340.jpg,Saka,12.3,False,0,a,1,3,16,208664,19655,1064605,176270,0.5,2.0,350,0,2,2,3,0,0,0,0,0,0,0,59,55.6,106.8,112.0,27.4,143,57,19,13,31,23,35,25,2.0,0.0,0.0,0.0,1.0,0.0,9,2,2,1,0.8,1.8,0.8,1.8,25.0,30.2,110.6,70.6,120.0,82.8,24.0,17.5,107.2,39.1,28.5,108.5,25.0,30.2,110.6,70.6,120.0,82.8,24.0,17.5,107.2,39.1,28.5,108.5,0,1,90.0,0.0,0.0,4.0,4.0,1.0,4.0,350.0,88.0,0.0,0.0,4.0,1.0,6.85,14.75,13.9,26.7,28.0,4.0,6.85,14.75,13.9,26.7,28.0
Dias,5.79,5.27,5.47,4.13,5.16,3.5,3.5,312,100.0,0.0,171314,0,0,0,0,0,2,5.0,4.5,1,Rúben,False,,0,60,171314.jpg,Gato Alves Dias,10.7,False,0,a,13,43,14,229432,32633,354758,99112,0.6,2.3,312,0,0,2,5,0,0,0,0,0,0,0,76,60.6,34.8,51.0,14.6,127,50,130,34,87,12,103,26,0.0,0.0,0.0,0.0,0.0,0.0,7,2,16,1,0.5,1.2,0.5,1.2,21.0,47.3,125.7,153.1,194.5,81.2,27.5,19.4,101.2,58.0,35.5,111.8,21.0,47.3,125.7,153.1,194.5,81.2,27.5,19.4,101.2,58.0,35.5,111.8,1,0,90.0,0.0,0.0,4.0,4.0,1.0,4.0,312.0,78.0,0.0,0.0,4.0,1.0,3.65,19.0,15.15,8.7,12.75,3.5,3.65,19.0,15.15,8.7,12.75
Welbeck,4.2,5.75,5.05,5.51,5.13,4.0,4.0,103,100.0,0.0,50175,0,0,0,0,0,4,4.5,4.5,2,Danny,False,,0,65,50175.jpg,Welbeck,1.8,False,0,a,5,36,16,177497,22823,96848,30250,0.6,2.5,357,0,2,3,1,0,0,0,0,0,0,2,48,38.6,91.4,84.0,21.4,196,16,38,3,56,16,59,11,0.0,0.0,0.0,0.0,0.0,0.0,11,2,9,0,1.5,1.5,1.5,1.5,25.2,42.3,115.0,117.1,192.0,90.5,19.0,15.5,99.4,27.5,28.5,87.2,25.2,42.3,115.0,117.1,192.0,90.5,19.0,15.5,99.4,27.5,28.5,87.2,0,1,87.0,0.0,0.0,4.0,4.0,1.0,4.0,357.0,89.0,0.0,0.0,4.0,1.0,5.35,12.0,9.65,22.85,21.0,4.0,5.35,12.0,9.65,22.85,21.0
