web_name,opponent_24,predicted_points_24,opponent_25,predicted_points_25,opponent_26,predicted_points_26,opponent_27,predicted_points_27,opponent_28,predicted_points_28,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
Mina,LEE,7.36,ARS,9.5,NFO,2.62,BRE,4.76,CHE,5.16,5.88,4.3,0.3,188,100.0,100.0,164511,0,0,-2,2,1,2,0.3,-0.2,0,Yerry,False,0,2022-12-30T11:00:08.060213Z,43,164511.jpg,Mina,0.1,False,0.0,a,8,11,13,12080,120,24089,311,0.1,3.0,234,1,0,0,4,0,0,0,1,0,0,3,41,82.8,4.3,38.0,12.6,3,0.3,0.02,0.32,4.24,314,126,432,153,311,103,362,131,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.01,0.12,1.63,1.54,556,145,336,124,44,8,447,169,1.15,0.0,12,1,0,0.0,14.0,6.0,3.0,3.0,0.33,1.0,90.0,90.0,0.0,4.0,1.0,0.2,4.2,13.67,27.6,1.43,12.67,1.0,5.4,12.0,28.8,3.7,21.0,4,12,0,1.6,1.2,0.6,1.8,22.9,30.2,110.4,81.8,109.7,82.7,12.4,15.3,105.7,26.4,20.2,78.2,28.4,32.1,118.2,102.9,100.0,98.0,24.4,17.4,114.8,23.7,34.4,104.6
Haaland,NFO,6.55,BOU,4.83,NEW,6.22,CRY,4.17,WHU,6.19,5.59,8.2,7.0,318,100.0,100.0,223094,0,0,7,-7,8,4,8.0,15.5,10,Erling,True,0,2022-10-25T22:30:07.174496Z,122,223094.jpg,Haaland,85.4,False,0.0,a,13,43,181,5569700,12307,1757076,14179,0.6,14.8,1770,26,4,7,21,0,0,0,3,0,0,26,737,978.4,227.0,1285.0,249.1,21,17.63,2.43,20.01,16.33,1,1,99,11,1,1,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.0,0.12,1.02,0.83,1.07,3,1,12,3,3,1,1,1,1.07,0.36,2,0,1,135.0,1.0,3.0,22.0,19.0,0.86,7.0,554.0,79.0,0.0,0.0,5.0,1.0,11.32,33.5,44.47,10.32,58.41,5.57,6.44,21.29,27.97,5.34,31.14,4,1,0,2.0,0.9,1.4,1.4,18.0,24.6,84.5,74.5,87.0,64.5,9.3,14.1,99.1,23.5,18.4,67.4,22.2,32.6,115.6,109.3,101.0,78.4,23.0,21.5,139.3,35.4,39.6,107.2
Ødegaard,AVL,4.62,LEI,8.18,BOU,4.25,FUL,5.68,CRY,5.12,5.57,5.9,2.8,7,100.0,100.0,184029,0,0,5,-5,4,3,3.3,5.6,4,Martin,True,0,2022-09-18T20:00:06.315087Z,70,184029.jpg,Ødegaard,37.2,False,0.0,a,1,3,123,5021957,67751,2588396,93279,0.4,17.6,1778,8,6,8,20,0,0,0,3,0,0,18,464,537.0,653.7,592.0,178.5,21,5.68,4.77,10.49,21.4,17,7,7,6,22,13,9,7,3.0,0.0,1.0,0.0,0.0,0.0,0.29,0.0,0.24,0.53,1.08,1.01,41,20,108,44,9,4,5,2,1.06,0.4,13,0,1,180.0,0.0,3.0,21.0,20.0,0.87,6.0,526.0,88.0,0.0,0.0,5.0,1.0,8.5,22.1,25.57,31.13,28.19,3.67,6.05,14.67,14.53,28.9,17.0,3,4,1,1.6,1.3,1.8,0.4,20.9,35.8,103.1,114.7,140.3,79.5,14.3,17.4,92.4,48.0,32.9,81.6,12.8,22.3,61.3,81.1,80.6,54.4,9.6,13.0,68.6,33.5,28.4,62.2
Van Dijk,NEW,3.36,WOL,10.91,MUN,4.2,BOU,3.19,FUL,6.15,5.56,3.4,0.0,280,100.0,25.0,97032,0,0,0,0,1,2,0.0,0.1,0,Virgil,False,0,2023-01-06T22:30:07.357716Z,65,97032.jpg,van Dijk,9.7,False,0.0,a,12,14,58,1180573,4621,1973788,9963,0.0,8.9,1485,2,0,4,21,0,0,0,1,0,0,4,302,365.2,49.2,230.0,64.5,17,1.04,0.46,1.54,23.74,75,20,285,89,99,9,125,23,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.03,0.09,1.44,1.27,57,4,737,251,116,27,39,13,1.03,0.24,8,1,0,0.0,4.0,3.0,17.0,16.0,0.84,1.0,45.0,45.0,4.0,1.0,0.0,0.0,3.79,17.76,21.48,2.89,13.53,0.0,0.6,9.0,4.8,1.6,0.0,2,8,1,0.7,1.3,0.6,2.0,26.1,40.4,116.3,128.6,160.4,90.0,19.6,17.0,90.0,46.6,32.9,91.8,34.0,41.4,145.6,129.0,139.6,118.4,22.6,14.0,93.3,30.1,15.8,105.4
Turner,AVL,5.73,LEI,5.61,BOU,3.13,FUL,4.41,CRY,8.67,5.51,0.0,0.0,24,100.0,100.0,224068,-1,1,-2,2,0,1,0.5,0.0,0,Matt,False,0,2022-10-27T22:30:07.060057Z,38,224068.jpg,Turner,1.3,False,0.0,a,1,3,0,190389,2144,187931,1941,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,513,33,497,14,447,4,515,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743,78,391,25,527,33,157,25,0.0,0.0,13,1,0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,1.6,1.3,1.8,0.4,20.9,35.8,103.1,114.7,140.3,79.5,14.3,17.4,92.4,48.0,32.9,81.6,12.8,22.3,61.3,81.1,80.6,54.4,9.6,13.0,68.6,33.5,28.4,62.2
Hein,AVL,5.73,LEI,5.61,BOU,3.13,FUL,4.41,CRY,8.67,5.51,0.0,0.0,655,100.0,0.0,463748,0,0,0,0,0,1,0.5,0.0,0,Karl,False,0,0,40,463748.jpg,Hein,0.0,False,0.0,a,1,3,0,1989,56,1402,57,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,580,66,569,52,523,42,582,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677,54,467,61,595,66,627,64,0.0,0.0,13,1,0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,13,1,2.6,1.0,3.0,1.4,17.9,21.4,76.8,64.4,73.6,64.8,8.6,12.0,87.3,19.4,13.9,64.3,21.0,28.1,90.0,103.2,88.2,77.8,12.8,13.7,79.9,37.2,20.4,75.4
Foden,NFO,5.0,BOU,4.29,NEW,5.63,CRY,5.66,WHU,6.36,5.39,4.1,0.4,314,100.0,75.0,209244,0,0,0,0,2,3,1.4,1.7,2,Phil,False,0,2023-01-22T22:00:08.870760Z,80,209244.jpg,Foden,8.8,False,0.0,a,13,43,82,4166275,4054,4062944,25922,0.0,10.2,1074,7,4,2,11,0,0,0,1,0,0,6,295,409.6,396.2,466.0,127.1,13,3.74,2.09,5.83,9.51,57,23,36,29,35,19,30,21,3.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.18,0.49,0.8,0.92,18,9,326,146,58,27,43,13,1.09,0.17,2,0,1,34.0,2.0,9.0,19.0,12.0,0.57,3.0,149.0,50.0,2.0,1.0,2.0,0.67,6.69,15.53,21.56,20.85,24.53,1.33,1.1,1.33,1.13,5.73,4.67,2,2,1,1.1,1.5,1.4,1.8,26.1,34.7,116.1,101.0,130.8,90.2,16.1,14.5,93.7,27.8,23.7,84.4,38.4,48.3,185.3,149.6,150.2,138.8,9.4,14.9,110.6,14.8,24.2,73.2
Martinelli,AVL,6.54,EVE,7.96,BOU,3.27,FUL,4.47,CRY,4.43,5.33,4.9,2.0,19,100.0,0.0,444145,0,0,6,-6,2,3,2.5,4.0,5,Gabriel,False,0,0,66,444145.jpg,Martinelli Silva,35.8,False,0.0,a,1,3,108,5694035,12626,4382858,217576,0.3,16.4,1803,7,5,10,18,0,0,0,2,0,0,7,344,434.0,524.9,835.0,179.3,22,4.53,4.29,8.77,20.6,45,17,11,9,8,3,7,5,1.0,0.0,2.0,0.0,2.0,0.0,0.23,0.0,0.21,0.44,1.03,0.9,55,28,181,78,23,13,7,4,1.1,0.5,13,0,1,136.0,0.0,2.0,22.0,21.0,0.91,6.0,443.0,74.0,0.0,0.0,5.0,1.0,8.15,15.64,19.73,23.86,37.95,2.17,6.48,6.83,5.57,30.38,29.0,3,4,1,1.6,1.3,1.8,0.4,20.9,35.8,103.1,114.7,140.3,79.5,14.3,17.4,92.4,48.0,32.9,81.6,12.8,22.3,61.3,81.1,80.6,54.4,9.6,13.0,68.6,33.5,28.4,62.2
João Félix,SOU,6.63,TOT,2.94,LEE,6.44,LEI,5.4,EVE,4.83,5.25,3.5,3.0,690,100.0,100.0,428399,1,-1,1,-1,0,4,3.5,3.0,9,João,False,0,2023-01-12T23:30:07.889355Z,76,428399.jpg,Félix Sequeira,2.5,False,0.0,a,6,8,7,304995,196829,34359,3785,0.4,0.9,147,1,0,0,3,0,0,0,0,1,0,3,27,50.6,35.8,33.0,11.9,2,1.43,0.47,1.91,2.55,363,47,322,49,332,57,371,53,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.29,1.17,1.56,1.84,28,15,103,12,108,17,109,15,1.22,0.0,19,0,1,90.0,2.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,27.0,50.6,35.8,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3,19,0,0.8,1.2,1.2,1.0,23.5,31.2,103.0,97.9,111.5,89.9,20.5,16.7,103.8,36.5,26.4,95.4,23.6,29.3,104.2,103.2,85.8,88.8,13.4,17.9,101.5,40.7,36.4,84.4
Holgate,LEE,6.1,ARS,8.23,NFO,3.1,BRE,3.32,CHE,5.44,5.24,3.0,0.0,192,100.0,100.0,194164,0,0,-2,2,0,2,0.0,-0.5,0,Mason,False,0,2022-08-27T20:00:06.539965Z,43,194164.jpg,Holgate,0.1,False,0.0,a,8,11,12,8203,58,18229,63,0.0,2.8,319,0,0,1,4,0,0,0,1,0,0,2,60,72.0,36.4,48.0,15.6,3,0.3,0.12,0.42,5.89,332,135,320,105,284,86,348,124,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.03,0.12,1.66,1.13,563,148,527,210,158,45,471,177,0.85,0.28,12,1,0,0.0,7.0,12.0,4.0,4.0,0.25,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.9,15.0,18.0,9.1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4,12,0,1.6,1.2,0.6,1.8,22.9,30.2,110.4,81.8,109.7,82.7,12.4,15.3,105.7,26.4,20.2,78.2,28.4,32.1,118.2,102.9,100.0,98.0,24.4,17.4,114.8,23.7,34.4,104.6
