web_name,opponent_24,predicted_points_24,opponent_25,predicted_points_25,opponent_26,predicted_points_26,opponent_27,predicted_points_27,opponent_28,predicted_points_28,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
Nelson,AVL,8.17,LEI,18.52,BOU,10.47,FUL,11.11,CRY,9.55,11.56,10.0,0.0,23,100.0,25.0,200641,0,0,-3,3,1,3,0.5,0.0,0,Reiss,False,0,2022-12-22T15:30:07.123983Z,47,200641.jpg,Nelson,0.0,False,0.0,a,1,3,20,12753,14,14530,37,0.0,4.3,64,2,1,1,0,0,0,0,0,0,0,3,53,90.8,31.0,79.0,20.1,0,0.63,0.15,0.78,0.39,308,128,340,173,232,127,321,144,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.21,1.1,0.55,0.0,321,195,667,271,1,1,572,226,0.0,1.41,13,0,1,0.0,14.0,8.0,2.0,1.0,0.11,0.0,0.0,0.0,4.0,1.0,0.0,0.0,10.05,26.5,45.4,15.5,39.5,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,1.6,1.3,1.8,0.4,20.9,35.8,103.1,114.7,140.3,79.5,14.3,17.4,92.4,48.0,32.9,81.6,12.8,22.3,61.3,81.1,80.6,54.4,9.6,13.0,68.6,33.5,28.4,62.2
Luis Díaz,NEW,5.2,WOL,13.9,MUN,6.01,BOU,5.68,FUL,7.47,7.65,4.9,0.0,293,0.0,0.0,244731,0,0,-2,2,1,3,0.0,0.0,0,Luis,False,Knee injury - Unknown return date,2022-10-09T21:00:06.748125Z,78,244731.jpg,Díaz,6.1,False,0.0,i,12,14,39,2344584,163,3940703,2980,0.0,5.0,613,3,2,2,8,0,0,0,2,0,0,4,109,174.8,99.5,279.0,55.3,7,1.74,0.85,2.58,7.87,233,99,197,118,76,51,154,92,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.12,0.38,1.16,1.17,24,12,741,322,24,14,55,17,1.03,0.29,8,0,1,0.0,14.0,3.0,8.0,6.0,0.67,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.91,13.62,21.85,12.44,34.88,0.0,0.0,0.0,0.0,0.0,0.0,2,8,1,0.7,1.3,0.6,2.0,26.1,40.4,116.3,128.6,160.4,90.0,19.6,17.0,90.0,46.6,32.9,91.8,34.0,41.4,145.6,129.0,139.6,118.4,22.6,14.0,93.3,30.1,15.8,105.4
Jesus,AVL,5.69,EVE,11.08,BOU,6.92,FUL,7.29,CRY,6.6,7.52,4.9,0.0,28,0.0,0.0,205651,0,0,-1,1,1,4,0.0,0.0,0,Gabriel,False,Knee injury - Expected back 25 Feb,2022-12-04T08:30:06.137006Z,79,205651.jpg,Fernando de Jesus,25.8,False,0.0,i,1,3,69,2821991,592,7732171,26359,0.0,8.7,1220,5,6,7,11,0,0,0,4,0,0,7,219,378.0,281.1,884.0,154.4,14,7.91,1.73,9.63,11.46,68,7,71,4,6,4,16,5,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.13,0.71,0.85,0.81,21,12,743,91,25,5,14,4,1.03,0.52,13,0,1,0.0,7.0,2.0,14.0,14.0,0.88,0.0,0.0,0.0,5.0,0.0,0.0,0.0,11.03,15.64,27.0,20.08,63.14,0.0,0.0,0.0,0.0,0.0,0.0,5,13,1,2.6,1.0,3.0,1.4,17.9,21.4,76.8,64.4,73.6,64.8,8.6,12.0,87.3,19.4,13.9,64.3,21.0,28.1,90.0,103.2,88.2,77.8,12.8,13.7,79.9,37.2,20.4,75.4
Firmino,NEW,5.04,WOL,13.09,MUN,5.8,BOU,5.32,FUL,6.88,7.23,5.0,0.3,279,100.0,50.0,92217,0,0,0,0,2,4,0.3,0.4,1,Roberto,False,0,2022-12-23T01:00:07.624026Z,80,92217.jpg,Firmino,2.7,False,0.0,a,12,14,70,1798226,2340,1776419,3004,0.0,8.8,938,7,3,3,13,0,0,0,0,0,0,9,295,402.2,252.2,642.0,129.9,11,4.19,1.77,5.97,14.86,59,5,82,8,17,8,28,8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.17,0.57,1.43,1.25,15,9,373,51,20,4,103,14,1.06,0.29,8,0,1,10.0,7.0,4.0,14.0,12.0,0.75,1.0,10.0,10.0,4.0,1.0,0.0,0.0,9.28,21.07,28.73,18.01,45.86,1.0,1.3,4.0,2.2,10.3,0.0,2,8,1,0.7,1.3,0.6,2.0,26.1,40.4,116.3,128.6,160.4,90.0,19.6,17.0,90.0,46.6,32.9,91.8,34.0,41.4,145.6,129.0,139.6,118.4,22.6,14.0,93.3,30.1,15.8,105.4
João Gomes,BOU,6.04,FUL,12.3,TOT,4.27,NEW,5.76,LEE,6.5,6.97,8.0,4.0,721,100.0,0.0,448089,0,0,0,0,0,3,4.5,4.5,8,João Victor,False,0,0,45,448089.jpg,Gomes da Silva,0.0,False,0.0,a,20,39,8,4247,3934,202,157,0.9,1.8,20,1,0,0,0,0,0,0,0,0,0,2,23,36.6,0.4,19.0,5.6,0,0.23,0.0,0.24,0.36,390,167,472,232,376,184,425,192,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,1.08,1.62,0.0,403,224,58,26,4,2,540,212,0.0,0.0,17,0,1,20.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,23.0,36.6,0.4,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2,17,0,0.8,1.7,0.6,1.6,25.9,35.7,123.0,101.8,132.6,91.1,22.3,16.9,108.5,35.3,24.6,99.6,25.8,29.7,111.5,97.8,87.4,86.8,27.0,14.1,99.6,23.1,18.0,105.4
Begović,LEE,8.17,ARS,9.56,NFO,4.75,BRE,5.48,CHE,6.83,6.96,9.0,0.0,176,100.0,100.0,40349,0,0,0,0,1,1,0.0,-0.5,0,Asmir,False,0,2022-07-30T13:30:04.308081Z,40,40349.jpg,Begović,0.9,False,0.0,a,8,11,9,143033,247,115849,1246,0.0,2.2,90,0,0,1,0,0,0,0,0,0,4,2,30,36.0,0.0,0.0,3.6,1,0.0,0.0,0.0,1.04,392,27,531,32,483,22,446,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.04,0.0,635,34,428,42,2,1,187,28,1.0,1.0,12,1,0,0.0,0.0,22.0,1.0,1.0,0.04,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.6,30.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,12,0,1.6,1.2,0.6,1.8,22.9,30.2,110.4,81.8,109.7,82.7,12.4,15.3,105.7,26.4,20.2,78.2,28.4,32.1,118.2,102.9,100.0,98.0,24.4,17.4,114.8,23.7,34.4,104.6
Darwin,NEW,4.21,WOL,12.09,MUN,6.28,BOU,4.75,FUL,4.99,6.46,3.8,2.7,297,100.0,100.0,447203,0,0,-3,3,0,4,2.7,3.2,5,Darwin,False,0,2023-01-12T17:00:07.921257Z,87,447203.jpg,Núñez Ribeiro,7.6,False,0.0,a,12,14,60,2995488,26756,4260510,18733,0.3,6.9,1054,5,4,2,17,0,0,0,1,1,0,6,175,292.8,235.3,834.0,135.0,12,8.43,1.74,10.17,19.17,131,12,89,9,9,6,24,7,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.15,0.87,1.64,1.45,11,6,119,14,84,13,48,8,1.02,0.17,8,0,1,69.0,3.0,8.0,16.0,12.0,0.6,4.0,276.0,69.0,1.0,1.0,3.0,0.75,8.44,10.94,18.3,14.71,52.12,2.25,6.62,5.0,8.55,11.85,45.75,2,8,1,0.7,1.3,0.6,2.0,26.1,40.4,116.3,128.6,160.4,90.0,19.6,17.0,90.0,46.6,32.9,91.8,34.0,41.4,145.6,129.0,139.6,118.4,22.6,14.0,93.3,30.1,15.8,105.4
Nketiah,AVL,6.7,EVE,10.7,BOU,5.76,FUL,5.24,CRY,3.79,6.44,2.5,5.2,11,100.0,0.0,205533,0,0,-2,2,1,4,5.7,10.4,6,Eddie,False,0,0,68,205533.jpg,Nketiah,11.8,False,0.0,a,1,3,50,1656045,41578,459840,77126,0.8,7.4,861,4,1,2,11,0,0,0,2,0,0,5,131,186.6,84.2,514.0,77.6,8,5.6,0.52,6.12,12.18,219,20,219,29,25,11,94,18,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.05,0.64,1.27,1.15,48,21,27,6,215,30,34,6,0.84,0.21,13,0,1,180.0,0.0,16.0,20.0,7.0,0.3,6.0,540.0,90.0,0.0,0.0,5.0,1.0,3.88,6.55,9.33,4.21,25.7,4.0,6.95,8.83,16.37,6.8,47.17,3,4,1,1.6,1.3,1.8,0.4,20.9,35.8,103.1,114.7,140.3,79.5,14.3,17.4,92.4,48.0,32.9,81.6,12.8,22.3,61.3,81.1,80.6,54.4,9.6,13.0,68.6,33.5,28.4,62.2
Trossard,AVL,5.16,LEI,9.66,BOU,4.87,FUL,6.48,CRY,5.58,6.35,4.6,2.2,111,100.0,100.0,116216,-1,1,1,-1,2,3,2.7,4.4,7,Leandro,False,0,2023-01-08T00:00:08.175796Z,66,116216.jpg,Trossard,7.9,False,0.0,a,1,3,92,4541399,16739,4054824,20865,0.3,13.9,1397,8,3,4,26,0,0,0,1,0,0,5,285,429.8,384.3,743.0,155.7,16,5.31,2.29,7.57,21.1,48,19,41,34,10,4,14,9,4.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.15,0.49,1.36,1.68,52,27,152,62,32,16,46,14,1.03,0.26,13,0,1,42.0,1.0,6.0,19.0,16.0,0.73,3.0,81.0,27.0,1.0,4.0,0.0,0.0,8.19,15.0,22.62,20.23,39.11,3.0,4.8,10.33,15.0,9.5,23.33,5,13,1,2.6,1.0,3.0,1.4,17.9,21.4,76.8,64.4,73.6,64.8,8.6,12.0,87.3,19.4,13.9,64.3,21.0,28.1,90.0,103.2,88.2,77.8,12.8,13.7,79.9,37.2,20.4,75.4
Mitrović,BHA,7.37,WOL,8.73,BRE,5.21,ARS,3.85,LIV,4.47,5.93,4.6,2.0,210,75.0,100.0,128389,-1,1,4,-4,2,4,1.5,2.0,2,Aleksandar,False,Knock - 75% chance of playing,2023-02-16T16:30:09.617997Z,69,128389.jpg,Mitrović,25.0,False,0.0,d,9,54,87,7594001,24086,6178961,183455,0.3,12.6,1636,11,2,7,20,0,0,3,5,0,0,11,266,471.0,207.6,1030.0,169.7,19,12.29,1.1,13.4,26.85,34,4,110,14,3,3,12,4,0.0,0.0,3.0,0.0,1.0,0.0,0.68,0.0,0.06,0.74,1.48,1.1,43,20,182,20,33,8,16,5,1.05,0.39,16,0,1,83.0,4.0,1.0,19.0,18.0,0.95,5.0,443.0,89.0,0.0,0.0,5.0,1.0,8.93,14.0,24.79,10.93,54.21,2.2,4.32,1.0,8.04,6.42,30.0,2,16,1,0.7,1.6,1.0,0.6,25.9,38.5,116.6,124.6,144.3,90.8,19.8,14.1,84.4,33.6,22.6,88.5,17.4,21.6,63.6,91.6,62.6,49.2,12.8,10.3,64.1,25.7,12.8,68.8
