web_name,predicted_points_3,predicted_points_4,predicted_points_5,predicted_points_6,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,last_opponent,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5
Dalot,3.7,3.72,3.4,3.64,3.62,0.5,0.5,342,100.0,0.0,216051,-1,1,-1,1,0,2,0.0,1.0,0,Diogo,False,0,0,44,216051.jpg,Dalot Teixeira,3.3,False,0.0,a,14,1,1,24113,3581,119384,78199,0.1,0.2,180,0,0,0,6,0,0,0,0,0,0,0,22,34.0,59.2,79.0,17.2,103,43,18,5,15,1,21,4,0.0,0.0,0.0,0.0,0.0,0.0,4,5,12,1,1.5,1.5,1.5,1.5,22.5,30.4,124.8,75.2,104.0,90.5,9.5,16.0,131.7,19.4,7.5,75.0,22.5,30.4,124.8,75.2,104.0,90.5,9.5,16.0,131.7,19.4,7.5,75.0,1,0,90.0,0.0,0.0,2.0,2.0,1.0,2.0,180.0,90.0,0.0,0.0,2.0,1.0,8.6,11.0,17.0,29.6,39.5,0.5,8.6,11.0,17.0,29.6,39.5
Martinelli,3.74,3.41,3.39,3.91,3.61,8.0,8.0,19,100.0,0.0,444145,1,-1,2,-2,0,3,9.0,8.5,8,Gabriel,True,0,0,62,444145.jpg,Martinelli Silva,35.2,False,0.0,a,1,3,16,1165202,734654,81110,30062,1.3,2.6,180,2,0,1,2,0,0,0,0,0,0,1,53,80.6,67.0,54.0,20.1,10,5,11,7,37,23,11,8,1.0,0.0,5.0,0.0,2.0,0.0,10,2,3,0,1.0,2.0,1.0,2.0,29.5,46.8,134.2,187.8,145.0,111.0,21.0,15.0,61.8,41.3,46.5,99.5,29.5,46.8,134.2,187.8,145.0,111.0,21.0,15.0,61.8,41.3,46.5,99.5,0,1,90.0,0.0,0.0,2.0,2.0,1.0,2.0,180.0,90.0,0.0,0.0,2.0,1.0,10.05,26.5,40.3,33.5,27.0,8.0,10.05,26.5,40.3,33.5,27.0
Walker-Peters,3.54,3.8,3.62,3.39,3.59,3.5,3.5,409,100.0,0.0,158534,0,0,0,0,0,2,3.5,4.0,7,Kyle,False,0,0,45,158534.jpg,Walker-Peters,1.2,False,0.0,a,17,20,7,15123,10064,13026,3601,0.8,1.6,180,1,0,0,6,0,0,0,0,0,0,0,30,68.8,19.6,41.0,12.9,18,3,110,25,57,10,40,7,0.0,0.0,0.0,0.0,0.0,0.0,11,4,10,0,2.0,3.0,2.0,3.0,36.0,46.7,180.6,136.0,150.5,146.0,6.5,8.1,56.2,16.1,9.0,60.5,36.0,46.7,180.6,136.0,150.5,146.0,6.5,8.1,56.2,16.1,9.0,60.5,1,0,90.0,0.0,0.0,2.0,2.0,1.0,2.0,180.0,90.0,0.0,0.0,2.0,1.0,6.45,15.0,34.4,9.8,20.5,3.5,6.45,15.0,34.4,9.8,20.5
Willock,3.85,3.31,3.59,3.54,3.57,3.0,3.0,373,100.0,0.0,200089,0,0,0,0,0,3,2.0,3.0,3,Joe,False,0,0,50,200089.jpg,Willock,0.6,False,0.0,a,15,4,6,12787,3780,10481,5290,0.6,1.2,154,0,0,2,0,0,0,0,0,0,0,0,17,34.2,19.6,80.0,13.3,102,33,111,73,13,8,34,21,0.0,0.0,0.0,0.0,5.0,0.0,5,5,13,1,3.0,0.0,3.0,0.0,12.5,11.2,40.5,28.7,44.5,48.0,2.5,10.8,74.9,21.6,11.0,54.0,12.5,11.2,40.5,28.7,44.5,48.0,2.5,10.8,74.9,21.6,11.0,54.0,0,1,75.0,0.0,0.0,2.0,2.0,1.0,2.0,154.0,77.0,0.0,0.0,2.0,1.0,6.65,8.5,17.1,9.8,40.0,3.0,6.65,8.5,17.1,9.8,40.0
Sterling,3.58,3.46,3.69,3.56,3.57,4.0,4.0,304,100.0,0.0,103955,0,0,0,0,0,3,5.0,4.0,5,Raheem,False,0,0,100,103955.jpg,Sterling,5.9,False,0.0,a,6,8,8,47183,27043,108689,37800,0.4,0.8,173,0,1,1,1,0,0,0,0,0,0,0,10,26.0,56.0,92.0,17.4,147,52,23,15,8,4,20,11,0.0,0.0,0.0,0.0,0.0,0.0,18,2,11,0,2.0,1.5,2.0,1.5,26.0,40.3,141.3,131.6,130.5,111.5,8.0,16.8,109.5,29.4,29.5,70.0,26.0,40.3,141.3,131.6,130.5,111.5,8.0,16.8,109.5,29.4,29.5,70.0,0,1,83.0,0.0,0.0,2.0,2.0,1.0,2.0,173.0,86.0,0.0,0.0,2.0,1.0,8.7,5.0,13.0,28.0,46.0,4.0,8.7,5.0,13.0,28.0,46.0
Holgate,3.5,3.52,3.54,3.7,3.56,1.0,1.0,192,100.0,0.0,194164,0,0,0,0,0,2,1.5,1.0,1,Mason,False,0,0,45,194164.jpg,Holgate,0.2,False,0.0,a,8,11,2,2634,949,2340,1010,0.2,0.4,162,0,0,0,3,0,0,0,1,0,0,0,21,49.2,11.4,46.0,10.7,43,13,150,44,47,5,65,15,0.0,0.0,0.0,0.0,0.0,0.0,2,2,16,1,0.5,1.0,0.5,1.0,20.0,45.2,112.0,150.8,189.0,79.5,27.0,23.8,103.5,86.2,48.5,106.5,20.0,45.2,112.0,150.8,189.0,79.5,27.0,23.8,103.5,86.2,48.5,106.5,1,0,90.0,0.0,0.0,2.0,2.0,1.0,2.0,162.0,81.0,0.0,0.0,2.0,1.0,5.35,10.5,24.6,5.7,23.0,1.0,5.35,10.5,24.6,5.7,23.0
Tarkowski,3.5,3.47,3.59,3.67,3.56,1.5,1.5,199,100.0,0.0,17761,0,0,0,0,0,2,2.0,1.5,1,James,False,0,0,45,17761.jpg,Tarkowski,0.9,False,0.0,a,8,11,3,12046,3463,9654,4622,0.3,0.7,180,0,0,0,3,0,0,0,0,0,0,0,31,48.6,34.5,58.0,14.1,45,14,69,15,31,4,28,5,0.0,0.0,0.0,0.0,0.0,0.0,2,2,16,1,0.5,1.0,0.5,1.0,20.0,45.2,112.0,150.8,189.0,79.5,27.0,23.8,103.5,86.2,48.5,106.5,20.0,45.2,112.0,150.8,189.0,79.5,27.0,23.8,103.5,86.2,48.5,106.5,1,0,90.0,0.0,0.0,2.0,2.0,1.0,2.0,180.0,90.0,0.0,0.0,2.0,1.0,7.05,15.5,24.3,17.25,29.0,1.5,7.05,15.5,24.3,17.25,29.0
Schär,3.62,3.35,3.57,3.6,3.54,10.0,10.0,366,100.0,0.0,119471,0,0,1,-1,1,2,9.0,10.0,5,Fabian,True,0,0,46,119471.jpg,Schär,6.4,False,0.0,a,15,4,20,398123,159304,53069,31522,2.2,4.3,180,1,0,2,0,0,0,0,1,0,0,3,65,86.6,15.3,25.0,12.7,7,1,133,36,94,26,42,8,0.0,0.0,2.0,0.0,4.0,0.0,5,5,13,1,3.0,0.0,3.0,0.0,12.5,11.2,40.5,28.7,44.5,48.0,2.5,10.8,74.9,21.6,11.0,54.0,12.5,11.2,40.5,28.7,44.5,48.0,2.5,10.8,74.9,21.6,11.0,54.0,1,0,90.0,0.0,0.0,2.0,2.0,1.0,2.0,180.0,90.0,0.0,0.0,2.0,1.0,6.35,32.5,43.3,7.65,12.5,10.0,6.35,32.5,43.3,7.65,12.5
Son,3.38,3.66,3.73,3.4,3.54,3.5,3.5,428,100.0,0.0,85971,0,0,0,0,0,3,4.0,3.5,2,Son,False,0,0,120,85971.jpg,Heung-min,19.3,False,0.0,a,18,6,7,66317,29245,422792,174705,0.3,0.6,168,0,1,0,3,0,0,0,0,0,0,0,26,46.8,67.3,93.0,20.7,54,23,10,6,6,3,9,7,1.0,0.0,3.0,0.0,3.0,0.0,6,2,20,1,0.5,1.0,0.5,1.0,21.0,29.3,74.0,92.8,125.0,63.5,21.0,12.4,95.6,19.4,7.5,94.5,21.0,29.3,74.0,92.8,125.0,63.5,21.0,12.4,95.6,19.4,7.5,94.5,0,1,78.0,0.0,0.0,2.0,2.0,1.0,2.0,168.0,84.0,0.0,0.0,2.0,1.0,10.35,13.0,23.4,33.65,46.5,3.5,10.35,13.0,23.4,33.65,46.5
Aribo,3.55,3.73,3.54,3.33,3.54,4.5,4.5,512,100.0,0.0,193204,0,0,0,0,0,3,4.5,5.0,7,Joe,False,0,0,55,193204.jpg,Ayodele-Aribo,0.7,False,0.0,a,17,20,9,17752,13196,9407,3375,0.8,1.6,119,1,0,0,4,0,0,0,0,0,0,1,28,48.6,7.3,77.0,13.3,46,21,169,96,17,9,35,22,0.0,0.0,0.0,0.0,0.0,0.0,11,4,10,0,2.0,3.0,2.0,3.0,36.0,46.7,180.6,136.0,150.5,146.0,6.5,8.1,56.2,16.1,9.0,60.5,36.0,46.7,180.6,136.0,150.5,146.0,6.5,8.1,56.2,16.1,9.0,60.5,0,1,29.0,0.0,1.0,2.0,1.0,0.5,2.0,119.0,60.0,0.0,1.0,1.0,0.5,6.65,14.0,24.3,3.65,38.5,4.5,6.65,14.0,24.3,3.65,38.5
De Bruyne,3.39,3.66,3.59,3.49,3.53,10.0,10.0,301,100.0,0.0,61366,1,-1,1,-1,1,3,11.0,11.5,14,Kevin,True,0,0,121,61366.jpg,De Bruyne,20.2,False,0.0,a,13,43,20,412588,280277,95312,27432,0.8,1.7,177,1,2,2,0,0,0,0,0,0,0,3,70,93.0,121.5,65.0,27.9,4,2,2,2,26,15,3,2,1.0,0.0,2.0,0.0,3.0,0.0,3,3,15,0,1.0,0.0,1.0,0.0,14.0,21.4,50.0,67.2,97.0,49.5,16.5,11.2,86.9,11.7,13.0,82.5,14.0,21.4,50.0,67.2,97.0,49.5,16.5,11.2,86.9,11.7,13.0,82.5,0,1,90.0,0.0,0.0,2.0,2.0,1.0,2.0,177.0,88.0,0.0,0.0,2.0,1.0,13.95,35.0,46.5,60.75,32.5,10.0,13.95,35.0,46.5,60.75,32.5
James,3.5,3.54,3.61,3.44,3.52,7.0,7.0,146,100.0,0.0,225796,0,0,0,0,0,2,8.0,7.0,7,Reece,False,0,0,60,225796.jpg,James,41.5,False,0.0,a,6,8,14,375312,256517,201668,61797,1.2,2.3,180,1,0,1,2,0,0,0,2,0,0,3,62,64.2,72.3,44.0,18.0,25,8,7,3,51,6,17,1,3.0,0.0,1.0,0.0,0.0,0.0,18,2,11,0,2.0,1.5,2.0,1.5,26.0,40.3,141.3,131.6,130.5,111.5,8.0,16.8,109.5,29.4,29.5,70.0,26.0,40.3,141.3,131.6,130.5,111.5,8.0,16.8,109.5,29.4,29.5,70.0,1,0,90.0,0.0,0.0,2.0,2.0,1.0,2.0,180.0,90.0,0.0,0.0,2.0,1.0,9.0,31.0,32.1,36.15,22.0,7.0,9.0,31.0,32.1,36.15,22.0
Salah,3.71,3.48,3.29,3.55,3.51,7.0,7.0,283,100.0,0.0,118748,0,0,0,0,1,3,7.5,8.0,2,Mohamed,False,0,0,130,118748.jpg,Salah,61.9,False,0.0,a,12,14,14,248862,72868,139667,96898,0.5,1.1,180,1,1,0,3,0,0,0,0,0,0,2,39,58.2,109.7,63.0,23.1,30,14,3,3,28,17,6,5,0.0,0.0,0.0,0.0,2.0,0.0,7,4,14,0,0.5,3.0,0.5,3.0,39.0,46.6,171.5,136.0,156.5,138.0,28.5,16.0,106.6,4.2,48.5,101.5,39.0,46.6,171.5,136.0,156.5,138.0,28.5,16.0,106.6,4.2,48.5,101.5,0,1,90.0,0.0,0.0,2.0,2.0,1.0,2.0,180.0,90.0,0.0,0.0,2.0,1.0,11.55,19.5,29.1,54.85,31.5,7.0,11.55,19.5,29.1,54.85,31.5
Andersen,3.43,3.65,3.43,3.39,3.48,1.0,1.0,165,100.0,0.0,174874,0,0,0,0,0,2,1.0,0.0,1,Joachim,False,0,0,45,174874.jpg,Andersen,2.5,False,0.0,a,7,31,2,17832,7322,34708,12301,0.2,0.4,180,0,0,0,3,0,0,0,1,0,0,0,28,78.0,12.2,13.0,10.4,11,2,147,42,148,43,68,16,0.0,0.0,0.0,0.0,0.0,0.0,12,2,2,1,1.0,1.5,1.0,1.5,20.0,23.8,77.7,45.2,114.5,62.5,21.5,20.4,116.9,42.6,44.0,105.0,20.0,23.8,77.7,45.2,114.5,62.5,21.5,20.4,116.9,42.6,44.0,105.0,1,0,90.0,0.0,0.0,2.0,2.0,1.0,2.0,180.0,90.0,0.0,0.0,2.0,1.0,5.2,14.0,39.0,6.1,6.5,1.0,5.2,14.0,39.0,6.1,6.5
