web_name,predicted_points_3,predicted_points_4,predicted_points_5,predicted_points_6,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,last_opponent,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5
Rodrigo,4.35,4.35,4.6,4.46,4.44,11.0,11.0,225,100.0,0.0,80954,1,-1,1,-1,1,3,10.0,10.5,15,Rodrigo,True,0,0,61,80954.jpg,Moreno,8.6,False,0.0,a,11,2,22,635312,579583,55857,39797,1.8,3.6,154,3,0,0,3,0,0,0,0,0,0,3,72,110.2,32.9,142.0,28.5,1,1,71,49,3,1,2,1,0.0,0.0,0.0,0.0,4.0,0.0,17,4,6,1,1.5,1.0,1.5,1.0,18.0,22.8,88.2,56.2,82.5,69.5,12.0,24.8,144.2,37.5,65.5,73.5,18.0,22.8,88.2,56.2,82.5,69.5,12.0,24.8,144.2,37.5,65.5,73.5,0,1,90.0,0.0,0.0,2.0,2.0,1.0,2.0,154.0,77.0,0.0,0.0,2.0,1.0,14.25,36.0,55.1,16.45,71.0,11.0,14.25,36.0,55.1,16.45,71.0
Jesus,4.46,4.05,4.18,4.58,4.32,10.5,10.5,28,100.0,0.0,205651,0,0,0,0,1,4,11.5,11.0,19,Gabriel,True,0,0,80,205651.jpg,Fernando de Jesus,76.4,False,0.0,a,1,3,21,632497,526672,387438,15668,1.3,2.6,165,2,2,1,2,0,0,0,0,0,0,3,72,106.0,36.9,143.0,28.6,2,1,64,6,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10,2,3,0,1.0,2.0,1.0,2.0,29.5,46.8,134.2,187.8,145.0,111.0,21.0,15.0,61.8,41.3,46.5,99.5,29.5,46.8,134.2,187.8,145.0,111.0,21.0,15.0,61.8,41.3,46.5,99.5,0,1,83.0,0.0,0.0,2.0,2.0,1.0,2.0,165.0,82.0,0.0,0.0,2.0,1.0,14.3,36.0,53.0,18.45,71.5,10.5,14.3,36.0,53.0,18.45,71.5
Darwin,4.24,4.1,3.95,4.23,4.13,3.5,3.5,297,0.0,0.0,447203,0,0,1,-1,0,4,0.0,4.5,-2,Darwin,False,Suspended until 03 Sep,2022-08-16T00:30:06.350476Z,91,447203.jpg,Núñez Ribeiro,18.6,False,0.0,s,12,14,7,404371,75898,691936,615376,0.4,0.8,95,1,1,0,2,0,0,0,0,1,0,1,16,53.2,21.7,156.0,22.1,39,6,105,12,1,1,7,2,0.0,0.0,0.0,0.0,0.0,0.0,7,4,14,0,0.5,3.0,0.5,3.0,39.0,46.6,171.5,136.0,156.5,138.0,28.5,16.0,106.6,4.2,48.5,101.5,39.0,46.6,171.5,136.0,156.5,138.0,28.5,16.0,106.6,4.2,48.5,101.5,0,1,56.0,0.0,1.0,2.0,1.0,0.5,2.0,95.0,48.0,0.0,1.0,1.0,0.5,11.05,8.0,26.6,10.85,78.0,3.5,11.05,8.0,26.6,10.85,78.0
Groß,4.02,3.93,3.75,4.02,3.93,9.0,9.0,104,100.0,0.0,60307,0,0,1,-1,1,3,9.0,9.0,3,Pascal,True,0,0,56,60307.jpg,Groß,5.9,False,0.0,a,5,36,18,433355,154198,68284,43691,1.6,3.2,180,2,0,1,1,0,0,0,0,0,0,3,51,81.6,64.5,95.0,24.1,8,4,12,8,5,2,4,3,1.0,0.0,0.0,0.0,2.0,0.0,15,3,19,0,0.0,1.5,0.0,1.5,29.0,30.4,95.7,104.5,104.5,108.0,40.0,21.8,119.2,49.8,49.0,137.5,29.0,30.4,95.7,104.5,104.5,108.0,40.0,21.8,119.2,49.8,49.0,137.5,0,1,90.0,0.0,0.0,2.0,2.0,1.0,2.0,180.0,90.0,0.0,0.0,2.0,1.0,12.05,25.5,40.8,32.25,47.5,9.0,12.05,25.5,40.8,32.25,47.5
Mitrović,3.74,3.6,3.63,3.85,3.7,6.0,6.0,210,100.0,0.0,128389,0,0,1,-1,1,4,5.5,5.5,-1,Aleksandar,False,0,0,66,128389.jpg,Mitrović,15.9,False,0.0,a,9,54,12,753962,141911,217617,164875,0.9,1.8,180,2,0,1,2,0,0,1,1,0,0,3,52,87.8,26.0,92.0,20.6,6,2,88,9,7,4,10,3,0.0,0.0,3.0,0.0,1.0,0.0,20,2,4,1,3.0,1.0,3.0,1.0,17.5,32.1,92.8,123.6,105.0,79.0,6.5,19.8,99.6,61.2,37.5,77.5,17.5,32.1,92.8,123.6,105.0,79.0,6.5,19.8,99.6,61.2,37.5,77.5,0,1,90.0,0.0,0.0,2.0,2.0,1.0,2.0,180.0,90.0,0.0,0.0,2.0,1.0,10.3,26.0,43.9,13.0,46.0,6.0,10.3,26.0,43.9,13.0,46.0
Haaland,3.42,3.85,3.78,3.71,3.69,9.0,9.0,318,100.0,0.0,223094,1,-1,2,-2,1,4,10.0,10.5,5,Erling,True,0,0,117,223094.jpg,Haaland,59.9,False,0.0,a,13,43,18,1345593,201780,99719,69843,0.8,1.5,150,2,1,2,0,0,0,0,0,0,0,3,64,80.8,18.1,96.0,19.5,9,3,119,16,4,3,12,4,0.0,0.0,0.0,0.0,1.0,0.0,3,3,15,0,1.0,0.0,1.0,0.0,14.0,21.4,50.0,67.2,97.0,49.5,16.5,11.2,86.9,11.7,13.0,82.5,14.0,21.4,50.0,67.2,97.0,49.5,16.5,11.2,86.9,11.7,13.0,82.5,0,1,73.0,0.0,0.0,2.0,2.0,1.0,2.0,150.0,75.0,0.0,0.0,2.0,1.0,9.75,32.0,40.4,9.05,48.0,9.0,9.75,32.0,40.4,9.05,48.0
Maddison,3.79,3.55,3.9,3.47,3.68,6.0,6.0,261,100.0,0.0,172780,0,0,0,0,0,3,6.0,5.5,7,James,False,0,0,80,172780.jpg,Maddison,5.3,False,0.0,a,10,13,12,92255,64746,75197,25443,0.8,1.5,180,1,1,0,6,0,0,0,0,0,0,0,46,66.2,80.0,85.0,23.1,22,11,6,4,10,6,5,4,1.0,0.0,1.0,0.0,0.0,0.0,1,2,17,1,1.5,3.0,1.5,3.0,26.5,48.2,163.3,151.4,169.0,115.5,21.0,25.8,137.6,33.7,87.0,101.0,26.5,48.2,163.3,151.4,169.0,115.5,21.0,25.8,137.6,33.7,87.0,101.0,0,1,90.0,0.0,0.0,2.0,2.0,1.0,2.0,180.0,90.0,0.0,0.0,2.0,1.0,11.55,23.0,33.1,40.0,42.5,6.0,11.55,23.0,33.1,40.0,42.5
Henderson,3.79,3.52,3.65,3.72,3.67,8.5,8.5,398,100.0,0.0,172649,0,0,0,0,0,1,8.0,8.0,14,Dean,True,0,0,45,172649.jpg,Henderson,6.7,False,0.0,a,16,17,17,119631,105575,35835,14080,1.9,3.8,180,0,0,1,2,0,1,0,1,0,11,3,69,98.0,0.0,0.0,9.8,3,1,430,44,385,44,74,1,0.0,0.0,0.0,0.0,0.0,0.0,19,2,8,0,0.5,1.5,0.5,1.5,29.0,42.6,138.7,115.8,170.5,103.5,26.0,20.9,106.0,65.0,37.5,117.0,29.0,42.6,138.7,115.8,170.5,103.5,26.0,20.9,106.0,65.0,37.5,117.0,1,0,90.0,0.0,0.0,2.0,2.0,1.0,2.0,180.0,90.0,0.0,0.0,2.0,1.0,4.9,34.5,49.0,0.0,0.0,8.5,4.9,34.5,49.0,0.0,0.0
N.Williams,3.72,3.47,3.78,3.65,3.66,3.5,3.5,295,100.0,0.0,215136,0,0,0,0,0,2,3.0,3.0,7,Neco,False,0,0,40,215136.jpg,Williams,28.1,False,0.0,a,16,17,7,242715,163210,136217,51070,0.9,1.8,180,0,0,1,2,0,0,0,1,0,0,1,34,58.0,61.1,59.0,17.9,31,10,13,4,29,3,18,2,1.0,0.0,1.0,0.0,0.0,0.0,19,2,8,0,0.5,1.5,0.5,1.5,29.0,42.6,138.7,115.8,170.5,103.5,26.0,20.9,106.0,65.0,37.5,117.0,29.0,42.6,138.7,115.8,170.5,103.5,26.0,20.9,106.0,65.0,37.5,117.0,1,0,90.0,0.0,0.0,2.0,2.0,1.0,2.0,180.0,90.0,0.0,0.0,2.0,1.0,8.95,17.0,29.0,30.55,29.5,3.5,8.95,17.0,29.0,30.55,29.5
Luis Díaz,3.77,3.64,3.42,3.72,3.64,5.5,5.5,293,100.0,0.0,244731,0,0,0,0,0,3,6.0,6.5,9,Luis,False,0,0,80,244731.jpg,Díaz,20.4,False,0.0,a,12,14,11,225998,141207,243897,74367,0.7,1.4,167,1,0,0,3,0,0,0,1,0,0,3,32,54.8,19.3,66.0,13.8,33,16,112,74,24,13,30,18,0.0,0.0,0.0,0.0,0.0,0.0,7,4,14,0,0.5,3.0,0.5,3.0,39.0,46.6,171.5,136.0,156.5,138.0,28.5,16.0,106.6,4.2,48.5,101.5,39.0,46.6,171.5,136.0,156.5,138.0,28.5,16.0,106.6,4.2,48.5,101.5,0,1,90.0,0.0,0.0,2.0,2.0,1.0,2.0,167.0,84.0,0.0,0.0,2.0,1.0,6.9,16.0,27.4,9.65,33.0,5.5,6.9,16.0,27.4,9.65,33.0
R.Sessegnon,3.53,3.69,3.81,3.52,3.64,4.0,4.0,436,100.0,0.0,184349,0,0,0,0,0,2,4.5,4.0,1,Ryan,False,0,0,45,184349.jpg,Sessegnon,2.2,False,0.0,a,18,6,8,139246,43278,32328,17105,0.9,1.8,121,1,0,0,2,0,0,0,1,0,0,0,16,41.6,3.5,70.0,11.5,71,26,192,59,20,2,51,11,0.0,0.0,0.0,0.0,0.0,0.0,6,2,20,1,0.5,1.0,0.5,1.0,21.0,29.3,74.0,92.8,125.0,63.5,21.0,12.4,95.6,19.4,7.5,94.5,21.0,29.3,74.0,92.8,125.0,63.5,21.0,12.4,95.6,19.4,7.5,94.5,1,0,56.0,0.0,0.0,2.0,2.0,1.0,2.0,121.0,60.0,0.0,0.0,2.0,1.0,5.75,8.0,20.8,1.75,35.0,4.0,5.75,8.0,20.8,1.75,35.0
Koulibaly,3.65,3.51,3.75,3.61,3.63,6.5,6.5,520,100.0,0.0,86129,0,0,0,0,0,2,7.5,6.5,7,Kalidou,False,0,0,55,86129.jpg,Koulibaly,12.3,False,0.0,a,6,8,13,217213,142744,96230,34316,1.2,2.4,164,1,0,1,2,0,0,0,0,0,0,0,53,67.4,6.3,39.0,11.3,20,4,173,50,62,12,54,12,0.0,0.0,0.0,0.0,0.0,0.0,18,2,11,0,2.0,1.5,2.0,1.5,26.0,40.3,141.3,131.6,130.5,111.5,8.0,16.8,109.5,29.4,29.5,70.0,26.0,40.3,141.3,131.6,130.5,111.5,8.0,16.8,109.5,29.4,29.5,70.0,1,0,90.0,0.0,0.0,2.0,2.0,1.0,2.0,164.0,82.0,0.0,0.0,2.0,1.0,5.65,26.5,33.7,3.15,19.5,6.5,5.65,26.5,33.7,3.15,19.5
Zaha,3.52,3.89,3.53,3.53,3.62,4.5,4.5,160,100.0,0.0,82403,0,0,0,0,0,3,4.5,3.5,7,Wilfried,False,0,0,70,82403.jpg,Zaha,7.4,False,0.0,a,7,31,9,99742,77346,136307,35311,0.6,1.3,180,1,0,0,3,0,0,0,0,0,0,0,29,56.8,42.2,82.0,18.1,32,15,46,33,12,7,16,10,4.0,0.0,0.0,0.0,1.0,0.0,12,2,2,1,1.0,1.5,1.0,1.5,20.0,23.8,77.7,45.2,114.5,62.5,21.5,20.4,116.9,42.6,44.0,105.0,20.0,23.8,77.7,45.2,114.5,62.5,21.5,20.4,116.9,42.6,44.0,105.0,0,1,90.0,0.0,0.0,2.0,2.0,1.0,2.0,180.0,90.0,0.0,0.0,2.0,1.0,9.05,14.5,28.4,21.1,41.0,4.5,9.05,14.5,28.4,21.1,41.0
