id,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
1,2,220,100.0,100.0,4,69140,0,0,-4,4,44.2,335,114,0,2,3.5,3.0,7,Shkodran,3.0,14,0,40.1,320,112,False,231.2,264,106,1025,0,2020-07-01T22:00:25.971699Z,51,0,0,0,69140.jpg,3.2,0,0,Mustafi,0.4,False,0.0,a,1,3,124.0,240,61,41,22354,1041,43520,277,0.6,8.0,Mustafi,1,20,1,0,90.0,2.0,21.0,13.0,10.0,0.32,5.0,405.0,81.0,1.0,1.0,3.0,0.75,3.08,16.92,17.78,3.4,9.54,3.0,2.06,15.2,11.4,5.76,3.4,3,13,1,1.1,1.4,2.2,0.8,25.0,41.2,120.1,136.0,156.5,96.1,20.8,20.2,105.1,52.2,44.0,100.7,21.2,31.4,82.7,109.5,123.6,70.2,19.6,22.6,128.8,57.9,38.6,106.0
427,1,78,100.0,0.0,3,98980,0,0,-2,2,0.0,557,52,0,1,4.5,4.0,6,Emiliano,4.0,2,0,7.6,422,30,False,75.2,385,30,320,0,0,43,0,0,0,98980.jpg,5.0,0,9,Martínez,2.4,False,0.0,a,1,3,0.0,531,46,20,192728,18672,36552,2352,0.9,4.7,Martínez,1,20,1,0,90.0,0.0,29.0,4.0,4.0,0.12,4.0,320.0,80.0,0.0,1.0,4.0,0.8,1.9,19.5,18.8,0.0,0.0,5.0,1.9,19.5,18.8,0.0,0.0,3,13,1,1.1,1.4,2.2,0.8,25.0,41.2,120.1,136.0,156.5,96.1,20.8,20.2,105.1,52.2,44.0,100.7,21.2,31.4,82.7,109.5,123.6,70.2,19.6,22.6,128.8,57.9,38.6,106.0
467,5,197,0.0,0.0,3,101184,0,0,-2,2,113.5,245,66,0,2,0.0,0.0,0,Calum,0.0,15,1,58.7,239,71,False,272.0,241,95,1102,Knee injury - Unknown return date,2019-12-29T14:30:27.183032Z,43,0,0,0,101184.jpg,3.0,0,0,Chambers,0.6,False,0.0,i,1,3,203.0,175,35,42,140599,7,173272,147,0.0,9.8,Chambers,5,20,1,0,0.0,14.0,8.0,14.0,11.0,0.58,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.19,14.07,19.43,8.11,14.5,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1,1.1,1.4,2.2,0.8,25.0,41.2,120.1,136.0,156.5,96.1,20.8,20.2,105.1,52.2,44.0,100.7,21.2,31.4,82.7,109.5,123.6,70.2,19.6,22.6,128.8,57.9,38.6,106.0
469,3,248,100.0,100.0,6,182539,0,0,-3,3,335.7,98,66,1,3,3.1,2.6,3,Daniel,2.6,16,0,71.6,198,105,False,269.4,244,100,1324,0,2019-11-06T17:30:16.584319Z,52,0,0,0,182539.jpg,2.5,0,0,Ceballos Fernández,3.0,False,0.0,a,1,3,111.0,255,131,48,1025915,1004,1160182,1303,0.5,9.2,Ceballos,0,20,0,1,82.0,9.0,10.0,19.0,14.0,0.58,6.0,509.0,85.0,0.0,0.0,5.0,1.0,3.77,13.05,14.18,17.67,5.84,2.67,3.62,16.5,16.1,17.67,2.33,3,13,1,1.1,1.4,2.2,0.8,25.0,41.2,120.1,136.0,156.5,96.1,20.8,20.2,105.1,52.2,44.0,100.7,21.2,31.4,82.7,109.5,123.6,70.2,19.6,22.6,128.8,57.9,38.6,106.0
486,3,265,100.0,100.0,4,58822,0,0,-2,2,204.1,179,41,0,2,3.1,2.6,6,Cédric,2.6,18,1,65.6,216,62,False,336.2,193,70,1394,0,2020-06-19T23:30:18.204187Z,48,0,0,0,58822.jpg,3.1,0,0,Soares,0.3,False,0.0,a,1,3,114.0,252,68,56,30465,3022,37025,260,0.5,11.7,Cédric,1,20,1,0,75.0,12.0,6.0,18.0,15.0,0.71,2.0,88.0,44.0,3.0,1.0,1.0,0.5,3.64,14.72,18.68,11.34,6.33,6.5,2.95,21.5,22.5,3.5,3.5,3,13,1,1.1,1.4,2.2,0.8,25.0,41.2,120.1,136.0,156.5,96.1,20.8,20.2,105.1,52.2,44.0,100.7,21.2,31.4,82.7,109.5,123.6,70.2,19.6,22.6,128.8,57.9,38.6,106.0
489,0,73,100.0,100.0,2,200641,0,0,-2,2,132.5,237,139,0,3,1.1,0.6,0,Reiss,0.6,6,0,33.9,331,146,False,64.6,392,164,541,0,2020-01-18T17:00:23.535651Z,53,0,0,0,200641.jpg,1.6,0,0,Nelson,0.1,False,0.0,a,1,3,142.0,230,123,22,13536,36,19811,90,0.1,4.2,Nelson,1,20,0,1,0.0,6.0,22.0,13.0,5.0,0.19,3.0,104.0,35.0,0.0,4.0,1.0,0.2,2.61,5.62,4.97,10.19,10.92,1.33,2.07,5.67,3.8,12.5,4.33,3,13,1,1.1,1.4,2.2,0.8,25.0,41.2,120.1,136.0,156.5,96.1,20.8,20.2,105.1,52.2,44.0,100.7,21.2,31.4,82.7,109.5,123.6,70.2,19.6,22.6,128.8,57.9,38.6,106.0
490,0,144,100.0,100.0,1,200089,0,0,-3,3,163.1,208,125,0,3,3.3,2.8,4,Joseph,2.8,14,1,52.9,263,124,False,169.2,313,133,714,0,2019-09-07T11:30:17.190466Z,47,0,0,0,200089.jpg,1.5,0,0,Willock,0.2,False,0.0,a,1,3,198.0,180,97,37,30645,298,34401,316,0.6,7.9,Willock,1,20,0,1,14.0,1.0,27.0,23.0,5.0,0.16,4.0,141.0,35.0,0.0,4.0,1.0,0.2,2.3,6.26,7.36,7.09,8.61,3.5,4.15,12.25,18.7,7.55,16.0,3,13,1,1.1,1.4,2.2,0.8,25.0,41.2,120.1,136.0,156.5,96.1,20.8,20.2,105.1,52.2,44.0,100.7,21.2,31.4,82.7,109.5,123.6,70.2,19.6,22.6,128.8,57.9,38.6,106.0
504,5,129,0.0,0.0,2,444145,0,0,-2,2,36.6,351,53,0,4,0.0,0.0,0,Gabriel Teodoro,0.0,9,3,42.5,309,43,False,162.8,318,36,656,Knee injury - Unknown return date,2020-06-24T13:00:17.558412Z,43,0,0,0,444145.jpg,2.8,0,0,Martinelli Silva,2.0,False,0.0,i,1,3,226.0,160,42,39,576538,210,536017,9812,0.0,9.1,Martinelli,1,20,0,1,0.0,5.0,22.0,14.0,6.0,0.21,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.04,9.21,11.63,2.61,16.14,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1,1.1,1.4,2.2,0.8,25.0,41.2,120.1,136.0,156.5,96.1,20.8,20.2,105.1,52.2,44.0,100.7,21.2,31.4,82.7,109.5,123.6,70.2,19.6,22.6,128.8,57.9,38.6,106.0
515,3,144,100.0,100.0,2,192895,0,0,-2,2,97.9,259,71,0,2,4.5,4.0,4,Kieran,4.0,10,0,24.3,367,133,False,107.2,360,141,603,0,2019-12-09T22:00:21.790216Z,53,0,0,0,192895.jpg,2.5,0,0,Tierney,0.6,False,0.0,a,1,3,37.0,350,127,25,100803,5801,119703,611,0.8,4.7,Tierney,2,20,1,0,55.0,18.0,7.0,10.0,7.0,0.5,5.0,307.0,61.0,1.0,0.0,4.0,1.0,2.43,14.4,10.72,9.79,3.7,4.0,1.6,18.6,10.24,4.56,1.2,3,13,1,1.1,1.4,2.2,0.8,25.0,41.2,120.1,136.0,156.5,96.1,20.8,20.2,105.1,52.2,44.0,100.7,21.2,31.4,82.7,109.5,123.6,70.2,19.6,22.6,128.8,57.9,38.6,106.0
541,4,233,100.0,100.0,6,223340,0,0,2,-2,269.5,136,84,0,3,4.3,3.8,10,Bukayo,3.8,15,1,76.3,181,95,False,298.0,219,86,1513,0,2020-02-02T17:00:24.409161Z,47,0,0,0,223340.jpg,2.8,0,0,Saka,5.2,False,0.0,a,1,3,195.0,185,99,62,795939,30229,417771,12220,0.8,13.2,Saka,5,20,0,1,75.0,3.0,10.0,22.0,15.0,0.6,5.0,431.0,86.0,0.0,1.0,4.0,0.8,3.47,10.59,13.55,12.25,8.86,4.4,4.62,13.8,17.68,18.96,9.6,3,13,1,1.1,1.4,2.2,0.8,25.0,41.2,120.1,136.0,156.5,96.1,20.8,20.2,105.1,52.2,44.0,100.7,21.2,31.4,82.7,109.5,123.6,70.2,19.6,22.6,128.8,57.9,38.6,106.0
