web_name,predicted_points_2,predicted_points_3,predicted_points_4,predicted_points_5,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,last_opponent,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5
Saint-Maximin,3.64,3.17,3.73,3.78,3.58,3.0,3.0,368,100.0,0.0,170137,0,0,0,0,0,3,2.3,2.8,3,Allan,False,0,0,65,170137.jpg,Saint-Maximin,7.5,False,0.0,a,15,4,3,34706,34706,48154,48154,0.5,0.5,89,0,0,1,0,0,0,0,0,0,0,0,6,6.8,17.7,81.0,10.6,187,75,65,43,2,1,15,9,0.0,0.0,0.0,0.0,0.0,0.0,16,2,5,0,2.0,1.0,2.0,1.0,13.0,32.2,54.4,133.1,136.0,58.0,3.0,24.9,78.0,62.2,109.0,54.0,13.0,32.2,54.4,133.1,136.0,58.0,3.0,24.9,78.0,62.2,109.0,54.0,0,1,89.0,0.0,0.0,1.0,1.0,1.0,1.0,89.0,89.0,0.0,0.0,1.0,1.0,10.6,6.0,6.8,17.7,81.0,3.0,10.6,6.0,6.8,17.7,81.0
Schär,3.58,3.29,3.7,3.73,3.58,15.0,15.0,366,100.0,0.0,119471,0,0,0,0,1,2,1.9,2.4,15,Fabian,True,0,0,45,119471.jpg,Schär,3.6,False,0.0,a,15,4,15,172731,172731,13484,13484,3.3,3.3,90,1,0,1,0,0,0,0,0,0,0,3,43,66.0,14.6,25.0,10.6,3,1,84,25,42,8,14,1,0.0,0.0,2.0,0.0,4.0,0.0,16,2,5,0,2.0,1.0,2.0,1.0,13.0,32.2,54.4,133.1,136.0,58.0,3.0,24.9,78.0,62.2,109.0,54.0,13.0,32.2,54.4,133.1,136.0,58.0,3.0,24.9,78.0,62.2,109.0,54.0,1,0,90.0,0.0,0.0,1.0,1.0,1.0,1.0,90.0,90.0,0.0,0.0,1.0,1.0,10.6,43.0,66.0,14.6,25.0,15.0,10.6,43.0,66.0,14.6,25.0
Holgate,3.39,3.65,3.57,3.64,3.56,1.0,1.0,192,100.0,0.0,194164,0,0,0,0,0,2,1.9,1.4,1,Mason,False,0,0,45,194164.jpg,Holgate,0.2,False,0.0,a,8,11,1,1222,1222,1002,1002,0.2,0.2,72,0,0,0,1,0,0,0,1,0,0,0,9,27.0,0.5,20.0,4.8,46,15,218,77,64,12,75,20,0.0,0.0,0.0,0.0,0.0,0.0,6,2,2,0,0.0,2.0,0.0,2.0,25.0,20.6,115.0,9.5,81.0,80.0,36.0,16.4,129.0,26.2,8.0,131.0,25.0,20.6,115.0,9.5,81.0,80.0,36.0,16.4,129.0,26.2,8.0,131.0,1,0,72.0,0.0,0.0,1.0,1.0,1.0,1.0,72.0,72.0,0.0,0.0,1.0,1.0,4.8,9.0,27.0,0.5,20.0,1.0,4.8,9.0,27.0,0.5,20.0
Dier,3.12,3.42,3.74,3.76,3.51,8.0,8.0,430,100.0,0.0,93264,0,0,0,0,0,2,2.3,2.8,8,Eric,False,0,0,50,93264.jpg,Dier,4.3,False,0.0,a,18,6,8,40891,40891,16049,16049,1.6,1.6,90,1,0,0,1,0,0,0,0,0,0,0,27,43.6,0.4,17.0,6.1,10,3,226,81,76,16,51,14,0.0,0.0,2.0,0.0,0.0,0.0,17,4,6,0,1.0,0.0,1.0,0.0,9.0,14.7,32.0,47.1,67.0,44.0,11.0,23.2,137.8,33.6,59.0,66.0,9.0,14.7,32.0,47.1,67.0,44.0,11.0,23.2,137.8,33.6,59.0,66.0,1,0,90.0,0.0,0.0,1.0,1.0,1.0,1.0,90.0,90.0,0.0,0.0,1.0,1.0,6.1,27.0,43.6,0.4,17.0,8.0,6.1,27.0,43.6,0.4,17.0
Maddison,3.4,3.66,3.17,3.72,3.49,5.0,5.0,261,100.0,0.0,172780,0,0,0,0,0,3,2.2,2.7,5,James,False,0,0,80,172780.jpg,Maddison,4.8,False,0.0,a,10,13,5,20252,20252,33929,33929,0.6,0.6,90,0,1,0,2,0,0,0,0,0,0,0,19,28.2,62.2,60.0,15.0,42,18,2,2,5,3,5,3,1.0,0.0,1.0,0.0,0.0,0.0,4,4,1,0,2.0,0.0,2.0,0.0,15.0,33.6,61.0,101.5,174.0,59.0,2.0,12.7,90.0,29.6,6.0,62.0,15.0,33.6,61.0,101.5,174.0,59.0,2.0,12.7,90.0,29.6,6.0,62.0,0,1,90.0,0.0,0.0,1.0,1.0,1.0,1.0,90.0,90.0,0.0,0.0,1.0,1.0,15.0,19.0,28.2,62.2,60.0,5.0,15.0,19.0,28.2,62.2,60.0
Henderson,3.8,3.56,3.44,3.13,3.48,3.0,3.0,398,100.0,0.0,172649,0,0,0,0,0,1,1.7,1.7,3,Dean,False,0,0,45,172649.jpg,Henderson,5.3,False,0.0,a,16,17,3,10979,10979,16557,16557,0.7,0.7,90,0,0,0,2,0,0,0,0,0,7,0,26,48.0,0.0,0.0,4.8,9,1,388,43,337,43,74,1,0.0,0.0,0.0,0.0,0.0,0.0,15,3,19,1,0.0,2.0,0.0,2.0,36.0,43.9,131.8,158.4,151.0,153.0,33.0,11.8,79.2,28.6,11.0,128.0,36.0,43.9,131.8,158.4,151.0,153.0,33.0,11.8,79.2,28.6,11.0,128.0,1,0,90.0,0.0,0.0,1.0,1.0,1.0,1.0,90.0,90.0,0.0,0.0,1.0,1.0,4.8,26.0,48.0,0.0,0.0,3.0,4.8,26.0,48.0,0.0,0.0
Pickford,3.33,3.54,3.46,3.54,3.47,3.0,3.0,182,100.0,0.0,111234,0,0,0,0,0,1,2.2,1.7,3,Jordan,False,0,0,45,111234.jpg,Pickford,5.8,False,0.0,a,8,11,3,29367,29367,21396,21396,0.7,0.7,90,0,0,0,1,0,0,0,0,0,5,0,20,35.0,0.0,0.0,3.5,30,4,367,39,309,39,116,4,0.0,0.0,0.0,0.0,0.0,0.0,6,2,2,0,0.0,2.0,0.0,2.0,25.0,20.6,115.0,9.5,81.0,80.0,36.0,16.4,129.0,26.2,8.0,131.0,25.0,20.6,115.0,9.5,81.0,80.0,36.0,16.4,129.0,26.2,8.0,131.0,1,0,90.0,0.0,0.0,1.0,1.0,1.0,1.0,90.0,90.0,0.0,0.0,1.0,1.0,3.5,20.0,35.0,0.0,0.0,3.0,3.5,20.0,35.0,0.0,0.0
Sánchez,2.96,3.76,3.56,3.6,3.47,4.0,4.0,113,100.0,0.0,215059,0,0,0,0,0,1,2.2,1.7,4,Robert,False,0,0,45,215059.jpg,Sánchez,11.3,False,0.0,a,5,36,4,57762,57762,29671,29671,0.9,0.9,90,0,0,0,1,0,0,0,0,0,5,1,19,40.0,0.0,0.0,4.0,15,2,406,44,362,44,100,2,0.0,0.0,0.0,0.0,0.0,0.0,14,3,15,1,2.0,0.0,2.0,0.0,8.0,4.0,23.0,3.7,14.0,26.0,5.0,15.0,124.4,19.7,6.0,64.0,8.0,4.0,23.0,3.7,14.0,26.0,5.0,15.0,124.4,19.7,6.0,64.0,1,0,90.0,0.0,0.0,1.0,1.0,1.0,1.0,90.0,90.0,0.0,0.0,1.0,1.0,4.0,19.0,40.0,0.0,0.0,4.0,4.0,19.0,40.0,0.0,0.0
Martinelli,3.44,3.37,3.67,3.36,3.46,8.0,8.0,19,100.0,0.0,444145,1,-1,1,-1,0,3,2.7,2.7,8,Gabriel,False,0,0,61,444145.jpg,Martinelli Silva,25.7,False,0.0,a,1,3,8,316237,316237,37027,37027,1.3,1.3,90,1,0,1,0,0,0,0,0,0,0,0,23,38.2,15.2,39.0,9.2,25,11,79,51,20,10,22,13,2.0,0.0,5.0,0.0,2.0,0.0,7,3,10,1,2.0,2.0,2.0,2.0,25.0,27.6,131.4,82.2,62.0,109.0,9.0,8.0,62.4,17.5,0.0,65.0,25.0,27.6,131.4,82.2,62.0,109.0,9.0,8.0,62.4,17.5,0.0,65.0,0,1,90.0,0.0,0.0,1.0,1.0,1.0,1.0,90.0,90.0,0.0,0.0,1.0,1.0,9.2,23.0,38.2,15.2,39.0,8.0,9.2,23.0,38.2,15.2,39.0
Sterling,3.3,3.66,3.32,3.55,3.46,3.0,3.0,304,100.0,0.0,103955,0,0,0,0,0,3,3.2,3.7,3,Raheem,False,0,0,100,103955.jpg,Sterling,6.2,False,0.0,a,6,8,3,15327,15327,51215,51215,0.3,0.3,90,0,0,1,0,0,0,0,0,0,0,0,-1,7.0,29.8,56.0,9.3,185,73,29,23,8,4,21,12,0.0,0.0,0.0,0.0,0.0,0.0,8,3,18,1,4.0,1.0,4.0,1.0,24.0,27.0,104.4,87.3,80.0,84.0,0.0,18.6,100.6,46.6,38.0,63.0,24.0,27.0,104.4,87.3,80.0,84.0,0.0,18.6,100.6,46.6,38.0,63.0,0,1,90.0,0.0,0.0,1.0,1.0,1.0,1.0,90.0,90.0,0.0,0.0,1.0,1.0,9.3,-1.0,7.0,29.8,56.0,3.0,9.3,-1.0,7.0,29.8,56.0
Maguire,3.58,3.33,3.63,3.22,3.44,0.0,0.0,330,100.0,0.0,95658,0,0,0,0,0,2,2.8,2.8,0,Harry,False,0,0,50,95658.jpg,Maguire,1.0,False,0.0,a,14,1,0,4099,4099,13603,13603,0.0,0.0,90,0,0,0,2,0,0,0,1,0,0,0,14,18.0,2.3,34.0,5.4,88,40,157,48,30,7,62,19,0.0,0.0,0.0,0.0,0.0,0.0,5,2,4,0,2.0,2.0,2.0,2.0,25.0,31.9,119.8,110.6,89.0,100.0,13.0,20.8,110.0,53.3,44.0,89.0,25.0,31.9,119.8,110.6,89.0,100.0,13.0,20.8,110.0,53.3,44.0,89.0,1,0,90.0,0.0,0.0,1.0,1.0,1.0,1.0,90.0,90.0,0.0,0.0,1.0,1.0,5.4,14.0,18.0,2.3,34.0,0.0,5.4,14.0,18.0,2.3,34.0
Eriksen,3.4,3.27,3.47,3.4,3.38,2.0,2.0,519,100.0,0.0,80607,0,0,0,0,0,3,2.8,2.8,2,Christian,False,0,0,65,80607.jpg,Eriksen,4.8,False,0.0,a,14,1,2,31066,31066,37961,37961,0.3,0.3,90,0,0,0,2,0,0,0,0,0,0,0,17,28.6,42.5,34.0,10.5,41,17,9,8,31,15,16,10,2.0,0.0,0.0,0.0,0.0,0.0,5,2,4,0,2.0,2.0,2.0,2.0,25.0,31.9,119.8,110.6,89.0,100.0,13.0,20.8,110.0,53.3,44.0,89.0,25.0,31.9,119.8,110.6,89.0,100.0,13.0,20.8,110.0,53.3,44.0,89.0,0,1,90.0,0.0,0.0,1.0,1.0,1.0,1.0,90.0,90.0,0.0,0.0,1.0,1.0,10.5,17.0,28.6,42.5,34.0,2.0,10.5,17.0,28.6,42.5,34.0
Neto,3.66,3.4,3.07,3.4,3.38,2.0,2.0,486,100.0,0.0,247632,0,0,0,0,0,3,2.5,2.5,2,Pedro,False,0,0,55,247632.jpg,Lomba Neto,16.5,False,0.0,a,20,39,2,40663,40663,76624,76624,0.4,0.4,90,0,0,0,2,0,0,0,0,0,0,0,15,18.2,27.0,53.0,9.8,86,30,32,25,13,7,19,11,2.0,0.0,4.0,0.0,0.0,0.0,11,2,9,1,2.0,2.0,2.0,2.0,31.0,44.3,131.8,117.2,198.0,109.0,5.0,12.3,80.4,31.3,12.0,59.0,31.0,44.3,131.8,117.2,198.0,109.0,5.0,12.3,80.4,31.3,12.0,59.0,0,1,90.0,0.0,0.0,1.0,1.0,1.0,1.0,90.0,90.0,0.0,0.0,1.0,1.0,9.8,15.0,18.2,27.0,53.0,2.0,9.8,15.0,18.2,27.0,53.0
Welbeck,2.81,3.58,3.44,3.48,3.33,7.0,7.0,103,100.0,0.0,50175,0,0,0,0,0,4,2.0,1.5,7,Danny,False,0,0,65,50175.jpg,Welbeck,1.0,False,0.0,a,5,36,7,32172,32172,6564,6564,1.1,1.1,90,0,1,0,1,0,0,0,0,0,0,2,20,24.8,34.9,52.0,11.2,55,8,21,1,14,5,10,4,0.0,0.0,0.0,0.0,0.0,0.0,14,3,15,1,2.0,0.0,2.0,0.0,8.0,4.0,23.0,3.7,14.0,26.0,5.0,15.0,124.4,19.7,6.0,64.0,8.0,4.0,23.0,3.7,14.0,26.0,5.0,15.0,124.4,19.7,6.0,64.0,0,1,90.0,0.0,0.0,1.0,1.0,1.0,1.0,90.0,90.0,0.0,0.0,1.0,1.0,11.2,20.0,24.8,34.9,52.0,7.0,11.2,20.0,24.8,34.9,52.0
Wilson,3.29,3.01,3.41,3.44,3.29,6.0,6.0,356,100.0,0.0,75115,0,0,0,0,0,4,2.4,2.9,6,Callum,False,0,0,75,75115.jpg,Wilson,3.8,False,0.0,a,15,4,6,32463,32463,25546,25546,0.8,0.8,89,1,0,1,0,0,0,0,0,0,0,0,25,34.2,25.3,49.0,10.9,34,6,39,3,15,6,13,5,0.0,0.0,0.0,0.0,1.0,0.0,16,2,5,0,2.0,1.0,2.0,1.0,13.0,32.2,54.4,133.1,136.0,58.0,3.0,24.9,78.0,62.2,109.0,54.0,13.0,32.2,54.4,133.1,136.0,58.0,3.0,24.9,78.0,62.2,109.0,54.0,0,1,89.0,0.0,0.0,1.0,1.0,1.0,1.0,89.0,89.0,0.0,0.0,1.0,1.0,10.9,25.0,34.2,25.3,49.0,6.0,10.9,25.0,34.2,25.3,49.0
Emerson Royal,2.91,3.19,3.5,3.55,3.29,9.0,9.0,445,100.0,0.0,241157,0,0,0,0,0,2,2.3,2.8,9,Emerson,False,0,0,50,241157.jpg,Leite de Souza Junior,2.0,False,0.0,a,18,6,9,62266,62266,11485,11485,1.8,1.8,86,0,2,0,1,0,0,0,0,0,0,1,30,30.6,23.3,24.0,7.8,37,11,44,8,46,10,33,8,0.0,0.0,0.0,0.0,0.0,0.0,17,4,6,0,1.0,0.0,1.0,0.0,9.0,14.7,32.0,47.1,67.0,44.0,11.0,23.2,137.8,33.6,59.0,66.0,9.0,14.7,32.0,47.1,67.0,44.0,11.0,23.2,137.8,33.6,59.0,66.0,1,0,86.0,0.0,0.0,1.0,1.0,1.0,1.0,86.0,86.0,0.0,0.0,1.0,1.0,7.8,30.0,30.6,23.3,24.0,9.0,7.8,30.0,30.6,23.3,24.0
Bazunu,3.48,3.13,3.52,2.97,3.28,1.0,1.0,422,100.0,0.0,456350,0,0,0,0,0,1,2.7,1.7,1,Gavin,False,0,0,45,456350.jpg,Bazunu,0.7,False,0.0,a,17,20,1,1956,1956,2885,2885,0.2,0.2,90,0,0,0,4,0,0,0,0,0,5,0,20,33.6,0.0,0.0,3.4,35,5,451,47,413,47,122,5,0.0,0.0,0.0,0.0,0.0,0.0,18,2,11,1,2.0,1.0,2.0,1.0,25.0,47.9,160.2,157.8,161.0,120.0,4.0,14.9,89.8,42.3,17.0,75.0,25.0,47.9,160.2,157.8,161.0,120.0,4.0,14.9,89.8,42.3,17.0,75.0,1,0,90.0,0.0,0.0,1.0,1.0,1.0,1.0,90.0,90.0,0.0,0.0,1.0,1.0,3.4,20.0,33.6,0.0,0.0,1.0,3.4,20.0,33.6,0.0,0.0
