id,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
1,0,0,100.0,0.0,0,69140,-1,1,-3,3,0.0,0,2,0.5,1.0,0,Shkodran,0.0,0,0,0.0,False,0.0,0,0,0,52,0,0,0,69140.jpg,0.0,0,0,Mustafi,0.4,False,0.0,a,1,3,0.0,0,6044,156,27801,439,0.0,0.0,Mustafi,0,15,1,0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,0,1.8,0.9,2.0,1.0,20.1,28.9,101.3,90.8,98.3,74.2,13.4,15.7,92.8,37.6,26.0,86.0,22.4,30.0,107.2,83.3,110.8,78.6,11.0,15.7,93.6,42.5,20.6,81.6
2,0,0,100.0,100.0,0,98745,0,0,-1,1,0.0,0,2,0.5,1.0,0,Héctor,0.0,0,0,0.0,False,0.0,0,0,2019-06-25T11:30:06.897107Z,54,0,0,0,98745.jpg,0.0,0,0,Bellerín,0.3,False,0.0,a,1,3,0.0,0,20226,1848,10893,1598,0.0,0.0,Bellerín,0,15,1,0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,0,1.8,0.9,2.0,1.0,20.1,28.9,101.3,90.8,98.3,74.2,13.4,15.7,92.8,37.6,26.0,86.0,22.4,30.0,107.2,83.3,110.8,78.6,11.0,15.7,93.6,42.5,20.6,81.6
3,1,109,100.0,100.0,1,111457,0,0,-1,1,108.7,0,2,3.3,3.8,1,Sead,2.8,8,0,24.7,False,106.0,559,0,2019-09-19T23:30:10.394662Z,54,0,0,0,111457.jpg,2.3,0,0,Kolasinac,0.9,False,0.0,a,1,3,33.0,16,38968,2544,78364,2310,0.5,3.0,Kolasinac,2,15,1,0,90.0,1.0,2.0,7.0,6.0,0.75,5.0,450.0,90.0,0.0,0.0,5.0,1.0,3.53,15.57,15.14,15.53,4.71,2.8,3.6,18.4,17.36,14.86,4.0,3,9,0,1.8,0.9,2.0,1.0,20.1,28.9,101.3,90.8,98.3,74.2,13.4,15.7,92.8,37.6,26.0,86.0,22.4,30.0,107.2,83.3,110.8,78.6,11.0,15.7,93.6,42.5,20.6,81.6
4,3,92,100.0,100.0,1,154043,-1,1,-1,1,108.2,1,2,-0.3,0.2,0,Ainsley,-0.8,10,0,27.1,False,136.4,490,0,2019-09-22T18:00:10.824841Z,49,0,0,0,154043.jpg,2.8,1,0,Maitland-Niles,4.4,False,0.0,a,1,3,31.0,17,540983,634,436856,25996,-0.2,3.4,Maitland-Niles,0,15,1,0,0.0,0.0,4.0,6.0,5.0,0.56,2.0,130.0,65.0,0.0,4.0,1.0,0.2,4.52,15.33,22.73,18.03,5.17,0.5,3.1,5.5,14.9,12.4,6.0,3,9,0,1.8,0.9,2.0,1.0,20.1,28.9,101.3,90.8,98.3,74.2,13.4,15.7,92.8,37.6,26.0,86.0,22.4,30.0,107.2,83.3,110.8,78.6,11.0,15.7,93.6,42.5,20.6,81.6
5,2,134,100.0,0.0,2,39476,0,0,0,0,24.8,0,2,3.0,3.5,1,Sokratis,2.5,12,0,19.6,False,159.4,810,0,0,50,0,0,0,39476.jpg,2.4,0,0,Papastathopoulos,1.8,False,0.0,a,1,3,12.0,22,80267,2322,88228,3183,0.5,4.4,Sokratis,2,15,1,0,90.0,0.0,0.0,9.0,9.0,1.0,5.0,450.0,90.0,0.0,0.0,5.0,1.0,2.18,14.89,17.71,2.76,1.33,2.2,1.92,12.2,14.76,2.5,2.0,3,9,0,1.8,0.9,2.0,1.0,20.1,28.9,101.3,90.8,98.3,74.2,13.4,15.7,92.8,37.6,26.0,86.0,22.4,30.0,107.2,83.3,110.8,78.6,11.0,15.7,93.6,42.5,20.6,81.6
6,1,54,0.0,0.0,1,38411,0,0,0,0,40.8,0,2,0.0,0.0,0,Nacho,0.0,4,0,10.0,False,47.2,270,Joined Real Sociedad on a permanent deal on 31/8,2019-08-31T11:30:14.661839Z,50,0,0,0,38411.jpg,3.3,0,0,Monreal,0.3,False,0.0,u,1,3,12.0,10,27923,11,84993,451,0.0,2.0,Monreal,0,15,1,0,0.0,6.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.33,18.0,15.73,13.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,0,1.8,0.9,2.0,1.0,20.1,28.9,101.3,90.8,98.3,74.2,13.4,15.7,92.8,37.6,26.0,86.0,22.4,30.0,107.2,83.3,110.8,78.6,11.0,15.7,93.6,42.5,20.6,81.6
7,0,0,0.0,0.0,0,51507,0,0,0,0,0.0,0,2,0.0,0.0,0,Laurent,0.0,0,0,0.0,False,0.0,0,Joined Bordeaux on a permanent deal on 6/8.,2019-08-08T11:00:09.045030Z,50,0,0,0,51507.jpg,0.0,0,0,Koscielny,0.1,False,0.0,u,1,3,0.0,0,343,21,11998,65,0.0,0.0,Koscielny,0,15,1,0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,0,1.8,0.9,2.0,1.0,20.1,28.9,101.3,90.8,98.3,74.2,13.4,15.7,92.8,37.6,26.0,86.0,22.4,30.0,107.2,83.3,110.8,78.6,11.0,15.7,93.6,42.5,20.6,81.6
8,0,0,100.0,100.0,0,233963,0,0,-1,1,0.0,0,2,0.5,1.0,0,Konstantinos,0.0,0,0,0.0,False,0.0,0,0,2019-08-09T09:30:11.868345Z,44,0,0,0,233963.jpg,0.0,0,0,Mavropanos,0.0,False,0.0,a,1,3,0.0,0,395,36,3521,43,0.0,0.0,Mavropanos,0,15,1,0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,0,1.8,0.9,2.0,1.0,20.1,28.9,101.3,90.8,98.3,74.2,13.4,15.7,92.8,37.6,26.0,86.0,22.4,30.0,107.2,83.3,110.8,78.6,11.0,15.7,93.6,42.5,20.6,81.6
9,0,0,0.0,0.0,0,80254,0,0,0,0,0.0,0,2,0.0,0.0,0,Carl,0.0,0,0,0.0,False,0.0,0,Joined Nottingham Forest on a permanent deal on 7/8.,2019-08-07T17:00:10.875251Z,45,0,0,0,80254.jpg,0.0,0,0,Jenkinson,0.0,False,0.0,u,1,3,0.0,0,205,16,2244,42,0.0,0.0,Jenkinson,0,15,1,0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,0,1.8,0.9,2.0,1.0,20.1,28.9,101.3,90.8,98.3,74.2,13.4,15.7,92.8,37.6,26.0,86.0,22.4,30.0,107.2,83.3,110.8,78.6,11.0,15.7,93.6,42.5,20.6,81.6
10,0,0,100.0,100.0,0,156074,0,0,0,0,0.0,0,2,0.5,1.0,0,Rob,0.0,0,0,0.0,False,0.0,0,0,2019-06-25T11:30:06.913215Z,45,0,0,0,156074.jpg,0.0,0,0,Holding,0.2,False,0.0,a,1,3,0.0,0,8233,295,6280,523,0.0,0.0,Holding,0,15,1,0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,0,1.8,0.9,2.0,1.0,20.1,28.9,101.3,90.8,98.3,74.2,13.4,15.7,92.8,37.6,26.0,86.0,22.4,30.0,107.2,83.3,110.8,78.6,11.0,15.7,93.6,42.5,20.6,81.6
