web_name,opponent,element_type,defender,attacker,points_per_game,ict_index_pg,influence_pg,creativity_pg,threat_pg,bps_pg,form,ep_next,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_atk,opp_ict_index_conceded_pg_def,opp_ict_index_conceded_pg_atk_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_atk,opp_influence_conceded_pg_def,opp_influence_conceded_pg_atk_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_atk,opp_creativity_conceded_pg_def,opp_creativity_conceded_pg_atk_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_atk,opp_threat_conceded_pg_def,opp_threat_conceded_pg_atk_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_atk,opp_bps_conceded_pg_def,opp_bps_conceded_pg_atk_last5,opp_bps_conceded_pg_def_last5
Cédric,20,2,1,0,1.0,0.4,2.4,1.6,0.0,2.0,0.2,0.7,1.0,0.4,2.0,2.4,1.6,0.0,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Xhaka,20,3,0,1,4.7,6.14,22.45,21.41,17.54,19.23,4.8,5.3,4.75,5.75,19.0,20.2,18.8,18.5,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Elneny,20,3,0,1,1.5,0.5,2.1,2.65,0.0,9.0,0.2,0.7,1.0,0.2,3.0,0.0,1.5,0.0,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Holding,20,2,1,0,1.0,0.05,0.6,0.02,0.0,3.5,0.5,1.0,1.0,0.0,3.0,0.1,0.05,0.0,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Partey,20,3,0,1,4.0,4.48,20.86,12.81,11.1,18.2,4.2,4.7,4.25,4.22,18.5,20.6,9.92,11.75,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Ødegaard,20,3,0,1,5.1,8.32,23.57,29.91,29.58,20.17,5.2,5.7,5.25,9.5,21.0,24.35,40.12,30.5,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Tierney,20,2,1,0,1.6,1.18,5.07,3.33,3.42,6.25,1.0,1.5,1.0,0.4,3.5,2.8,0.53,0.5,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Pépé,20,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
White,20,2,1,0,4.5,3.18,17.48,11.83,2.62,20.62,5.8,6.3,5.75,3.85,24.5,22.45,12.43,3.75,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Nketiah,20,4,0,1,1.0,1.62,1.9,3.16,11.42,1.92,0.8,1.3,1.0,1.53,1.0,1.2,4.5,10.33,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Smith Rowe,20,3,0,1,1.0,1.7,3.95,9.18,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Saka,20,3,0,1,5.6,8.81,25.75,29.85,32.54,19.08,4.8,5.3,4.75,5.93,15.25,21.45,26.4,11.5,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Tomiyasu,20,2,1,0,1.9,1.31,7.07,3.91,2.18,10.0,3.5,2.0,4.67,2.77,23.33,12.8,8.13,6.67,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Ramsdale,20,1,1,0,4.0,1.73,17.17,0.0,0.0,18.0,6.0,6.5,6.0,1.88,22.25,18.5,0.0,0.0,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Gabriel,20,2,1,0,5.2,4.15,24.49,2.25,14.69,22.38,7.8,8.3,7.75,5.05,28.5,33.55,1.27,15.5,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Tavares,20,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Sambi,20,3,0,1,1.3,0.75,3.57,3.88,0.0,7.17,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Martinelli,20,3,0,1,5.5,8.75,23.8,24.57,39.15,17.77,4.0,4.5,4.0,4.73,10.25,13.9,11.57,22.0,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Pablo Marí,20,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Torreira,20,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Nelson,20,3,0,1,19.0,20.1,90.8,31.0,79.0,50.0,4.8,5.3,19.0,20.1,50.0,90.8,31.0,79.0,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Turner,20,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Fábio Vieira,20,3,0,1,2.3,2.31,8.09,6.91,8.14,6.43,0.8,1.3,1.0,1.4,1.33,1.2,5.47,7.33,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Saliba,20,2,1,0,5.2,3.09,22.25,3.58,5.08,22.62,5.5,6.0,5.5,2.25,24.25,17.05,4.28,1.0,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Marquinhos,20,3,0,1,1.0,0.0,0.0,0.2,0.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Jesus,20,4,0,1,5.2,11.34,28.6,20.91,63.85,16.15,3.8,4.3,3.75,10.12,7.0,21.5,24.3,55.5,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Zinchenko,20,2,1,0,4.8,3.08,14.63,10.03,6.33,21.83,1.8,2.3,7.0,1.4,24.0,12.4,1.7,0.0,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Smith,20,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Nwaneri,20,3,0,1,1.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Sousa,20,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Hein,20,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.5,1.5,1.0,2.0,26.1,21.9,30.6,16.8,36.0,14.2,38.3,13.7,122.7,86.6,149.6,88.8,104.8,30.9,103.1,24.3,133.5,23.7,130.8,23.4,92.1,92.6,108.8,72.4
Coutinho,5,3,0,1,1.5,2.8,4.52,9.01,14.5,4.67,0.6,0.0,1.0,0.5,2.67,1.53,0.53,2.67,3,0,1.5,1.1,1.6,1.6,20.7,13.4,27.8,18.4,25.7,12.2,30.5,12.8,91.9,78.3,115.6,99.4,72.3,22.9,81.9,13.9,92.9,20.3,106.8,14.2,74.2,71.2,92.0,88.8
Ings,5,4,0,1,2.5,4.27,10.82,7.06,25.08,7.38,3.8,3.8,3.8,7.54,12.6,20.52,11.0,43.8,3,0,1.5,1.1,1.6,1.6,20.7,13.4,27.8,18.4,25.7,12.2,30.5,12.8,91.9,78.3,115.6,99.4,72.3,22.9,81.9,13.9,92.9,20.3,106.8,14.2,74.2,71.2,92.0,88.8
Martínez,5,1,1,0,3.5,2.48,24.11,0.71,0.0,18.0,2.6,2.6,2.6,2.44,17.2,22.6,2.0,0.0,3,0,1.5,1.1,1.6,1.6,20.7,13.4,27.8,18.4,25.7,12.2,30.5,12.8,91.9,78.3,115.6,99.4,72.3,22.9,81.9,13.9,92.9,20.3,106.8,14.2,74.2,71.2,92.0,88.8
Chambers,5,2,1,0,1.3,1.03,10.0,0.2,0.0,7.33,0.2,0.2,1.0,0.0,2.0,0.0,0.0,0.0,3,0,1.5,1.1,1.6,1.6,20.7,13.4,27.8,18.4,25.7,12.2,30.5,12.8,91.9,78.3,115.6,99.4,72.3,22.9,81.9,13.9,92.9,20.3,106.8,14.2,74.2,71.2,92.0,88.8
Digne,5,2,1,0,2.6,3.63,17.47,13.88,5.0,11.56,2.2,2.2,5.5,2.7,13.0,22.8,0.85,3.5,3,0,1.5,1.1,1.6,1.6,20.7,13.4,27.8,18.4,25.7,12.2,30.5,12.8,91.9,78.3,115.6,99.4,72.3,22.9,81.9,13.9,92.9,20.3,106.8,14.2,74.2,71.2,92.0,88.8
Traoré,5,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1.5,1.1,1.6,1.6,20.7,13.4,27.8,18.4,25.7,12.2,30.5,12.8,91.9,78.3,115.6,99.4,72.3,22.9,81.9,13.9,92.9,20.3,106.8,14.2,74.2,71.2,92.0,88.8
Olsen,5,1,1,0,-1.0,1.6,16.2,0.0,0.0,9.0,-0.2,-0.2,-1.0,1.6,9.0,16.2,0.0,0.0,3,0,1.5,1.1,1.6,1.6,20.7,13.4,27.8,18.4,25.7,12.2,30.5,12.8,91.9,78.3,115.6,99.4,72.3,22.9,81.9,13.9,92.9,20.3,106.8,14.2,74.2,71.2,92.0,88.8
Sanson,5,3,0,1,1.0,0.0,0.0,0.3,0.0,3.0,0.2,0.2,1.0,0.0,3.0,0.0,0.3,0.0,3,0,1.5,1.1,1.6,1.6,20.7,13.4,27.8,18.4,25.7,12.2,30.5,12.8,91.9,78.3,115.6,99.4,72.3,22.9,81.9,13.9,92.9,20.3,106.8,14.2,74.2,71.2,92.0,88.8
McGinn,5,3,0,1,1.7,2.83,9.7,7.49,11.14,8.57,1.4,1.4,1.4,2.42,5.6,8.44,5.8,10.0,3,0,1.5,1.1,1.6,1.6,20.7,13.4,27.8,18.4,25.7,12.2,30.5,12.8,91.9,78.3,115.6,99.4,72.3,22.9,81.9,13.9,92.9,20.3,106.8,14.2,74.2,71.2,92.0,88.8
Hause,5,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1.5,1.1,1.6,1.6,20.7,13.4,27.8,18.4,25.7,12.2,30.5,12.8,91.9,78.3,115.6,99.4,72.3,22.9,81.9,13.9,92.9,20.3,106.8,14.2,74.2,71.2,92.0,88.8
Mings,5,2,1,0,2.8,2.2,16.38,2.59,3.0,15.08,2.0,2.0,2.0,1.92,13.2,15.0,3.0,1.2,3,0,1.5,1.1,1.6,1.6,20.7,13.4,27.8,18.4,25.7,12.2,30.5,12.8,91.9,78.3,115.6,99.4,72.3,22.9,81.9,13.9,92.9,20.3,106.8,14.2,74.2,71.2,92.0,88.8
Watkins,5,4,0,1,3.3,6.05,14.66,11.64,34.14,8.07,3.2,3.2,3.2,7.06,8.0,16.0,14.5,40.0,3,0,1.5,1.1,1.6,1.6,20.7,13.4,27.8,18.4,25.7,12.2,30.5,12.8,91.9,78.3,115.6,99.4,72.3,22.9,81.9,13.9,92.9,20.3,106.8,14.2,74.2,71.2,92.0,88.8
Nakamba,5,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1.5,1.1,1.6,1.6,20.7,13.4,27.8,18.4,25.7,12.2,30.5,12.8,91.9,78.3,115.6,99.4,72.3,22.9,81.9,13.9,92.9,20.3,106.8,14.2,74.2,71.2,92.0,88.8
Buendía,5,3,0,1,2.0,3.71,8.69,12.02,16.36,7.21,1.8,1.8,1.8,3.74,5.0,5.28,8.94,23.4,3,0,1.5,1.1,1.6,1.6,20.7,13.4,27.8,18.4,25.7,12.2,30.5,12.8,91.9,78.3,115.6,99.4,72.3,22.9,81.9,13.9,92.9,20.3,106.8,14.2,74.2,71.2,92.0,88.8
Cash,5,2,1,0,1.4,2.54,10.62,10.57,4.25,10.5,1.8,1.8,1.8,2.62,11.2,9.48,11.74,5.2,3,0,1.5,1.1,1.6,1.6,20.7,13.4,27.8,18.4,25.7,12.2,30.5,12.8,91.9,78.3,115.6,99.4,72.3,22.9,81.9,13.9,92.9,20.3,106.8,14.2,74.2,71.2,92.0,88.8
