id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5
1,100.0,100.0,80201,0,0,-5,5,1,1,2.0,2.0,6,Bernd,1.5,False,0,2022-02-11T08:00:15.144286Z,45,80201.jpg,2.5,Leno,0.9,False,0.0,a,1,3,10,72849,7862,191428,872,0.3,2.2,Leno,360,0,0,1,9,0,0,0,0,0,10,0,69,85.0,0.0,0.0,8.5,371,29,602,69,584,60,427,30,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,90,5.0,21.0,4.0,4.0,0.16,1.0,90.0,90.0,0.0,4.0,1.0,0.2,2.12,17.25,21.25,0.0,0.0,6.0,0.6,21.0,6.0,0.0,0.0,2,7,0,1.3,1.3,1.4,0.6,21.1,29.3,94.0,83.4,115.7,73.1,17.5,15.7,93.0,35.8,28.5,83.0,8.4,13.5,26.1,42.1,68.0,19.4,14.0,7.1,36.4,27.2,7.4,54.6
26,100.0,100.0,444145,0,0,-2,2,1,3,4.3,4.3,0,Gabriel Teodoro,3.8,False,0,2022-02-10T23:30:16.705628Z,53,444145.jpg,4.1,Martinelli Silva,4.2,False,0.0,a,1,3,77,1287330,20453,925347,18568,0.7,14.5,Martinelli,1244,5,4,7,13,0,0,0,1,1,0,3,235,324.8,322.0,494.0,114.1,173,63,90,60,56,31,70,47,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,2.0,14.0,19.0,14.0,0.5,4.0,309.0,77.0,0.0,2.0,3.0,0.6,6.01,12.37,17.09,16.95,26.0,4.25,7.35,14.5,19.95,20.17,33.25,2,7,0,1.3,1.3,1.4,0.6,21.1,29.3,94.0,83.4,115.7,73.1,17.5,15.7,93.0,35.8,28.5,83.0,8.4,13.5,26.1,42.1,68.0,19.4,14.0,7.1,36.4,27.2,7.4,54.6
27,0.0,0.0,462424,0,0,0,0,0,2,0.0,0.0,0,William,0.0,False,Joined Marseille on loan for 2021/22. - Expected back 23 May,2021-07-15T17:30:06.383244Z,45,462424.jpg,0.0,Saliba,0.0,False,0.0,u,1,3,0,0,0,185,0,0.0,0.0,Saliba,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,657,239,651,239,637,237,658,239,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7,0,1.3,1.3,1.4,0.6,21.1,29.3,94.0,83.4,115.7,73.1,17.5,15.7,93.0,35.8,28.5,83.0,8.4,13.5,26.1,42.1,68.0,19.4,14.0,7.1,36.4,27.2,7.4,54.6
67,100.0,100.0,198869,0,0,0,0,0,2,4.5,4.5,7,Ben,4.0,False,0,2021-10-26T22:00:11.817982Z,45,198869.jpg,4.0,White,14.2,False,0.0,a,1,3,103,1520801,45588,2094398,9785,0.9,22.9,White,2340,0,0,13,24,0,0,0,1,0,0,9,500,495.4,160.3,144.0,80.0,72,26,188,44,213,55,151,38,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,90,1.0,5.0,26.0,24.0,0.83,6.0,540.0,90.0,0.0,1.0,4.0,0.8,3.08,19.23,19.05,6.17,5.54,3.33,3.62,18.17,18.87,6.6,10.67,2,7,0,1.3,1.3,1.4,0.6,21.1,29.3,94.0,83.4,115.7,73.1,17.5,15.7,93.0,35.8,28.5,83.0,8.4,13.5,26.1,42.1,68.0,19.4,14.0,7.1,36.4,27.2,7.4,54.6
466,100.0,0.0,437626,0,0,-2,2,1,2,0.5,0.5,0,Nuno,0.0,False,0,0,43,437626.jpg,2.3,Varela Tavares,0.3,False,0.0,a,1,3,32,105291,108,110762,460,0.0,7.4,Tavares,620,0,1,3,10,0,0,0,1,0,0,2,132,114.2,104.3,122.0,34.1,349,134,238,66,232,62,306,102,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,0,0.0,24.0,14.0,6.0,0.2,1.0,1.0,1.0,0.0,5.0,0.0,0.0,2.44,9.43,8.16,7.45,8.71,1.0,1.4,4.0,3.4,10.2,0.0,2,7,0,1.3,1.3,1.4,0.6,21.1,29.3,94.0,83.4,115.7,73.1,17.5,15.7,93.0,35.8,28.5,83.0,8.4,13.5,26.1,42.1,68.0,19.4,14.0,7.1,36.4,27.2,7.4,54.6
478,100.0,100.0,437742,0,0,-2,2,0,3,0.5,0.5,0,Albert,0.0,False,0,2021-12-18T22:30:10.850943Z,48,437742.jpg,1.9,Sambi Lokonga,0.1,False,0.0,a,1,3,26,21504,14,33310,80,0.0,5.4,Sambi Lokonga,906,0,0,7,8,0,0,0,4,0,0,0,141,152.8,194.8,75.0,42.4,309,128,163,101,294,151,277,125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,1.0,19.0,14.0,10.0,0.34,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.03,10.07,10.91,13.91,5.36,0.0,0.0,0.0,0.0,0.0,0.0,2,7,0,1.3,1.3,1.4,0.6,21.1,29.3,94.0,83.4,115.7,73.1,17.5,15.7,93.0,35.8,28.5,83.0,8.4,13.5,26.1,42.1,68.0,19.4,14.0,7.1,36.4,27.2,7.4,54.6
530,0.0,0.0,232223,0,0,-3,3,0,4,0.0,0.0,0,Folarin,0.0,False,Joined Middlesbrough on loan until the end of the season,2022-01-10T00:00:13.526321Z,47,232223.jpg,1.0,Balogun,0.3,False,0.0,u,1,3,2,62383,0,80964,160,0.0,0.4,Balogun,69,0,0,0,1,0,0,0,0,0,0,0,2,4.2,3.7,17.0,1.9,483,58,439,60,394,58,480,60,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,10.0,19.0,2.0,1.0,0.05,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.95,1.0,2.1,1.85,8.5,0.0,0.0,0.0,0.0,0.0,0.0,2,7,0,1.3,1.3,1.4,0.6,21.1,29.3,94.0,83.4,115.7,73.1,17.5,15.7,93.0,35.8,28.5,83.0,8.4,13.5,26.1,42.1,68.0,19.4,14.0,7.1,36.4,27.2,7.4,54.6
531,0.0,0.0,200641,0,0,0,0,0,3,0.0,0.0,0,Reiss,0.0,False,Joined Feyenoord on a season-long loan - Expected back 01 Jul,2021-08-31T17:00:07.058892Z,50,200641.jpg,1.0,Nelson,0.0,False,0.0,u,1,3,1,468,0,1069,0,0.0,0.2,Nelson,19,0,0,0,1,0,0,0,0,0,0,0,4,4.0,11.6,20.0,3.6,486,211,417,200,383,187,453,200,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7,0,1.3,1.3,1.4,0.6,21.1,29.3,94.0,83.4,115.7,73.1,17.5,15.7,93.0,35.8,28.5,83.0,8.4,13.5,26.1,42.1,68.0,19.4,14.0,7.1,36.4,27.2,7.4,54.6
558,100.0,100.0,184029,0,0,0,0,2,3,4.5,4.5,3,Martin,4.0,False,0,2022-01-13T23:00:14.935017Z,55,184029.jpg,3.8,Ødegaard,5.9,False,0.0,a,1,3,98,1321138,23482,854214,22402,0.7,17.8,Ødegaard,1882,5,3,11,22,0,0,0,2,0,0,7,387,478.6,750.8,417.0,164.6,80,32,7,6,68,39,27,18,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0,1,85,1.0,8.0,26.0,20.0,0.71,6.0,510.0,85.0,0.0,1.0,4.0,0.8,6.33,14.88,18.41,28.88,16.04,3.33,7.67,13.5,18.8,35.3,22.5,2,7,0,1.3,1.3,1.4,0.6,21.1,29.3,94.0,83.4,115.7,73.1,17.5,15.7,93.0,35.8,28.5,83.0,8.4,13.5,26.1,42.1,68.0,19.4,14.0,7.1,36.4,27.2,7.4,54.6
25,0.0,0.0,242166,0,0,0,0,0,3,0.0,0.0,0,Mattéo,0.0,False,Season long loan to Marseille,2021-07-08T07:32:22.717852Z,45,242166.jpg,0.0,Guendouzi,0.0,False,0.0,u,1,3,0,0,0,128,0,0.0,0.0,Guendouzi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,639,249,633,248,618,246,641,249,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7,0,1.3,1.3,1.4,0.6,21.1,29.3,94.0,83.4,115.7,73.1,17.5,15.7,93.0,35.8,28.5,83.0,8.4,13.5,26.1,42.1,68.0,19.4,14.0,7.1,36.4,27.2,7.4,54.6
