web_name,opponent_9,predicted_points_9,opponent_10,predicted_points_10,opponent_11,predicted_points_11,opponent_12,predicted_points_12,opponent_13,predicted_points_13,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,last_opponent,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,X_points
Saka,CHE,6.05,SHU,5.5,NEW,6.55,BUR,8.16,BRE,5.9,6.43,7.6,7.3,19,75.0,75.0,223340,-1,1,0,0,2,3,5.8,5.1,0,Bukayo,True,Hamstring injury - 75% chance of playing,2023-10-03T22:30:07.474324Z,85,223340.jpg,Saka,48.0,False,0.0,d,1,3,53,1397930,44597,2490544,335262,0.9,6.2,613,4,3,3,6,0,0,0,1,0,0,8,195,269.2,294.5,290.0,85.3,7,3.98,2.46,6.44,5.87,8.0,3.0,6.0,4.0,7.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.58,0.0,0.36,0.94,0.86,0.88,8.0,6.0,12.0,4.0,1.0,1.0,2.0,1.0,1.03,0.44,13,0,1,0.0,1.0,0.0,7.0,7.0,1.0,4.0,345.0,86.0,1.0,0.0,4.0,1.0,12.19,27.86,38.46,42.07,41.43,8.0,11.6,29.25,38.45,38.7,39.0,3,4,0,1.4,1.5,1.0,1.8,22.8,33.4,110.6,112.0,111.6,86.4,16.2,18.7,110.4,50.7,26.4,82.9,26.4,34.9,124.8,109.9,114.8,96.0,17.8,19.4,112.0,55.8,26.4,85.2,5.9
Trippier,CRY,6.42,WOL,4.22,ARS,7.77,BOU,5.86,CHE,7.0,6.25,6.1,12.0,430,100.0,0.0,77794,1,-1,4,-4,2,2,12.5,12.5,6,Kieran,True,0,0,69,77794.jpg,Trippier,47.5,False,0.0,a,15,4,49,2376674,216867,951872,28771,1.7,7.1,699,0,5,3,9,0,0,0,1,0,0,10,241,257.2,394.7,25.0,67.7,8,0.05,2.48,2.53,8.5,10.0,2.0,1.0,1.0,232.0,66.0,12.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.32,0.33,1.09,1.16,34.0,2.0,2.0,1.0,10.0,2.0,3.0,1.0,1.03,0.39,19,1,0,90.0,0.0,0.0,8.0,8.0,1.0,5.0,429.0,86.0,0.0,0.0,5.0,1.0,8.46,30.12,32.15,49.34,3.12,9.0,9.3,37.0,38.08,51.6,3.4,3,7,1,1.4,0.9,1.2,0.6,21.2,26.8,91.8,85.5,91.1,71.4,19.6,15.0,104.2,26.8,19.4,91.6,21.0,27.8,90.8,88.0,98.6,68.4,23.0,13.8,94.0,28.3,16.2,102.4,7.0
Sterling,ARS,5.58,BRE,7.0,TOT,5.7,MCI,5.05,NEW,5.52,5.77,5.6,6.0,216,100.0,0.0,103955,0,0,0,0,2,3,5.5,6.5,16,Raheem,False,0,0,70,103955.jpg,Sterling,9.3,False,0.0,a,7,8,45,1873498,95597,1265318,65767,0.9,6.4,637,3,3,2,7,0,0,0,2,0,0,6,121,154.8,168.6,304.0,62.7,7,2.13,1.26,3.39,7.73,75.0,28.0,30.0,23.0,6.0,4.0,16.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.3,0.0,0.18,0.48,1.09,0.99,30.0,17.0,24.0,12.0,19.0,10.0,44.0,16.0,0.99,0.28,6,0,1,82.0,0.0,1.0,8.0,7.0,0.88,5.0,377.0,75.0,0.0,1.0,4.0,0.8,7.84,15.12,19.35,21.08,38.0,4.4,6.34,9.6,10.88,17.16,35.6,4,15,0,2.5,1.1,2.8,1.0,20.8,25.1,88.5,88.5,74.0,76.8,7.6,13.0,74.7,36.8,17.9,67.5,18.0,21.9,79.9,75.0,64.2,62.4,4.0,11.3,70.5,28.3,14.6,56.8,5.52
Andersen,NEW,5.4,TOT,5.75,BUR,4.97,EVE,5.6,LUT,5.61,5.47,6.4,9.0,220,100.0,0.0,174874,1,-1,4,-4,3,2,8.5,9.0,6,Joachim,True,0,0,49,174874.jpg,Andersen,17.1,False,0.0,a,8,31,51,1717674,220819,274867,32683,1.8,10.4,720,2,0,4,7,0,0,0,0,0,0,9,210,277.8,127.7,102.0,50.7,8,0.71,0.61,1.32,11.47,5.0,1.0,53.0,14.0,74.0,5.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.08,0.17,1.43,0.88,239.0,28.0,3.0,2.0,7.0,1.0,21.0,6.0,1.0,0.5,16,1,0,90.0,0.0,0.0,8.0,8.0,1.0,5.0,450.0,90.0,0.0,0.0,5.0,1.0,6.34,26.25,34.72,15.96,12.75,5.8,4.52,25.4,28.32,8.7,8.2,2,12,0,0.8,1.9,0.8,1.3,29.9,41.2,127.0,137.1,149.2,110.8,24.0,21.4,129.1,52.1,33.0,113.6,26.5,37.5,112.5,133.5,130.7,97.2,22.3,19.9,133.3,40.0,25.8,108.0,5.61
Rashford,SHU,5.45,MCI,3.89,FUL,5.51,LUT,5.36,EVE,6.85,5.41,3.5,2.3,396,100.0,0.0,176297,0,0,-2,2,0,3,3.3,2.8,2,Marcus,False,0,0,88,176297.jpg,Rashford,20.4,False,0.0,a,14,1,28,654478,19934,3189318,182321,0.3,3.2,669,1,2,2,12,0,0,0,1,0,0,0,81,108.8,129.4,282.0,52.1,8,2.54,1.37,3.91,11.31,134.0,46.0,51.0,35.0,9.0,7.0,27.0,19.0,0.0,0.0,2.0,0.0,3.0,0.0,0.34,0.0,0.18,0.52,1.52,1.61,6.0,4.0,146.0,62.0,103.0,43.0,18.0,8.0,1.08,0.27,4,0,1,62.0,0.0,0.0,8.0,8.0,1.0,5.0,408.0,82.0,0.0,0.0,5.0,1.0,6.51,10.12,13.6,16.18,35.25,3.2,6.54,11.8,14.36,15.16,35.8,2,9,0,1.1,1.5,1.8,1.2,27.5,33.7,118.7,102.6,116.1,97.2,25.1,23.0,140.9,58.4,30.8,119.5,24.8,32.2,108.0,102.9,111.6,87.8,17.8,25.9,142.2,70.5,46.2,103.8,6.85
Bowen,AVL,5.21,EVE,5.11,BRE,5.92,NFO,5.66,BUR,4.86,5.35,6.2,6.0,526,100.0,100.0,178186,0,0,3,-3,1,3,6.0,5.5,2,Jarrod,True,0,2023-09-22T11:30:08.260489Z,73,178186.jpg,Bowen,18.7,False,0.0,a,19,21,50,2019854,166469,692642,63196,0.8,6.8,720,5,1,1,12,0,0,0,1,0,0,6,151,246.6,84.9,338.0,66.9,8,3.67,0.78,4.45,16.44,12.0,4.0,103.0,73.0,3.0,2.0,13.0,9.0,2.0,0.0,4.0,0.0,4.0,0.0,0.46,0.0,0.1,0.56,2.06,1.5,25.0,15.0,25.0,13.0,9.0,6.0,20.0,9.0,1.0,0.12,15,0,1,90.0,0.0,0.0,8.0,8.0,1.0,5.0,450.0,90.0,0.0,0.0,5.0,1.0,8.36,18.88,30.82,10.61,42.25,5.4,7.58,16.0,27.2,5.94,42.6,2,6,0,0.9,2.5,1.0,2.3,30.1,39.1,143.9,121.8,126.0,112.0,21.9,15.6,93.0,37.0,25.8,99.0,28.3,36.8,140.9,103.4,123.3,103.0,18.8,14.0,86.2,40.5,13.0,90.2,4.86
Diaby,WHU,5.55,LUT,4.86,NFO,5.74,FUL,5.38,TOT,4.27,5.16,5.2,4.3,599,100.0,75.0,243557,0,0,2,-2,1,3,4.3,3.2,2,Moussa,False,0,2023-09-30T23:00:09.545623Z,67,243557.jpg,Diaby,12.9,False,0.0,a,2,7,42,1325922,98054,723697,52851,0.6,6.3,620,2,4,2,11,0,0,0,0,0,0,2,136,166.6,156.7,205.0,52.9,8,1.68,0.97,2.65,10.55,60.0,24.0,38.0,28.0,23.0,13.0,25.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.14,0.38,1.53,1.6,41.0,24.0,54.0,26.0,26.0,15.0,30.0,12.0,1.16,0.29,20,0,1,61.0,0.0,0.0,8.0,8.0,1.0,5.0,399.0,80.0,0.0,0.0,5.0,1.0,6.61,17.0,20.82,19.59,25.62,4.0,5.02,12.0,11.96,16.2,22.0,3,18,0,2.2,1.0,2.4,1.2,18.1,29.9,96.2,96.8,108.0,56.1,7.9,19.4,122.8,48.9,21.8,76.4,18.0,29.3,101.9,96.7,96.8,57.6,8.4,18.5,123.4,37.6,24.2,72.8,4.27
Evans,SHU,5.07,MCI,3.94,FUL,4.68,LUT,5.21,EVE,6.81,5.14,4.7,4.7,703,100.0,0.0,37642,0,0,0,0,1,2,5.7,5.2,2,Jonny,False,0,0,40,37642.jpg,Evans,1.2,False,0.0,a,14,1,14,149063,32088,36289,8021,1.2,3.5,184,0,1,1,3,0,0,0,0,0,0,3,59,52.8,26.5,2.0,8.1,2,0.0,0.16,0.16,2.8,246.0,100.0,250.0,79.0,359.0,127.0,302.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,1.37,1.47,604.0,161.0,41.0,13.0,36.0,8.0,156.0,60.0,0.98,0.49,4,1,0,90.0,0.0,2.0,2.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,29.5,26.4,13.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9,0,1.1,1.5,1.8,1.2,27.5,33.7,118.7,102.6,116.1,97.2,25.1,23.0,140.9,58.4,30.8,119.5,24.8,32.2,108.0,102.9,111.6,87.8,17.8,25.9,142.2,70.5,46.2,103.8,6.81
Watkins,WHU,4.61,LUT,4.04,NFO,5.65,FUL,5.04,TOT,6.31,5.13,7.4,12.3,60,100.0,0.0,178301,1,-1,2,-2,1,4,12.3,12.3,5,Ollie,True,0,0,82,178301.jpg,Watkins,31.8,False,0.0,a,2,7,59,2087129,307134,1347978,35586,1.5,7.2,680,4,7,2,12,0,0,0,0,0,0,6,203,241.4,184.6,320.0,74.6,8,3.29,0.75,4.04,12.05,14.0,2.0,25.0,2.0,4.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.44,0.0,0.1,0.54,1.59,1.59,10.0,3.0,1.0,1.0,3.0,1.0,11.0,3.0,1.06,0.26,20,0,1,90.0,0.0,0.0,8.0,8.0,1.0,5.0,432.0,86.0,0.0,0.0,5.0,1.0,9.32,25.38,30.18,23.08,40.0,8.8,9.96,33.2,36.24,20.8,42.8,3,18,0,2.2,1.0,2.4,1.2,18.1,29.9,96.2,96.8,108.0,56.1,7.9,19.4,122.8,48.9,21.8,76.4,18.0,29.3,101.9,96.7,96.8,57.6,8.4,18.5,123.4,37.6,24.2,72.8,6.31
White,CHE,5.32,SHU,5.25,NEW,5.2,BUR,4.57,BRE,4.8,5.03,5.6,9.0,29,100.0,0.0,198869,1,-1,1,-1,2,2,9.5,8.5,9,Benjamin,True,0,0,56,198869.jpg,White,12.6,False,0.0,a,1,3,45,653011,180448,380929,19250,1.6,8.0,720,1,1,4,6,0,0,0,1,0,0,7,189,187.4,129.5,60.0,37.7,8,0.52,0.67,1.19,6.77,42.0,11.0,50.0,13.0,135.0,22.0,59.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.08,0.14,0.85,0.75,89.0,6.0,4.0,3.0,18.0,5.0,33.0,11.0,1.0,0.5,13,1,0,90.0,0.0,0.0,8.0,8.0,1.0,5.0,450.0,90.0,0.0,0.0,5.0,1.0,4.71,23.62,23.42,16.19,7.5,7.2,5.48,27.4,26.88,17.12,10.8,3,4,0,1.4,1.5,1.0,1.8,22.8,33.4,110.6,112.0,111.6,86.4,16.2,18.7,110.4,50.7,26.4,82.9,26.4,34.9,124.8,109.9,114.8,96.0,17.8,19.4,112.0,55.8,26.4,85.2,4.8
